X	Y_20180224_15100_10_2g	Y_20180224_15100_10_3g	Y_20180224_15100_10_4g	Y_20180224_15100_11_4g	Y_20180224_15100_11_5g	Y_20180224_15100_11_6g	Y_20180224_15100_12_1g	Y_20180224_15100_12_2g	Y_20180224_15100_12_3g	Y_20180224_15100_12_7g	Y_20180224_15100_12_8g	Y_20180224_15100_13_10g	Y_20180224_15100_13_1g	Y_20180224_15100_13_2g	Y_20180224_15100_13_4g	Y_20180224_15100_13_6g	Y_20180224_15100_14_1g	Y_20180224_15100_14_2g	Y_20180224_15100_14_3g	Y_20180224_15100_15_2g	Y_20180224_15100_15_3g	Y_20180224_15100_15_4g	Y_20180224_15100_15_6g	Y_20180224_15100_16_1g	Y_20180224_15100_16_4g	Y_20180224_15100_16_5g	Y_20180224_15100_16_6g	Y_20180224_15100_17_10g	Y_20180224_15100_17_1g	Y_20180224_15100_17_2g	Y_20180224_15100_17_4g	Y_20180224_15100_17_9g	Y_20180224_15100_18_2g	Y_20180224_15100_18_3g	Y_20180224_15100_18_5g	Y_20180224_15100_19_16g	Y_20180224_15100_19_4g	Y_20180224_15100_19_6g	Y_20180224_15100_19_9g	Y_20180224_15100_20_10g	Y_20180224_15100_20_11g	Y_20180224_15100_20_1g	Y_20180224_15100_20_4g	Y_20180224_15100_20_7g	Y_20180224_15100_21_10g	Y_20180224_15100_21_1g	Y_20180224_15100_21_3g	Y_20180224_15100_21_5g	Y_20180224_15100_21_6g	Y_20180224_15100_21_8g	Y_20180224_15100_22_1g	Y_20180224_15100_22_4g	Y_20180224_15100_22_7g	Y_20180224_15100_23_1g	Y_20180224_15100_23_4g	Y_20180224_15100_23_5g	Y_20180224_15100_24_4g	Y_20180224_15100_24_5g	Y_20180224_15100_24_6g	Y_20180224_15100_24_7g	Y_20180224_15100_25_4g	Y_20180224_15100_26_1g	Y_20180224_15100_26_2g	Y_20180224_15100_27_2g	Y_20180224_15100_28_10g	Y_20180224_15100_28_7g	Y_20180224_15100_28_8g	Y_20180224_15100_28_9g	Y_20180224_15100_29_1g	Y_20180224_15100_29_6g	Y_20180224_15100_29_7g	Y_20180224_15100_29_8g	Y_20180224_15100_2_11g	Y_20180224_15100_2_1g	Y_20180224_15100_2_5g	Y_20180224_15100_2_6g	Y_20180224_15100_2_8g	Y_20180224_15100_2_9g	Y_20180224_15100_30_1g	Y_20180224_15100_30_2g	Y_20180224_15100_30_4g	Y_20180224_15100_30_5g	Y_20180224_15100_30_6g	Y_20180224_15100_31_2g	Y_20180224_15100_31_3g	Y_20180224_15100_32_1g	Y_20180224_15100_33_1g	Y_20180224_15100_33_2g	Y_20180224_15100_33_3g	Y_20180224_15100_33_4g	Y_20180224_15100_33_6g	Y_20180224_15100_33_7g	Y_20180224_15100_4_2g	Y_20180224_15100_4_5g	Y_20180224_15100_4_7g	Y_20180224_15100_4_9g	Y_20180224_15100_6_3g	Y_20180224_15100_6_5g	Y_20180224_15100_6_6g	Y_20180224_15100_6_7g	Y_20180224_15100_6_8g	Y_20180224_15100_7_10g	Y_20180224_15100_7_11g	Y_20180224_15100_7_3g	Y_20180224_15100_7_4g	Y_20180224_15100_7_7g	Y_20180224_15100_7_9g	Y_20180224_15100_8_1g	Y_20180224_15100_8_2g	Y_20180224_15100_8_7g	Y_20180224_15100_9_10g	Y_20180224_15100_9_1g	Y_20180224_15100_9_2g	Y_20180224_15100_9_6g	Y_20180224_15100_9_7g
1.3342	17595.172	18232.971	18658.797	NaN	NaN	22559.465	17687.281	18383.912	17612.492	24716.75	20011.043	17031.221	16212.51	19466.895	24443.928	21271.248	19181.949	17157.734	14839.762	20617.607	17026.371	16976.715	18289.395	18134.775	15071.442	19332.994	22110.148	18454.076	18256.305	17276.277	18512.729	18496.77	17506.859	18336.309	20701.02	16506.652	17159.164	21231.861	16653.361	14954.254	18812.502	17665.969	18276.111	14330.166	18733.928	14622.617	14743.396	17354.055	15707.106	18075.439	22567.125	18240.012	18682.441	16884.832	14762.322	14617.067	14813.031	16327.613	16519.535	15343.331	14947.679	17449.877	16797.023	15124.629	18701.412	15941.464	17555.801	NaN	18098.406	14224.478	14588.663	15421.725	16049.489	14804.06	19376.748	16676.617	17589.273	15911.599	16519.352	18757.793	20565.625	18373.979	16946.512	19825.525	18805.146	19701.158	20749.658	15476.211	19604.617	16292.636	18414.52	17628.248	20355.721	20983.307	19023.242	16223.11	18115.898	15913.211	16795.783	19964.527	22284.805	16256.073	16843.5	16712.779	17396.67	19381.295	16807.432	15250.246	18679.584	NaN	22350.65	19878.703	20899.777	14664.231	24834.031
1.4676	17328.332	17310.836	18669.348	NaN	NaN	21324.32	17730.537	17291.52	17816.227	22405.102	17752.445	16349.039	15253.272	18390.686	26673.33	19950.83	19275.334	17008.723	15250.229	19141.289	18117.479	17276.6	17513.195	16677.014	15590.725	18740.316	19025.635	19774.65	19009.875	16057.609	17461.688	17335.473	NaN	16487.537	19538.494	15851.864	15859.846	18594.062	15342.105	14790.755	18869.438	16442.986	16875.701	14578.902	19235.457	14288.6	13235.187	18097.219	16465.033	17308.418	20569.295	18970.273	18264.406	15960.331	NaN	15076.457	15316.036	14768.902	16170.41	15190.8	14409.503	17558.986	16048.884	13832.656	19029.586	14907.83	17880.727	NaN	18653.113	NaN	13831.557	NaN	16355.128	15029.805	19400.115	16376.714	17108.531	16791.932	16070.818	18028.877	19392.635	18281.834	17519.221	19850.586	19873.098	18928.811	19395.242	15057.319	19440.08	NaN	18375.301	18640.531	19482.463	21686.959	17394.244	15498.085	17394.209	16184.323	17805.328	17227.887	20969.771	15362.049	16239.1	16390.938	17076.996	20204.061	15308.744	15320.217	18329.391	NaN	21364.803	19121.73	19684.061	NaN	24676.135
1.6011	16805.857	17199.713	18980.299	NaN	NaN	19804.1	17043.025	18118.555	16973.436	22258.662	17210.043	16462.268	15178.854	18641.666	24636.568	19358.615	19477.51	17192.973	14633.691	16640.301	17037.887	17766.613	16955.279	16839.242	15403.985	18340.652	17540.062	NaN	18400.887	15471.733	17850.65	17748.75	NaN	16884.355	18025.613	NaN	NaN	18046.357	15091.245	14680.222	18515.264	NaN	16874.514	14446.229	17128.736	NaN	14045.896	18655.906	15996.17	17471.285	18962.969	18497.645	17148.4	15340.993	NaN	NaN	NaN	14432.562	16742.41	14940.225	13527.587	16375.105	17207.461	NaN	18214.625	13990.105	17863.877	NaN	20463.584	NaN	13625.543	NaN	16201.728	14961.27	19344.137	NaN	17293.166	15874.698	16429.168	17681.285	17996.725	18996.369	16727.314	19033.742	19190.199	18035.078	17769.852	15278.341	19114.488	NaN	18581.809	17715.135	18342.291	21241.26	16720.195	NaN	17499.77	14801.985	NaN	16316.001	18571.18	14830.346	16148.5	17406.934	16123.67	20041.879	15451.328	15214.238	19328.641	NaN	22767.373	18933.633	17982.283	NaN	22544.273
1.7345	18901.131	16341.382	18766.07	NaN	NaN	18524.633	16813.701	17840.312	17913.133	22598.5	16468.146	16230.421	15652.076	16933.051	22751.311	18283.035	18282.285	16077.187	NaN	16457.07	18548.717	16570.514	17337.314	16182.904	NaN	17546.16	16412.162	NaN	17088.674	NaN	16799.707	16719.148	NaN	15968.482	16565.479	NaN	NaN	17054.293	NaN	13961.524	18090.926	NaN	16544.971	14048.156	17744.223	NaN	NaN	18880.865	NaN	16785.307	17709.625	18291.844	15289.086	14802.465	NaN	NaN	NaN	13332.42	15791.09	NaN	NaN	16475.955	17670.543	NaN	19562.205	13968.957	15904.932	NaN	22801.525	NaN	NaN	NaN	NaN	NaN	19945.068	NaN	17237.684	NaN	16277.004	17103.18	17632.432	18066.967	16930.625	17186.154	18484.584	18355.373	16676.988	15646.416	18569.24	NaN	18701.539	19096.535	19830.615	20566.977	17344.234	NaN	15801.08	NaN	NaN	16523.34	16804.691	15348.612	NaN	16763.398	15469.904	19403.287	14288.695	NaN	19651.705	NaN	23143.396	18642.293	16548.568	NaN	21048.988
1.8679	18168.807	16677.762	17703.135	NaN	NaN	17423.178	17005.07	19277.977	16965.277	21976.893	16439.959	15488.51	14590.078	18345.77	21909.539	17502.531	17022.811	16032.625	NaN	16119.497	18173.016	17854.301	17495.105	15171.972	NaN	17254.17	17120.793	NaN	15369.35	NaN	16773.09	16326.388	NaN	16045.54	15477.598	NaN	NaN	16153.688	NaN	14017.359	16937.279	NaN	16289.696	NaN	17100.588	NaN	NaN	18759.98	NaN	16030.582	17398.434	18032.486	15187.911	14434.39	NaN	NaN	NaN	NaN	15631.059	NaN	NaN	15602.696	17277.668	NaN	20037.133	13572.886	14975.927	NaN	23853.641	NaN	NaN	NaN	NaN	NaN	19794.469	NaN	16348.563	NaN	NaN	17056	17978.516	15859.86	NaN	15746.622	19287.309	19287.018	15708.61	NaN	17835.863	NaN	19278.158	18365.146	20282.936	19550.562	17682.629	NaN	15235.008	NaN	NaN	17539.822	16264.178	15308.603	NaN	15925.693	15093.858	20468.129	14069.52	NaN	18915.369	NaN	22521.844	19015.363	16033.646	NaN	20654.629
2.0013	17354.236	17158.809	16904.764	NaN	NaN	17203.172	NaN	NaN	16591.986	21879.65	16453.564	14915.578	14873.108	18132.559	23075.51	17052.004	15320.8	15220.199	NaN	16174.185	16923.656	15660.926	NaN	15771.67	NaN	17503.592	16960.951	NaN	14359.97	NaN	15886.556	16783.814	NaN	16222.963	14425.033	NaN	NaN	15080.894	NaN	13039.066	17021.793	NaN	16424.002	NaN	16854.438	NaN	NaN	18838.322	NaN	14667.815	16441.631	17350.779	14884.053	14806.168	NaN	NaN	NaN	NaN	15054.956	NaN	NaN	15266.457	16787.336	NaN	19940.471	13791.732	15918.963	NaN	23870.799	NaN	NaN	NaN	NaN	NaN	19488.729	NaN	NaN	NaN	NaN	17251.84	16602.322	16798.348	NaN	15206.377	19718.814	17695.252	15333.941	NaN	17635.393	NaN	18452.771	17863.91	20270.246	18378.328	17735.531	NaN	15177.108	NaN	NaN	NaN	15462.056	14931.11	NaN	16003.258	NaN	20751.217	NaN	NaN	17894.033	NaN	22050.891	20805.842	15514.351	NaN	18589.992
2.1348	16985.037	NaN	17649.15	NaN	NaN	17145.041	NaN	NaN	17207.764	21713.121	16925.25	14672.528	14836.93	17539.979	23649.316	16692.959	15785.64	15081.177	NaN	15965.754	NaN	16376.528	NaN	15274.407	NaN	17813.518	NaN	NaN	NaN	NaN	14259.951	16655.877	NaN	16225.137	NaN	NaN	NaN	14806.482	NaN	13661.37	16332.502	NaN	NaN	NaN	NaN	NaN	NaN	20329.393	NaN	14880.584	16922.648	16401.959	15058.395	NaN	NaN	NaN	NaN	NaN	14642.562	NaN	NaN	15395.754	17230.686	NaN	18409.996	13678.321	14981.233	NaN	22413.572	NaN	NaN	NaN	NaN	NaN	20043.529	NaN	NaN	NaN	NaN	15176.937	15861.706	15965.916	NaN	16069.783	18578.309	16900.418	15092.171	NaN	15810.633	NaN	16265.334	15139	20297.799	17428.963	16103.149	NaN	NaN	NaN	NaN	NaN	15203.514	15896.776	NaN	15878.479	NaN	19890.656	NaN	NaN	17800.777	NaN	19708.854	21045.211	15626.624	NaN	18252.016
2.2682	17032.83	NaN	17743.379	NaN	NaN	17227.314	NaN	NaN	17704.322	20863.348	NaN	NaN	NaN	17935.273	22934.35	16314.382	15404.658	15317.78	NaN	15976.722	NaN	16950.25	NaN	15917.739	NaN	16518.703	NaN	NaN	NaN	NaN	14626.486	17390.547	NaN	NaN	NaN	NaN	NaN	14609.386	NaN	NaN	15440.249	NaN	NaN	NaN	NaN	NaN	NaN	18977.205	NaN	14636.72	17412.598	15321.005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14091.883	17795.088	NaN	17236.779	NaN	14255.827	NaN	19960.709	NaN	NaN	NaN	NaN	NaN	20267.359	NaN	NaN	NaN	NaN	15780.822	15430.531	15815.98	NaN	15871.396	17140.729	NaN	NaN	NaN	15819.257	NaN	15384.517	14923.089	20699.551	16780.398	15547.89	NaN	NaN	NaN	NaN	NaN	NaN	15978.927	NaN	NaN	NaN	19110.178	NaN	NaN	17474.748	NaN	18887.859	20542.893	15811.997	NaN	18131
2.4016	16438.99	NaN	18399.061	NaN	NaN	16509.477	NaN	NaN	NaN	21197.783	NaN	NaN	NaN	18699.133	21074.824	14780.519	16659.559	15419.771	NaN	16022.615	NaN	16261.455	NaN	15389.891	NaN	NaN	NaN	NaN	NaN	NaN	16191.013	17671.047	NaN	NaN	NaN	NaN	NaN	14436.857	NaN	NaN	15066.176	NaN	NaN	NaN	NaN	NaN	NaN	18469.51	NaN	16136.681	16721.502	15333.395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14435.479	17851.922	NaN	14922.981	NaN	13528.162	NaN	18270.918	NaN	NaN	NaN	NaN	NaN	18934.92	NaN	NaN	NaN	NaN	NaN	16070.736	15362.746	NaN	NaN	16538.477	NaN	NaN	NaN	16393.416	NaN	15781.788	14626.975	20286.635	NaN	15143.635	NaN	NaN	NaN	NaN	NaN	NaN	16914.6	NaN	NaN	NaN	19310.686	NaN	NaN	16589.949	NaN	18159.527	19719.908	NaN	NaN	17596.207
2.535	15883.692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19858.9	NaN	NaN	NaN	16661.299	19412.689	15109.058	15713.638	NaN	NaN	NaN	NaN	16341.678	NaN	15961.456	NaN	NaN	NaN	NaN	NaN	NaN	14984.782	17545.234	NaN	NaN	NaN	NaN	NaN	14268.878	NaN	NaN	15739.112	NaN	NaN	NaN	NaN	NaN	NaN	17532.43	NaN	16274.676	15804.509	14854.211	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13608.772	17559.695	NaN	15213.107	NaN	13012.936	NaN	17132.34	NaN	NaN	NaN	NaN	NaN	18285.703	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16204.478	NaN	NaN	NaN	15221.219	NaN	16260.224	NaN	19534.721	NaN	15408.795	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18687.314	NaN	NaN	17215.467	NaN	16802.982	21200.613	NaN	NaN	17039.527
2.6684	14874.479	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18860.863	NaN	NaN	NaN	14976.841	17364.418	14654.481	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15919.039	NaN	NaN	NaN	NaN	NaN	NaN	14608.407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17474.186	NaN	NaN	16399.373	14747.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14129.518	16340.888	NaN	15365.414	NaN	13521.209	NaN	17091.363	NaN	NaN	NaN	NaN	NaN	17254.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15966.783	NaN	NaN	NaN	14339.917	NaN	14844.303	NaN	18599.955	NaN	14602.604	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19064.818	NaN	NaN	16006.183	NaN	NaN	20846.576	NaN	NaN	NaN
2.8019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18712.289	NaN	NaN	NaN	14804.035	16264.523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16022.755	NaN	NaN	16855.508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15985.966	NaN	14661.221	NaN	NaN	NaN	16760.094	NaN	NaN	NaN	NaN	NaN	18456.754	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15126.477	NaN	NaN	NaN	NaN	NaN	15010.739	NaN	18487.875	NaN	14983.118	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18117.803	NaN	NaN	16331.095	NaN	NaN	19939.152	NaN	NaN	NaN
2.9353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19831.008	NaN	NaN	NaN	14106.085	16330.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14788.35	NaN	NaN	16940.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16129.549	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15193.581	NaN	17954.893	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16538.533	NaN	NaN	15625.554	NaN	NaN	19937.982	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19918.275	NaN	NaN	NaN	13717.274	15628.815	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14108.065	NaN	NaN	16165.956	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15815.294	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15813.69	NaN	NaN	15659.659	NaN	NaN	19582.258	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20113.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15161.865	NaN	NaN	15643.398	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16120.646	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15904.609	NaN	NaN	14990.148	NaN	NaN	17621.35	NaN	NaN	NaN
3.3356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20725.484	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14862.082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15013.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16689.758	NaN	NaN	NaN	NaN	NaN	16854.812	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20424.404	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14610.614	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14532.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16464.441	NaN	NaN	NaN	NaN	NaN	16369.599	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17838.281	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14736.725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15389.028	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17506.523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16275.826	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16802.447	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15166.706	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15763.223	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13941.855	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13719.515	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12961.68	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13510.154	NaN	NaN	NaN
