X	Y_20180130_15100b_10_11g	Y_20180130_15100b_10_13g	Y_20180130_15100b_10_15g	Y_20180130_15100b_10_2g	Y_20180130_15100b_10_6g	Y_20180130_15100b_10_9g	Y_20180130_15100b_11_12g	Y_20180130_15100b_11_2g	Y_20180130_15100b_11_5g	Y_20180130_15100b_11_6g	Y_20180130_15100b_11_8g	Y_20180130_15100b_12_13g	Y_20180130_15100b_12_15g	Y_20180130_15100b_12_5g	Y_20180130_15100b_12_7g	Y_20180130_15100b_12_8g	Y_20180130_15100b_12_9g	Y_20180130_15100b_13_10g	Y_20180130_15100b_13_12g	Y_20180130_15100b_13_1g	Y_20180130_15100b_13_2g	Y_20180130_15100b_13_3g	Y_20180130_15100b_13_4g	Y_20180130_15100b_13_6g	Y_20180130_15100b_14_10g	Y_20180130_15100b_14_1g	Y_20180130_15100b_14_2g	Y_20180130_15100b_14_3g	Y_20180130_15100b_14_7g	Y_20180130_15100b_15_12g	Y_20180130_15100b_15_14g	Y_20180130_15100b_15_15g	Y_20180130_15100b_15_3g	Y_20180130_15100b_15_4g	Y_20180130_15100b_15_7g	Y_20180130_15100b_15_9g	Y_20180130_15100b_16_4g	Y_20180130_15100b_16_6g	Y_20180130_15100b_17_11g	Y_20180130_15100b_17_12g	Y_20180130_15100b_17_13g	Y_20180130_15100b_17_2g	Y_20180130_15100b_17_4g	Y_20180130_15100b_17_8g	Y_20180130_15100b_17_9g	Y_20180130_15100b_18_12g	Y_20180130_15100b_18_14g	Y_20180130_15100b_18_15g	Y_20180130_15100b_18_16g	Y_20180130_15100b_18_20g	Y_20180130_15100b_18_22g	Y_20180130_15100b_18_4g	Y_20180130_15100b_18_7g	Y_20180130_15100b_18_8g	Y_20180130_15100b_19_11g	Y_20180130_15100b_19_12g	Y_20180130_15100b_19_1g	Y_20180130_15100b_19_7g	Y_20180130_15100b_1_14g	Y_20180130_15100b_1_15g	Y_20180130_15100b_1_3g	Y_20180130_15100b_1_8g	Y_20180130_15100b_20_12g	Y_20180130_15100b_20_14g	Y_20180130_15100b_20_15g	Y_20180130_15100b_20_16g	Y_20180130_15100b_20_17g	Y_20180130_15100b_20_3g	Y_20180130_15100b_20_4g	Y_20180130_15100b_20_7g	Y_20180130_15100b_20_8g	Y_20180130_15100b_21_14g	Y_20180130_15100b_21_15g	Y_20180130_15100b_21_16g	Y_20180130_15100b_21_3g	Y_20180130_15100b_21_4g	Y_20180130_15100b_21_5g	Y_20180130_15100b_21_6g	Y_20180130_15100b_21_8g	Y_20180130_15100b_22_11g	Y_20180130_15100b_22_14g	Y_20180130_15100b_22_19g	Y_20180130_15100b_22_4g	Y_20180130_15100b_22_9g	Y_20180130_15100b_23_10g	Y_20180130_15100b_23_2g	Y_20180130_15100b_23_6g	Y_20180130_15100b_23_9g	Y_20180130_15100b_24_14g	Y_20180130_15100b_24_5g	Y_20180130_15100b_24_6g	Y_20180130_15100b_24_7g	Y_20180130_15100b_2_10g	Y_20180130_15100b_2_2g	Y_20180130_15100b_2_5g	Y_20180130_15100b_2_6g	Y_20180130_15100b_2_7g	Y_20180130_15100b_2_8g	Y_20180130_15100b_3_11g	Y_20180130_15100b_3_13g	Y_20180130_15100b_3_4g	Y_20180130_15100b_3_6g	Y_20180130_15100b_3_8g	Y_20180130_15100b_4_10g	Y_20180130_15100b_4_12g	Y_20180130_15100b_4_13g	Y_20180130_15100b_4_14g	Y_20180130_15100b_4_15g	Y_20180130_15100b_4_1g	Y_20180130_15100b_4_20g	Y_20180130_15100b_4_21g	Y_20180130_15100b_4_5g	Y_20180130_15100b_4_8g	Y_20180130_15100b_4_9g	Y_20180130_15100b_5_10g	Y_20180130_15100b_5_16g	Y_20180130_15100b_5_19g	Y_20180130_15100b_5_20g	Y_20180130_15100b_5_23g	Y_20180130_15100b_5_2g	Y_20180130_15100b_5_6g	Y_20180130_15100b_6_2g	Y_20180130_15100b_6_4g	Y_20180130_15100b_6_5g	Y_20180130_15100b_6_6g	Y_20180130_15100b_6_7g	Y_20180130_15100b_6_9g	Y_20180130_15100b_7_11g	Y_20180130_15100b_7_12g	Y_20180130_15100b_7_13g	Y_20180130_15100b_7_14g	Y_20180130_15100b_7_16g	Y_20180130_15100b_7_17g	Y_20180130_15100b_7_1g	Y_20180130_15100b_7_2g	Y_20180130_15100b_7_4g	Y_20180130_15100b_7_9g	Y_20180130_15100b_8_2g	Y_20180130_15100b_8_3g	Y_20180130_15100b_8_6g	Y_20180130_15100b_8_7g	Y_20180130_15100b_9_15g	Y_20180130_15100b_9_1g	Y_20180130_15100b_9_3g	Y_20180130_15100b_9_8g
1.3342	39036.766	38229.035	31113.971	45468.746	37149.922	38787.852	37273.715	43345.391	43720.492	NaN	36026.176	70302.648	37964.949	33645.496	34587.91	58097.973	36657.762	38302.219	38536.055	39971.469	38054.023	53209.055	48237.832	37977.852	45580.469	33578.16	32594.328	35325.641	142284.625	43910.012	63012.879	96413.117	37481.062	NaN	44454.02	34965.84	35528.219	56325.555	48975.043	31280.268	58317.324	37640.004	46053.363	35980.891	53781.883	44189.73	NaN	64442.977	38546.312	49761.469	39153.738	39427.527	38318.336	37352.781	31213.018	40215.855	35268.137	63226.426	33974.152	108212.328	38468.797	47141.805	50890.656	37973.711	38360.297	53443.066	50179.758	37301.727	75599.008	58810.973	35165.086	39072.07	37692.207	64632.707	36081.605	38630.352	39422.891	51577.777	38585.797	39758.164	45461.531	35827.648	41573.867	55854.484	42674.395	43443.457	48237.926	45723.797	42961.961	70568.148	99452.219	42161.93	57537.379	36731.844	36723.559	35726.633	38613.371	40972.199	34951.699	54040.852	35101.609	54583.016	37638.121	40651.918	43850.969	52467.793	38689.867	NaN	48072.242	40859.301	41669.918	45578.344	63428.18	47090.207	45785.02	97586.375	39629.141	45454.66	48887.297	33177.848	41252.57	40624.762	41867.469	40686.434	34432.016	73331.062	36566.996	42331.809	42294.27	34000.777	33479.438	46781.203	62178.77	44113.047	37951.195	40035.953	55089.078	36613.715	56021.695	34260.371	40540.52	36597.293	36889.207	49413.691	51036.734
1.4676	41758.375	39425.875	30821.342	41861.938	42872.805	40404.539	38371.961	38039.488	43905.434	NaN	35114.355	76641.188	36959.949	37162.688	33885.148	48563.809	36171.582	38415.582	38953.258	44802.684	35391.93	70593.047	55282.934	41797.176	41532.598	33324.461	32177.883	37117.227	148072.703	45811.508	83929.555	85369.266	37726.566	NaN	NaN	35802.254	35334.355	64293.223	44993.398	31687.344	82913.672	37305.062	39718.816	35377.434	44638.812	40300.047	NaN	70690.07	39413.789	43580.426	38937.285	37758.328	38490.73	37955.488	32161.535	48028.758	36733.199	49588.379	33071.531	92972.508	37747.188	62917.422	73646.188	40423.664	38860.316	46830.512	42789.465	39984.105	103636.742	65861.922	37186.715	40606.469	38688.852	57402.277	37077.902	40238.094	NaN	55035.098	36442.156	45358.703	39285.273	46532.898	NaN	72931.641	NaN	42085.645	56373.367	40132.398	53419.613	74901.914	112955.344	45980.336	44738.039	37645.699	36092.828	36053.297	38189.766	38977.145	33534.461	59647.312	35415.246	45107.414	37942.523	43668.93	51397.137	46651.719	38704.359	NaN	44054.527	44382.406	55028.387	NaN	50508.957	43883.824	39048.113	65331.09	41788.477	42128.957	56648.887	32735.141	41808.258	41289.301	40603.77	48220.254	33693.102	54901.5	38400.258	49159.219	40170.926	34470.762	34289.383	53826.176	63799.031	39711.59	37177.137	39818.82	50028.48	38511.848	45512.996	36929.891	40949.855	37486.422	36392.312	39916.195	49843.762
1.6011	43042.418	40517.805	30125.592	39349.043	50926.812	39972.375	36496.266	35991.02	44535.168	NaN	35015.93	64345.973	38399.738	41322.027	34156.402	43563.266	36474.434	41121.062	40180.184	48682.93	35741.434	80246.094	53623.328	48130.746	NaN	34256.543	32051.805	45073.344	104485.695	NaN	76833.742	60694.227	37894.363	NaN	NaN	36545.531	34777.648	56894.789	40788.672	32105.807	83358.555	37332.348	37386.793	37628.602	41431.812	39317.039	NaN	56673.559	38272.637	41267.266	40519.094	37246.781	41022.195	37045.012	35439.824	57585.957	42775.656	39922.438	32852.914	66210.977	38221.871	75937.766	80643.266	39603.793	40139.625	42490.59	40815.633	48666.148	102025.797	54491.547	38180.129	43692.645	37527.445	NaN	40728.52	48206.242	NaN	47440.664	38317.754	42852.379	39518.641	58177.164	NaN	79327.703	NaN	42595.82	51328.352	38514.617	70333.328	62982.348	84127.391	53305.938	42154.02	40082.301	38629.883	38393.676	38899.766	38797.871	35795.449	54041.012	36953.758	38217.246	39384.035	46687.605	62173.07	39484.504	40527.34	NaN	38937.715	49555.582	75177.547	NaN	42679.996	NaN	34796.258	50527.465	50176.766	NaN	58035.125	33470.195	45876.211	41147.129	44198.695	58978.438	34454.945	44731.922	39196.855	60702.266	NaN	37397.25	34808.164	53610.352	52181.75	38458.816	37574.512	43621.422	40998.793	42742.348	41945.094	37492.004	41037.062	38772.805	37025.258	NaN	52359.473
1.7345	54172.098	50563.914	30040.475	NaN	52711.266	38566.379	39189.781	NaN	43757.703	NaN	34350.871	50345.551	39706.09	52824.879	34158.48	41597.891	35622.465	42902.508	40887.148	54734.91	36846.125	62463.445	46557.086	49000.207	NaN	37232.23	33410.883	56342.375	68281.422	NaN	56301.703	48287.668	38915.43	NaN	NaN	38452.645	36748.457	44290.836	40607.219	33024.277	59811.141	38240.152	34955.457	36366.078	NaN	NaN	NaN	45301.621	39887.504	NaN	39134.578	39596.512	49146.422	37078.32	38988.012	54986.605	61137.762	38335.934	32842.258	50756.805	39049.375	69503.453	64304.195	40042.656	41047.195	NaN	NaN	60313.5	71650.75	43179.168	36917.469	55698.207	38194.16	NaN	51723.484	56250.664	NaN	39431.09	39232.738	39494.438	NaN	63747.77	NaN	61264.766	NaN	49305.594	43075.586	NaN	79267.383	49788.09	55317.012	57786.332	NaN	39042.742	36838.895	40663.52	37703.426	41781.645	36483.543	43512.535	38487.32	36632.066	39539.641	59547.512	69068.172	NaN	47358.395	NaN	NaN	57340.602	80850	NaN	NaN	NaN	34240.883	42733.027	72823.07	NaN	48019.664	34907.199	56684.609	40051.004	48806.492	58747.906	34802.898	NaN	44962.426	66956.766	NaN	43393.684	35340.633	46106.605	43138.664	37671.328	38738.441	56808.203	35964.668	50920.059	39437.426	39669.727	41198.816	40558.949	36570.488	NaN	NaN
1.8679	66934.578	62229.137	30218.213	NaN	46242.555	40393.746	38401.203	NaN	43856.93	NaN	34030.172	41546.855	45203.207	72822.922	36046.152	NaN	34600.648	49023.68	45673.941	59647.926	35762.406	48476.43	39873.152	41601.004	NaN	40933.891	33413.863	73485.609	52079.195	NaN	46637.68	42792.516	43407.07	NaN	NaN	42042.176	38879.855	40225.598	40655.586	33695.973	44696.953	38846.438	NaN	37604.047	NaN	NaN	NaN	39711.422	40516.773	NaN	42695.934	37966.477	56220.316	40028.914	41723.914	45204.625	89719.109	37992.094	34285.621	47929.891	39710.426	51748.48	47859.059	41150.012	46910.562	NaN	NaN	65242.156	52059.891	NaN	39239.609	70562.688	37933.195	NaN	53059.965	55723.73	NaN	34958.211	38247.535	36979.027	NaN	53926.07	NaN	45886.328	NaN	55802.566	37945.352	NaN	67104.5	43500.594	43202.914	51526.848	NaN	39254.555	40278.609	49902.738	39134.137	41748.965	41471.344	40676.227	40983.758	NaN	40448.266	77489.688	59622.375	NaN	59622.117	NaN	NaN	55548.84	60501.441	NaN	NaN	NaN	NaN	NaN	88194.047	NaN	42420.711	35519.66	77602.797	39432.375	55105.93	49137.715	33099.305	NaN	50835.902	54387.391	NaN	54126.633	36326.762	41058.719	39707.727	NaN	40400.332	80810.078	33405.281	59974.984	37497.293	43093.023	44396.453	47823.242	35024.988	NaN	NaN
2.0013	68691.289	63678.5	31971.268	NaN	41692.938	38414.172	37683.078	NaN	43155.473	NaN	33524.746	38921.77	51999.023	83233.109	37390.289	NaN	35644.695	53700.18	51400.027	56747.293	33635.172	44482.227	NaN	37407.848	NaN	52923.062	33928.945	65972.391	45365.539	NaN	42806.082	NaN	48758.035	NaN	NaN	50919.766	41132.754	NaN	NaN	35595.906	40496.551	40972.305	NaN	39290.004	NaN	NaN	NaN	NaN	39821.109	NaN	46548.445	39317.953	56859.203	45943.148	37660.027	NaN	93879.422	36983.805	36238.656	NaN	47259.57	43371.512	40159.586	47161.328	62809.496	NaN	NaN	55009.957	NaN	NaN	43404.516	61649.723	38998.922	NaN	46944.781	46881.547	NaN	34079.23	39877.574	35747.371	NaN	40744.836	NaN	NaN	NaN	58741.875	NaN	NaN	52464.738	41302.5	37981.539	46757.652	NaN	39617.582	40721.605	65207.918	39881.809	42176.23	48672.004	38373.824	43046.996	NaN	44711.656	83132.516	47760.461	NaN	59581.793	NaN	NaN	47706.734	44580.68	NaN	NaN	NaN	NaN	NaN	74091.352	NaN	42124.801	40007.426	84527.188	37298.516	52470.07	41667.82	33410.25	NaN	47400.789	44909.707	NaN	70138.164	36318.449	40193.391	NaN	NaN	41712.992	96360.352	33002.301	57319.164	NaN	51501.613	44027.316	57330.723	37627.48	NaN	NaN
2.1348	53859.52	53038.988	34895.598	NaN	NaN	43041.434	37901.98	NaN	45270.578	NaN	32968.41	NaN	61971.266	67745.82	42309.812	NaN	35729.547	48626.871	50879.895	46257.215	33112.613	NaN	NaN	36274.477	NaN	62513.707	35448.441	46638.332	43184.398	NaN	NaN	NaN	65993.031	NaN	NaN	57849.535	46142.281	NaN	NaN	38213.836	40922.359	44100.512	NaN	39367.32	NaN	NaN	NaN	NaN	41188.547	NaN	64641.258	40007.555	46741.438	61744.48	34827.797	NaN	68501.117	NaN	39370.008	NaN	62140.203	39462.883	NaN	62343.516	74327.484	NaN	NaN	46367.695	NaN	NaN	48703.582	46441.469	39614.305	NaN	38743.059	42965.547	NaN	34966.141	39477.672	NaN	NaN	NaN	NaN	NaN	NaN	51736.984	NaN	NaN	44421.023	NaN	NaN	44945.699	NaN	40223.68	45760.164	67026.406	41776.609	39913.285	51999.711	NaN	51929.426	NaN	56504.773	64948.746	41892.828	NaN	50155.906	NaN	NaN	40743.621	39605.012	NaN	NaN	NaN	NaN	NaN	52722.781	NaN	NaN	49331.375	68420.422	38552.715	44227.781	NaN	35275.84	NaN	40772.352	40606.133	NaN	65996.109	38166.797	NaN	NaN	NaN	46452.23	80749.648	32573.568	48382.496	NaN	51549.473	41744.332	59088.82	36563.32	NaN	NaN
2.2682	44618.441	44012.383	40964.98	NaN	NaN	48047.109	37853.551	NaN	48691.648	NaN	34228.477	NaN	65280.105	52314.43	48412.34	NaN	33920.734	41986.762	44587.215	45269.254	35064.414	NaN	NaN	33954.402	NaN	54011.551	38632.41	37531.887	NaN	NaN	NaN	NaN	86484.586	NaN	NaN	56347.727	45853.988	NaN	NaN	48137.75	NaN	52492.645	NaN	37403.074	NaN	NaN	NaN	NaN	40424.734	NaN	92457.594	42220.719	40662.711	94849.734	NaN	NaN	46426.938	NaN	46654.258	NaN	66992.75	NaN	NaN	85116.375	60058.902	NaN	NaN	40122.02	NaN	NaN	67629.758	40211.617	45325.75	NaN	34197.074	38722.406	NaN	NaN	39207.324	NaN	NaN	NaN	NaN	NaN	NaN	46754.945	NaN	NaN	NaN	NaN	NaN	41128.121	NaN	44703	63069.328	55444.887	47430.09	38961.207	47741.453	NaN	65278.766	NaN	77729.086	51321.211	NaN	NaN	41754.336	NaN	NaN	37919.168	NaN	NaN	NaN	NaN	NaN	NaN	41848.281	NaN	NaN	53846.73	50306.125	37990.555	39860.805	NaN	35873.148	NaN	38935.773	39890.48	NaN	50385.27	42294.109	NaN	NaN	NaN	57198.203	58443.031	NaN	42843.871	NaN	43969.008	44185.906	50158.691	38283.719	NaN	NaN
2.4016	39878.074	39417.824	41299.691	NaN	NaN	61962.09	38444.277	NaN	56902.422	NaN	34706.215	NaN	52074.262	42222.422	46706.414	NaN	35197.969	37759.395	40120.016	42669.207	35570.281	NaN	NaN	NaN	NaN	43044.289	44477.41	37040.816	NaN	NaN	NaN	NaN	75337.102	NaN	NaN	47322.84	40094.777	NaN	NaN	54967.992	NaN	72411.422	NaN	37970.957	NaN	NaN	NaN	NaN	41939.922	NaN	106171.547	48047.945	39181.691	139927.359	NaN	NaN	36484.648	NaN	56050.883	NaN	56628.926	NaN	NaN	90586.312	46045.965	NaN	NaN	37319.223	NaN	NaN	102909.148	36208.172	51373.25	NaN	33269.418	NaN	NaN	NaN	40181.363	NaN	NaN	NaN	NaN	NaN	NaN	44251.34	NaN	NaN	NaN	NaN	NaN	38696.055	NaN	54424.461	89756.172	42799.797	59076.793	39133.473	40412.102	NaN	65236.844	NaN	94023.109	NaN	NaN	NaN	38178.648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39201.344	NaN	NaN	45432.328	43842.938	38932.078	NaN	NaN	38958.242	NaN	NaN	NaN	NaN	40529.672	53682.23	NaN	NaN	NaN	59053.531	45446.953	NaN	NaN	NaN	37983.965	50586.957	48301.23	43130.465	NaN	NaN
2.535	38495.43	NaN	35737.109	NaN	NaN	80518.859	39609.512	NaN	69351.992	NaN	39537.074	NaN	42526.402	39714.695	40070.492	NaN	36693.598	NaN	38514.297	41019.316	39489.898	NaN	NaN	NaN	NaN	38151.43	61614.852	NaN	NaN	NaN	NaN	NaN	53178.648	NaN	NaN	39946.234	35386.281	NaN	NaN	48949.086	NaN	87920.047	NaN	39070.258	NaN	NaN	NaN	NaN	47833.699	NaN	78000.758	53434.828	37733.926	136384.547	NaN	NaN	32979.77	NaN	51284.32	NaN	46707.098	NaN	NaN	71878.031	39913.215	NaN	NaN	NaN	NaN	NaN	115743.328	NaN	51708.414	NaN	NaN	NaN	NaN	NaN	39786.578	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64154.121	97177.781	39774.031	64130.172	38488.117	38345.219	NaN	55619.133	NaN	80470.766	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38290.914	NaN	NaN	39368.387	41576.805	40928.992	NaN	NaN	45682.098	NaN	NaN	NaN	NaN	NaN	71422.719	NaN	NaN	NaN	49591.562	39922.004	NaN	NaN	NaN	36761.625	66675.875	56080.695	53187.297	NaN	NaN
2.6684	NaN	NaN	32557.789	NaN	NaN	82756.617	45086.047	NaN	67944.414	NaN	42420.211	NaN	39312.445	NaN	33926.914	NaN	34062.715	NaN	NaN	NaN	45347.762	NaN	NaN	NaN	NaN	36952.719	67515.352	NaN	NaN	NaN	NaN	NaN	42630.098	NaN	NaN	38106.719	33301.25	NaN	NaN	38251.734	NaN	75142.922	NaN	36981.371	NaN	NaN	NaN	NaN	58387.168	NaN	56453.977	50438.613	NaN	89895.469	NaN	NaN	NaN	NaN	42036.809	NaN	40966.648	NaN	NaN	51733.039	38582.246	NaN	NaN	NaN	NaN	NaN	87496.703	NaN	45522.336	NaN	NaN	NaN	NaN	NaN	37574.891	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57750.156	69782.477	NaN	54916.387	38884.926	NaN	NaN	44610.09	NaN	56113.766	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36722.773	NaN	44547.777	NaN	NaN	60076.086	NaN	NaN	NaN	NaN	NaN	77909.32	NaN	NaN	NaN	43582.707	NaN	NaN	NaN	NaN	NaN	88332.172	65170.586	60079.008	NaN	NaN
2.8019	NaN	NaN	33715.82	NaN	NaN	63577.062	54167.734	NaN	54260.188	NaN	41197.133	NaN	NaN	NaN	NaN	NaN	34175.027	NaN	NaN	NaN	62687.531	NaN	NaN	NaN	NaN	NaN	52134.324	NaN	NaN	NaN	NaN	NaN	38818.16	NaN	NaN	NaN	32977.609	NaN	NaN	34188.906	NaN	52704.223	NaN	38970.625	NaN	NaN	NaN	NaN	64657.738	NaN	45023.52	43212.059	NaN	57698.887	NaN	NaN	NaN	NaN	36003.938	NaN	NaN	NaN	NaN	43658.957	NaN	NaN	NaN	NaN	NaN	NaN	57046.742	NaN	38870.93	NaN	NaN	NaN	NaN	NaN	38406.305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48275.348	48311.699	NaN	46041.637	37950.758	NaN	NaN	38839.613	NaN	45594.543	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57027.938	NaN	NaN	62918.602	NaN	NaN	NaN	NaN	NaN	63376.727	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88117.953	NaN	50435.809	NaN	NaN
2.9353	NaN	NaN	35191.191	NaN	NaN	49059.02	64889.867	NaN	47895.934	NaN	37834.309	NaN	NaN	NaN	NaN	NaN	36352.969	NaN	NaN	NaN	71934.008	NaN	NaN	NaN	NaN	NaN	41151.82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32926.883	NaN	NaN	NaN	NaN	41556.09	NaN	38269.867	NaN	NaN	NaN	NaN	54901.938	NaN	NaN	NaN	NaN	46261	NaN	NaN	NaN	NaN	33074.414	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45857.406	NaN	37630.895	NaN	NaN	NaN	NaN	NaN	39824.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44528.969	40746.488	NaN	NaN	40088.988	NaN	NaN	NaN	NaN	39780.926	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63938.738	NaN	NaN	48560.227	NaN	NaN	NaN	NaN	NaN	45293.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64844.715	NaN	41627.309	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	44054.438	65234.84	NaN	43333.387	NaN	35378.219	NaN	NaN	NaN	NaN	NaN	41391.551	NaN	NaN	NaN	65115.719	NaN	NaN	NaN	NaN	NaN	37568.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39280.223	NaN	NaN	NaN	NaN	45027.766	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32143.977	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42625.07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42976.105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54041.348	NaN	NaN	40695.434	NaN	NaN	NaN	NaN	NaN	39268.23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50307.938	NaN	38028.875	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	40980.426	52075.895	NaN	42733.758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47296.551	NaN	NaN	NaN	51578.285	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38799.742	NaN	NaN	NaN	NaN	39777.801	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48644.535	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49139.969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43887.855	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38014.445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35654.016	NaN	NaN
3.3356	NaN	NaN	NaN	NaN	NaN	NaN	41511.508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46276.879	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40701.957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59661.906	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62571.496	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39123.844	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35259.332	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	38419.59	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40755.168	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46480.934	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59217.082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77847.391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38949.801	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37513.227	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49093.816	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52292.676	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85262.047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
