X	Y_20180130_15100b_10_11g	Y_20180130_15100b_10_13g	Y_20180130_15100b_10_15g	Y_20180130_15100b_10_2g	Y_20180130_15100b_10_6g	Y_20180130_15100b_10_9g	Y_20180130_15100b_11_12g	Y_20180130_15100b_11_2g	Y_20180130_15100b_11_5g	Y_20180130_15100b_11_6g	Y_20180130_15100b_11_8g	Y_20180130_15100b_12_13g	Y_20180130_15100b_12_15g	Y_20180130_15100b_12_5g	Y_20180130_15100b_12_7g	Y_20180130_15100b_12_8g	Y_20180130_15100b_12_9g	Y_20180130_15100b_13_10g	Y_20180130_15100b_13_12g	Y_20180130_15100b_13_1g	Y_20180130_15100b_13_2g	Y_20180130_15100b_13_3g	Y_20180130_15100b_13_4g	Y_20180130_15100b_13_6g	Y_20180130_15100b_14_10g	Y_20180130_15100b_14_1g	Y_20180130_15100b_14_2g	Y_20180130_15100b_14_3g	Y_20180130_15100b_14_7g	Y_20180130_15100b_15_12g	Y_20180130_15100b_15_14g	Y_20180130_15100b_15_15g	Y_20180130_15100b_15_3g	Y_20180130_15100b_15_4g	Y_20180130_15100b_15_7g	Y_20180130_15100b_15_9g	Y_20180130_15100b_16_4g	Y_20180130_15100b_16_6g	Y_20180130_15100b_17_11g	Y_20180130_15100b_17_12g	Y_20180130_15100b_17_13g	Y_20180130_15100b_17_2g	Y_20180130_15100b_17_4g	Y_20180130_15100b_17_8g	Y_20180130_15100b_17_9g	Y_20180130_15100b_18_12g	Y_20180130_15100b_18_14g	Y_20180130_15100b_18_15g	Y_20180130_15100b_18_16g	Y_20180130_15100b_18_20g	Y_20180130_15100b_18_22g	Y_20180130_15100b_18_4g	Y_20180130_15100b_18_7g	Y_20180130_15100b_18_8g	Y_20180130_15100b_19_11g	Y_20180130_15100b_19_12g	Y_20180130_15100b_19_1g	Y_20180130_15100b_19_7g	Y_20180130_15100b_1_14g	Y_20180130_15100b_1_15g	Y_20180130_15100b_1_3g	Y_20180130_15100b_1_8g	Y_20180130_15100b_20_12g	Y_20180130_15100b_20_14g	Y_20180130_15100b_20_15g	Y_20180130_15100b_20_16g	Y_20180130_15100b_20_17g	Y_20180130_15100b_20_3g	Y_20180130_15100b_20_4g	Y_20180130_15100b_20_7g	Y_20180130_15100b_20_8g	Y_20180130_15100b_21_14g	Y_20180130_15100b_21_15g	Y_20180130_15100b_21_16g	Y_20180130_15100b_21_3g	Y_20180130_15100b_21_4g	Y_20180130_15100b_21_5g	Y_20180130_15100b_21_6g	Y_20180130_15100b_21_8g	Y_20180130_15100b_22_11g	Y_20180130_15100b_22_14g	Y_20180130_15100b_22_19g	Y_20180130_15100b_22_4g	Y_20180130_15100b_22_9g	Y_20180130_15100b_23_10g	Y_20180130_15100b_23_2g	Y_20180130_15100b_23_6g	Y_20180130_15100b_23_9g	Y_20180130_15100b_24_14g	Y_20180130_15100b_24_5g	Y_20180130_15100b_24_6g	Y_20180130_15100b_24_7g	Y_20180130_15100b_2_10g	Y_20180130_15100b_2_2g	Y_20180130_15100b_2_5g	Y_20180130_15100b_2_6g	Y_20180130_15100b_2_7g	Y_20180130_15100b_2_8g	Y_20180130_15100b_3_11g	Y_20180130_15100b_3_13g	Y_20180130_15100b_3_4g	Y_20180130_15100b_3_6g	Y_20180130_15100b_3_8g	Y_20180130_15100b_4_10g	Y_20180130_15100b_4_12g	Y_20180130_15100b_4_13g	Y_20180130_15100b_4_14g	Y_20180130_15100b_4_15g	Y_20180130_15100b_4_1g	Y_20180130_15100b_4_20g	Y_20180130_15100b_4_21g	Y_20180130_15100b_4_5g	Y_20180130_15100b_4_8g	Y_20180130_15100b_4_9g	Y_20180130_15100b_5_10g	Y_20180130_15100b_5_16g	Y_20180130_15100b_5_19g	Y_20180130_15100b_5_20g	Y_20180130_15100b_5_23g	Y_20180130_15100b_5_2g	Y_20180130_15100b_5_6g	Y_20180130_15100b_6_2g	Y_20180130_15100b_6_4g	Y_20180130_15100b_6_5g	Y_20180130_15100b_6_6g	Y_20180130_15100b_6_7g	Y_20180130_15100b_6_9g	Y_20180130_15100b_7_11g	Y_20180130_15100b_7_12g	Y_20180130_15100b_7_13g	Y_20180130_15100b_7_14g	Y_20180130_15100b_7_16g	Y_20180130_15100b_7_17g	Y_20180130_15100b_7_1g	Y_20180130_15100b_7_2g	Y_20180130_15100b_7_4g	Y_20180130_15100b_7_9g	Y_20180130_15100b_8_2g	Y_20180130_15100b_8_3g	Y_20180130_15100b_8_6g	Y_20180130_15100b_8_7g	Y_20180130_15100b_9_15g	Y_20180130_15100b_9_1g	Y_20180130_15100b_9_3g	Y_20180130_15100b_9_8g
1.3342	16147.691	13615.636	13306.937	13650.917	14623.802	19368.561	16350.479	11781.174	16955.09	NaN	14409.721	13064.768	14173.992	14845.283	15034.889	12960.994	14402.117	15645.336	14567.814	14823.226	14593.513	14359.554	12874.084	13985.869	12399.943	13796.397	13366.555	12900.651	13333.591	12868.396	16831.049	13485.249	14778.179	NaN	12723.348	16295.024	16582.988	13481.931	13863.349	14026.364	13769.709	13891.456	11889.347	15884.737	12193.967	12926.729	NaN	16023.161	17008.736	13224.336	15697.39	17751.799	13192.892	14049.36	14173.601	12403.171	12996.402	13802.65	13373.076	12489.83	12776.833	15083.504	21514.818	16458.904	17927.723	12644.284	13947.198	14728.504	14314.274	12917.058	15485.681	14603.677	16853.121	13466.925	15344.109	12478.178	13187.718	13226.477	16837.723	14510.148	13773.813	14094.241	14447.104	14556.664	13921.814	15538.082	11976.962	13775.623	18592.748	14418.273	15613.686	14852.291	13399.192	14475.154	17122.857	14618.595	16751.879	16730.682	13817.479	13843.713	14098.86	13187.625	15032.811	15579.911	14377.047	14565.892	14102.013	NaN	13521.541	14805.399	14286.387	12120.901	14207.214	14219.722	12299.247	13368.212	17222.766	11949.079	14482.228	13520.768	16437.111	15063.125	16594.361	14411.933	18211.529	13089.376	13659.207	16264.523	12407.507	14325.19	13516.976	13033.354	13558.815	13658.804	14721.293	14640.102	12987.905	14633.174	13307.835	13753	15930.3	14868.727	15433.2	13258.097	13668.223
1.4676	15754.805	13808.003	12997.911	13545.521	13566.511	21062.756	17188.488	11625.059	16840.748	NaN	13726.916	12725.606	13334.019	16128.665	15016.87	12283.868	14308.276	15126.911	14287.347	14008.628	14846.96	13730.694	12475.439	13144.19	11877.482	13646.442	13321.21	14093.793	12980.968	12791.14	15639.015	13301.295	13738.727	NaN	NaN	15862.076	15407.265	12939.315	13292.49	13775.675	12466.705	13478.158	12484.744	15667.912	12444.186	12561.232	NaN	14629.48	17358.158	12375.595	14876.758	17738.348	13320.795	13799.696	13892.305	13205.084	12309.101	13162.895	13022.933	12820.998	12646.407	14266.424	16903.021	16392.648	16585.809	12307.798	13679.072	14778.614	14865.395	12990.451	15972.498	15871.896	16509.078	13335.26	15216.831	12981.21	NaN	12932.322	15830.154	13602.237	13109.111	13971.41	NaN	13363.263	NaN	15368.002	12149.957	13030.841	18004.557	14041.801	13262.616	14568.602	13498.519	12993.685	16341.586	14578.336	17142.652	17831.572	13647.87	13907.645	14135.282	12503.56	13826.631	15355.134	13772.412	13925.37	13244.919	NaN	13029.378	13614.047	14233.142	NaN	14240.88	13867.911	11863.307	13119.873	16140.957	12278.794	13262.675	13791.285	17037.525	14256.372	16726.418	13629.533	18018.896	12861.323	13009.393	15448.789	12067.583	13184.728	14556.309	13255.554	12857.332	14356.214	14282.628	14321.746	13188.538	14159.752	12652.28	13833.919	15940.273	14332.56	16514.531	12766.29	13337.233
1.6011	15725.626	13934.738	12770.326	14121.979	13051.205	20317.061	17264.838	12078.051	16487.215	NaN	13359.07	12456.843	13352.922	15450.876	14210.142	12518.752	14828.31	14706.877	13931.649	14541.556	15363.431	13316.441	12786.867	12814.64	NaN	12814.073	13665.389	13584.381	12940.147	NaN	14272.105	12983.031	14767.077	NaN	NaN	15062.224	14909.946	12523.491	13185.686	13241.295	12446.062	13543.45	12408.659	16061.373	12137.693	12305.632	NaN	13499.666	15769.989	12632.117	15897.54	16346.887	13332.164	14405.878	13340.344	12892.809	12471.396	12604.951	12334.212	12252.935	13229.577	13112.214	14130.109	17023.822	15973.33	11998.697	12763.56	14124.388	14605.208	12263.023	16031.137	14938.723	16268.58	NaN	14858.934	12050.979	NaN	12505.091	15493.095	13767.567	12574.163	14041.377	NaN	12962.755	NaN	15756.65	12566.865	12850.595	15874.445	14221.283	12261.042	13944.531	13331.416	13365.234	15570.994	15255.825	16302.486	18145.971	14382.408	13947.559	14312.905	12639.339	14348.554	16304.814	13494.55	12765.098	13735.604	NaN	12805.287	13335.97	12739.4	NaN	13408.811	NaN	11277.777	12717	15865.01	NaN	12889.643	14271.892	15241.681	13694.753	16421.93	13427.469	17401.373	12578.084	13030.705	13854.521	NaN	12265.26	14396.463	13303.917	12497.412	14639.006	14123.998	14263.731	12394.578	13741.751	12484.833	13135.993	15899.124	13782.799	15624.781	NaN	13281.843
1.7345	16888.27	13525.881	12496.293	NaN	13330.45	19993.518	18172.445	NaN	15469.824	NaN	12993.24	12068.689	12883.9	15443.466	14456.712	12160.019	13930.908	14951.265	14835.555	14072.049	16065.08	13566.206	12949.922	13141.169	NaN	12369.498	13253.076	14109.303	12762.606	NaN	12568.756	12917.698	13423.748	NaN	NaN	13663.402	14647.858	12236.323	12567.977	13581.855	13134.121	13905.089	12080.112	15655.207	NaN	NaN	NaN	14092.938	15559.516	NaN	14481.812	15757.906	13374.501	15734.664	12676.858	11928.177	11665.358	12758.763	12399.344	12417.347	13265.128	12311.919	13460.876	16515.574	15675.855	NaN	NaN	14285.816	13288.777	12349.718	15582.891	13688.233	15136.458	NaN	13877.464	11870.796	NaN	12844.108	14692.609	12533.775	NaN	13040.727	NaN	13424.913	NaN	15761.77	12671.601	NaN	14473.592	13447.683	12293.592	13496.262	NaN	13815.278	16650.141	16208.22	16849.725	17923.539	13907.271	13430.791	14912.312	13048.464	14327.315	15972.684	13137.047	NaN	14153.935	NaN	NaN	13219.208	11852.913	NaN	NaN	NaN	11433.777	12694.577	15600.757	NaN	12523.521	13038.912	14402.892	14024.975	16038.917	13023.514	17722.506	NaN	12667.754	12776.248	NaN	12611.416	14034.65	13028.33	12948.854	13808.753	14248.201	13198.559	13180.414	12869.98	12931.13	12658.076	16620.945	14102.301	14442.8	NaN	NaN
1.8679	16471.807	12524.566	12368.655	NaN	12429.604	19659.465	17687.311	NaN	15220.279	NaN	13506.714	12441.843	12667.528	14887.8	13460.616	NaN	15146.511	14606.157	14329.727	13458.257	16161.313	13526.815	12698.541	12730.301	NaN	12379.34	12892.954	14532.608	13272.986	NaN	12887.204	12533.473	13130.82	NaN	NaN	13336.833	14512.85	12384.659	12559.754	13828.756	12213.907	13769.455	NaN	16044.456	NaN	NaN	NaN	14119.519	15332.655	NaN	15842.185	14778.838	12243.62	16155.59	12464.559	12128.71	11976.826	11838.779	12550.842	11674.32	14111.79	11135.495	12508.005	16125.552	14621.806	NaN	NaN	14312.482	12692.64	NaN	14879.173	13813.058	14876.731	NaN	14140.932	11604.588	NaN	12251.309	14426.311	12588.154	NaN	12141.562	NaN	13781.292	NaN	14482.361	11969.622	NaN	13817.19	12917.486	12475.51	12890.396	NaN	12973.13	15673.428	17247.762	16770.83	17877.748	13665.085	12652.28	15794.425	NaN	13521.81	15286.372	12320.218	NaN	13724.095	NaN	NaN	13016.249	11999.793	NaN	NaN	NaN	NaN	NaN	14222.081	NaN	12626.035	13218.94	13655.672	13481.887	14855.856	13142.428	16784.338	NaN	12313.729	12882.549	NaN	12685.874	14284.288	13073.761	12160.282	NaN	14480.689	12514.942	12713.465	12642.467	12333.464	13776.528	17114.213	13872.182	14429.931	NaN	NaN
2.0013	16367.952	12484.796	13377.911	NaN	12830.784	18072.861	17446.16	NaN	14593.827	NaN	13638.606	12719.773	12459.669	13211.559	13122.988	NaN	14307.533	14015.573	14796.37	13548.946	15227.827	12998.304	NaN	13254.767	NaN	12028.805	12406.376	14674.916	13619.55	NaN	12737.963	NaN	13549.678	NaN	NaN	12600.927	14528.162	NaN	NaN	14045.629	11953.857	13307.586	NaN	15325.865	NaN	NaN	NaN	NaN	16207.176	NaN	13991.32	14520.425	12516.551	16747.922	12804.225	NaN	12223.986	11509.829	12360.521	NaN	14207.355	11332.474	12139.023	15586.982	14211.828	NaN	NaN	13712.471	NaN	NaN	13938.768	13709.191	13770.762	NaN	13255.865	11514.575	NaN	12215.439	14624.857	12306.061	NaN	11690.14	NaN	NaN	NaN	14196.142	NaN	NaN	13149.446	13165.785	11803.351	13559.337	NaN	13261.619	14601.474	15877.109	16929.75	17396.096	12743.531	12313.873	15656.715	NaN	12975.878	14481.542	12834.816	NaN	13451.762	NaN	NaN	12948.895	12475.004	NaN	NaN	NaN	NaN	NaN	14223.947	NaN	12413.649	13565.729	12581.012	13342.347	14935.08	12700.605	17218.961	NaN	12518.142	12532.639	NaN	12939.824	14512.955	11982.956	NaN	NaN	14524.616	12130.434	12527.306	11871.928	NaN	13799.82	17646.838	13857.002	13903.858	NaN	NaN
2.1348	14559.579	11919.158	12688.02	NaN	NaN	15948.78	17018.611	NaN	15573.12	NaN	13276.33	NaN	12374.816	13015.124	13680.518	NaN	15120.577	13212.663	13281.8	13208.96	14770.424	NaN	NaN	12469.908	NaN	12241.381	13744.358	13522.916	13153.113	NaN	NaN	NaN	13915.52	NaN	NaN	12721.064	13533.893	NaN	NaN	13882.483	12715.492	13220.125	NaN	14351.544	NaN	NaN	NaN	NaN	15237.458	NaN	13938.867	13976.877	12112.163	17357.426	12393.269	NaN	11965.414	NaN	11199.857	NaN	13894.329	11882.383	NaN	14219.052	13201.095	NaN	NaN	13046.942	NaN	NaN	13651.22	12487.845	13557.676	NaN	12974.873	11539.467	NaN	11672.413	14738.472	NaN	NaN	NaN	NaN	NaN	NaN	13688.034	NaN	NaN	13663.09	NaN	NaN	12852.566	NaN	12876.002	14299.329	14002.662	15826.193	17059.676	12782.381	NaN	15238.635	NaN	13391.29	13145.879	13035.302	NaN	13148.428	NaN	NaN	13382.383	11806.157	NaN	NaN	NaN	NaN	NaN	13774.986	NaN	NaN	12185.223	12624.735	13274.274	14523.143	NaN	15655.501	NaN	12170.899	12458.025	NaN	12995.255	14551.383	NaN	NaN	NaN	13285.614	12125.983	13257.834	12400.39	NaN	13104.919	16885.674	13147.315	15285.684	NaN	NaN
2.2682	14248.514	11710.569	11885.433	NaN	NaN	14713.092	16025.447	NaN	15052.656	NaN	12921.197	NaN	12891.504	12849.125	12343.684	NaN	15427.199	13083.901	12778.64	13314.362	15937.891	NaN	NaN	12064.457	NaN	12614.858	13081.171	13424.108	NaN	NaN	NaN	NaN	14022.6	NaN	NaN	12532.233	12726.726	NaN	NaN	13610.944	NaN	12546.976	NaN	13515.855	NaN	NaN	NaN	NaN	14847.745	NaN	14232.153	13880.429	12206.241	16224.613	NaN	NaN	11489.644	NaN	11486.893	NaN	13351.346	NaN	NaN	13758.671	12866.968	NaN	NaN	12580.647	NaN	NaN	14358.065	11996.782	13306.396	NaN	12669.029	11577.326	NaN	NaN	15199.229	NaN	NaN	NaN	NaN	NaN	NaN	13587.429	NaN	NaN	NaN	NaN	NaN	12516.351	NaN	13155.345	13420.618	13735.437	14946.376	16811.818	13093.14	NaN	14966.553	NaN	13909.861	13120.742	NaN	NaN	12450.981	NaN	NaN	14426.352	NaN	NaN	NaN	NaN	NaN	NaN	13084.812	NaN	NaN	12250.416	12205.112	13073.727	14333.458	NaN	15134.27	NaN	12421.47	12709.617	NaN	12600.364	13747.008	NaN	NaN	NaN	12491.831	12001.249	NaN	12161.153	NaN	13582.872	17304.936	12564.695	17112.242	NaN	NaN
2.4016	14040.486	12070.103	11634.647	NaN	NaN	13596.98	15569.686	NaN	14183.273	NaN	13419.773	NaN	12851.31	12994.631	12878.557	NaN	14747.903	13127.811	13200.695	13192.58	15103.139	NaN	NaN	NaN	NaN	12041.764	12609.578	12574.224	NaN	NaN	NaN	NaN	13429.338	NaN	NaN	12290.58	12903.402	NaN	NaN	12740.001	NaN	13209.214	NaN	15043.184	NaN	NaN	NaN	NaN	14577.972	NaN	13557.858	13118.612	13047.472	15041.727	NaN	NaN	11186.998	NaN	11120.48	NaN	12691.81	NaN	NaN	14800.629	12461.424	NaN	NaN	12788.461	NaN	NaN	13964.048	12221.516	13212.213	NaN	12428.762	NaN	NaN	NaN	15489.307	NaN	NaN	NaN	NaN	NaN	NaN	14006.708	NaN	NaN	NaN	NaN	NaN	13214.996	NaN	12973.667	13173.905	13942.933	14878.277	16487.297	13561.771	NaN	14920.007	NaN	13093.002	NaN	NaN	NaN	12100.197	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13509.567	NaN	NaN	12290.768	10845.691	13730.103	NaN	NaN	15465.025	NaN	NaN	NaN	NaN	12381.687	13695.218	NaN	NaN	NaN	12373.607	12159.066	NaN	NaN	NaN	12761.278	15486.616	12368.932	16461.998	NaN	NaN
2.535	13125.797	NaN	11534.021	NaN	NaN	14041.902	14518.35	NaN	13326.229	NaN	13988.731	NaN	12340.176	12676.325	12099.847	NaN	14404.011	NaN	12740.6	13013.503	13821.437	NaN	NaN	NaN	NaN	12145.763	11931.695	NaN	NaN	NaN	NaN	NaN	12480.84	NaN	NaN	12897.51	12072.402	NaN	NaN	12858.946	NaN	12648.32	NaN	15226.355	NaN	NaN	NaN	NaN	14397.022	NaN	14282.319	12118.465	12503.746	13393.979	NaN	NaN	11267.848	NaN	11401.52	NaN	13106.279	NaN	NaN	14570.153	11676.406	NaN	NaN	NaN	NaN	NaN	13834.863	NaN	12241.39	NaN	NaN	NaN	NaN	NaN	16508.262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12709.089	12272.019	13112.698	13604.556	16451.703	13568.373	NaN	14433.705	NaN	12609.184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12445.538	NaN	NaN	12052.021	10758.062	12972.699	NaN	NaN	14620.17	NaN	NaN	NaN	NaN	NaN	14016.568	NaN	NaN	NaN	12882.959	12696.283	NaN	NaN	NaN	12642.597	15312.724	13560.224	15409.56	NaN	NaN
2.6684	NaN	NaN	11423.775	NaN	NaN	13459.883	14387.042	NaN	13014.491	NaN	13398.158	NaN	11910.938	NaN	12201.632	NaN	13738.012	NaN	NaN	NaN	13854.291	NaN	NaN	NaN	NaN	12796.553	11652.037	NaN	NaN	NaN	NaN	NaN	12162.688	NaN	NaN	11958.519	11891.544	NaN	NaN	13054.56	NaN	13192.264	NaN	15298.074	NaN	NaN	NaN	NaN	15001.771	NaN	13011.419	12552.948	NaN	12392.157	NaN	NaN	NaN	NaN	11475.765	NaN	12892.981	NaN	NaN	13808.674	11108.351	NaN	NaN	NaN	NaN	NaN	12737.562	NaN	13031.85	NaN	NaN	NaN	NaN	NaN	17099.406	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12070.941	12607.761	NaN	12912.979	15817.766	NaN	NaN	14233.523	NaN	12710.855	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11412.515	NaN	12385.698	NaN	NaN	14367.221	NaN	NaN	NaN	NaN	NaN	14350.021	NaN	NaN	NaN	11344.983	NaN	NaN	NaN	NaN	NaN	14920.665	12892.143	13561.463	NaN	NaN
2.8019	NaN	NaN	10911.88	NaN	NaN	12784.6	14261.154	NaN	12808.807	NaN	12169.296	NaN	NaN	NaN	NaN	NaN	12860.855	NaN	NaN	NaN	13115.949	NaN	NaN	NaN	NaN	NaN	11909.986	NaN	NaN	NaN	NaN	NaN	12103.679	NaN	NaN	NaN	11874.212	NaN	NaN	12839.794	NaN	13093.557	NaN	15978.241	NaN	NaN	NaN	NaN	13265.322	NaN	12935.474	12383.173	NaN	12480.848	NaN	NaN	NaN	NaN	11254.552	NaN	NaN	NaN	NaN	12533.264	NaN	NaN	NaN	NaN	NaN	NaN	12801.54	NaN	12790.72	NaN	NaN	NaN	NaN	NaN	15134.664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12871.697	12246.084	NaN	13953.714	16251.423	NaN	NaN	13363.709	NaN	13612.048	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12355.543	NaN	NaN	13377.498	NaN	NaN	NaN	NaN	NaN	14107.49	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13799.471	NaN	13202.682	NaN	NaN
2.9353	NaN	NaN	11253.533	NaN	NaN	12143.782	13747.249	NaN	12396.405	NaN	12582.577	NaN	NaN	NaN	NaN	NaN	12337.163	NaN	NaN	NaN	13003.742	NaN	NaN	NaN	NaN	NaN	11825.849	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11954.327	NaN	NaN	NaN	NaN	12632.885	NaN	14761.852	NaN	NaN	NaN	NaN	13452.478	NaN	NaN	NaN	NaN	12688.024	NaN	NaN	NaN	NaN	11234.134	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12573.114	NaN	13310.468	NaN	NaN	NaN	NaN	NaN	16615.578	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12891.609	12512.824	NaN	NaN	16303.615	NaN	NaN	NaN	NaN	14195.879	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12338.369	NaN	NaN	12631.497	NaN	NaN	NaN	NaN	NaN	13740.133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12893.753	NaN	12614.052	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	12207.972	12825.08	NaN	12657.756	NaN	12509.411	NaN	NaN	NaN	NaN	NaN	12166.604	NaN	NaN	NaN	12328.992	NaN	NaN	NaN	NaN	NaN	11584.925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14463.323	NaN	NaN	NaN	NaN	12956.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11332.347	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15321.683	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16196.214	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11961.977	NaN	NaN	12980.553	NaN	NaN	NaN	NaN	NaN	14734.138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12949.275	NaN	12573.111	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	12374.897	12367.024	NaN	12808.516	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11936.628	NaN	NaN	NaN	12407.466	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13412.872	NaN	NaN	NaN	NaN	12493.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14356.209	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15248.115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12060.939	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13607.183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11686.176	NaN	NaN
3.3356	NaN	NaN	NaN	NaN	NaN	NaN	11624.775	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11961.671	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13177.229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14188.275	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14485.994	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11718.94	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11612.658	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	12382.498	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11831.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12818.647	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13949.264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13952.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11273.366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11519.979	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12680.785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13538.646	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13881.406	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
