X	Y_20180224_15102_10_11_s_g	Y_20180224_15102_10_1g	Y_20180224_15102_10_2g	Y_20180224_15102_10_4g	Y_20180224_15102_10_5g	Y_20180224_15102_10_6g	Y_20180224_15102_11_11g	Y_20180224_15102_11_1_s_g	Y_20180224_15102_11_3g	Y_20180224_15102_11_6g	Y_20180224_15102_11_8g	Y_20180224_15102_11_9g	Y_20180224_15102_12_10g	Y_20180224_15102_12_11g	Y_20180224_15102_12_12g	Y_20180224_15102_12_16g	Y_20180224_15102_12_1g	Y_20180224_15102_12_2g	Y_20180224_15102_12_5g	Y_20180224_15102_12_6g	Y_20180224_15102_12_7g	Y_20180224_15102_13_14g	Y_20180224_15102_13_1g	Y_20180224_15102_13_3g	Y_20180224_15102_13_5g	Y_20180224_15102_13_6g	Y_20180224_15102_13_7g	Y_20180224_15102_13_8g	Y_20180224_15102_14_1g	Y_20180224_15102_14_2g	Y_20180224_15102_14_3g	Y_20180224_15102_14_4g	Y_20180224_15102_14_6g	Y_20180224_15102_14_7_s_g	Y_20180224_15102_15_11g	Y_20180224_15102_15_12g	Y_20180224_15102_15_13g	Y_20180224_15102_15_14g	Y_20180224_15102_15_15g	Y_20180224_15102_15_2_S_g	Y_20180224_15102_15_4g	Y_20180224_15102_15_5g	Y_20180224_15102_15_6g	Y_20180224_15102_15_7g	Y_20180224_15102_15_8_S_g	Y_20180224_15102_15_9g	Y_20180224_15102_16_1g	Y_20180224_15102_16_3g	Y_20180224_15102_16_4g	Y_20180224_15102_16_5g	Y_20180224_15102_16_6g	Y_20180224_15102_16_7g	Y_20180224_15102_16_8g	Y_20180224_15102_17_6g	Y_20180224_15102_18_4g	Y_20180224_15102_18_6g	Y_20180224_15102_19_1g	Y_20180224_15102_19_2g	Y_20180224_15102_19_3g	Y_20180224_15102_19_4g	Y_20180224_15102_19_5g	Y_20180224_15102_19_6g	Y_20180224_15102_19_7g	Y_20180224_15102_19_8g	Y_20180224_15102_19_9g	Y_20180224_15102_1_1g	Y_20180224_15102_1_2g	Y_20180224_15102_1_3_s_g	Y_20180224_15102_1_4g	Y_20180224_15102_20_10g	Y_20180224_15102_20_12g	Y_20180224_15102_20_3g	Y_20180224_15102_20_4_S_g	Y_20180224_15102_20_5g	Y_20180224_15102_20_6g	Y_20180224_15102_20_8g	Y_20180224_15102_21_3g	Y_20180224_15102_21_4g	Y_20180224_15102_21_5g	Y_20180224_15102_21_8g	Y_20180224_15102_22_1g	Y_20180224_15102_22_2g	Y_20180224_15102_22_3g	Y_20180224_15102_22_4_S_g	Y_20180224_15102_22_5g	Y_20180224_15102_23_1g	Y_20180224_15102_23_4g	Y_20180224_15102_23_5g	Y_20180224_15102_23_6g	Y_20180224_15102_23_7g	Y_20180224_15102_23_9g	Y_20180224_15102_24_1g	Y_20180224_15102_24_3g	Y_20180224_15102_24_4g	Y_20180224_15102_24_5g	Y_20180224_15102_24_6g	Y_20180224_15102_25_10g	Y_20180224_15102_25_11g	Y_20180224_15102_25_12g	Y_20180224_15102_25_13g	Y_20180224_15102_25_14g	Y_20180224_15102_25_15g	Y_20180224_15102_25_3g	Y_20180224_15102_25_4g	Y_20180224_15102_25_7g	Y_20180224_15102_25_8g	Y_20180224_15102_25_9g	Y_20180224_15102_26_10g	Y_20180224_15102_26_2g	Y_20180224_15102_26_3g	Y_20180224_15102_26_5g	Y_20180224_15102_26_6g	Y_20180224_15102_26_7g	Y_20180224_15102_27_10g	Y_20180224_15102_27_11g	Y_20180224_15102_27_12g	Y_20180224_15102_27_1g	Y_20180224_15102_27_3g	Y_20180224_15102_27_6g	Y_20180224_15102_27_9g	Y_20180224_15102_28_11_S_g	Y_20180224_15102_28_12g	Y_20180224_15102_28_13g	Y_20180224_15102_28_14g	Y_20180224_15102_28_15g	Y_20180224_15102_28_5g	Y_20180224_15102_28_6g	Y_20180224_15102_28_7g	Y_20180224_15102_28_8g	Y_20180224_15102_29_1g	Y_20180224_15102_29_5g	Y_20180224_15102_2_2g	Y_20180224_15102_2_3g	Y_20180224_15102_2_4g	Y_20180224_15102_2_5_s_g	Y_20180224_15102_2_6g	Y_20180224_15102_2_7g	Y_20180224_15102_3_1g	Y_20180224_15102_3_3g	Y_20180224_15102_3_4g	Y_20180224_15102_3_5g	Y_20180224_15102_3_6g	Y_20180224_15102_4_10g	Y_20180224_15102_4_11g	Y_20180224_15102_4_1g	Y_20180224_15102_4_3g	Y_20180224_15102_4_5g	Y_20180224_15102_4_7g	Y_20180224_15102_4_8g	Y_20180224_15102_4_9_s_g	Y_20180224_15102_5_1g	Y_20180224_15102_5_2g	Y_20180224_15102_5_3g	Y_20180224_15102_5_5g	Y_20180224_15102_6_1g	Y_20180224_15102_6_2g	Y_20180224_15102_6_5g	Y_20180224_15102_6_6g	Y_20180224_15102_6_7g	Y_20180224_15102_7_1g	Y_20180224_15102_7_2g	Y_20180224_15102_7_3_s_g	Y_20180224_15102_7_4g	Y_20180224_15102_7_5g	Y_20180224_15102_7_6g	Y_20180224_15102_7_8g	Y_20180224_15102_8_10g	Y_20180224_15102_8_1g	Y_20180224_15102_8_2g	Y_20180224_15102_8_3g	Y_20180224_15102_8_5g	Y_20180224_15102_8_6_s_g	Y_20180224_15102_8_7g	Y_20180224_15102_8_8g	Y_20180224_15102_9_2g	Y_20180224_15102_9_3g	Y_20180224_15102_9_4g	Y_20180224_15102_9_5g	Y_20180224_15102_9_6_s_g	Y_20180224_15102_9_7g
1.3342	56776.242	21587.758	28200.791	20334.496	18283.758	23301.836	19857.203	17241.637	26189.199	34164.391	24991.773	17300.314	21396.754	17686.326	17398.709	15659.383	20069.447	16917.338	22954.318	15241.929	29899.455	24739.15	27376.221	18511.729	18189.24	19310.109	16954.568	19648.787	18104.516	21420.35	20259.723	23496.826	19912.379	19829.08	19082.016	16945.324	18961.066	15593.451	19900.439	26435.256	NaN	26614.004	22057.902	16062.463	21332.043	18975.123	18509.277	22746.258	23315.904	20322.332	17926.1	20293.961	16485.91	18243.148	18530.865	24516.646	20013.451	21058.494	15842.228	16213.228	17265.766	17511.418	20984.424	NaN	19603.189	18354.969	18404.346	19538.172	15862.25	27322.949	14366.55	20105.398	16081.27	20581.422	21906.723	19271.033	24177.379	14627.358	19588.166	21201.812	16462.789	25179.08	17638.215	20874.818	21583.037	19396.674	28537.533	16902.809	18966.58	18786.609	14935.833	18846.158	26249.135	27672.475	18028.395	18186.182	14271.096	23276.525	27755.762	14602.066	18230.82	20085.119	20717.023	15587.587	16285.453	18507.525	18409.621	16468.197	17293.029	18014.57	19031.68	32093.957	18164.006	21423.033	15573.382	14339.184	17727.807	19055.299	16740.029	21754.451	23713.865	16022.702	17990.041	24363.834	19224.316	19535.002	21791.807	17163.355	39188.531	18496.764	27110.533	20058.016	21223.699	17678.314	19150.406	20264.975	28533.896	17732.715	22584.533	17190.461	17937.107	21653.107	20219.994	24037.834	19146.707	17279.826	20822.5	17137.805	21501.77	21051.865	21466.57	17828.725	17363.049	15787.926	20352.049	20992.391	19139.885	17149.264	20806.533	18869.084	15404.463	18755.068	16817.17	20151.734	21851.201	18218.664	18770.979	21821.48	18954.738	25140.941	20490.049	17232.094	18593.379	18313.141	18874.875	16222.456	23069.436	19961.168	17984.553	16950.84
1.4676	55622.281	22595.109	25217.861	19552.611	18904.941	21929.059	17606.693	17110.342	25083.094	31798.748	24378.432	17221.717	21657.264	17295.242	17500.539	16442.324	19877.678	16834.094	22144.129	16045.335	31035.598	21543.375	26312.098	19331.291	17976.076	18380.076	17134.023	19485.902	17804.215	22839.793	19411.75	21711.242	18946.801	20019.338	19734.016	16964.029	17419.566	16780.01	20733.316	24211.551	NaN	24950.369	21051.469	17332.115	21202.418	19425.307	18009.547	22123.336	23416.619	21733.684	17749.395	19932.176	16006.391	17544.322	18275.582	21981.945	21238.971	19576.564	15810.974	16632.016	16559.289	16726.848	19679.316	NaN	19145.041	18076.865	20249.588	18813.777	16229.739	27702.645	14463.557	20189.488	16953.768	20056.918	18873.203	17784.785	26850.18	14614.971	18789.484	21338.646	17112.82	20994.98	16328.153	19463.771	21349.297	19246.125	28074.797	17757.383	18966.275	17538.656	13777.88	18508.723	25834.938	24262.785	16948.641	17768.982	14713.377	24129.123	32335.191	14126.648	18656.379	19755.109	22143.254	15441.304	16709.012	18069.729	18179.375	15538.229	16263.306	17830.941	18821.283	29881.023	17871.684	21631.523	15675.009	14744.525	17593.758	17429.207	17282.83	19513.145	23037.859	15555.908	18007.773	22649.334	17416.93	19316.309	20230.787	17161.898	37156.91	19288.043	26730.734	18803.182	23109.721	19712.127	18579.064	19991.754	28350.234	15809.045	21959.844	17268.9	18583.111	22926.939	21339.771	25318.402	17934.898	15865.899	19342.121	16331.495	22023.529	24389.898	21078.156	18183.066	16578.219	15022.203	20295.957	19718.684	17849.176	17589.395	21101.713	19720.127	15460.951	17650.055	16132.242	19237.545	21205.76	17676.994	17922.197	23114.975	17373.895	23313.764	20371.695	16092.895	19578.156	18146.553	18992.26	16087.665	25791.262	20439.477	18335.912	18173.947
1.6011	44202.383	23745.584	24346.691	19593.297	18237.992	21626.73	16931.043	16913.158	25727.936	30340.801	20227.209	17581.279	21430.219	16263.331	17169.168	16896.904	18590.5	15623.45	22801.73	16762.26	31738.051	19855.518	24012.521	18158.164	17786.607	17401.736	16996.801	18817.279	17396.924	24355.316	18804.217	23186.318	19384.25	20491.893	19371.076	17155.27	17584.861	18122.455	18939.27	23831.709	NaN	22695.197	20048.209	17081.738	20340.029	17591.92	17262.348	21460.525	21744.85	21590.891	16248.166	17876.824	16973.463	16756.182	18392.152	21070.875	20487.354	17847.098	16825.529	16173.402	14714.785	15590.492	18500.85	NaN	19034.357	17010.248	20283.121	19047.568	17429.742	26936.732	14283.638	19013.016	16998.174	21730.635	17847.994	17693.547	29141.389	14603.698	18456.176	19975.422	16123.845	18449.602	15938.593	20625.609	21285.615	18320.961	27636.98	17588.807	19023.496	15616.174	13046.371	18432.041	22542.707	21988.287	16474.77	17845.496	13395.961	24154.406	30006.002	NaN	19517.211	19483.254	21286.48	15847.172	17661.855	17760.604	18300.242	NaN	15742.16	17127.609	18435.02	26953.967	16749.404	19824.186	15633.174	14136.57	16877.248	18432.771	18253.072	18789.086	23388.928	16519.029	17397.496	20491.578	16505.006	18841.785	19701.883	17340.76	37426.551	20389.586	26626.818	19131.398	23498.484	17482.182	18731.559	20711.643	29855.668	16275.648	20230.893	17238.971	18342.287	21973.562	21941.014	23841.477	17530.445	16116.412	19722.879	16519.977	22293.232	26740.219	20021.949	18188.152	16925.293	15004.225	20038.453	19604.646	17535.047	17698.361	19447.404	19302.127	15015.475	17504.426	15506.741	18308.059	20238.646	17954.594	17825.566	22227.406	16127.029	25673.934	21313.061	17225.869	19840.781	18887.268	18714.949	15499.029	25386.605	20211.797	19310.859	17315.453
1.7345	31892.51	24248.807	25301.211	18140.59	16259.547	20699.508	15387.604	16649.992	25887.264	29537.885	17693.244	16841.4	21777.867	15759.711	17063.811	16831.381	18688.045	15847.477	20295.117	18072.092	29217.668	18872.646	24262.236	17049.271	18031.535	16735.131	15847.278	19022.627	16909.275	24183.891	19277.516	27802.309	17799.096	21135.027	19725.246	18178.742	15716.2	18450.197	18239.652	22180.865	NaN	21601.236	18689.252	16796.537	20539.633	17553.01	16412.039	20782.203	21204.949	20685.734	16734.324	17731.113	16490.938	17873.852	17121.943	19162.463	18610.807	17833.451	16587.164	14196.857	15102.234	15114.642	18000.936	NaN	18173.178	17961.383	20735.85	18143.469	17889.203	26666.623	14367.343	17655.486	16020.039	23532.438	18898.369	16440.102	28470.191	13767.188	18596.029	17492.248	16274.663	16798.393	15859.303	21364.324	22701.586	18845.449	25116.588	17218.957	17491.35	15803.43	13255.508	16470.875	21983.924	21512.943	16324.2	18460.047	13003.293	24596.496	22583.801	NaN	19101.166	18609.949	20653.02	16141.768	16792.738	17361.414	18163.004	NaN	17021.154	17089.361	19245.994	26373.006	16244.675	19411.404	14671.736	13772.757	17092.342	17982.154	17100.416	17778.508	22358.744	15128.574	16731.098	20940.643	15272.213	18319.014	19258.027	17107.824	35370.371	19356.088	24716.127	19057.441	23003.404	18041.543	19732.684	19713.83	30114.693	16680.281	20439.301	18638.928	17516.891	21302.045	20453.35	20733.582	17478.512	14981.396	20465.973	17041.023	22380.32	24932.859	19639.5	18787.521	18082.359	14560.746	18869.631	18129.041	17984.07	17516.252	20303.158	18778.094	15214.693	17497.273	14226.256	18358.154	19713.711	17798.566	16909.5	22147.156	NaN	24689.75	22495.508	16990.848	19879.564	19668.77	17813.857	17795.449	25030.348	19645.471	21091.945	17610.936
1.8679	26386.754	24091.543	26981.297	18749.035	16396.381	18806.148	17886.533	16287.328	24473.141	29604.984	16841.887	16988.971	22975.682	15777.914	16622.504	16525.746	18538.525	16844.682	19003.729	17523.641	26983.094	18431.842	24744.729	16350.837	16921.133	16581.33	15673.551	19559.574	16607.977	24883.531	17317.408	30352.482	16198.96	21964.555	16900.363	17481.732	14557.149	18225.75	17533.816	20242.189	NaN	20961.695	17197.709	15274.862	20270.451	18135.367	15621.021	20621.049	19650.074	20091.27	16468.529	18028.332	16404.678	18170.73	15811.724	17845.516	19020.922	17997.703	17402.133	13996.248	14333.216	15416.544	15835.442	NaN	18771.074	17021.395	19183.785	17555.213	17589.531	26415.164	13835.73	17758.703	15311.676	24255.049	20079.174	16483.191	24528.102	14047.01	17996.568	16921.311	15362.229	15528.379	16356.11	20265.943	21326.188	19197.596	25881.203	17301.42	18154.35	16146.272	NaN	15640.797	22869.857	21258.434	16838.254	17058.371	13469.28	25020.652	18749.602	NaN	18840.613	17283.682	20003.184	16387.471	16112.722	17056.762	19024.545	NaN	18530.416	17540.637	20312.713	25457.037	16172.775	18252.584	NaN	14865.119	17701.709	18396.451	16343.095	16490.027	21325.965	15152.18	17614.516	21360.873	14515.029	17734.578	17005.227	17819.348	32694.471	19418.598	24383.357	18395.107	22734.043	17098.27	19654.688	18112.141	30326.604	16105.78	19753.318	17976.613	17299.521	21944.457	18481.143	18053.082	17566.904	15479.51	20735.664	16106.982	21892.84	24249.26	19527.691	18070.898	17760.686	14494.451	20009.391	18642.666	17582.74	17276.918	21704.775	18469.715	13978.037	17836.883	13605.752	16197.385	18212.805	17496.854	17014.381	21370.023	NaN	23034.621	23406.209	18819.67	18891.832	19003.783	16966.611	17762.826	24692.811	19057.836	20109.26	18217.5
2.0013	23780.025	22908.795	30562.814	18509.465	16721.346	18133.633	19502.73	16120.256	20819.582	27962.152	17143.486	17257.82	21803.41	15291.337	17025.312	18151.857	18543.475	19020.441	16736.953	15945.388	25268.533	18779.299	24836.289	16935.512	16681.67	14340.868	15300.202	20863.928	16990.736	22853.877	17424.074	27836.715	15351.672	21239.977	15029.281	17735.92	13195.179	17812.965	16210.295	18974.887	NaN	20940.139	17211.613	16380.486	19770.383	16899.201	14798.354	18926.215	17988.408	20329.346	16659.984	17857.289	16255.089	16768.082	15625.568	16995.496	19755.078	17631.934	17479.611	14072.545	14464.898	16259.875	14745.351	NaN	19257.961	18360.777	18814.953	19056.934	18500.395	24414.223	13203.336	17735.703	15000.639	22238.084	23595.039	15543.264	19660.328	14201.452	17032.463	15899.848	14865.777	14711.256	16179.18	19195.107	18821.057	18050.873	25495.24	16208.487	16888.803	17221.467	NaN	16303.231	22049.9	22297.742	15716.491	17161.074	14212.691	24371.357	NaN	NaN	18078.107	17148.449	20044.146	17605.82	16517.471	15383.662	21408.824	NaN	18646.473	16698.883	20296.773	25147.576	16420.703	17430.756	NaN	14349.689	18004.381	19987.469	15407.64	16051.093	20748.525	15426.706	18209.582	22044.771	13632.256	17039.297	16543.012	18074.844	33695.293	19974.336	24824.387	19191.652	23450.084	16600.379	18877.004	18457.83	31417.506	15291.669	19402.348	16861.713	16809.266	21489.838	17440.781	18107.318	18837.086	15893.452	18576.904	16209.001	20784.805	24200.047	18004.645	17438.721	19002.459	13821.327	18318.391	18677.453	19177.588	NaN	21198.439	17547.43	14697.083	19596.85	14513.833	14828.357	16542.658	17844.512	16789.834	20657.25	NaN	23721.672	23956.686	19423.316	18697.531	18719.002	17650.873	17819.812	25621.379	19194.646	19896.137	17720.295
2.1348	22505.621	22557.412	30281.941	17073.346	15514.932	17889.52	20447.1	15140.581	19008.562	26186.723	17264.168	16249.941	20176.809	14543.529	17456.393	17755.646	17919.598	18806.383	15895.245	16308.666	23711.764	18236.951	24400.324	15103.816	16298.105	14931.932	15449.59	20999.975	17024.814	19772.625	17844.566	25655.238	15440.575	20465.049	14972.496	16526.736	NaN	17847.18	16143.903	18257.611	NaN	19083.893	16329.113	15815.804	18536.6	16166.527	15294.886	18746.906	17813.076	19977.816	16397.109	19024.59	15188.204	17056.678	16044.166	16200.382	20566.51	16367.631	15978.558	14441.371	14300.629	17131.492	14315.551	NaN	19954.229	19107.613	18110.418	18477.947	18983.396	23225.848	13268.079	18908.68	14635.373	19807.971	26037.971	16068.75	16159.042	13517.262	17036.254	15610.581	14923.92	14376.623	16554.123	18490.842	16556.223	16765.922	22547.004	15226.263	16420.559	16575.988	NaN	17157.455	20683.803	25538.051	15311.597	17226.625	14266.609	22013.299	NaN	NaN	18344.068	17660.695	19689.564	18234.703	15911.602	14090.652	20649.244	NaN	19774.846	17547.133	18830.461	24530.877	16054.982	19570.791	NaN	15706.973	17036.297	20727.799	15043.55	16338.315	20860.721	16341.769	17806.201	22563.639	13623.184	16770.871	16987.254	20409.777	33060.867	20280.328	25198.709	18074.865	24354.504	15324.335	18948.877	18364.148	27481.482	16635.695	19177.381	15989.489	15814.888	20583.623	17501.893	18264.469	20285.176	15591.756	16689.32	15872.082	19389.762	23175.59	18152.922	15998.426	17952.432	13565.087	19579.781	17192.635	19090.707	NaN	19285.584	17679.736	14356.05	20680.48	14570.518	13521.703	15936.898	17298.934	16521.301	21049.723	NaN	21388.291	22947.547	20003.029	18329.975	19087.59	16881.246	17944.047	25225.521	18406.309	19097.594	17144.234
2.2682	20801.617	20769.639	28949.596	16431.158	15843.306	17040.227	18467.91	15280.446	19660.871	24101.291	NaN	16424.045	20092.621	14431.613	17963.117	18005.035	17089.773	16056.382	15907.068	16286.991	22558.027	17993.197	22899.219	14759.473	16181.363	NaN	15519.32	21625.451	16474.346	18827.625	17011.23	25304.828	16284.245	19123.508	14114.608	15606.49	NaN	17654.908	15902.863	17941.523	NaN	18437.846	15851.983	16000.942	16116.635	16050.745	15204.607	18897.633	17058.133	19821.541	NaN	19281.621	15267.44	16222.728	15604.718	15702.946	19663.432	16598.975	16408.574	15545.078	13725.053	16356.201	14034.347	NaN	18345.965	19151.818	19024.195	19025.217	18417.83	23671.363	12594.452	17805.855	15469.715	19149.852	26853.902	NaN	15472.249	13053.362	16758.205	15968.966	13946.306	NaN	17064.174	19221.906	15614.893	16703.621	21464.992	15582.591	15495.81	15892.354	NaN	17764.188	18727.137	25549.09	14684.354	17030.961	13376.519	20525.59	NaN	NaN	19149.66	18026.293	19914.65	19285.438	16036.565	13620.11	18361.051	NaN	18229.461	17707.32	18642.299	24148.957	16296.79	23114.451	NaN	15200.988	16841.395	21058.166	15256.207	16091.095	21117.918	16328.78	16622.678	20945.051	13593.321	16526.598	15661.096	22071.566	33293.43	19317.889	25359.26	18975.199	22816.92	15229.376	18304.738	17198.857	26758.492	16480.533	17453.062	16184.926	15572.291	20651.543	17513.961	17805.668	18994.008	14483.804	16008.872	15288.298	19305.236	21121.848	18022.6	14866.48	17527.711	13707.543	18846.93	16980.041	18050.959	NaN	18275.502	17848.561	14341.582	20657.146	13237.882	13863.063	15700.974	17711.25	16614.693	21431.473	NaN	19836.318	22394.209	19733.346	16997.805	19236.205	15799.761	17432.717	23836.096	20284.338	18483.811	17930.906
2.4016	19399.941	19835.646	27714.105	15563.057	15195.402	16961.93	17981.426	15944.817	19306.91	23179.771	NaN	15424.138	19998.242	NaN	16980.414	18179.129	17810.135	15683.978	15783.312	16481.174	22483.338	17671.996	22371.416	14437.116	15187.715	NaN	NaN	20740.447	15883.863	18499.648	17908.422	26195.025	15957.082	17485.688	14237.699	15175.628	NaN	16380.976	15161.936	17883.311	NaN	17338.16	14748.875	15895.498	14347.584	16528.732	15260.483	18828.68	16793.307	19124.498	NaN	20776.387	14787.167	16194.96	14855.078	15138.246	18959.682	16937.971	15829.794	15878.628	NaN	15601.032	13589.213	NaN	17429.707	18159.107	18451.111	20270.74	19128.674	26548.656	12558.959	17818.297	16493.398	17644.373	27165.496	NaN	14754.028	NaN	15262.443	17338.381	14138.974	NaN	16838.146	20772.875	15253.877	16158.066	21456.451	15811.415	15382.627	14936.159	NaN	19293.344	18716.945	24956.66	14957.554	17507.502	NaN	21630.246	NaN	NaN	17625.85	17220.178	19103.77	18034.457	15868.237	13630.617	17175.805	NaN	17411.311	17006.695	18393.947	23833.537	16771.148	26156.086	NaN	13620.237	17519.363	21262.523	15650.093	17047.391	22533.9	15408.023	15953.552	21505.902	13143.172	16384.139	14893.851	20956.137	36203.875	17719.035	23690.309	16698.207	21261.945	14681.391	16721.389	16360.498	25863.887	16441.723	17148.791	16422.148	15310.11	20001.5	17600.949	17071.045	18935.281	14931.24	15320.19	14782.933	18771.736	19771.982	17217.363	14740.776	16772.197	NaN	17364.605	16026.027	18234.338	NaN	18220.461	17773.049	14836.434	19456.293	NaN	13176.577	15525.98	17832.801	17310.834	21385.871	NaN	19208.557	20142.506	18985.977	16607.799	18464.932	14637.759	17620.234	22537.262	22690.408	17909.768	18388.414
2.535	19901.93	21457.398	26250.928	14382.432	15674.886	18406.891	17211.148	15581.04	19524.229	22918.023	NaN	16258.365	19952.312	NaN	16896.672	18019.67	19409.654	14245.416	15541.145	15680.066	22271.418	18151.848	19779.529	13553.416	14591.095	NaN	NaN	18421.693	15126.87	17105.756	18867.223	24693.057	16922.566	16862.158	NaN	15132.531	NaN	15355.589	14862.304	16659.625	NaN	17738.918	15379.271	14709.173	14929.816	16803.891	15452.617	17518.277	16719.859	19709.646	NaN	19520.666	15230.103	17036.17	15079.462	15574.919	18758.301	16711.781	14631.852	15012.62	NaN	15838.191	13821.477	NaN	16802.92	16579.637	19091.557	21026.418	18433.162	26941.789	12438.513	18675.76	15535.113	17161.234	26454.119	NaN	14714.438	NaN	15671.863	18463.102	NaN	NaN	15483.02	21804.312	14723.404	16897.865	19999.137	15827.495	16662.145	13941.062	NaN	20067.236	17932.732	24657.529	14339.617	17463.627	NaN	20826.824	NaN	NaN	18150.221	16840.383	18060.482	18123.713	15751.506	13796.866	15910.626	NaN	16501.658	16544.637	17363.598	24334.025	18132.143	26112.955	NaN	12697.604	17006.674	20267.947	16236.214	17114.729	23764.91	14555.32	15583.873	23042.002	12773.317	15712.221	15505.731	18577.631	35230.477	17727.385	21994.311	17284.697	20995.887	14609.932	17417.443	15950.381	26699.035	NaN	17058.262	16610.256	14581.759	19786.676	16718.801	16928.689	18663.381	15401.741	15993.342	15182.45	17901.6	18860.539	16766.23	13973.936	16817.764	NaN	16600.195	16167.455	18660.314	NaN	17521.031	NaN	14583.826	19335.352	NaN	NaN	16775.582	16746.143	16563.213	21841.264	NaN	19304.719	21056.781	19403.613	16303.297	18706.342	14383.766	19682.094	21078.82	21816.982	18077.049	17924.057
2.6684	18717.025	22118.188	23905.312	14019.134	16720.926	18764.523	15962.444	14917.375	19301.094	23716.639	NaN	17709.428	20468.805	NaN	18023.789	17749.863	19096.605	14176.521	16347.142	15811.079	20213.93	18218.773	18749.377	NaN	14171.674	NaN	NaN	18588.873	14611.401	17099.809	18633.678	22053.23	15350.327	16496.846	NaN	NaN	NaN	14494.117	14542.528	16205.131	NaN	15550.62	15448.181	15745.925	14677.812	15380.809	15598.753	17027.598	16993.523	19616.811	NaN	18914.039	14947.807	16598.855	14948.497	15255.618	18772.846	16786.438	13890.477	13733.007	NaN	16365.729	NaN	NaN	18620.6	16782.133	20556.793	21065.545	17702.125	27062.104	NaN	19529.65	15439.33	17297.258	26158.475	NaN	NaN	NaN	15067.054	18139.152	NaN	NaN	14604.082	21571.52	15345.658	17420.74	19217.627	16069.521	17386.492	13420.979	NaN	21489.371	17294.24	24576.998	15280.169	17445.963	NaN	19920.26	NaN	NaN	17286.438	16228.099	17127.975	17628.043	15224.954	NaN	15771.159	NaN	15397.387	15611.05	17146.668	22640.721	17462.303	20017.832	NaN	NaN	16264.294	18918.699	15557.019	15984.146	21644.146	14369.156	15015.628	23823.727	12367.079	16219.856	15104.496	17480.35	32473.754	16837.484	19819.189	16935.363	22358.596	14020.209	18433.352	14564.34	26072.488	NaN	16156.29	15427.951	14402.655	19647.053	17860.586	17098.043	18237.129	15120.242	15889.065	15335.09	17734.961	17171.816	16873.404	15212.574	16012.562	NaN	16104.624	15631.231	18688.959	NaN	17847.701	NaN	14086.079	18841.412	NaN	NaN	18070.799	16507.303	15910.311	21975.596	NaN	19951.98	20888.303	18109.736	16721.51	18786.762	15088.789	21826.297	18337.9	21834.857	17845.137	16826.898
2.8019	19604.43	19120.221	22467.191	13074.708	16041.388	20272.699	15150.738	15755.127	20021.176	21326.439	NaN	18598.43	20497.041	NaN	17492.318	18125.5	19241.455	14322.921	NaN	14928.323	17643.967	NaN	18418.205	NaN	14478.447	NaN	NaN	18434.584	14176.792	17671.631	17882.771	20955.98	14705.904	15186.094	NaN	NaN	NaN	13454.904	14781.465	16342.967	NaN	14264.506	15085.206	14367.384	14253.25	15047.747	15450.294	16152.048	16508.934	19843.129	NaN	18799.393	15151.958	15919.291	14416.635	14949.286	18403.184	16085.089	14351.976	14160.765	NaN	17850.465	NaN	NaN	20329.445	15974.253	22426.291	20980.229	18187.16	25758.229	NaN	20006.9	15094.938	16542.434	25903.408	NaN	NaN	NaN	15049.129	18746.174	NaN	NaN	14645.71	20652.484	15373.836	16123.761	18316.014	16710.832	17874.717	NaN	NaN	18741.629	17115.85	22683.266	15478.523	18178.562	NaN	19809.857	NaN	NaN	15311.742	16135.65	17088.67	17892.379	15343.279	NaN	15828.498	NaN	14551.577	16891.17	16646.645	21288.896	17988.955	17183.475	NaN	NaN	16596.486	18408.998	16025.713	15621.857	19595.281	14568.347	14481.324	NaN	NaN	15152.341	14691.167	16541.09	28928.807	17543.436	20073.965	17227.74	21816.467	15084.579	18132.045	13636.466	24116.221	NaN	15978.506	16389.721	14499.173	20213.73	18453.881	17978.855	18757.467	16273.775	15826.756	16676.229	17389.307	16123.539	16928.66	15761.048	14759.801	NaN	15805.665	14253.603	18932.949	NaN	18483.082	NaN	14148.995	19766.676	NaN	NaN	19726.922	16482.885	15506.836	21823.422	NaN	19661.068	19176.912	18071.125	NaN	17842.277	15907.195	22299.033	17549.969	21765.062	18329.676	15582.639
