X	Y_20181208_15693b_1_11g	Y_20181208_15693b_1_13g	Y_20181208_15693b_1_1g	Y_20181208_15693b_1_5g	Y_20181208_15693b_1_6g	Y_20181208_15693b_1_8g	Y_20181208_15693b_10_12g	Y_20181208_15693b_10_14g	Y_20181208_15693b_10_15g	Y_20181208_15693b_10_1g	Y_20181208_15693b_10_2g	Y_20181208_15693b_10_3g	Y_20181208_15693b_10_4g	Y_20181208_15693b_10_5g	Y_20181208_15693b_10_7g	Y_20181208_15693b_10_8g	Y_20181208_15693b_11_11g	Y_20181208_15693b_11_12g	Y_20181208_15693b_11_13g	Y_20181208_15693b_11_15g	Y_20181208_15693b_11_16g	Y_20181208_15693b_11_1g	Y_20181208_15693b_11_5g	Y_20181208_15693b_11_6g	Y_20181208_15693b_11_8g	Y_20181208_15693b_11_9g	Y_20181208_15693b_12_10g	Y_20181208_15693b_12_12g	Y_20181208_15693b_12_13g	Y_20181208_15693b_12_14g	Y_20181208_15693b_12_1g	Y_20181208_15693b_12_6g	Y_20181208_15693b_13_10g	Y_20181208_15693b_13_12g	Y_20181208_15693b_13_13g	Y_20181208_15693b_13_16g	Y_20181208_15693b_13_17g	Y_20181208_15693b_13_19g	Y_20181208_15693b_13_2g	Y_20181208_15693b_13_7g	Y_20181208_15693b_13_8g	Y_20181208_15693b_2_11g	Y_20181208_15693b_2_12g	Y_20181208_15693b_2_13g	Y_20181208_15693b_2_14g	Y_20181208_15693b_2_16g	Y_20181208_15693b_2_2g	Y_20181208_15693b_2_5g	Y_20181208_15693b_2_7g	Y_20181208_15693b_2_8g	Y_20181208_15693b_2_9g	Y_20181208_15693b_3_14g	Y_20181208_15693b_3_15g	Y_20181208_15693b_3_16g	Y_20181208_15693b_3_17g	Y_20181208_15693b_3_19g	Y_20181208_15693b_3_1g	Y_20181208_15693b_3_3g	Y_20181208_15693b_3_4g	Y_20181208_15693b_3_5g	Y_20181208_15693b_3_6g	Y_20181208_15693b_3_7g	Y_20181208_15693b_3_8g	Y_20181208_15693b_4_10g	Y_20181208_15693b_4_11g	Y_20181208_15693b_4_13g	Y_20181208_15693b_4_14g	Y_20181208_15693b_4_17g	Y_20181208_15693b_4_3g	Y_20181208_15693b_4_4g	Y_20181208_15693b_4_5g	Y_20181208_15693b_4_7g	Y_20181208_15693b_4_8g	Y_20181208_15693b_5_11g	Y_20181208_15693b_5_12g	Y_20181208_15693b_5_15g	Y_20181208_15693b_5_17g	Y_20181208_15693b_5_18g	Y_20181208_15693b_5_19g	Y_20181208_15693b_5_1g	Y_20181208_15693b_5_21g	Y_20181208_15693b_5_4g	Y_20181208_15693b_5_7g	Y_20181208_15693b_5_9g	Y_20181208_15693b_6_11g	Y_20181208_15693b_6_12g	Y_20181208_15693b_6_15g	Y_20181208_15693b_6_17g	Y_20181208_15693b_6_4g	Y_20181208_15693b_6_6g	Y_20181208_15693b_6_7g	Y_20181208_15693b_7_11g	Y_20181208_15693b_7_14g	Y_20181208_15693b_7_15g	Y_20181208_15693b_7_17g	Y_20181208_15693b_7_1g	Y_20181208_15693b_7_3g	Y_20181208_15693b_7_5g	Y_20181208_15693b_7_6g	Y_20181208_15693b_7_7g	Y_20181208_15693b_7_8g	Y_20181208_15693b_7_9g	Y_20181208_15693b_8_10g	Y_20181208_15693b_8_11g	Y_20181208_15693b_8_13g	Y_20181208_15693b_8_16g	Y_20181208_15693b_8_17g	Y_20181208_15693b_8_19g	Y_20181208_15693b_8_21g	Y_20181208_15693b_8_22g	Y_20181208_15693b_8_3g	Y_20181208_15693b_8_4g	Y_20181208_15693b_8_5g	Y_20181208_15693b_8_6g	Y_20181208_15693b_8_8g	Y_20181208_15693b_9_10g	Y_20181208_15693b_9_13g	Y_20181208_15693b_9_14g	Y_20181208_15693b_9_19g	Y_20181208_15693b_9_1g	Y_20181208_15693b_9_2g	Y_20181208_15693b_9_3g	Y_20181208_15693b_9_4g	Y_20181208_15693b_9_5g	Y_20181208_15693b_9_8g
1.3342	13442.3594	16401.6875	17152.0312	14156.5693	20201.2617	15832.3936	16342.833	11905.1523	13583.9844	16248.4639	15847.7109	14373.5859	15218.8379	14142.127	12607.1006	20035.8828	13610.2217	15515.5146	13697.8525	14195.0996	12736.5176	14392.9121	11531.9463	14869.9629	13852.0918	14283.373	13764.6191	16450.3887	13906.7812	13668.7227	12910.9805	13403.3584	15462.7646	13973.4766	16628.043	14034.3887	17145.5078	15106.5322	14426.707	14158.1777	12725.415	11640.9512	11629.2275	14870.8213	18356.8965	13149.8545	13247.0498	17555.2637	13312.4131	15173.2471	15171.2871	14082.7959	12601.334	15079.7812	15107.332	13222.3545	14277.0254	15218.0586	15121.3857	13628.9521	15392.4746	15975.7891	12672.1357	15373.9678	13113.9287	14904.6299	14846.5586	14257.7891	17797.6797	11941.9287	13398.501	13112.8477	15782.4336	13678.0576	13418.3799	12568.5449	14147.1816	16472.1211	13215.8213	14841.7549	14448.1484	13766.4395	14023.3037	12783.6533	14421.3789	13511.9824	13026.6445	17685.1543	16270.6514	16072.5732	14786.1494	16585.9609	16525.0098	15137.5947	14793.2402	15201.0947	14763.2998	14226.1279	14099.4209	16380.9434	19225.0684	13140.458	12916.8623	12001.835	12742.1826	11739.3486	12220.1846	15269.5625	12947.332	13384.1807	13875.5332	13197.9395	16111.0117	14111.1426	13059.6465	14400.8838	13127.3076	16050.6602	17026.8965	12851.1396	14508.9658	20156.8418	18690.6094	15126.3623	17476.293
1.4676	13793.1367	15502.6406	18555.748	15655.2754	22961.5664	12800.1318	15266.583	11757.7305	13859.2783	15297.0703	15592.9893	12967.5898	14928.373	14327.4551	12524.1279	20926.5312	13470.3574	16201.3779	13257.8701	14151.2881	12712.3408	13932.8623	12400.6045	14493.6123	13143.0078	15214.5811	13607.4062	16938.7852	13833.4131	14373.7158	14251.707	14995.6523	16067.1973	14209.5137	15147.4883	13266.0371	18085.9746	15482.4805	14007.1045	13755.0527	12904.416	12307.541	11640.7109	14998.1553	20375.8691	14102.0566	13345.8926	17952.6641	13727.9521	15464.5957	14995.9004	13818.0742	13335.6426	15170.4561	14118.4541	13908.1885	15308.4229	15658.0586	14568.0215	13949.0654	13462.9854	15275.6035	13043.1475	15619.0068	13851.8154	15517.2061	13207.167	12802.5654	18140.2402	12110.8613	13332.0967	14023.3301	16958.2324	12869.5059	14712.1338	13266.165	13900.54	16461.5	14071.6387	13388.7686	14668.0088	15453.5342	14564.8867	12766.623	14403.1348	13673.999	13752.4336	18082.8926	16325.6035	15495.7305	15240.5088	15670.8486	15908.5859	14990.5811	14652.4941	15746.7598	14640.332	13725.6758	15141.1279	16791.3184	20366.5176	13631.959	12448.5947	11868.5938	12899.3174	11673.3965	12947.9941	16715.1523	12346.8838	12912.1133	13840.6201	14135.7109	13611.1357	13529.7119	11350.5068	14683.3701	13457.8389	16407.1211	17969.8691	12576.3623	14898.4668	17180.3145	16981.8887	16399.6113	17963.8633
1.6011	14559.4951	15225.9844	22217.6875	16291.4072	20667.8496	12010.8467	13541.9619	12714.3105	14780.374	15080.0762	15488.8047	12343.0098	14656.6523	13197.4736	12937.8379	21591.5645	13777.4238	16172.7451	12280.3887	13880.8564	13374.6611	13646.0605	12703.4424	13865.8154	13064.6377	15199.2764	14486.376	15716.1396	13647.3379	14106.7148	14682.5762	15080.4424	16836.6309	14385.1758	14355.8076	13558.8369	16458.1074	16965.2773	14318.0547	13311.8779	14295.9736	13760.0977	11907.8984	15837.6865	20739.1074	12278.001	13593.666	15853.9395	12893.9775	15862.6416	14918.2939	13645.6758	13890.3945	15511.4199	14482.459	13412.625	14897.0264	15370.0273	13340.5488	14181.4668	NaN	15236.9814	13349.1348	16348.6895	13302.7021	15481.9287	12221.6211	12365.1133	17896.9082	12924.4102	13676.333	13574.0889	16397.8047	13016.0449	16961.1836	13723.1748	12798.373	14916.7627	14702.3594	12649.3887	13942.1572	15544.2314	15022.791	12608.4824	14667.7129	15802.7266	15283.5283	18701.2441	16281.8779	13868.5859	14886.9248	14739.3516	15162.7988	15175.8965	14571.4609	16847.0391	14729.3965	13574.7979	15614.3096	17878.9863	19646.0918	13285.5713	13480.0693	12656.8867	13267.2021	11075.8906	11074.5918	16403.4355	13500.9609	12677.3545	13508.3301	14634.0186	15035.0537	13873.9639	10561.6416	12992.1152	14281.6025	16957.5742	17199.6035	12276.3428	14356.9297	13288.7207	15426.0215	15527.5166	18462.7461
1.7345	15044.6328	15683.4414	24842.6523	15448.4805	15868.8369	NaN	12888.0615	12585.3408	16091.1582	14619.293	15582.4717	NaN	14735.7412	12262.9062	13647.0986	20850.832	13338.7441	17181.6914	10741.7812	14144.0234	14461.6074	13190.3037	13075.9922	13758.5459	14388.3535	13376.0166	15576.4678	15109.7158	13424.7627	14061.1055	14646.3184	16097.0547	16298.3418	13937.6318	12713.0508	13243.5732	14849.707	18393.9512	15243.04	12924.3174	14571.2617	11876.3242	11747.9346	15745.6016	18319.582	13864.8154	13047.9189	13827.4922	13477.207	16577.2754	16267.3721	13182.3467	14301.1201	14018.0293	15211.9551	12849.4785	14001.3008	16295.2646	12892.5479	14377.835	NaN	15805.2715	13397.1006	15741.2559	13255.9678	17292.457	12043.3848	11973.502	19654.8418	12483.3789	14101.8691	14217.2412	16982.6562	12459.1123	16647.9023	13339.0234	14112.9521	15199.791	14748.665	12395.0049	14253.0342	16711.6328	16245.3369	12223.6934	14750.1113	16340.4023	14844.1602	17388.9414	15240.7822	7625.1631	12288.3604	15293.5674	14828.4473	15918.8203	13711.7666	17508.2285	15787.9395	13067.0996	15403.7578	18769.8633	18944.7344	14310.168	13596.0801	14190.1592	11723.4844	11506.5107	9964.5361	16375.2539	13815.376	12594.0029	12774.0986	15125.3799	16530.5938	14200.3105	NaN	11680.2139	13834.6816	16973.2871	18443.3516	13001.5078	14352.9912	12315.0635	13283.7627	13545.6416	19391.7656
1.8679	15494.9834	16268.9883	23502.502	12803.5215	13203.7734	NaN	13151.5957	13342.8047	16624.3418	14361.1953	17122.5059	NaN	15170.4199	11763.4414	13411.0811	16261.4121	15484.1211	16365.6006	NaN	15075.1123	15969.207	13372.2607	11884.248	13782.3379	14588.4072	12752.0332	15320.1973	15551.3594	12787.4238	15039.3711	15653.7168	16142.2822	16526.1719	14785.4004	11975.3535	13553.7715	12763.2666	18982.2051	15599.6729	13167.9092	14898.5332	10534.0293	10898.2109	15922.2803	14132.8965	14807.1807	12691.8652	11968.541	13392.6709	16890.6309	14043.7881	13078.0605	14685.3105	12022.4209	15805.9736	11728.6768	15031.1289	17877.9922	12980.1865	14739.5967	NaN	15953.0508	13445.0117	15048.8662	12613.2969	20247.6172	11843.2939	11257.1562	18624.5215	11945.0586	14072.8525	14565.7422	16974.0312	12803.4414	15162.5391	12873.6865	12471.5469	15527.2588	14605.2607	11663.8203	14718.5859	17140.7949	14329.0088	12636.3496	14561.793	15023.0205	16394.9727	18358.6602	14780.5781	4897.4229	10376.3662	15824.9727	14953.8848	14925.4941	12944.9746	17307.6934	15633.6475	14292.0039	14962.1904	17381.1387	15990.6445	14477.915	14801.4424	15499.4609	12187.8252	11751.3057	9780.5732	16049.7363	13903.6348	12740.9531	12322.1855	15100.9951	18438.8887	15707.916	NaN	11014.9912	13129.3516	17357.3418	18811.1035	14543.6572	14084.1104	12267.167	12747.7471	12115.0869	18527.4004
2.0013	15773.5635	16106.96	19490.2539	10898.0166	12111.0732	NaN	14170.5947	13169.124	17566.1211	14069.3174	17498.6758	NaN	16731.5234	11077.7324	13852.4258	12733.9844	17304.75	16764.6055	NaN	14160.46	14654.71	13220.7412	12167.8037	14255.2822	13714.9082	11114.9102	12653.959	17542.7891	11608.084	14539.0176	15462.5068	17915.4121	16180.9482	15257.9404	11722.9023	14273.3184	12858.4795	16404.6816	15734.1074	13970.2686	15586.6357	9015.2578	9924.0518	15876.5576	12752.6592	15673.4795	13279.2676	NaN	14204.0918	16168.3213	12936.0615	13942.5186	14246.9004	11153.6719	15887.0352	11199.8887	13729.6768	17509.8516	13366.2236	15327.4141	NaN	14499.2891	13836.1436	14986.1035	13301.5527	22333.582	NaN	NaN	18443.877	12807.4131	15011.4561	14592.2607	15999.6074	12930.002	14183.7227	13736.96	NaN	15347.9043	14220.2832	11731.9961	14832.1582	18738.7656	12005.0576	13563.9355	14252.29	12194.6436	15382.5166	18883.6211	15476.126	NaN	9832.0332	15241.9258	16596.873	14572.915	11561.7637	16048.293	15899.918	14994.2178	14186.1367	14921.7754	13580.3193	14045.6172	14174.5029	13281.1221	13073.6055	11763.375	10079.3125	16028.2197	13685.4346	12457.8486	12165.9951	14018.7578	19050.2422	15702.7471	NaN	NaN	14103.9502	18108.2344	19569.4961	14129.6895	12280.0947	12222.1787	NaN	NaN	14124.8682
2.1347	16354.1816	15921.5879	14478.5957	10335.9512	12094.2881	NaN	13830.6045	14298.1895	18545.2988	14309.2764	17769.4336	NaN	19185	NaN	13413.3887	11574.6484	17167.1836	16314.5781	NaN	13851.9883	12044.417	13253.2803	12193.8252	15476.3516	14181.9307	9790.7578	11088.7979	17052.0996	10721.8086	13986.5537	13700.6123	17415.3281	16102.9316	15496.792	12041.5557	15389.6094	12477.3164	15002.5547	14680.7744	14426.1406	13488.2607	NaN	9506.1055	16440.8496	NaN	16890.0039	15198.8633	NaN	14109.4375	16393.2676	12088.6787	15872.7529	13899.124	NaN	15857.0674	NaN	14687.4033	16923.2227	14674.2969	15535.2783	NaN	15204.3564	14473.8799	15381.0752	12509.8076	18157.8145	NaN	NaN	19461.1055	13558.3643	14914.376	15281.9258	15091.2422	13261.2744	14368.8467	14524.3955	NaN	14724.6377	14033.3877	11354.0645	14653.2949	16832.2676	10527.0615	13459.2432	13463.9512	10732.6689	15879.7568	17415.3711	14040.2686	NaN	NaN	14468.627	19139.4707	14886.752	10857.5986	14646.2686	16012.9697	14210.3633	13728.458	12528.5576	13893.8506	14828.7676	13348.7324	12908.7139	14060.0107	12697.9648	NaN	16912.959	13829.4297	12527.292	12463.0566	13312.5967	16584.4883	16291.8516	NaN	NaN	14960.9912	18534.6816	17872.0527	12898.4648	10519.9727	NaN	NaN	NaN	13067.998
2.2682	15853.1914	16774.5449	12278.9658	NaN	NaN	NaN	13384.9932	13648.3525	17516.1328	15722.3516	15448.7139	NaN	19281.9453	NaN	12724.0615	10373.3994	15856.5859	16360.6289	NaN	16122.8857	9918.7529	14705.2061	12407.8135	15847.7783	13183.375	NaN	10327.4424	15250.6387	NaN	13909.1426	11898.376	15201.458	14177.3955	16287.7861	NaN	15829.752	11377.8105	13763.9297	13636.8115	14602.8545	10887.2725	NaN	9763.7393	16962.4258	NaN	15218.0547	14517.6016	NaN	14629.9355	15933.748	NaN	18644.5117	12094.8887	NaN	16713.209	NaN	14268.3965	16867.6426	16715.3457	14355.9961	NaN	17196.9375	16076.1104	17531.875	12356.5986	14189.7139	NaN	NaN	16582.0879	15159.7549	14140.292	14438.3643	12830.8604	13409.208	NaN	14382.7363	NaN	12874.3613	14999.6318	11376.9893	14450.6064	14386.7344	NaN	13949.5518	13736.0859	9904.5703	16251.7236	15802.8604	13283.4111	NaN	NaN	15577.4883	23229.918	14246.6406	9840.248	12842.3203	15065.291	14831.7354	14937.5879	11807.1094	14081.1533	16387.3281	13567.5811	12239.8633	13311.5557	13253.8301	NaN	16362.7461	14627.8447	12568.3086	NaN	13785.7529	13115.0254	16759.5762	NaN	NaN	13366.2236	18375.002	15750.9229	11860.9766	10057.4355	NaN	NaN	NaN	11649.0791
2.4016	15713.292	16599.4961	11892.3633	NaN	NaN	NaN	12582.541	13554.624	15193.6289	15576.502	12564.9863	NaN	15730.2119	NaN	12482.4521	NaN	14122.3232	16283.5303	NaN	16997.3184	9503.7578	14986.3965	12402.498	17837.8867	13102.7451	NaN	10359.5225	12234.0869	NaN	13292.876	10646.2402	14007.7607	12894.9014	16437.8301	NaN	16512.2852	NaN	13367.5713	12020.3867	14758.3076	10996.8867	NaN	NaN	17895.0098	NaN	13380.2744	12452.334	NaN	14594.0635	15473.916	NaN	17077.3398	11484.5654	NaN	16319.6318	NaN	13980.5352	14981.0938	15971.4229	14674.2021	NaN	16598.5508	16386.4844	18307.041	13283.3477	11860.7832	NaN	NaN	16786.2949	14652.7549	13189.5176	12387.9834	11823.1611	13526.2021	NaN	14288.04	NaN	11985.4043	15368.0088	10790.3896	12507.0938	12829.833	NaN	15746.543	12883.3359	NaN	16300.9639	15547.8076	13415.918	NaN	NaN	16913.959	22432.0898	15427.9463	9910.3916	11839.459	14556.2061	17156.9062	15553.7842	10613.4639	NaN	16569.2168	13976.7197	11200.6348	12774.585	12118.9658	NaN	16417.4102	14092.4893	12835.6943	NaN	13467.4248	11792.1807	15857.3887	NaN	NaN	11542.3555	18236.9727	14760.4346	11361.6055	NaN	NaN	NaN	NaN	11179.5137
2.535	15369.6172	15547.3369	11437.2588	NaN	NaN	NaN	12309.8662	13409.3115	13798.8691	15320.3887	10577.6943	NaN	12022.9795	NaN	11980.3516	NaN	13303.3643	17107.0332	NaN	16996.1602	NaN	14415.5762	12531.2158	20273.9707	13308.3066	NaN	NaN	10857.8164	NaN	13101.0664	10262.3164	12823.4824	10854.9814	16149.6406	NaN	15757.6982	NaN	NaN	NaN	15351.2812	NaN	NaN	NaN	18196.0703	NaN	12066.6865	11060.5391	NaN	15384.7324	13818.3682	NaN	12876.7939	10379.4355	NaN	16032.6387	NaN	13917.1631	12648.6924	13438.4854	14538.001	NaN	15326.7158	16245.959	14961.9795	13669.8623	11495.4414	NaN	NaN	14680.9307	13279.9795	13476.958	11442.6348	10962.0996	13299.5723	NaN	13782.5049	NaN	12149.5508	15589.0381	10792.1221	11438.8086	11571.4141	NaN	16109.8281	13302.0381	NaN	16110.1504	14308.2939	13107.9688	NaN	NaN	17689.8633	17231.9277	13518.2363	NaN	NaN	15162.6768	17788.2051	14273.6875	NaN	NaN	16566.668	14025.8838	12064.8408	14541.7256	11194.4287	NaN	16985.6445	13240.9863	12408.7266	NaN	13863.0986	NaN	15475.1895	NaN	NaN	NaN	18772.0664	NaN	NaN	NaN	NaN	NaN	NaN	10370.7803
2.6684	15600.2539	14496.1475	NaN	NaN	NaN	NaN	14305.1963	14447.502	15124.6855	16188.7529	10665.1211	NaN	10714.9824	NaN	13005.2949	NaN	12906.1504	17663.418	NaN	14915.1533	NaN	15149.5771	11506.957	22237.2227	13565.957	NaN	NaN	10221.4521	NaN	13175.1904	NaN	NaN	9795.29	15223.9814	NaN	14690.8643	NaN	NaN	NaN	14610.7393	NaN	NaN	NaN	20798.0898	NaN	NaN	10010.4922	NaN	16740.2539	12875.5703	NaN	10731.3203	NaN	NaN	16417.918	NaN	14197.7803	11882.3984	11196.1455	14772.1045	NaN	13362.0518	14175.7266	13133.4941	13290.6025	NaN	NaN	NaN	12844.9199	12051.3984	13921.5801	11606.085	NaN	13273.8447	NaN	14499.6777	NaN	NaN	14339.7422	NaN	10599.3887	NaN	NaN	15295.1377	13473.5342	NaN	16002.1211	13031.5381	13400.4209	NaN	NaN	15714.3857	13668.3145	12053.9316	NaN	NaN	14538.6807	17214.6074	13543.2529	NaN	NaN	15621.3965	14677.3867	NaN	14460.4365	11017.1572	NaN	13716.0098	13408.4736	10962.998	NaN	13507.8506	NaN	15743.1621	NaN	NaN	NaN	18283.25	NaN	NaN	NaN	NaN	NaN	NaN	9975.6279
2.8019	15116.4131	14959.9092	NaN	NaN	NaN	NaN	15052.8076	15081.2783	15410.3691	17488.1875	NaN	NaN	NaN	NaN	13172.8828	NaN	NaN	17870.7383	NaN	13190.5449	NaN	15600.1172	10702.3135	19621.4746	12635.6748	NaN	NaN	10153.2744	NaN	12400.3877	NaN	NaN	9485.1318	15065.9238	NaN	13519.1104	NaN	NaN	NaN	15996.9941	NaN	NaN	NaN	20403.7949	NaN	NaN	NaN	NaN	15012.2324	12509.248	NaN	9519.3359	NaN	NaN	16873.3887	NaN	15231.8525	11517.002	10746.8379	14586.8447	NaN	12405.7842	11893.0508	12318.7324	12940.8779	NaN	NaN	NaN	11583.3184	NaN	15214.3066	11344.4893	NaN	12208.0547	NaN	15553.4727	NaN	NaN	12024.8955	NaN	10208.9551	NaN	NaN	13355.2891	14046.0205	NaN	16184.2783	NaN	14093.3223	NaN	NaN	12330.9766	13019.252	12088.0928	NaN	NaN	13792.3672	16174.4619	13948.4033	NaN	NaN	16124.2148	14495.1504	NaN	14951.2451	10315.877	NaN	12080.3281	13711.0146	10649.9033	NaN	13145.3164	NaN	15167.3438	NaN	NaN	NaN	16355.3574	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9353	17018.4121	14187.5928	NaN	NaN	NaN	NaN	16570.084	15900.0156	15966.4814	20792.8184	NaN	NaN	NaN	NaN	13296.1543	NaN	NaN	19994.5332	NaN	12170.8975	NaN	15439.3252	9973.7549	15176.1943	12441.1396	NaN	NaN	NaN	NaN	12735.8994	NaN	NaN	9791.3066	12837.6855	NaN	12407.0439	NaN	NaN	NaN	16086.9697	NaN	NaN	NaN	18774.5918	NaN	NaN	NaN	NaN	13058.4775	NaN	NaN	9825.0537	NaN	NaN	16211.2959	NaN	16041.8652	NaN	NaN	14046.2617	NaN	12320.5439	10689.9092	NaN	13818.2686	NaN	NaN	NaN	10184.417	NaN	15838.5898	10930.542	NaN	11167.1553	NaN	14749.335	NaN	NaN	10327.5918	NaN	NaN	NaN	NaN	12051.4492	13307.7295	NaN	15173.6055	NaN	16103.7949	NaN	NaN	10519.2363	12518.8965	NaN	NaN	NaN	13139.0029	15865.4492	13631.7637	NaN	NaN	16908.5859	14194.498	NaN	14209.1592	NaN	NaN	10330.5381	13942.2607	9633.4277	NaN	13191.0918	NaN	16872.6191	NaN	NaN	NaN	14266.8125	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0687	18454.6699	14195.2803	NaN	NaN	NaN	NaN	16380.4971	16053.3623	15811.7861	23208.1133	NaN	NaN	NaN	NaN	13960.125	NaN	NaN	19366.4375	NaN	11607.7217	NaN	17251.793	NaN	12724.9688	13121.3057	NaN	NaN	NaN	NaN	13084.416	NaN	NaN	NaN	11687.6299	NaN	NaN	NaN	NaN	NaN	16634.7402	NaN	NaN	NaN	15693.2637	NaN	NaN	NaN	NaN	11819.0342	NaN	NaN	NaN	NaN	NaN	15925.8594	NaN	15297.4785	NaN	NaN	15154.4189	NaN	NaN	9712.0684	NaN	14004.5859	NaN	NaN	NaN	NaN	NaN	15230.1318	10377.5674	NaN	10173.3916	NaN	14846.6055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11863.2354	NaN	12522.5078	NaN	16633.4707	NaN	NaN	10387.1982	NaN	NaN	NaN	NaN	13788.9492	14987.3271	12963.7939	NaN	NaN	17467.4023	13823.0801	NaN	12351.126	NaN	NaN	9659.6982	13812.0635	9281.3193	NaN	14153.1836	NaN	15219.168	NaN	NaN	NaN	13494.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	18656.0039	12890.2822	NaN	NaN	NaN	NaN	13786.1338	15035.7646	16777.6211	20249.4453	NaN	NaN	NaN	NaN	13412.0479	NaN	NaN	18351.6953	NaN	NaN	NaN	18570.459	NaN	11673.2764	14210.4277	NaN	NaN	NaN	NaN	12404.5303	NaN	NaN	NaN	11289.8555	NaN	NaN	NaN	NaN	NaN	15289.3174	NaN	NaN	NaN	13362.8213	NaN	NaN	NaN	NaN	10694.8281	NaN	NaN	NaN	NaN	NaN	14810.6074	NaN	12751.9531	NaN	NaN	15672.665	NaN	NaN	9763.4258	NaN	14002.5586	NaN	NaN	NaN	NaN	NaN	14164.7568	NaN	NaN	9937.5742	NaN	15009.4482	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11090.8857	NaN	10759.1279	NaN	15383.8379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14069.4844	12717.9717	12057.6816	NaN	NaN	15730.8057	13703.9014	NaN	10793.29	NaN	NaN	NaN	14166.7979	9495.7871	NaN	15095.7236	NaN	14588.627	NaN	NaN	NaN	13059.6523	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	18487.9141	11651.5039	NaN	NaN	NaN	NaN	11328.8721	12670.8457	16649.0195	15101.6582	NaN	NaN	NaN	NaN	13880.002	NaN	NaN	17353.582	NaN	NaN	NaN	15922.7891	NaN	NaN	13247.1748	NaN	NaN	NaN	NaN	12098.0918	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12853.1455	NaN	NaN	NaN	11507.2764	NaN	NaN	NaN	NaN	10472.1768	NaN	NaN	NaN	NaN	NaN	12824.0752	NaN	10817.6094	NaN	NaN	15697.4541	NaN	NaN	NaN	NaN	12242.4541	NaN	NaN	NaN	NaN	NaN	14811.8398	NaN	NaN	10190.8594	NaN	15322.4697	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11389.7021	NaN	9717.1348	NaN	12762.2471	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14800.1758	10592.6064	10446.8555	NaN	NaN	NaN	14273.4736	NaN	10544.1875	NaN	NaN	NaN	14359.6523	NaN	NaN	14540.6611	NaN	13587.6035	NaN	NaN	NaN	12274.2539	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	18610.6758	10579.4004	NaN	NaN	NaN	NaN	10405.6465	11066.0742	15947.9941	11813.5225	NaN	NaN	NaN	NaN	14642.667	NaN	NaN	18316.5859	NaN	NaN	NaN	13004.3164	NaN	NaN	12278.3535	NaN	NaN	NaN	NaN	12130.2266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11591.9912	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11853.2539	NaN	9844.5625	NaN	NaN	16633.6719	NaN	NaN	NaN	NaN	12964.8262	NaN	NaN	NaN	NaN	NaN	14414.6162	NaN	NaN	NaN	NaN	15202.8701	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11542.8135	NaN	9515.5186	NaN	11788.9502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14455.917	NaN	NaN	NaN	NaN	NaN	15322.3574	NaN	10128.4336	NaN	NaN	NaN	15158.7119	NaN	NaN	11744.1396	NaN	13665.1846	NaN	NaN	NaN	11648.8057	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	18145.1641	10650.0029	NaN	NaN	NaN	NaN	NaN	9872.2725	14327.2373	10699.0371	NaN	NaN	NaN	NaN	13465.4648	NaN	NaN	18302.8906	NaN	NaN	NaN	11205.6045	NaN	NaN	10770.0811	NaN	NaN	NaN	NaN	13834.3398	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10848.3555	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11368.7373	NaN	9239.1123	NaN	NaN	18428.832	NaN	NaN	NaN	NaN	13966.7471	NaN	NaN	NaN	NaN	NaN	15778.2324	NaN	NaN	NaN	NaN	14567.5557	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9595.3154	NaN	10446.0889	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12384.1104	NaN	NaN	NaN	NaN	NaN	16017.8623	NaN	9995.4248	NaN	NaN	NaN	15719.1719	NaN	NaN	10978.3525	NaN	13944.1611	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
