X	Y_20181208_15100_1_1g	Y_20181208_15100_1_3g	Y_20181208_15100_1_6g	Y_20181208_15100_10_1g	Y_20181208_15100_10_2g	Y_20181208_15100_10_3g	Y_20181208_15100_11_1g	Y_20181208_15100_11_2g	Y_20181208_15100_11_3g	Y_20181208_15100_12_1g	Y_20181208_15100_13_1g	Y_20181208_15100_13_3g	Y_20181208_15100_13_4g	Y_20181208_15100_13_5g	Y_20181208_15100_13_6g	Y_20181208_15100_13_8g	Y_20181208_15100_14_2g	Y_20181208_15100_14_3g	Y_20181208_15100_15_2g	Y_20181208_15100_15_4g	Y_20181208_15100_15_6g	Y_20181208_15100_15_7g	Y_20181208_15100_15_8g	Y_20181208_15100_16_2g	Y_20181208_15100_16_3g	Y_20181208_15100_16_4g	Y_20181208_15100_17_1g	Y_20181208_15100_17_5g	Y_20181208_15100_17_7g	Y_20181208_15100_18_1g	Y_20181208_15100_18_5g	Y_20181208_15100_18_7g	Y_20181208_15100_19_1g	Y_20181208_15100_19_2g	Y_20181208_15100_19_3g	Y_20181208_15100_19_5g	Y_20181208_15100_19_6g	Y_20181208_15100_2_1g	Y_20181208_15100_2_2g	Y_20181208_15100_2_3g	Y_20181208_15100_2_4g	Y_20181208_15100_21_2g	Y_20181208_15100_22_1g	Y_20181208_15100_24_1g	Y_20181208_15100_24_3g	Y_20181208_15100_25_1g	Y_20181208_15100_25_2g	Y_20181208_15100_27_1g	Y_20181208_15100_3_1g	Y_20181208_15100_3_2g	Y_20181208_15100_3_3g	Y_20181208_15100_3_4g	Y_20181208_15100_3_5g	Y_20181208_15100_5_10g	Y_20181208_15100_5_11g	Y_20181208_15100_5_12g	Y_20181208_15100_5_13g	Y_20181208_15100_5_2g	Y_20181208_15100_5_3g	Y_20181208_15100_5_5g	Y_20181208_15100_5_7g	Y_20181208_15100_5_9g	Y_20181208_15100_6_3g	Y_20181208_15100_6_4g	Y_20181208_15100_6_5g	Y_20181208_15100_6_7g	Y_20181208_15100_7_1g	Y_20181208_15100_7_2g	Y_20181208_15100_7_3g	Y_20181208_15100_7_5g	Y_20181208_15100_7_9g	Y_20181208_15100_8_1g	Y_20181208_15100_8_2g	Y_20181208_15100_8_3g	Y_20181208_15100_8_4g	Y_20181208_15100_8_6g	Y_20181208_15100_9_2g
2.2682	NaN	NaN	NaN	27032.6953	29471.5996	31619.4609	31088.6016	32174.0859	32426.0684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31028.4062	29901.9414	32039.2793	34574.9102	NaN	NaN	29687.9805	NaN	30529.9355	NaN	NaN	NaN	26903.0371	33866.6055	NaN	34740.9023	28897.7656	NaN	NaN	NaN	NaN	NaN	32888.2461	35695.6445	NaN	NaN	32438.5332	26973.4688	29322.334	28742.9258	NaN	NaN	NaN	30759.5391	NaN	28852.4941	28965.2539	30585.0039	30799.8203	28920.9199	NaN	30008.4805	28244.6387	31177.1133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30216.1758	29715.793	31673.0938	28822.5332	NaN	33200.2305	NaN	29890.9238	NaN
2.4016	NaN	NaN	NaN	28284.2129	28711.9512	31265.2461	30861.5117	31993.9473	32944.9688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29255.791	31416.6738	34851.5195	NaN	NaN	29799.1309	NaN	NaN	NaN	NaN	NaN	27507.6992	35029.5977	NaN	33157.457	27944.0391	NaN	NaN	NaN	NaN	NaN	32253.4453	36204.3789	NaN	NaN	NaN	25840.8594	NaN	28100.2969	NaN	NaN	NaN	30916.7754	NaN	28735.4004	30031.9121	29069.3086	31620.6855	29058.8711	NaN	30889.7422	29026.0059	30319.0547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29470.0078	NaN	29554.709	29330.5957	NaN	32904.9883	NaN	28449.6113	NaN
2.535	NaN	NaN	NaN	29064.1484	28021.5781	30606.4707	29728.4609	NaN	31805.6172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30177.625	33220.6719	NaN	NaN	28042.1367	NaN	NaN	NaN	NaN	NaN	27041.3672	33162.5859	NaN	NaN	28777.4141	NaN	NaN	NaN	NaN	NaN	31608.5977	NaN	NaN	NaN	NaN	25178.2949	NaN	28862.7148	NaN	NaN	NaN	30779.3203	NaN	28228.5977	30034.3027	29383.9199	29520.7207	29020.7949	NaN	30153.5176	NaN	30237.6191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28478.4375	NaN	29618.916	29629.5859	NaN	34177.207	NaN	28697.459	NaN
2.6684	NaN	NaN	NaN	29436.584	28453	31871.123	29239.3047	NaN	32322.1445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30634.2812	32639.3984	NaN	NaN	27897.2051	NaN	NaN	NaN	NaN	NaN	26039.9082	33425.5	NaN	NaN	29182.5586	NaN	NaN	NaN	NaN	NaN	34672.3477	NaN	NaN	NaN	NaN	24921.0059	NaN	28650.0938	NaN	NaN	NaN	30302.7148	NaN	28559.7969	28219.1172	27619.9824	29736.7324	29660.8516	NaN	30870.1113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27406.0977	NaN	28118.5898	30032.0957	NaN	31713.5879	NaN	NaN	NaN
2.8019	NaN	NaN	NaN	29351.5332	NaN	29108.4004	29676.5059	NaN	32894.8203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31152.4551	33590.8281	NaN	NaN	28439.1504	NaN	NaN	NaN	NaN	NaN	NaN	32942.6719	NaN	NaN	28627.5605	NaN	NaN	NaN	NaN	NaN	33928.9844	NaN	NaN	NaN	NaN	25040.7012	NaN	28256.8516	NaN	NaN	NaN	30799.8223	NaN	27748.1953	27709.5215	27553.4609	30280.7871	NaN	NaN	29833.8438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27500.8984	NaN	28594.6758	NaN	NaN	31810.332	NaN	NaN	NaN
2.9353	NaN	NaN	NaN	29011.3828	NaN	30701.1484	NaN	NaN	31612.5918	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29678.707	33265.5312	NaN	NaN	28451.0859	NaN	NaN	NaN	NaN	NaN	NaN	33395.543	NaN	NaN	28464.5176	NaN	NaN	NaN	NaN	NaN	31337.2812	NaN	NaN	NaN	NaN	NaN	NaN	27062.8965	NaN	NaN	NaN	29149.2441	NaN	26534.2871	28922.4746	29062.5078	30623.9688	NaN	NaN	29610.4316	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27890.5059	NaN	NaN	NaN	NaN	31037.6426	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	30632.0352	NaN	NaN	32254.1895	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29153.7891	NaN	NaN	NaN	NaN	NaN	NaN	34206.2031	NaN	NaN	27844.8105	NaN	NaN	NaN	NaN	NaN	32062.0449	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30119.7676	NaN	28194.4902	30089.9824	28263.6113	30801.3027	NaN	NaN	30056.8145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28272.8262	NaN	NaN	NaN	NaN	32332.9414	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	29851.1621	NaN	NaN	31643.1992	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34819.4102	NaN	NaN	27820.7676	NaN	NaN	NaN	NaN	NaN	33411.4805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29724.1738	NaN	29343.6602	NaN	NaN	29916.6855	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28406.9746	NaN	NaN	NaN	NaN	32310.7715	NaN	NaN	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	28697.3926	NaN	NaN	32481.7812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35015.8945	NaN	NaN	28057.1191	NaN	NaN	NaN	NaN	NaN	32328.4785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29692.7227	NaN	29755.9648	NaN	NaN	29272.5918	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31440.1855	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	28283.4863	NaN	NaN	30754.332	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33939.8672	NaN	NaN	28550.8203	NaN	NaN	NaN	NaN	NaN	31069.9531	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30248.9316	NaN	32329.6074	NaN	NaN	30137.498	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30607.9258	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30722.5508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31547.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30181.0195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28254.8184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
