X	Y_20181208_15692b_1_1g	Y_20181208_15692b_1_2g	Y_20181208_15692b_1_4g	Y_20181208_15692b_1_5g	Y_20181208_15692b_10_1g	Y_20181208_15692b_10_2g	Y_20181208_15692b_10_3g	Y_20181208_15692b_10_4g	Y_20181208_15692b_10_5g	Y_20181208_15692b_10_6g	Y_20181208_15692b_10_7g	Y_20181208_15692b_11_10g	Y_20181208_15692b_11_11g	Y_20181208_15692b_11_12g	Y_20181208_15692b_11_13g	Y_20181208_15692b_11_14g	Y_20181208_15692b_11_15g	Y_20181208_15692b_11_16g	Y_20181208_15692b_11_17g	Y_20181208_15692b_11_18g	Y_20181208_15692b_11_19g	Y_20181208_15692b_11_1g	Y_20181208_15692b_11_20g	Y_20181208_15692b_11_21g	Y_20181208_15692b_11_22g	Y_20181208_15692b_11_23g	Y_20181208_15692b_11_24g	Y_20181208_15692b_11_2g	Y_20181208_15692b_11_3g	Y_20181208_15692b_11_4g	Y_20181208_15692b_11_5g	Y_20181208_15692b_11_6g	Y_20181208_15692b_11_7g	Y_20181208_15692b_11_8g	Y_20181208_15692b_11_9g	Y_20181208_15692b_12_10g	Y_20181208_15692b_12_11g	Y_20181208_15692b_12_12g	Y_20181208_15692b_12_13g	Y_20181208_15692b_12_14g	Y_20181208_15692b_12_15g	Y_20181208_15692b_12_16g	Y_20181208_15692b_12_17g	Y_20181208_15692b_12_18g	Y_20181208_15692b_12_1g	Y_20181208_15692b_12_2g	Y_20181208_15692b_12_3g	Y_20181208_15692b_12_4g	Y_20181208_15692b_12_5g	Y_20181208_15692b_12_6g	Y_20181208_15692b_12_7g	Y_20181208_15692b_12_8g	Y_20181208_15692b_12_9g	Y_20181208_15692b_13_1g	Y_20181208_15692b_13_2g	Y_20181208_15692b_13_3g	Y_20181208_15692b_13_4g	Y_20181208_15692b_14_1g	Y_20181208_15692b_14_2g	Y_20181208_15692b_14_3g	Y_20181208_15692b_14_4g	Y_20181208_15692b_15_1g	Y_20181208_15692b_15_2g	Y_20181208_15692b_15_3g	Y_20181208_15692b_15_4g	Y_20181208_15692b_16_10g	Y_20181208_15692b_16_1g	Y_20181208_15692b_16_2g	Y_20181208_15692b_16_3g	Y_20181208_15692b_16_4g	Y_20181208_15692b_16_5g	Y_20181208_15692b_16_6g	Y_20181208_15692b_16_7g	Y_20181208_15692b_16_8g	Y_20181208_15692b_16_9g	Y_20181208_15692b_17_1g	Y_20181208_15692b_17_2g	Y_20181208_15692b_17_3g	Y_20181208_15692b_17_4g	Y_20181208_15692b_17_5g	Y_20181208_15692b_17_6g	Y_20181208_15692b_2_1g	Y_20181208_15692b_2_2g	Y_20181208_15692b_2_3g	Y_20181208_15692b_2_4g	Y_20181208_15692b_2_5g	Y_20181208_15692b_2_6g	Y_20181208_15692b_3_1g	Y_20181208_15692b_3_2g	Y_20181208_15692b_3_3g	Y_20181208_15692b_3_4g	Y_20181208_15692b_3_5g	Y_20181208_15692b_3_6g	Y_20181208_15692b_3_7g	Y_20181208_15692b_5_1g	Y_20181208_15692b_5_2g	Y_20181208_15692b_5_4g	Y_20181208_15692b_5_5g	Y_20181208_15692b_6_1g	Y_20181208_15692b_6_2g	Y_20181208_15692b_6_3g	Y_20181208_15692b_6_4g	Y_20181208_15692b_6_5g	Y_20181208_15692b_7_2g	Y_20181208_15692b_7_3g	Y_20181208_15692b_7_4g	Y_20181208_15692b_7_5g	Y_20181208_15692b_7_6g	Y_20181208_15692b_7_7g	Y_20181208_15692b_7_8g	Y_20181208_15692b_8_1g	Y_20181208_15692b_8_3g	Y_20181208_15692b_8_4g	Y_20181208_15692b_8_5g	Y_20181208_15692b_8_6g	Y_20181208_15692b_8_7g	Y_20181208_15692b_8_8g	Y_20181208_15692b_9_1g	Y_20181208_15692b_9_2g	Y_20181208_15692b_9_3g	Y_20181208_15692b_9_4g	Y_20181208_15692b_9_5g	Y_20181208_15692b_9_6g
1.3342	13233.7021	19932.5352	13262.7725	14070.6133	13735.5898	14771.7217	12485.9521	12699.9893	13834.7451	12007.9707	13986.8076	14209.4775	17313.627	15913.4922	14880.2227	14678.1348	15094.5371	13194.2676	13824.1104	13789.3027	16831.9238	12975.4072	12769.4922	13106.1641	12485.2715	13849.8643	13607.7148	13108.3369	15688.1367	NaN	12301.4736	12703.0869	13476.5811	15645.167	14964.4424	20677.8711	14917.5449	15789.2764	17747.1641	14775.7012	12468.415	14956.2646	15363.0908	11912.9971	16521.1758	13401.3154	19973.0449	11157.3545	14641.0801	14460.4629	15307.2793	12329.9951	19492.0078	13742.0625	12040.6484	14050.7197	13164.2744	15011.0547	16214.6797	23041.6797	13196.6914	11380.6895	12294.6699	15253.2129	18373.293	16865.5117	10692.7793	13633.0576	12769.5342	14500.9268	14910.2383	11468.2656	17857.1016	15957.9492	14456.9814	14011.3184	11385.7695	13452.3779	14773.2559	13856.8877	13670.0518	12265.0928	13723.2979	16812.1113	15652.2178	16620.5352	12323.1963	13160.0332	12263.4834	15491.0596	13653.0117	17647.8438	14510.9922	16224.7002	12563.0488	13826.3584	12032.7422	14141.4971	15663.3691	12625.96	22244.0664	13449.8887	13514.3369	14824.1055	14678.7246	13943.333	16931.6367	15613.998	13248.4785	14988.7949	11153.7266	13530.8047	12254.7822	12902.9502	11918.4316	11343.9844	13737.3105	12007.4824	14303.4805	13520.9443	13910.1045	14349.499	12403.3203
1.4676	13540.9404	24366.4082	13812.0547	14843.5771	14587.7588	13742.084	12746.4277	11326.7754	13221.71	11304.2988	14156.4043	14442.5391	17276.6289	16767.8711	14326.0605	13620.499	14869.6172	12977.8809	13703.3623	11849.3535	18368.8691	11676.7744	12897.6367	13782.2158	12047.0254	15711.9814	15586.332	14361.4658	14825.0244	NaN	11787.2529	12930.2861	11547.2861	14784.5762	15772.9561	17607.0957	15865.04	13895.4443	14518.4414	14171.2842	13162.6924	14109.6895	16481.9863	11854.7324	17066.0723	14398.3818	19398.377	11581.417	14802.3096	15423.6182	17870.082	12567.6006	21095.0781	14577.0615	11847.5068	13812.2891	12614.1064	15435.9492	16471.5488	20708.6875	12943.792	11127.5723	12568.5332	15723.6104	18468.1738	14575.8984	10153.2832	14906.9238	12605.3789	15000.0732	13693.2393	11812.7754	17247.9922	15342.9941	15016.9023	13724.3604	11927.8262	13704.7461	13855.0508	14499.0264	13586.5293	11935.7529	13556.0918	17655.4062	17556.9199	19726.1328	13227.2344	13937.7168	12231.1084	13288.6396	14264.4863	18678.2188	15846.7764	17110.2266	12143.0117	14320.0889	11154.0479	13598.0264	12618.8125	13324.5547	23328.1641	12629.3398	14088.3359	14907.6113	15301.6699	14205.5928	16509.6426	16382.2646	13029.0693	14325.6523	12027.708	14067.8701	12428.6162	12777.2812	11429.709	12161.4072	11341.7402	12097.1631	13455.8604	13601.9561	14792.4424	13742.667	13333.334
1.6011	13534.1924	26268.9648	14193.7178	14129.249	15499.1279	13477.8623	14124.4189	11570.71	13111.3848	11612.7285	14189.8457	15173.2344	15629.0625	17552.2754	14427.8262	14278.9014	15090.668	12238.5166	13062.5693	10125.6758	16163.8066	10756.9375	14149.8135	14863.4824	13465.2783	15814.7109	20218.9375	15343.043	13213.2266	NaN	12362.5713	13442.4287	11602.5576	15371.0039	14145.4541	13999.2783	16728.6602	13086.166	12264.1094	14597.8965	14607.7178	13946.3037	15681.3408	12337.6025	17218.0039	14442.7822	15260.4678	11910.0283	13566.4395	16303.3096	19222.4727	13460.7012	19569.3105	15381.5215	11777.2871	13077.958	12232.8135	15069.6553	16639.0117	18520.7695	12625.1777	10898.542	11719.9062	16911.5957	14782.71	11646.167	10142.6064	15292.7031	11622.7178	15058.9131	13992.8604	12053.5752	16633.6094	12259.7324	15257.9619	13139.0518	12336.4951	14514.458	13662.4072	15708.8682	12751.3467	12319.2803	12578.2666	18830.6523	17316.3906	19584.4082	14105.3662	13988.1211	12322.3984	13442.25	14547.2969	17304.291	17524.0215	18338.7207	12156.3145	14969.9424	11696.2852	13486.9219	11564.6797	14874.5596	19010.582	12202.3652	15066.3232	14482.0342	14595.8369	16865.9453	18473.8359	17035.9922	13317.501	13425.6982	12290.3525	13365.1738	13172.918	12964.8115	11706.9541	12342.4326	9776.8799	11524.6621	14140.0703	13578.3311	14306.6611	13822.5273	13366.5518
1.7345	13529.8623	20828.668	13327.3018	12469.4443	17733.2051	13091.2188	14862.3975	NaN	12613.9863	11430.5264	13548.4248	17302.918	13744.8018	19085.043	15653.6875	14559.9131	14430.3545	12793.2539	13562.3711	NaN	14802.1113	NaN	16000.1719	17393.6797	16662.9512	14801.624	19601.4883	14333.793	12653.8203	NaN	12689.7158	14385.9551	NaN	17169.0156	13643.1396	NaN	18084.6797	12791.7539	11786.9844	12769.2002	15346	14270.6846	13078.4121	12467.917	16474.0117	12825.6895	12651.7529	11434.585	14763.2178	16720.0469	16887.1426	13438.501	15977.417	13842.1426	11561.9219	13071.1387	12480.0557	14724.9854	15453.874	13990.6064	12017.6211	10992.9326	11334.9766	19907.3633	11356.251	11400.2148	NaN	14547.7422	12352.5693	14666.5488	14173.5195	14331.667	14633.0332	11376.1699	17284.1504	13441.3262	12931.4697	15344.4912	13166.8818	16636.2441	13455.2197	11390.6064	12611.2207	21041.793	14924.8711	16817.8926	15325.6436	12801.6475	13599.2363	NaN	13494.4043	15347.1982	16651.5371	17626.9473	12188.1943	14462.7715	12391.9883	14656.749	10930.168	16113.8623	16185.6689	NaN	15899.002	14995.3955	13060.7598	17985.3867	17210.2539	14454.0156	13886.8486	12709.2188	12544.5996	13652.5938	14115.666	12819.3506	12442.0088	13096.54	NaN	12094.9102	15071.2832	13734.2998	15158.2422	13498.3271	12993.249
1.8679	14498.4355	14552.8076	13330.5117	11294.2666	17310.1035	12276.7217	15810.1152	NaN	13095.9238	11545.4385	13914.7861	19483.8281	12511.0059	20998.6914	16228.2861	14572.0527	13483.2773	12479.6328	14120.3545	NaN	13380.5068	NaN	18729.7578	17986.0566	18220.3379	13263.3369	15497.2275	13037.8623	NaN	NaN	13280.2393	15638.3555	NaN	18658.2773	13075.2988	NaN	18383.2539	NaN	11029.9766	12279.7139	14448.4141	15367.458	11381.5889	11652.9365	16281.5322	12573.1543	11997.8359	11835.7344	13764.4746	17136.0742	13383.5605	13273.0029	15367.8496	12386.4482	11238.5693	13321.3428	13547.4971	15953.793	14182.8555	12740.208	11190.3506	11538.5771	11784	19755.8027	10607.4336	10585.3457	NaN	12060.4023	12385.4746	15999.8271	15953.2041	15337.4268	13142.7412	10824.8936	17511.2246	15160.4209	13504.8506	16382.1904	11594.9072	17042.4746	14978.5557	11307.5693	11466.96	21744.2441	12989.2559	12930.8486	15550.7744	11808.2852	14878.9707	NaN	12453.2217	15809.751	14300.3271	16059.0801	13382.0254	13525.8242	12553.2539	15502.9131	NaN	14667.0186	14098.2139	NaN	15315.5557	15396.8037	NaN	19892.8301	17553.6914	13773.7539	14203.7754	12459.4795	12106.3701	13355.8789	15118.626	12422.2334	13550.6094	13891.6113	NaN	13668.334	14282.9326	13307.5469	14389.9434	14669.4795	14442.7393
2.0013	14413.1074	12442.9102	13481.4434	10856.2793	15081.4756	12274.6426	15180.2549	NaN	13417.5059	11037.4414	15647.4854	16535.6289	12580.8594	21610.9453	16002.9277	12307.6982	14015.8086	13362.1855	13384.4805	NaN	12510.1426	NaN	17878.6152	14692.2305	15201.1025	13435.8711	12660.1104	12831.2686	NaN	NaN	13548.8447	16772.9043	NaN	16186.3633	13542.4326	NaN	20087.8184	NaN	NaN	12373.9775	14221.9971	17329.9824	NaN	11612.8369	15916.083	12725.7822	10342.4531	12639.0381	13568.6084	14813.6426	11982.6611	13532.9541	14121.4922	11410.3467	9887.9131	13754.5996	15236.4912	16358.2783	14678.5508	11301.9307	10316.8018	12090.3506	11880.8945	16877.5215	9628.7412	11216.0195	NaN	11478.6533	14532.9111	16500.8301	17403.6875	15184.1094	13534.7949	11475.3779	15266.8779	16712.8105	13608.8818	15019.6426	12757.1904	14293.8779	15831.1318	11029.3594	11522.0156	21339.002	NaN	11815.8379	15806.2891	11930.0908	16274.7881	NaN	12977.6689	16290.5361	13492.1025	14295.8936	13357.6309	14342.2715	13154.5957	17709.8652	NaN	15189.5791	12941.3145	NaN	16206.3281	16097.3311	NaN	19967.1973	18508.8516	14998.4785	15071.2432	13657.543	12368.7158	13628.75	13911.8428	12246.1631	15604.918	17126.2773	NaN	15085.4189	14979.6162	12756.9824	14462.9736	15319.9424	15667.4678
2.1347	14287.0166	11333.249	12679.8701	NaN	NaN	12717.4053	15669.1641	NaN	14006.4365	11551.0088	15367.1299	14636.9678	NaN	18231.4668	14894.5713	12003.957	14985.0361	13512.252	12570.7803	NaN	12875.0078	NaN	15622.79	13975.5068	12878.4492	12752.3174	12073.168	13000.7393	NaN	NaN	14890.4287	16318.833	NaN	13987.7832	14359.3281	NaN	21981.2695	NaN	NaN	12661.6699	13197.9629	19710.2812	NaN	11834.3076	17453.5723	NaN	NaN	12929.3389	14730.5186	13907.4238	12068.7148	15909.6689	14491.2061	11581.1396	10408.2705	13730.5898	15430.2812	20132.9199	14000.749	10286.8564	11028.2256	13226.6631	12312.9404	14105.2881	9091.2256	NaN	NaN	11484.2051	17426.8594	18008.25	18565.7891	16366.3057	13801.1406	NaN	13276.1641	15875.2744	15452.2363	12584.4512	12891.2607	12022.6152	15346.5215	10774.502	11221.5195	16190.0117	NaN	11283.5166	16522.6836	12041.2373	15465.7568	NaN	12981.6904	15779.1758	12022.1006	12492.5273	14509.626	15409.2539	14494.7852	17151.0605	NaN	16499.0762	11703.3115	NaN	17503.7344	15653.3721	NaN	20056.9297	17869.3086	14785.6885	14688.3438	14154.9463	13519.6094	12974.8467	11558.6787	12958.0732	17492.8594	20509.3379	NaN	15230.7383	16004.876	13549.7803	15131.6641	14859.9648	16399.1211
2.2682	14487.1172	NaN	12872.625	NaN	NaN	13164.998	16246.1416	NaN	13331.7041	11793.3408	13301.8086	12730.9395	NaN	15507.4717	13436.1055	NaN	16233.6494	13978.9902	12710.668	NaN	12805.2715	NaN	14072.9736	13049.6406	NaN	12674.457	NaN	14683.6475	NaN	NaN	15912.0049	16901.5391	NaN	12498.6855	15168.9434	NaN	21721.5918	NaN	NaN	13347.9551	11591.1191	18249.1641	NaN	11795.1377	17806.5605	NaN	NaN	12163.2715	17729.7148	12807.5283	NaN	17183.1348	NaN	NaN	10488.6826	13526.7432	15720.4844	21121.0273	14621.9004	NaN	11245.3008	14034.2305	13357.1221	12763.6553	NaN	NaN	NaN	NaN	17593.3652	18204	17301.6348	15222.4248	15214.4111	NaN	12946.4307	13749.7529	19204.1875	11323.042	12434.3623	11046.0381	12735.0537	10619.5234	12016.8262	14621.374	NaN	NaN	17259.4648	NaN	13727.4873	NaN	13543.9482	16557.0078	11777.6289	11950.9619	15180.1484	17883.959	17094.1758	15643.4834	NaN	16668.0234	NaN	NaN	19113.877	18142.1582	NaN	20234.373	17277.877	14380.4932	14734.8496	14248.5596	13618.4268	12770.0811	NaN	13980.835	16456.0781	18983.6621	NaN	13497.459	18219.7891	13612.5137	14810.3594	15527.0459	18025.8906
2.4016	13708.5146	NaN	14299.8828	NaN	NaN	13320.5322	15412.3955	NaN	13207.2324	12439.793	11046.5566	12843.3936	NaN	13705.9551	12150.666	NaN	18013.9258	14829.4775	13112.0928	NaN	13928.209	NaN	13056.1025	11821.4355	NaN	NaN	NaN	16681.8203	NaN	NaN	16946.5488	15786.123	NaN	NaN	13181.7295	NaN	22440.377	NaN	NaN	13682.666	11102.1445	14319.0742	NaN	12474.4512	22077.1016	NaN	NaN	12770.8398	19232.332	12256.1963	NaN	16460.8848	NaN	NaN	10384.0703	14617.0479	17735.9219	18947.8789	17039.1113	NaN	11516.7783	15747.377	14281.3115	12164.3291	NaN	NaN	NaN	NaN	15988.083	17389.3477	14898.6221	12940.6201	16426.9609	NaN	12954.2676	11749.5938	20066.8906	10673.6758	13079.5928	NaN	12201.2314	10181.0732	12281.0234	13793.793	NaN	NaN	17684.4551	NaN	NaN	NaN	14531.5225	18490.5879	12572.1416	12378.4658	14712.8965	16924.2168	18025.627	13159.374	NaN	16607.4727	NaN	NaN	20040.5547	18848.7695	NaN	22619.0254	17567.2637	15456.9629	14704.1152	13304.2207	13875.0674	13259.8672	NaN	14175.4092	14387.3428	15368.1094	NaN	12005.7842	19651	13612.6338	14950.7461	16768.0215	19398.5586
2.535	12453.584	NaN	15169.75	NaN	NaN	15175.3955	15827.7627	NaN	14699.2852	13618.2422	10323.71	NaN	NaN	13634.9131	12081.5195	NaN	17296.1562	15962.293	12490.5605	NaN	15120.4854	NaN	NaN	NaN	NaN	NaN	NaN	19254.0781	NaN	NaN	18533.043	13569.2891	NaN	NaN	10927.8311	NaN	20246.6582	NaN	NaN	13996.0957	NaN	12425.167	NaN	13939.9443	25178.8477	NaN	NaN	12472.96	16859.9512	12870.5918	NaN	17222.3926	NaN	NaN	10454.5518	17136.4219	20410.084	14973.3652	19416.6016	NaN	12173.4219	15079.8457	13793.9072	11708.3984	NaN	NaN	NaN	NaN	14465.0068	14788.9639	12881.8105	12286.3857	15494.1484	NaN	NaN	11525.8379	17784.9297	NaN	15535.4453	NaN	NaN	10382.0107	12261.1094	13860.7959	NaN	NaN	17573.0957	NaN	NaN	NaN	14832.6084	19279.248	NaN	NaN	15757.6133	14751.293	16907.2109	11993.2607	NaN	15477.1143	NaN	NaN	20559.3145	15981.6387	NaN	21172.127	18524.0879	18220.9648	14389.6895	12400.5381	12627.0205	14532.4814	NaN	14625.5352	13445.5781	12940.8438	NaN	NaN	17628.0898	14341.1162	13183.752	16803.1152	19175.3164
2.6684	11859.248	NaN	15326.9766	NaN	NaN	16595.8535	15175.332	NaN	15684.2451	13677.6533	9624.3311	NaN	NaN	13343.5068	12386.9668	NaN	18983.457	16323.9043	11994.9482	NaN	15530.5791	NaN	NaN	NaN	NaN	NaN	NaN	16235.209	NaN	NaN	19335.1211	12294.4805	NaN	NaN	10307.5039	NaN	17696.7246	NaN	NaN	14829.6172	NaN	11674.7012	NaN	15469.4814	24292.9043	NaN	NaN	12871.5342	13586.2891	12176.9326	NaN	18194.9453	NaN	NaN	11238.4062	17610.2793	17614.4102	13241.249	23320.1543	NaN	12087.1943	13571.5811	12379.7979	11680.3926	NaN	NaN	NaN	NaN	NaN	13162.3887	12778.4824	11315.1416	13085.9727	NaN	NaN	11356.7461	15206.1338	NaN	19692.3867	NaN	NaN	10713.6338	12640.7207	NaN	NaN	NaN	17919.9297	NaN	NaN	NaN	12960.3926	19937.5547	NaN	NaN	17401.8223	12276.5234	13682.9404	11340.5479	NaN	13853.3232	NaN	NaN	20393.418	11873.6797	NaN	16688.7246	20208.5508	20703.2891	13994.6035	12217.8975	11583.3379	15077.3184	NaN	14299.3428	11830.5498	11598.2949	NaN	NaN	13986.5635	15670.96	13163.252	15562.6855	16850.2676
2.8019	12714.4922	NaN	15852.7959	NaN	NaN	17111.1094	14710.3281	NaN	15126.0479	13387.3721	8896.3594	NaN	NaN	NaN	NaN	NaN	20850.2539	15717.9883	11865.0088	NaN	16744.6211	NaN	NaN	NaN	NaN	NaN	NaN	13862.9902	NaN	NaN	21462.3418	11458.1064	NaN	NaN	10391.5459	NaN	14389.7266	NaN	NaN	14759.7695	NaN	NaN	NaN	16920.7695	20441.8047	NaN	NaN	12155.1357	12264.8223	11466.1387	NaN	19802.1094	NaN	NaN	11803.0566	16049.4766	14913.2041	11433.0742	22377.3828	NaN	12641.4189	11811.0205	12465.4355	NaN	NaN	NaN	NaN	NaN	NaN	12583.1777	NaN	10808.4248	11419.6045	NaN	NaN	11497.582	13756.7148	NaN	19003.418	NaN	NaN	11316.4316	13596.54	NaN	NaN	NaN	17213.9727	NaN	NaN	NaN	12407.7852	21347.7188	NaN	NaN	17019.3574	11604.9971	12340.5635	NaN	NaN	13325.3008	NaN	NaN	17302.0234	10148.333	NaN	14913.0195	19229.6465	17222.7832	13970.9219	NaN	NaN	14635.6963	NaN	14222.2754	NaN	11688.3506	NaN	NaN	12007.0723	15731.2529	14588.2188	12830.6602	14697.7959
2.9353	13545.0303	NaN	13570.6426	NaN	NaN	15435.3369	14740.5547	NaN	12544.1787	12383.2119	8958.6318	NaN	NaN	NaN	NaN	NaN	22631.6523	13181.5508	12402.1846	NaN	15925.7559	NaN	NaN	NaN	NaN	NaN	NaN	12230.917	NaN	NaN	18216.6191	NaN	NaN	NaN	NaN	NaN	13688.9121	NaN	NaN	15153.4531	NaN	NaN	NaN	17498.7305	16764.6328	NaN	NaN	11870.9131	12172.9668	12497.2197	NaN	19835.5312	NaN	NaN	11675.376	13511.5283	12714.8379	10548.5215	18112.1094	NaN	13206.8955	11359.6426	14017.2354	NaN	NaN	NaN	NaN	NaN	NaN	12521.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13570.666	NaN	NaN	12660.7217	14100.3369	NaN	NaN	NaN	17701.4902	NaN	NaN	NaN	11855.335	18050.332	NaN	NaN	15409.0723	11203.2646	11686.0557	NaN	NaN	NaN	NaN	NaN	14178.1631	NaN	NaN	13663.6406	16704.0059	12576.3145	15403.6543	NaN	NaN	13052.9209	NaN	14352.6279	NaN	NaN	NaN	NaN	NaN	14018.707	14577.666	11852.3613	14118.6445
3.0687	17377.0586	NaN	13798.0947	NaN	NaN	13704.7275	16008.0596	NaN	11158.2861	11904.3193	NaN	NaN	NaN	NaN	NaN	NaN	22352.3027	12184	13904.2676	NaN	14831.4609	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14318.21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15281.9131	NaN	NaN	NaN	15478.0059	15318.9268	NaN	NaN	13287.3301	NaN	NaN	NaN	14901.4775	NaN	NaN	12295.7588	12648.0068	11794.0459	NaN	14265.7002	NaN	13405.6025	NaN	16569.4355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11056.3604	NaN	NaN	15309.3184	13913.7314	NaN	NaN	NaN	16973.2305	NaN	NaN	NaN	11462.2539	14843.8574	NaN	NaN	13602.3242	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13053.9688	NaN	NaN	13285.4072	14480.4834	11435.248	16679.0312	NaN	NaN	12055.8223	NaN	15527.959	NaN	NaN	NaN	NaN	NaN	13061.2812	12404.5518	11143.0762	NaN
3.2021	18193.6582	NaN	12612.4717	NaN	NaN	11867.1748	17437.2051	NaN	10392.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21132.3887	11625.5303	13828.4902	NaN	12624.585	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11063.7939	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14927.9658	NaN	NaN	NaN	13396.2793	NaN	NaN	NaN	15190.6895	NaN	NaN	NaN	11811.4385	NaN	NaN	12824.8516	12761.5762	11570.4727	NaN	12454.5098	NaN	14319.6758	NaN	16364.3877	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10349.7344	NaN	NaN	16000.4102	12871.876	NaN	NaN	NaN	18129.0332	NaN	NaN	NaN	11626.707	13408.7305	NaN	NaN	12577.4912	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12557.8633	NaN	NaN	NaN	12729.498	NaN	19187.5898	NaN	NaN	NaN	NaN	16475.5137	NaN	NaN	NaN	NaN	NaN	12085.3027	11362.833	NaN	NaN
3.3355	16539.8047	NaN	12601.7715	NaN	NaN	11170.6523	19463.0742	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17681.6562	11202.1758	11595.8281	NaN	11670.0303	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10468.376	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15979.5449	NaN	NaN	NaN	12639.9277	NaN	NaN	NaN	17730.3613	NaN	NaN	NaN	11332.2891	NaN	NaN	13775.3662	NaN	NaN	NaN	12077.3545	NaN	13713.7861	NaN	13514.4219	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9626.25	NaN	NaN	14513.8809	11825.9834	NaN	NaN	NaN	20551.8223	NaN	NaN	NaN	12964.8877	12490.502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12323.9609	NaN	NaN	NaN	11414.585	NaN	19954.3984	NaN	NaN	NaN	NaN	14200.3799	NaN	NaN	NaN	NaN	NaN	11398.7061	11340.8398	NaN	NaN
3.469	13660.2217	NaN	12185.1094	NaN	NaN	NaN	20931.3965	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15408.0742	10974.749	10431.8057	NaN	11382.667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10091.2812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16951.8984	NaN	NaN	NaN	10383.4551	NaN	NaN	NaN	17945.4941	NaN	NaN	NaN	11222.9541	NaN	NaN	14739.8477	NaN	NaN	NaN	NaN	NaN	13846.5732	NaN	12356.0674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8895.3994	NaN	NaN	12819.6182	11033.2002	NaN	NaN	NaN	19339.1895	NaN	NaN	NaN	14373.3008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12698.7588	NaN	NaN	NaN	NaN	NaN	19384.9336	NaN	NaN	NaN	NaN	11266.8105	NaN	NaN	NaN	NaN	NaN	NaN	11005.0977	NaN	NaN
3.6024	10888.4854	NaN	NaN	NaN	NaN	NaN	19918.1152	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15117.458	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18314.9668	NaN	NaN	NaN	9704.7861	NaN	NaN	NaN	14195.2783	NaN	NaN	NaN	NaN	NaN	NaN	13569.1387	NaN	NaN	NaN	NaN	NaN	14432.3398	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11606.082	10136.7578	NaN	NaN	NaN	15042.1924	NaN	NaN	NaN	15506.7441	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15914.2861	NaN	NaN	NaN	NaN	10069.4805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	10258.4209	NaN	NaN	NaN	NaN	NaN	18538.5215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20701.3086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11834.04	NaN	NaN	NaN	NaN	NaN	NaN	12048.4717	NaN	NaN	NaN	NaN	NaN	13030.751	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9899.4072	NaN	NaN	NaN	12230.2373	NaN	NaN	NaN	16706.1641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9684.8359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
