X	Y_20181208_15692b_1_1g	Y_20181208_15692b_1_2g	Y_20181208_15692b_1_4g	Y_20181208_15692b_1_5g	Y_20181208_15692b_10_1g	Y_20181208_15692b_10_2g	Y_20181208_15692b_10_3g	Y_20181208_15692b_10_4g	Y_20181208_15692b_10_5g	Y_20181208_15692b_10_6g	Y_20181208_15692b_10_7g	Y_20181208_15692b_11_10g	Y_20181208_15692b_11_11g	Y_20181208_15692b_11_12g	Y_20181208_15692b_11_13g	Y_20181208_15692b_11_14g	Y_20181208_15692b_11_15g	Y_20181208_15692b_11_16g	Y_20181208_15692b_11_17g	Y_20181208_15692b_11_18g	Y_20181208_15692b_11_19g	Y_20181208_15692b_11_1g	Y_20181208_15692b_11_20g	Y_20181208_15692b_11_21g	Y_20181208_15692b_11_22g	Y_20181208_15692b_11_23g	Y_20181208_15692b_11_24g	Y_20181208_15692b_11_2g	Y_20181208_15692b_11_3g	Y_20181208_15692b_11_4g	Y_20181208_15692b_11_5g	Y_20181208_15692b_11_6g	Y_20181208_15692b_11_7g	Y_20181208_15692b_11_8g	Y_20181208_15692b_11_9g	Y_20181208_15692b_12_10g	Y_20181208_15692b_12_11g	Y_20181208_15692b_12_12g	Y_20181208_15692b_12_13g	Y_20181208_15692b_12_14g	Y_20181208_15692b_12_15g	Y_20181208_15692b_12_16g	Y_20181208_15692b_12_17g	Y_20181208_15692b_12_18g	Y_20181208_15692b_12_1g	Y_20181208_15692b_12_2g	Y_20181208_15692b_12_3g	Y_20181208_15692b_12_4g	Y_20181208_15692b_12_5g	Y_20181208_15692b_12_6g	Y_20181208_15692b_12_7g	Y_20181208_15692b_12_8g	Y_20181208_15692b_12_9g	Y_20181208_15692b_13_1g	Y_20181208_15692b_13_2g	Y_20181208_15692b_13_3g	Y_20181208_15692b_13_4g	Y_20181208_15692b_14_1g	Y_20181208_15692b_14_2g	Y_20181208_15692b_14_3g	Y_20181208_15692b_14_4g	Y_20181208_15692b_15_1g	Y_20181208_15692b_15_2g	Y_20181208_15692b_15_3g	Y_20181208_15692b_15_4g	Y_20181208_15692b_16_10g	Y_20181208_15692b_16_1g	Y_20181208_15692b_16_2g	Y_20181208_15692b_16_3g	Y_20181208_15692b_16_4g	Y_20181208_15692b_16_5g	Y_20181208_15692b_16_6g	Y_20181208_15692b_16_7g	Y_20181208_15692b_16_8g	Y_20181208_15692b_16_9g	Y_20181208_15692b_17_1g	Y_20181208_15692b_17_2g	Y_20181208_15692b_17_3g	Y_20181208_15692b_17_4g	Y_20181208_15692b_17_5g	Y_20181208_15692b_17_6g	Y_20181208_15692b_2_1g	Y_20181208_15692b_2_2g	Y_20181208_15692b_2_3g	Y_20181208_15692b_2_4g	Y_20181208_15692b_2_5g	Y_20181208_15692b_2_6g	Y_20181208_15692b_3_1g	Y_20181208_15692b_3_2g	Y_20181208_15692b_3_3g	Y_20181208_15692b_3_4g	Y_20181208_15692b_3_5g	Y_20181208_15692b_3_6g	Y_20181208_15692b_3_7g	Y_20181208_15692b_5_1g	Y_20181208_15692b_5_2g	Y_20181208_15692b_5_4g	Y_20181208_15692b_5_5g	Y_20181208_15692b_6_1g	Y_20181208_15692b_6_2g	Y_20181208_15692b_6_3g	Y_20181208_15692b_6_4g	Y_20181208_15692b_6_5g	Y_20181208_15692b_7_2g	Y_20181208_15692b_7_3g	Y_20181208_15692b_7_4g	Y_20181208_15692b_7_5g	Y_20181208_15692b_7_6g	Y_20181208_15692b_7_7g	Y_20181208_15692b_7_8g	Y_20181208_15692b_8_1g	Y_20181208_15692b_8_3g	Y_20181208_15692b_8_4g	Y_20181208_15692b_8_5g	Y_20181208_15692b_8_6g	Y_20181208_15692b_8_7g	Y_20181208_15692b_8_8g	Y_20181208_15692b_9_1g	Y_20181208_15692b_9_2g	Y_20181208_15692b_9_3g	Y_20181208_15692b_9_4g	Y_20181208_15692b_9_5g	Y_20181208_15692b_9_6g
1.3342	50753.7461	34326.707	35714.8047	30132.4961	32683.2168	32065.3262	30595.043	29904.5098	30469.2598	30174.1504	29307.3809	32898.0586	34992.0781	32386.6191	33215.1797	35432.6875	36567.3516	32149.8809	28331.1855	30587.5781	30322.0312	31513.373	29161.877	26975.6543	27413.2188	30016.7031	32777.0508	34720.0312	30308.5781	NaN	31335.2031	30197.2031	30708.6895	32222.0508	36006.8086	31333.9121	30568.6777	32141.7012	37379.4961	42521.6328	32038.8906	30152.4004	32511.623	32528.8203	30696.623	28723.2012	28317.4355	28158	26762.1523	32210.3652	31355.8027	29292.7227	33930.4023	32233.5664	35419.1562	33956.7383	31882.7617	29917.332	57773.4688	31862.1973	43953.6406	26934.5801	41946.332	42207.6172	29721.709	30157.3945	26988.6523	29848.1875	32354.0527	29953.5332	32886.5078	28880.5059	32497.4531	31368.3555	37676.4609	33413.6328	55005.9023	32037.9512	36195.2812	29296.0938	28975.4961	36130.3516	34523.7422	36993.6602	31392.6113	32967.1406	29321.0605	28335.9199	33235.75	33541.2266	33609.9844	40034.1211	32487.1836	31783.1699	31511.0312	42989.2656	30489.0059	32879.8984	25521.8887	31094.2773	33579.1484	30588.4199	27706.6914	31473.5625	31542.5508	33225.1484	35461.2812	39086.1211	31559.1523	32846.7109	29859.4668	28841.6738	32583.0195	28773.1152	34328.8125	26253.5273	28593.7715	26810.5859	38324.7344	33520.0586	47547.1484	33230.4805	29934.1074
1.4676	39159.5078	33058.9961	35079.2812	29456.9668	30234.832	30074.9551	29951.4785	30596.1152	27887.4023	29432.2344	28652.9727	32408.0801	32182.6211	30507.6973	31653.6465	33002.0078	35412.2617	32345.8535	26460.2734	29139.6465	28616.793	28003.252	28250.123	27901.5664	25734.1562	29838.7988	32425.2129	32530.5293	30312.6797	NaN	30541.75	30213.8887	28453.0469	31238.5664	34299.0625	30033.8125	28715.5156	32138.8516	34633.207	36273.4531	31058.9902	28511.7461	31876.9375	32613.873	28894.0195	28238.1855	25873.0449	27316.8281	27538.4004	29688.8008	30108.6406	28416.1953	31708.5957	29903.1387	28902.7559	33370.5391	31638.6875	29307.0879	45045.6445	31108.8965	35942.9453	25698.7266	35083.0859	34839.8125	29442.4668	28978.2793	26924.2109	27038.9863	28980.3105	31517.1582	31260.834	27075.7891	30576.2324	30138.7422	34237.8359	30442.4316	39165.2539	31729.6699	35083.0273	29226.4629	27149.4453	31119.5254	35130.3789	33625.2891	30866.9453	31033.7656	28943.0781	27123.3984	28945.0684	32929.2852	30490.0664	35448.8828	31900.9062	31696.7461	31783.5293	35495.6016	30604.334	32391.3145	26022.9746	30957.627	33655.8672	28503.3242	27627.1445	32401.7578	29476.3457	32101.7754	33103.0781	34654.5977	29969.418	30395.6055	28689.1504	30074.2285	30776.0488	28049.5938	32946.0859	25466.1602	27231.1895	26324.7715	34380.8359	34115.1875	47004.8789	33239.1484	29557.1738
1.6011	35399.6094	32752.375	32950.9258	27711.6484	29578.2578	29049.498	31592.3867	31398.9961	28203.3672	28461.9805	29015.1133	31205.041	32217.5859	28957.3984	30710.7168	31331.1465	32516.6738	30143.4648	26245.041	28728.4043	28625.1289	27940.8105	28694.1445	27158.1641	25756.6543	29280.0898	31804.957	29993.8359	30515.4609	NaN	31521.1328	30890.1328	28777.4648	31626.5996	33407.707	29316.9043	28226.4102	31069.0605	35033.8789	34065.293	31770.5723	29863.2812	30632.8789	30978.2598	28691.6738	27295.1855	25357.8965	27758.1016	26826.084	28932.1836	30680.0234	27697.248	32636.6348	28756.7852	26619.0293	33639.1484	30325.4531	30751.7598	38941.8633	31376.043	33510.6016	26367.6445	32227.9141	31759.4551	30084.1934	27254.7383	27396.8379	26968.6094	29347.207	29964.3105	31210.9375	26542.8301	27773.6367	27464.4688	31967.2129	29078.3574	34694.5352	31249.6621	33994.168	27896.7109	27179.0098	29751.3516	33948.0664	32788.5156	29150.8047	31735.9727	29643.6738	28293.3418	27666.6426	32214.375	29588.0879	33409.9141	32085.5195	31607.5215	32053.6484	32056.2109	29565.418	30681.3418	26873.1367	32582.4023	32654.6777	27503.2305	26694.2441	32744.5996	29288.4023	29612.7617	32680.3301	33072.2812	30550.5449	30586.377	28699.0195	27853.043	30417.7617	27654.291	31060.3691	24978.252	27831.0742	25895.2656	32339.4629	32174.0645	41009.6836	31940.4688	29953.4785
1.7345	34054.0391	31296.7285	32587.0898	27997.627	28500.6309	30721.6934	31984.4512	NaN	28666.2578	28120.9492	29176.8516	29551.3125	32301.2715	30455.3047	29941.0273	29268.8633	31503.1211	30282.9668	26143.3906	NaN	27899.6699	NaN	27511.7031	27339.8438	24317.6992	31924.3594	31800.0371	30167.2402	32614.25	NaN	32435.8398	32544.9062	NaN	31297.2559	31948.4414	NaN	28302.4414	29489.0117	33492.2852	33365.5898	31885.6035	30211.502	29385.1738	29750.8965	28559.7773	26490.7578	26447.5898	26323.3633	25715.9727	28593.1523	30470.1758	28837.8086	32696.4844	29595.0742	26478.8203	32866.5469	29925.1133	31469.752	37146.4219	31113.9883	33284.3906	25952.8652	30830.5879	32209.5625	29554.0312	29720.8574	NaN	27603.6191	28881.3711	29431.4316	31151.4277	26270.3398	28494.627	27197.6367	31486.2129	29466.7793	32921.2148	30913.2207	33804.2109	28523.3027	26943.9648	28249.4512	33295.5703	30763.7207	30047.2871	31907.7637	30625.6348	28233.3965	27075.2793	NaN	30160.498	32833.8008	31532.3047	32569.4668	32045.2598	31949.4258	30025.2695	30756.5508	24813.8047	31338.7324	31672.6406	NaN	27989.9824	30508.5059	29257.4648	30596.207	33455.5156	30415.041	29064.9219	29902.0879	28490.5938	28651.7324	31558.2246	28710.8516	30605.8516	25610.2012	NaN	25649.9453	31753.1289	31776.1035	35162.6445	31835.3555	30639.6758
1.8679	32196.4531	30428.3594	33902.9219	28602.5938	29397.9824	31198.168	30223.2695	NaN	28336.9258	27866.7773	30200.3652	29884.6953	31608.1621	30912.9082	30263.6074	29466.9082	30453.7266	30004.332	26359.9941	NaN	28583.6816	NaN	29045.334	26047.7754	23936.668	32053.709	32964.5352	29597.0508	NaN	NaN	31973.1621	31508.3926	NaN	31510.5957	32677.9512	NaN	28633.0801	NaN	32369.4766	32170.0645	31392.9941	28985.6289	30760.6055	30886.6133	27731.0391	27068.6152	25769.3691	26475.3203	25082.2988	27426.3496	30897.8516	28773.8379	31731.5762	28599.6953	26052.0273	30928.2168	30466.9473	30196.1016	33859.0859	31335.002	32433.7871	26274.498	29904.9023	30036.0137	27251.3613	30400.0898	NaN	27307.3594	28216.1973	28384.0098	32276.2695	26592.6484	26991.0273	26699.1055	31299.6465	27496.4922	32173.1484	30390.9512	32189.7031	28236.123	26855.7227	27791.7891	33253.2852	31090.0801	28973.4688	31885.9785	29841.1562	28981.7871	27652.3965	NaN	30508.5469	31744.8574	31495.3711	31695.1504	31107.9668	29278.6074	28567.3789	31215.7891	NaN	30973.8418	31742.5234	NaN	27209.6973	31113.5234	NaN	29833.8535	32024.8301	30676.8535	29117.9336	31468.0645	27233.1934	28810.8809	31524.8145	28430.3105	31641.4043	26100.6797	NaN	24129.75	30179.4316	31364.7695	34778.6953	32941.9023	31453.832
2.0013	32432.3828	30179.3301	31978.793	27872.373	28767.6074	29950.9238	30358.7812	NaN	28816.0117	26938.2871	28859.5801	28814.3242	31045.3652	32530.3613	30776.0508	30422.75	31143.7949	30634.9707	26068.207	NaN	27795.7773	NaN	30199.4844	27702.9844	23151.1797	31859.4922	32339.2051	28947.0781	NaN	NaN	31917.9805	29920.627	NaN	31621.1465	32119.0098	NaN	28523.2383	NaN	NaN	31375.0391	31744.0977	30250.7988	NaN	31997.459	27579.5898	28370.5098	26699.9434	26465.4629	23588.0312	27677.7129	31517.0977	28752.2363	30275.1836	27029.5547	25384.3633	29801.9453	29824.4941	30876.502	33277.1211	30563.3516	31267.3574	26019.7344	28260.5137	31163.1465	27780.7773	30082.043	NaN	27631	28274.9844	30016.418	32559.959	26773.6641	28248.8164	26975.0352	30407.8926	29058.043	30919.8008	28986.3027	31517.2461	28984.084	27559.1992	25611.752	32019.3281	29174.4531	NaN	30294.5527	30101.6836	28492.5527	27608.3672	NaN	30520.834	32319.5449	32632.2988	32977.5195	32033.8281	30501.541	27714.4883	31062.6152	NaN	30662.9102	31304.3984	NaN	27799.8535	31056.5957	NaN	30570.6973	32000.0156	30435.791	29641.3145	29650.8086	25728.9492	28683.8066	31524.9492	28970.4902	30360.2383	26771.1133	NaN	24765.3086	29782.0859	31111.9336	33580.625	31675.7051	32436.5156
2.1347	31993.8535	32407.7012	32454.8613	NaN	NaN	31045.8398	31915.6211	NaN	28669.5137	27946.3848	27499.8516	30824.0391	NaN	32086.252	31692.873	30520.1367	31448.8633	29255.7793	26572.1035	NaN	28223.0859	NaN	29935.1504	26826.2754	24898.1582	32752.207	31939.7773	30254.7207	NaN	NaN	32065.2773	29771.7305	NaN	31057.9551	32264.248	NaN	29484.998	NaN	NaN	32555.3906	30286.8516	31176.1699	NaN	30266.0664	27154.957	NaN	NaN	26718.1172	24000.7539	27940.3574	30886.1348	29734.0859	30967.7129	27765.3711	25352.8184	30010.0371	29647.7031	30382.4727	32788.832	30789.8594	30113.3984	25514.0742	28932.5527	32332.4297	27560.334	NaN	NaN	26298.6094	28479.7988	29509.8164	31539.9805	26772.8301	28325.0332	NaN	29778.4727	29426.7949	31199.8945	30052.8848	31839.7363	27945.6562	27743.0801	25556.6211	33191.8086	31987.1738	NaN	28987.8359	30413.1777	26731.7461	28564	NaN	30087.3867	33305.3438	30670.4434	32201.9688	31872.4258	30298.8516	29036.6016	31722.3535	NaN	31774.1836	31794.1973	NaN	27236.8652	29034.2012	NaN	31649.9453	32026.1855	29958.7031	29550.1152	29657.6523	26412.125	29319.0586	31155.0508	29125.8555	31916.3242	26746.7207	NaN	24731.8496	29442.8223	31468.6387	34818.0078	30201.4277	31902.8027
2.2682	31453.2402	NaN	29589.707	NaN	NaN	31745.6094	30617.0898	NaN	28439.6504	26386.3164	27942.1211	30748.0117	NaN	33308.7305	32071.6543	NaN	31926.4902	28246.0352	26551.2891	NaN	28343.2891	NaN	28765.5469	26591.2285	NaN	31819.3301	NaN	29341.2344	NaN	NaN	31341.8984	30457.0059	NaN	31285.4336	32121.7676	NaN	29132.5098	NaN	NaN	32139.918	30646.6445	29638.0938	NaN	32300.9473	27601.9746	NaN	NaN	26382.373	24933.5781	28600.3047	NaN	29918.0234	NaN	NaN	25885.3223	31533.1504	29903.7852	31447.6875	31974.8125	NaN	30089.7461	24877.3086	28936.6797	30205.3379	NaN	NaN	NaN	NaN	29231.3965	29548.0176	31913.0977	26153.2461	28033.2812	NaN	31759.584	30614.8594	31407.9316	30221.8906	32111.0547	28957.1016	28027.707	26168.0723	32540.8633	30607.3535	NaN	NaN	30460.2949	NaN	28477.2012	NaN	29251.0312	32151.0801	31342.0996	31607.9766	31229.041	29666.7695	30382.3633	32122.8555	NaN	30830.0957	NaN	NaN	27256.6602	30022.4102	NaN	30901.5898	32854.75	31237.2812	29101.0586	28441.8945	27997.0664	30998.9121	NaN	29564.1602	31514.0332	27393.4121	NaN	25119.8633	28493.4844	30865.6953	32685.9023	31082.6621	32181.4961
2.4016	31906.582	NaN	30661.4492	NaN	NaN	29624.1562	32987.2227	NaN	27936.6543	25700.0293	28206.0371	31761.209	NaN	32860.793	31879.4062	NaN	33402.6016	30300.3535	26913.1719	NaN	28351.1621	NaN	27888.0723	25968.9863	NaN	NaN	NaN	29241.3242	NaN	NaN	31254.6895	32191.0703	NaN	NaN	31212.8984	NaN	30175.168	NaN	NaN	31431.8203	29658.9336	29284.5332	NaN	31554.2578	29120.7949	NaN	NaN	25742.084	25015.25	29578.0449	NaN	29189.5898	NaN	NaN	25820.9844	32106.8066	29393.6836	29528.6406	31560.0039	NaN	30407.4277	25734.3633	27722.9609	31450.0254	NaN	NaN	NaN	NaN	29581.5	28798.2773	32199.7949	25984.8457	27264.3184	NaN	31455.3359	29954.5625	30023.0957	28794.7949	32094.8125	NaN	26913.0898	26319.4414	32607.6426	30426.7422	NaN	NaN	31539.6367	NaN	NaN	NaN	30027.9043	31748.7246	32724.4746	31172.7461	31270.3125	29705	30107.5996	30797.1562	NaN	31841.5684	NaN	NaN	26950.1328	30069.9336	NaN	31333.6797	33668.125	30193.7363	30960.6641	29696.1738	28092.752	28343.6328	NaN	28740.9609	32234.377	26543.4082	NaN	25329.9121	28695.1426	30387.959	32683.5684	31675.5918	32312.9082
2.535	31380.791	NaN	30151.375	NaN	NaN	29200.7852	31833.1172	NaN	28942.748	27034.9629	27290.7598	NaN	NaN	30978.7559	32152.3027	NaN	33425.1562	29290.6035	26901.4355	NaN	28048.2207	NaN	NaN	NaN	NaN	NaN	NaN	29758.791	NaN	NaN	31071.5684	29732.9629	NaN	NaN	31430.0625	NaN	29113.127	NaN	NaN	31371.7305	NaN	30282.9785	NaN	30613.9355	27962.4297	NaN	NaN	26495.416	24446.168	29204.7168	NaN	28960.2715	NaN	NaN	26328.9746	31252.2363	29379.9531	29265.6895	31030.3105	NaN	30680.5176	26184.3496	29563.5176	31096.2168	NaN	NaN	NaN	NaN	29549.377	29215.0488	31472.5039	26326.3359	26297.6934	NaN	NaN	29524.1895	30151.4453	NaN	32183.6777	NaN	NaN	24948.2148	33572.6289	30895.3574	NaN	NaN	31306.7344	NaN	NaN	NaN	32080.7734	32712.1621	NaN	NaN	30510.459	28826.0586	29098.2129	30480.8867	NaN	32336.6035	NaN	NaN	26230.8242	29608.0586	NaN	30309.4902	33158.0469	30884.8809	31222.9297	30573.9297	27727.1016	27591.5508	NaN	29481.3262	30679.2129	26770.4102	NaN	NaN	27721.377	30710.668	33749.1836	33961.5273	31976.3613
2.6684	31299.8574	NaN	32268.0391	NaN	NaN	29012.1836	33331.4336	NaN	29146.1016	26367.2012	27373.2363	NaN	NaN	29507.2402	31858.5	NaN	32385.4023	29113.0156	27251.3145	NaN	27258.8164	NaN	NaN	NaN	NaN	NaN	NaN	30385.5293	NaN	NaN	31474.9316	30979.9043	NaN	NaN	31389.7559	NaN	28389.2852	NaN	NaN	31505.166	NaN	30598.666	NaN	32421.9043	28456.0215	NaN	NaN	25785.8848	25362.2305	28824.6191	NaN	28079.9121	NaN	NaN	26081.9062	31251.7891	30893.3242	29025.248	31042.5312	NaN	30869.0684	26103.3711	30627.1895	30306.9609	NaN	NaN	NaN	NaN	NaN	28527.1484	33059.9023	27112.5547	26124.8164	NaN	NaN	30027.8652	29799.6172	NaN	34016.7422	NaN	NaN	27203.3555	33898.5664	NaN	NaN	NaN	30843.209	NaN	NaN	NaN	29901.1836	32723.7754	NaN	NaN	29008.7383	28297.2363	29197.8906	32661.3086	NaN	31386.9336	NaN	NaN	26795.2832	28673.4609	NaN	30284.5957	34208.4961	30191.4375	32003.6934	29665.752	27943.8574	27602.1016	NaN	30092.873	30032.4082	27587.2617	NaN	NaN	29313.127	31122.4609	33302.4922	32862.0469	30637.2148
2.8019	31118.7715	NaN	32237.125	NaN	NaN	28251.0547	32560.9941	NaN	27998.6797	28053.4121	27954.3613	NaN	NaN	NaN	NaN	NaN	33668.5352	29936.082	25753.7129	NaN	27388.25	NaN	NaN	NaN	NaN	NaN	NaN	30367.8145	NaN	NaN	31171.3047	30933.0273	NaN	NaN	30171.1074	NaN	29732.0645	NaN	NaN	30412.5039	NaN	NaN	NaN	30369.5762	28184.8848	NaN	NaN	26417.7812	26922.9609	28589.8164	NaN	28232.5605	NaN	NaN	26595.375	30354.7793	29786.2148	30702.8613	31288.1875	NaN	30754.0801	25866.1816	29727.0859	NaN	NaN	NaN	NaN	NaN	NaN	29013.8301	NaN	27299.9219	28018.9355	NaN	NaN	28486.0645	30795.6504	NaN	33050.7773	NaN	NaN	26295.7754	33930.5977	NaN	NaN	NaN	29371.1133	NaN	NaN	NaN	31194.5957	32140.4785	NaN	NaN	30154.8633	28445.8477	28260.6094	NaN	NaN	31331.6055	NaN	NaN	28299.0059	28110.832	NaN	32342.2617	31702.8457	29372.2793	30850.5879	NaN	NaN	27844.4473	NaN	30056.9648	NaN	27913.4883	NaN	NaN	30055.8516	29577.9531	34328.8516	33204.5625	31094.2227
2.9353	31569.6055	NaN	32143.8535	NaN	NaN	28669.9746	33456.0039	NaN	29108.6289	28833.5293	27667.1973	NaN	NaN	NaN	NaN	NaN	33997.4531	29142.4785	26720.2461	NaN	26344.0059	NaN	NaN	NaN	NaN	NaN	NaN	30018.0273	NaN	NaN	31809.8652	NaN	NaN	NaN	NaN	NaN	29317.752	NaN	NaN	29287.1465	NaN	NaN	NaN	29261.8535	29573.4395	NaN	NaN	25583.877	26084.2051	28780.0234	NaN	29340.4844	NaN	NaN	26464.4668	31516.1816	30143.707	29305.416	32119.1367	NaN	31233.373	26161.3848	28138.1875	NaN	NaN	NaN	NaN	NaN	NaN	27695.4961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32553.2539	NaN	NaN	25493.0508	32011.5547	NaN	NaN	NaN	31171.3594	NaN	NaN	NaN	30009.0391	30655.6934	NaN	NaN	29064.082	28451.5469	29910.5137	NaN	NaN	NaN	NaN	NaN	29205.7734	NaN	NaN	32095.3906	31920.582	28184.75	29867.9336	NaN	NaN	27591.0156	NaN	29948.084	NaN	NaN	NaN	NaN	NaN	29427.9727	33808.7305	32968.3008	31297.6035
3.0687	31418.7832	NaN	32135.3945	NaN	NaN	28937.75	33623.5898	NaN	28174.1992	28852.1855	NaN	NaN	NaN	NaN	NaN	NaN	33524.8203	29833.248	25722.959	NaN	27816.1465	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30075.3027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30750.332	NaN	NaN	NaN	30714.416	30603.0352	NaN	NaN	27264.8164	NaN	NaN	NaN	28191.5859	NaN	NaN	24824.1367	31548.5039	31587.6895	NaN	32134.5039	NaN	29947.1387	NaN	27833.5117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31010.7012	NaN	NaN	25361.4609	31199.666	NaN	NaN	NaN	32377.6035	NaN	NaN	NaN	30817.5977	31968.8105	NaN	NaN	30237.6328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27778.0723	NaN	NaN	32055.3457	33106.2031	29617.1074	31128.1855	NaN	NaN	28525.1191	NaN	29996.8145	NaN	NaN	NaN	NaN	NaN	30944.498	32585.1309	34392.6602	NaN
3.2021	31467.043	NaN	32686.1328	NaN	NaN	29247.1953	32950.3711	NaN	25638.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32481.4023	30562.0918	26143.5762	NaN	28104.6484	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29889.543	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30750.7363	NaN	NaN	NaN	30994.3164	NaN	NaN	NaN	27071.2773	NaN	NaN	NaN	28056.5312	NaN	NaN	26227.416	31214.1621	30089.5293	NaN	31715.627	NaN	29367.8164	NaN	28602.1172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30279.3945	NaN	NaN	26709.4316	32536.8672	NaN	NaN	NaN	30985.5625	NaN	NaN	NaN	29701.3926	31677.4453	NaN	NaN	30103.5488	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27619.7207	NaN	NaN	NaN	32958.7695	NaN	30894.0312	NaN	NaN	NaN	NaN	29816.7578	NaN	NaN	NaN	NaN	NaN	29359.9375	32318.416	NaN	NaN
3.3355	30433.207	NaN	32760.5938	NaN	NaN	27572.8965	34058.5586	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33072.8789	31701.668	25363.8418	NaN	28371.4805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28833.2832	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31268.2168	NaN	NaN	NaN	29717.4863	NaN	NaN	NaN	26912.6074	NaN	NaN	NaN	29548.7344	NaN	NaN	25570.5	NaN	NaN	NaN	32548.4004	NaN	28859.1699	NaN	27240.6953	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32289.4043	NaN	NaN	25745.9414	33062.7188	NaN	NaN	NaN	30678.8594	NaN	NaN	NaN	29277.7871	32169.6641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28914.7246	NaN	NaN	NaN	31695.373	NaN	30315.752	NaN	NaN	NaN	NaN	28301.9297	NaN	NaN	NaN	NaN	NaN	29825.1426	31305.2441	NaN	NaN
3.469	31101.1797	NaN	34858.8398	NaN	NaN	NaN	32654.998	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34430.0273	31932.8105	25794.2344	NaN	27643.0234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30603.7617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30288.9375	NaN	NaN	NaN	30624.8457	NaN	NaN	NaN	25817.7168	NaN	NaN	NaN	29215.1035	NaN	NaN	25938.8398	NaN	NaN	NaN	NaN	NaN	28644.8242	NaN	28578.1797	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30031.8438	NaN	NaN	26925.0527	32368.8105	NaN	NaN	NaN	28051.1699	NaN	NaN	NaN	29937.8438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30270.7324	NaN	NaN	NaN	NaN	NaN	30582.6934	NaN	NaN	NaN	NaN	28001.625	NaN	NaN	NaN	NaN	NaN	NaN	31515.1992	NaN	NaN
3.6024	30001.4688	NaN	NaN	NaN	NaN	NaN	30783.418	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34964.0898	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29455.6484	NaN	NaN	NaN	30060.7227	NaN	NaN	NaN	25853.6211	NaN	NaN	NaN	NaN	NaN	NaN	26647.377	NaN	NaN	NaN	NaN	NaN	29635.3242	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26031.3789	31564.5586	NaN	NaN	NaN	28396.7578	NaN	NaN	NaN	29641.7715	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30491.8086	NaN	NaN	NaN	NaN	26955.9902	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	30548.3477	NaN	NaN	NaN	NaN	NaN	30091.9414	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30743.2578	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26337.0371	NaN	NaN	NaN	NaN	NaN	NaN	25759.3223	NaN	NaN	NaN	NaN	NaN	30312.7656	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31487.6504	NaN	NaN	NaN	28879.2168	NaN	NaN	NaN	29927.5645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26927.1133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
