X	Y_20180224_15100_10_2g	Y_20180224_15100_10_3g	Y_20180224_15100_10_4g	Y_20180224_15100_11_4g	Y_20180224_15100_11_5g	Y_20180224_15100_11_6g	Y_20180224_15100_12_1g	Y_20180224_15100_12_2g	Y_20180224_15100_12_3g	Y_20180224_15100_12_7g	Y_20180224_15100_12_8g	Y_20180224_15100_13_10g	Y_20180224_15100_13_1g	Y_20180224_15100_13_2g	Y_20180224_15100_13_4g	Y_20180224_15100_13_6g	Y_20180224_15100_14_1g	Y_20180224_15100_14_2g	Y_20180224_15100_14_3g	Y_20180224_15100_15_2g	Y_20180224_15100_15_3g	Y_20180224_15100_15_4g	Y_20180224_15100_15_6g	Y_20180224_15100_16_1g	Y_20180224_15100_16_4g	Y_20180224_15100_16_5g	Y_20180224_15100_16_6g	Y_20180224_15100_17_10g	Y_20180224_15100_17_1g	Y_20180224_15100_17_2g	Y_20180224_15100_17_4g	Y_20180224_15100_17_9g	Y_20180224_15100_18_2g	Y_20180224_15100_18_3g	Y_20180224_15100_18_5g	Y_20180224_15100_19_16g	Y_20180224_15100_19_4g	Y_20180224_15100_19_6g	Y_20180224_15100_19_9g	Y_20180224_15100_20_10g	Y_20180224_15100_20_11g	Y_20180224_15100_20_1g	Y_20180224_15100_20_4g	Y_20180224_15100_20_7g	Y_20180224_15100_21_10g	Y_20180224_15100_21_1g	Y_20180224_15100_21_3g	Y_20180224_15100_21_5g	Y_20180224_15100_21_6g	Y_20180224_15100_21_8g	Y_20180224_15100_22_1g	Y_20180224_15100_22_4g	Y_20180224_15100_22_7g	Y_20180224_15100_23_1g	Y_20180224_15100_23_4g	Y_20180224_15100_23_5g	Y_20180224_15100_24_4g	Y_20180224_15100_24_5g	Y_20180224_15100_24_6g	Y_20180224_15100_24_7g	Y_20180224_15100_25_4g	Y_20180224_15100_26_1g	Y_20180224_15100_26_2g	Y_20180224_15100_27_2g	Y_20180224_15100_28_10g	Y_20180224_15100_28_7g	Y_20180224_15100_28_8g	Y_20180224_15100_28_9g	Y_20180224_15100_29_1g	Y_20180224_15100_29_6g	Y_20180224_15100_29_7g	Y_20180224_15100_29_8g	Y_20180224_15100_2_11g	Y_20180224_15100_2_1g	Y_20180224_15100_2_5g	Y_20180224_15100_2_6g	Y_20180224_15100_2_8g	Y_20180224_15100_2_9g	Y_20180224_15100_30_1g	Y_20180224_15100_30_2g	Y_20180224_15100_30_4g	Y_20180224_15100_30_5g	Y_20180224_15100_30_6g	Y_20180224_15100_31_2g	Y_20180224_15100_31_3g	Y_20180224_15100_32_1g	Y_20180224_15100_33_1g	Y_20180224_15100_33_2g	Y_20180224_15100_33_3g	Y_20180224_15100_33_4g	Y_20180224_15100_33_6g	Y_20180224_15100_33_7g	Y_20180224_15100_4_2g	Y_20180224_15100_4_5g	Y_20180224_15100_4_7g	Y_20180224_15100_4_9g	Y_20180224_15100_6_3g	Y_20180224_15100_6_5g	Y_20180224_15100_6_6g	Y_20180224_15100_6_7g	Y_20180224_15100_6_8g	Y_20180224_15100_7_10g	Y_20180224_15100_7_11g	Y_20180224_15100_7_3g	Y_20180224_15100_7_4g	Y_20180224_15100_7_7g	Y_20180224_15100_7_9g	Y_20180224_15100_8_1g	Y_20180224_15100_8_2g	Y_20180224_15100_8_7g	Y_20180224_15100_9_10g	Y_20180224_15100_9_1g	Y_20180224_15100_9_2g	Y_20180224_15100_9_6g	Y_20180224_15100_9_7g
1.3342	46421.977	48513.332	45926.098	NaN	NaN	37331.66	75007.453	74344.391	48521.289	41859.613	53494.023	61613.906	38958.414	39265.438	43639.453	42258.762	42583.805	43879.918	47826.809	38712.141	78274.289	41510.715	72476.398	53480.488	60124.672	42775.262	49405.887	45771.379	53719.121	51320.359	41387.094	36525.766	44863.059	85127.797	88064.391	39653.84	39140.516	42032.457	50259.656	34133.738	37468.656	64728.898	46427.434	72506.055	52418.016	48956.285	67339.656	41773.816	54453.602	40712.188	38235.926	44129.703	59042.148	56462.66	40706.824	40870.508	54566.32	50813.469	38078.262	48622.16	50848.055	36599.797	40420.82	45349.465	37085.23	37742.281	39976.137	NaN	42274.422	43322.91	46419.559	42682.887	78142.523	59553.148	42267.922	42460.117	43863.879	55050.289	46091.883	43097.211	43776.961	40331.398	56772.781	42645.113	38618.395	70331.906	42409.461	49939.309	39715.707	58930.176	36370.531	37099.047	37834.332	42183.137	36787.508	40619.715	59622.914	56268.281	38534.609	48816.918	46314.684	42219.391	53402.301	39489.168	47196.133	40754.352	85926.836	49508.711	41716.297	NaN	42737.109	37679.645	48434.137	48117.051	42153.676
1.4676	45613.801	60360.434	52476.477	NaN	NaN	38918.273	59788.895	94235.016	64853.582	41786.207	64323.527	85976.406	40992.281	39898.918	45976.852	45440.832	43660.207	47555.555	43457.234	41823.531	62026.543	41151.48	67491.922	52175.039	63249.98	45823.953	56981.625	39025.473	55432.75	46270.227	43158.707	36349.891	NaN	93498.836	76220.516	36624.645	38139.199	45082.91	44011.047	34225.961	39734.012	54961.133	54435.828	53197.52	65252.562	45459.547	56224.973	39490.91	47862.973	37149.395	37391.18	45032.027	69594.773	65925.5	NaN	39098.504	52898.289	49594.297	43314.812	41571.047	48603.023	37451.969	40508.512	42644.941	36626.152	44417.148	40089.238	NaN	43206.754	NaN	40337.66	NaN	61285.074	48932.453	41293.609	41942.758	52023.199	46911.977	46010.996	50948.309	44042.129	42420.57	56084.75	48771.805	37849.422	80527.586	44101.895	43602.617	40691.098	NaN	36470.223	36149.074	38858.875	46569.984	37732.566	36638.051	74793.586	45661.84	38106.754	52402.684	53358.414	44057.57	44053.801	43506.996	59155.406	39759.172	68110.961	46366.777	40814.938	NaN	42818.656	39226.824	63146.008	NaN	43853.887
1.6011	43535.547	72884.141	67513.234	NaN	NaN	38705.898	47253.824	86383.445	94100.211	40268.395	61653.617	89087.203	47521.559	40386.32	44663.059	49471.086	50172.637	54945.285	41538.746	47604.637	47426.98	44656.297	55916.656	53375.414	60371.184	56590.043	62840.922	NaN	45241.383	42758.148	42649.637	37372.273	NaN	76904.125	56807.527	NaN	NaN	57037.785	41307.734	35637.609	41170.375	NaN	61845.09	48175.586	68763.359	NaN	46618.34	40930.312	45539.195	39700.656	37978.441	46278.25	66322.641	61087.727	NaN	NaN	NaN	42814.426	53073.926	38026.496	50115.043	38723.27	39634.566	NaN	37916.758	52809.277	41954.777	NaN	45806.992	NaN	38319.434	NaN	49088.012	43954.676	41562.25	NaN	62011.355	43434.07	41193.922	66696.93	48062.004	44560.93	49746.82	65701.734	36997.215	73651.648	50710.395	40881.73	40655.008	NaN	36103.949	37635.195	37875.285	61802.168	36816.414	NaN	75373.211	42254.402	NaN	49181.453	61291.938	48193.555	42241	48513.102	62410.855	39407.078	51868.328	45531.5	41341.211	NaN	43133.844	37630.281	104007.375	NaN	41923.547
1.7345	44300.035	67914.594	94312.125	NaN	NaN	39136.77	40001.488	74473.148	98672.656	40029.043	49175.23	66567.883	53631.492	38903.176	47361.727	63125.84	60992.988	71300.992	NaN	51201.266	42332.75	50884.328	44839.094	58679.211	NaN	68993.086	58379.258	NaN	38665.922	NaN	44639.91	41145.176	NaN	55887.652	47467.43	NaN	NaN	86852.422	NaN	38261.531	43989.008	NaN	54367.16	49496.902	60038.824	NaN	NaN	41437.16	NaN	43336.09	38934.383	49960.035	51508.297	50031.277	NaN	NaN	NaN	41379.312	56034.719	NaN	NaN	38104.906	40367.387	NaN	38744.125	52596.352	43747.059	NaN	51744.738	NaN	NaN	NaN	NaN	NaN	41373.551	NaN	64382.457	NaN	40789.934	78198.32	57672.062	52937.465	47036.051	76017.375	39458.434	54617.941	54666.863	38764.879	43001.453	NaN	35193.27	39216.996	41072.359	68612.07	37950.152	NaN	57931.738	NaN	NaN	46516.594	64004.812	53246.211	NaN	54799.691	53957.148	40639.66	44657.508	NaN	40481.867	NaN	46790.273	37297.07	142858.891	NaN	44965.125
1.8679	45857.426	61346.828	119321.812	NaN	NaN	43244.191	39928.645	85694.977	80542.844	42705.859	42135.848	49515.133	51863.883	39373.277	48597.18	85616.438	68229.727	83568.32	NaN	46566.688	38867.73	65845.258	43080.48	66271.75	NaN	60581.551	53007.102	NaN	33216.438	NaN	52188.363	47283.473	NaN	49033.367	45562.879	NaN	NaN	125884.016	NaN	44225.551	49406.598	NaN	46792.527	NaN	49322.812	NaN	NaN	40858.852	NaN	45374.699	38946.703	54979.973	42846.512	42494.359	NaN	NaN	NaN	NaN	47028.016	NaN	NaN	38988.305	39327.266	NaN	38620.09	44029.473	52417.52	NaN	70374.781	NaN	NaN	NaN	NaN	NaN	42552.332	NaN	56979.363	NaN	NaN	68310.883	77276.375	57151.273	NaN	67405.836	44324.602	45113.461	50765.426	NaN	45649.492	NaN	35681.633	43180.047	40544.359	59088.652	38811.469	NaN	45906.645	NaN	NaN	45225.098	56019.918	59313.793	NaN	50597.84	50363.672	41356.684	44334.734	NaN	41522.938	NaN	54724.391	38281.074	134936.688	NaN	52587.18
2.0013	49699.816	69176.422	102193.5	NaN	NaN	44986.578	NaN	NaN	57651.617	42391.363	39934.859	40525.164	47113.965	40040.551	55427.312	93793.016	61712.234	70365.141	NaN	40897.168	39694.285	69218.805	NaN	65994.625	NaN	48434.68	52353.672	NaN	33770.055	NaN	71146.328	55602.395	NaN	46851.031	42946.926	NaN	NaN	125625.266	NaN	45175.035	61074.301	NaN	44255.633	NaN	42649.465	NaN	NaN	42641.961	NaN	49513.5	40173.879	64165.68	41112.129	41572.723	NaN	NaN	NaN	NaN	39309.824	NaN	NaN	38189.336	39239.102	NaN	41440.945	38382.887	67189.344	NaN	111516.633	NaN	NaN	NaN	NaN	NaN	42423.539	NaN	NaN	NaN	NaN	51311.469	90432.047	52319.758	NaN	51046.215	55154.309	41448.52	44436.191	NaN	51998.891	NaN	35224.703	50785.129	43399.203	47607.379	45328.375	NaN	43364.031	NaN	NaN	NaN	46632.617	56033.758	NaN	44556.59	NaN	42245.172	NaN	NaN	41230.441	NaN	70246.781	38378.039	82841.789	NaN	59269.648
2.1348	58660.48	NaN	67462.656	NaN	NaN	44407.777	NaN	NaN	49198.203	43561.18	39409.535	37754.609	44907.504	41853.594	75386.438	70690.328	49446.777	51590.051	NaN	37860.484	NaN	54215.738	NaN	56792.609	NaN	43226.547	NaN	NaN	NaN	NaN	77423.727	56096.422	NaN	44365.84	NaN	NaN	NaN	78819.32	NaN	42362.301	67226.344	NaN	NaN	NaN	NaN	NaN	NaN	43711.551	NaN	45775.684	39398.266	72069.703	39432.34	NaN	NaN	NaN	NaN	NaN	35361.336	NaN	NaN	42981.625	38905.25	NaN	47609.668	34846.465	70874.805	NaN	162529.156	NaN	NaN	NaN	NaN	NaN	46612.406	NaN	NaN	NaN	NaN	44808.586	73278.352	45676.039	NaN	43883.984	71429.469	39184.695	43921.055	NaN	63178.012	NaN	35204.047	60241.875	54446.387	42690.602	59764.18	NaN	NaN	NaN	NaN	NaN	40524.691	48301.77	NaN	41448.977	NaN	41100.059	NaN	NaN	41052.965	NaN	81675.383	37898.078	56787.539	NaN	55312.832
2.2682	61489.066	NaN	52579.887	NaN	NaN	39972.289	NaN	NaN	47709.434	44814.094	NaN	NaN	NaN	45652.797	126850.867	50412.07	43516.102	43659.199	NaN	36834.199	NaN	46904.852	NaN	48228.395	NaN	40295.969	NaN	NaN	NaN	NaN	62134.84	43774.375	NaN	NaN	NaN	NaN	NaN	53435.254	NaN	NaN	57455.84	NaN	NaN	NaN	NaN	NaN	NaN	44526.711	NaN	43904.961	37705.254	62299.305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47221.828	37898.883	NaN	58533.27	NaN	59404.648	NaN	154969.703	NaN	NaN	NaN	NaN	NaN	50785.527	NaN	NaN	NaN	NaN	42152.793	51695.801	42712.125	NaN	41675.844	79353.797	NaN	NaN	NaN	66997.391	NaN	38550.301	52351.898	78453.781	40644.934	66125.547	NaN	NaN	NaN	NaN	NaN	NaN	46054.148	NaN	NaN	NaN	40815.68	NaN	NaN	42135.453	NaN	73219.172	39704.926	49297.488	NaN	47935.418
2.4016	54385.227	NaN	47472.883	NaN	NaN	38235.996	NaN	NaN	NaN	45719.625	NaN	NaN	NaN	54613.723	184316.062	42678.145	41964.609	42393.395	NaN	37176.902	NaN	43389.949	NaN	44867.664	NaN	NaN	NaN	NaN	NaN	NaN	50107.195	39119.465	NaN	NaN	NaN	NaN	NaN	43892.465	NaN	NaN	48456.75	NaN	NaN	NaN	NaN	NaN	NaN	49123.648	NaN	41555.43	39445.562	50738.98	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48800.434	37141.219	NaN	65505.074	NaN	47321.289	NaN	100010.953	NaN	NaN	NaN	NaN	NaN	53696.145	NaN	NaN	NaN	NaN	NaN	46113.543	40971.336	NaN	NaN	65245.289	NaN	NaN	NaN	56078.07	NaN	45305.738	45251.75	104720.336	NaN	54520.793	NaN	NaN	NaN	NaN	NaN	NaN	42520.871	NaN	NaN	NaN	42192.395	NaN	NaN	41301.164	NaN	56453.57	38710.844	NaN	NaN	47991.707
2.535	48156.848	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44332.031	NaN	NaN	NaN	65824.391	185236.016	39910.082	41081.234	NaN	NaN	NaN	NaN	40148.992	NaN	44294.223	NaN	NaN	NaN	NaN	NaN	NaN	46815.703	36819.422	NaN	NaN	NaN	NaN	NaN	38764.098	NaN	NaN	46100.605	NaN	NaN	NaN	NaN	NaN	NaN	62477.082	NaN	39299.336	39635.969	47346.23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45587.789	37632.406	NaN	58018.598	NaN	43463.23	NaN	59734.113	NaN	NaN	NaN	NaN	NaN	49977.363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50644.555	NaN	NaN	NaN	46979.508	NaN	54557.781	NaN	88277.984	NaN	43230.43	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43018.59	NaN	NaN	44723.398	NaN	53640.02	38394.535	NaN	NaN	52484.715
2.6684	45024.457	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41851.793	NaN	NaN	NaN	58765.324	121388.344	38459.578	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47136.812	NaN	NaN	NaN	NaN	NaN	NaN	39223.199	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73210.68	NaN	NaN	40447.207	46718.957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40799.441	39532.672	NaN	48725.836	NaN	42136.828	NaN	47095.781	NaN	NaN	NaN	NaN	NaN	44942.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43493.383	NaN	NaN	NaN	43955.609	NaN	61834.16	NaN	60332.508	NaN	41081.168	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47950.344	NaN	NaN	49997.348	NaN	NaN	36420.883	NaN	NaN	NaN
2.8019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42930.527	NaN	NaN	NaN	47330	75995.312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65442.859	NaN	NaN	42756.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40896.055	NaN	44294.84	NaN	NaN	NaN	42287.785	NaN	NaN	NaN	NaN	NaN	43981.695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41890.355	NaN	NaN	NaN	NaN	NaN	53890.73	NaN	46181.051	NaN	41249.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59960.43	NaN	NaN	50813.824	NaN	NaN	37162.145	NaN	NaN	NaN
2.9353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45948.938	NaN	NaN	NaN	41526.301	56612.047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50959.945	NaN	NaN	50106.676	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44762.773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44012.695	NaN	42177.727	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64678.508	NaN	NaN	46167	NaN	NaN	37048.688	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50619.777	NaN	NaN	NaN	39513.375	49358.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46851.32	NaN	NaN	58102.738	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54422.91	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54774.82	NaN	NaN	43172.168	NaN	NaN	37337.582	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65772.914	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41248.461	NaN	NaN	64911.148	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55836.32	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48319.254	NaN	NaN	40107.027	NaN	NaN	39554.031	NaN	NaN	NaN
3.3356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86919.289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58342.621	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48261	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44227.984	NaN	NaN	NaN	NaN	NaN	40714.98	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87907	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49410.602	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42730.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44296.133	NaN	NaN	NaN	NaN	NaN	44536.219	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69950.273	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45334.801	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58432.617	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57176.488	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84824.203	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49670.246	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95059.43	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46141.184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71751.625	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52760.898	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44147.512	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40246.457	NaN	NaN	NaN
