X	Y_20181208_15693_1_11g	Y_20181208_15693_1_12g	Y_20181208_15693_1_1g	Y_20181208_15693_1_5g	Y_20181208_15693_10_10g	Y_20181208_15693_10_11g	Y_20181208_15693_10_14g	Y_20181208_15693_10_1g	Y_20181208_15693_10_2g	Y_20181208_15693_10_7g	Y_20181208_15693_10_8g	Y_20181208_15693_10_9g	Y_20181208_15693_11_14g	Y_20181208_15693_11_15g	Y_20181208_15693_11_1g	Y_20181208_15693_11_2g	Y_20181208_15693_11_3g	Y_20181208_15693_11_5g	Y_20181208_15693_11_7g	Y_20181208_15693_12_2g	Y_20181208_15693_12_4g	Y_20181208_15693_12_5g	Y_20181208_15693_12_6g	Y_20181208_15693_12_7g	Y_20181208_15693_12_8g	Y_20181208_15693_13_10g	Y_20181208_15693_13_11g	Y_20181208_15693_13_13g	Y_20181208_15693_13_14g	Y_20181208_15693_13_1g	Y_20181208_15693_13_4g	Y_20181208_15693_13_5g	Y_20181208_15693_13_7g	Y_20181208_15693_13_9g	Y_20181208_15693_14_10g	Y_20181208_15693_14_11g	Y_20181208_15693_14_1g	Y_20181208_15693_14_2g	Y_20181208_15693_14_4g	Y_20181208_15693_14_6g	Y_20181208_15693_14_8g	Y_20181208_15693_15_10g	Y_20181208_15693_15_1g	Y_20181208_15693_15_2g	Y_20181208_15693_15_3g	Y_20181208_15693_15_5g	Y_20181208_15693_15_9g	Y_20181208_15693_16_1g	Y_20181208_15693_16_3g	Y_20181208_15693_16_6g	Y_20181208_15693_17_10g	Y_20181208_15693_17_11g	Y_20181208_15693_17_2g	Y_20181208_15693_17_3g	Y_20181208_15693_17_5g	Y_20181208_15693_17_6g	Y_20181208_15693_17_7g	Y_20181208_15693_17_9g	Y_20181208_15693_18_10g	Y_20181208_15693_18_12g	Y_20181208_15693_18_1g	Y_20181208_15693_18_2g	Y_20181208_15693_18_6g	Y_20181208_15693_18_7g	Y_20181208_15693_18_8g	Y_20181208_15693_18_9g	Y_20181208_15693_19_2g	Y_20181208_15693_19_3g	Y_20181208_15693_19_5g	Y_20181208_15693_19_8g	Y_20181208_15693_2_10g	Y_20181208_15693_2_11g	Y_20181208_15693_2_1g	Y_20181208_15693_2_2g	Y_20181208_15693_2_3g	Y_20181208_15693_2_4g	Y_20181208_15693_2_6g	Y_20181208_15693_2_7g	Y_20181208_15693_2_8g	Y_20181208_15693_2_9g	Y_20181208_15693_20_2g	Y_20181208_15693_20_4g	Y_20181208_15693_20_5g	Y_20181208_15693_20_7g	Y_20181208_15693_4_10g	Y_20181208_15693_4_11g	Y_20181208_15693_4_1g	Y_20181208_15693_4_5g	Y_20181208_15693_4_6g	Y_20181208_15693_4_8g	Y_20181208_15693_4_9g	Y_20181208_15693_5_10g	Y_20181208_15693_5_11g	Y_20181208_15693_5_13g	Y_20181208_15693_5_15g	Y_20181208_15693_5_2g	Y_20181208_15693_5_3g	Y_20181208_15693_5_4g	Y_20181208_15693_5_5g	Y_20181208_15693_5_6g	Y_20181208_15693_5_8g	Y_20181208_15693_5_9g	Y_20181208_15693_6_11g	Y_20181208_15693_6_3g	Y_20181208_15693_6_4g	Y_20181208_15693_6_5g	Y_20181208_15693_6_6g	Y_20181208_15693_6_9g	Y_20181208_15693_7_3g	Y_20181208_15693_7_4g	Y_20181208_15693_7_6g	Y_20181208_15693_7_8g	Y_20181208_15693_7_9g	Y_20181208_15693_8_10g	Y_20181208_15693_8_2g	Y_20181208_15693_8_3g	Y_20181208_15693_8_6g	Y_20181208_15693_8_7g	Y_20181208_15693_9_12g	Y_20181208_15693_9_13g	Y_20181208_15693_9_14g	Y_20181208_15693_9_15g	Y_20181208_15693_9_4g	Y_20181208_15693_9_6g	Y_20181208_15693_9_8g
1.3342	32688.7988	38799.9336	27682.8535	27491.0977	32946.9922	34547.3594	33454.0312	30780.9805	31295.3965	32706.123	32871.2734	36810.8711	30230.8652	33875.25	30779.3594	30117.6758	27734.5039	32854.2539	35715.5312	30661.541	31394.5156	36008.3242	30961.1777	31842.6133	28008.1777	33583.0469	33678.2305	27511.1152	31948.0898	32636.4141	33393.7109	65534.8242	35910.5352	27027.9043	30237.5645	32022.709	25992.1602	29820.1836	28280.0352	36830.4609	32131.5762	31189.4141	29329.9336	27673.5449	30037.5469	31897.8262	33896.3516	35901.7578	32457.4023	34302.5039	29896.5449	31766.8008	34990.457	33676.4375	44471.7812	34442.1758	35924.2617	33645.9453	32828.3789	36923.2773	32620.6816	31831.1719	33510.7266	33416.7695	31249.3008	96808.9922	28221.1133	29505.082	33838.8438	35767.3555	31912.3438	37450.5156	26617.4902	30572.0527	32169.459	27329.5938	34260.8672	31673.3594	30844.4121	40540.6016	31577.7285	30313.9922	28493.6191	33613.3633	27978.8652	26970.5469	27213.4766	33755.8047	24132.1816	38440.7617	30893.709	31953.4727	35209.8203	46094.9883	29427.8867	28586.8906	34703.3008	31659.6016	30240.0684	31607.2109	33649.8789	31257.7324	34193.0469	29605.8516	35912.6406	37506.668	29774.4004	33791.1953	30603.9414	33734.75	29654.8965	30891.7988	33223.2383	28090.4609	29770.5254	33843.7578	29963.2715	31043.2676	36982.6484	29296.1875	27619.9414	32527.7539	27617.4609	29908.9375	33841.9844
1.4676	32065.9121	39223.5273	28311.3633	26868.0586	33801.9766	33848.7266	33207.168	28880.1582	29719.8027	32406.5586	33810.8438	35598.4414	30366.8164	33427.0078	31016.0781	27587.5156	26059.0117	32304.3516	34503.6172	29395.0352	30858.3223	33911.3945	30289.2754	30346.0996	28511.5977	30762.6191	32213.7324	25994.6699	29999.4609	31352.4258	32346.6816	46273.6797	32818.6719	27821.4746	30548.6133	32394.8516	26902.4844	28293.875	30786.8555	32426.5098	31045.3809	32133.6328	28457.4902	28887.748	30309.1973	30729.1836	31833.377	34767.0117	31449.8555	32982.6172	29380.3027	31531.6328	34200.0273	32667.6934	37119.2188	33305	33700.1289	31120.5566	31624.7148	36156.9883	33233.6172	32324.4316	34059.1016	32008.5977	31944.9199	59099.9102	28226.7852	28261.5059	32914.3789	35506.8516	30488.623	37327.7148	26716.2305	29713.7793	32288.1172	27277.4336	33336.7773	29979.6211	31234.7129	35652.8789	31556.4316	31551.3594	28832.0547	33633.5977	28556.8613	28332.6152	26272.3164	32972.9727	26062.1035	35894.6133	30283.7324	32982.1133	34231.7773	35661.2305	28753.0566	28305.9277	30602.9336	30340.5195	31709.4844	31530.918	32651.3184	30674.8066	31222.9004	30436.3945	34321.2383	35340.8789	28475.6836	32334.7305	28977.2168	33524.3281	27757.7793	30741.0742	31345.6973	26737.4609	28834.5156	32457.543	30774.6367	32087.1504	31978.7188	29450.6484	29435.0117	31756.752	27304.7441	30113.9219	32829.0859
1.6011	31993.3281	38052.2148	26080.7188	27258.3965	34100.0938	32696.7129	31465.2266	29155.5566	28621.9746	32396.418	33645.3867	35573.8906	31523.8398	32809.3359	31989.8633	28131.3906	26476.2578	31454.5645	33033.8281	29221.8809	29516.0879	31243.8809	30325.4316	31999.6367	29007.6504	NaN	32811.3086	26936.5039	32075.1445	29801.3262	31824.1074	37238.9844	34138.7461	26793.3594	29711.8398	31574.1602	NaN	28461.7988	30244.3203	29081.2363	30146.2734	31908.293	28002.4141	29241.8066	30800.0586	29233.9434	31377.4648	33075.0391	30887.3535	33194.4219	30851.5977	30631.1719	33395.3203	31772.2344	34784.5625	31435.2031	35433.5469	30147.8789	29871.6309	35839.1719	32228.7891	29903.3887	35386.793	31520.2188	30019.4688	42637.6562	27724.4707	30622.2109	31363.4258	35244.1094	29758.4199	36599.6289	26077.7676	29295.3086	32134.7148	28808.2695	33184.9336	29955.7656	29644.3965	33172.293	29658.3613	29941.3691	NaN	32178.6523	29176.2695	28643.4375	25962.4062	33120.7773	25879.0723	34284.0078	30727.0254	33403.8203	33886.3906	33068.4727	28268.3652	28211.502	31769.8789	32912.2148	32317.2266	29673.8945	32856.2109	31185.4805	33804.4727	28454.4414	34076.6445	32038.291	28831.918	31168.9531	30912.2539	31559.5566	27705.7656	28617.832	31706.1504	26641.9863	29523.5664	31253.2266	31532.0527	30847.9902	31769.1445	28410.9766	29961.1562	30777.5898	28489.2871	30230.3535	33569.043
1.7345	31315.3066	38007.6641	26652.1016	27963.1719	34398.4102	32773.8516	31951.6797	27555.8594	30045.1934	31713.6309	31902.5117	35017.6289	29687.2324	33937.7383	29898.084	28256.1426	26880.0625	31137.0059	33063.2539	31338.3105	29615.959	30124.127	31002.1992	30106.4902	28481.3418	NaN	32941.1602	27208.3574	32528.9121	31103.1445	30588.3145	33376.6094	34331.5938	27274.7734	29043.877	32757.2715	NaN	27469.0918	28707.4668	29039.6406	30592.3262	31334.0039	27901.7812	27951.8125	30194.2891	31287.0645	31329.4375	33320.375	31804.8145	33265.2227	29047.127	31092.9375	32804.5352	30964.2715	33857.7031	30889.0918	32714.7754	29444.9668	29428.5332	36275.7969	31435.8242	28367.8711	34393.6641	31201.3711	31120.7598	37129.3828	27935.4082	30049.1973	31962.5391	35441.5	29846.0254	35585.4023	25637.9238	27731.3477	32752.4277	28921.8965	33223.8711	31162.1914	30185.3535	32634.1465	29761.2148	31035.5117	NaN	31652.5938	28228.5156	28154.3066	25292.5625	32242.7559	25656.9941	33283.2734	28716.5703	34196.1641	33993.2031	30680.5039	29075.6914	26905.4668	30225.502	31674.9336	31553.8086	NaN	31872.5078	31513.8652	32238.5195	27642.8457	34209.9414	31984.5586	28791.502	30432.9121	29434.2734	31137.8945	29247.5859	28712.2559	30294.459	27122.8027	28557.877	30623.6504	30274.5898	31363.7793	31802.9023	29569.9395	29305.2949	32613.2891	29442.4375	30109.3887	31595.3555
1.8679	30165	37915.1445	27181.8828	27833.5547	34215.9922	33655.457	31685.9043	29639.8809	27448.498	31234.6406	33585.3672	35767.5938	31442.5527	33214.9883	30057.1211	27445.2363	28320.9922	31954.7129	31781.373	29485.8379	30143.0879	29712.7852	NaN	29849.8574	30177.5996	NaN	31768.2676	26833.8203	33712.3281	30351.9102	31521.957	32642.127	32955.2617	27531.2891	29674.707	32299.4043	NaN	26952.3555	27878.4648	29239.6172	31429.0859	31458.9941	27942.0469	27510.9141	29864.4238	NaN	31043.4414	33176.0469	NaN	32862.3125	28296.4004	31105.8066	32279.6309	31095.4258	32807.7812	31781.7266	32208.3145	30418.5039	28973.0137	34629.5977	31783.8027	29151.7559	32331.5762	32302.877	31556.4746	35059.9648	27261.1602	30270.3105	33187.2578	36247.9375	29785.4453	35268.6484	26881.8105	28482.7578	31560.3633	28070.5801	32794.082	30045.2812	29755.0059	33918.6016	30515.5781	29417.9219	NaN	32081.9727	27902.6523	27082.8438	26463.0957	31371.3555	26299.7969	30744.543	29906.1914	34228.3633	32745.2598	29746.3848	29188.6504	26677.6621	29351.0508	30955.5645	31348.2598	NaN	32153.4824	31104.2695	33033.1328	26483.0918	33786.1953	30141.8555	29416.9883	30362.1367	30349.7988	30348.5996	28965.1113	30477.0527	31110.7773	27375.2695	28361.3398	32436.2363	NaN	29046.4844	31531.2734	28515.7324	29017.3203	30578.8848	28534.6367	30225.6562	32228.2305
2.0013	29436.5977	36945.5781	25801.3047	27249.3145	32959.2539	34255.8203	30643.0918	29264.0195	28278.9512	30821.793	32636.9824	34829.1797	30837.1973	33017.1641	32604.2949	28608.3477	27900.5352	30991.5137	31321.084	29525.8398	30109.1094	NaN	NaN	29616.6699	29987.6914	NaN	31675.0176	26631.0137	30722.5137	31487.3457	30555.1211	33343.418	33624.2969	27551.6211	27606.875	32253.0352	NaN	27224.1016	29632.6211	29205.0898	30273.7168	32360.1816	28549.7715	28054.5664	31136.3984	NaN	30971.3047	34068.5547	NaN	33348.6211	28793.4375	31868.1328	31735.627	29327.3008	32510.7891	31857.7129	32252.9414	29301.543	30139.5879	33971.0703	31973.3496	29001.4805	33776.3438	31753.1289	30669.2266	34258.9219	NaN	29657.8535	NaN	34317.9883	29327.8398	34922.6719	26291.3301	28563.1328	31755.5742	27616.127	30942.418	29154.3086	29955.1133	33970.5508	31150.1133	30980.9766	NaN	30996.7441	27538.8555	26339.4512	24905.2461	31632.9922	26662.5137	31811.0176	31294.5859	32238.7578	32097.9551	28984.3398	29513.3242	27012.5273	28361.0879	31378.2051	31974.5859	NaN	32762.9688	31368.9043	32082.2422	26655.1719	33964.5508	28952.9121	30270.873	30510.1328	29334.4668	30056.8789	29361.4414	27240.8145	30823.4023	NaN	27902.7285	32312.9941	NaN	29352.2363	30956.3125	28361.1172	28184.8066	30576.9727	28441.332	29855.7324	30970.7109
2.1347	30056.1348	35116.7266	26752.9746	27218.3594	33295.8672	34249.0859	31251.6602	29042.6211	29650.2422	29626.3926	32801.7969	34265.7695	30972.4121	33365.9375	30542.9688	27571.8164	27926.7246	30552.0625	NaN	29021.248	28545.4141	NaN	NaN	29898.3301	28828.8125	NaN	32687.3457	26614.9375	31031.9199	29096.3867	NaN	32278.5586	32753.1738	27183.4434	29586.8418	31557.3633	NaN	27647.1641	27871.3438	30533.957	31169.502	NaN	28038.3672	27393.2754	32196.6426	NaN	30341.3438	34940.2109	NaN	31331.709	27742.9551	31419.6387	30559.5645	30072.7422	33832.8438	31784.3359	32746.334	29694.8691	29607.4785	32416.6289	30733.4688	29193.7812	33849.0859	30968.127	31210.3457	32881.4609	NaN	NaN	NaN	33918.2773	NaN	36257.9023	26535.6719	NaN	33373.1992	27865.8594	30512.5	29958.3047	30069.0137	33335.4023	31104.6152	30249.8945	NaN	32191.1367	26843.0254	27583.748	25093.0625	31659.8398	26559.623	31172.6133	30335.7227	32997.2266	31394.0352	29199.2793	29359.2793	27271.002	27638.2109	31408.9453	31991.248	NaN	31696.7363	NaN	32652.793	28584.2695	33853.8203	30595.1602	29606.3438	30638.7773	29105.9238	30891.252	27856.7285	27856.6172	30630.0586	NaN	26852.5234	31897.7227	NaN	31067.0195	29890.4805	28374.5547	28985.9551	29409.5273	28674.5898	30218.209	30856.5312
2.2682	29835.1875	33930.9375	26770.8242	27242.2793	32956.7188	34376.5352	33273.7539	29291.9668	28386.8945	29896.0195	NaN	34627.0078	31873.9805	32823.1445	29377.5605	27419.375	27395.5684	32078.0566	NaN	29139.6387	30123.9023	NaN	NaN	29146.0176	28133.918	NaN	32324.7559	25734.1914	31373.1816	29354.707	NaN	32370.3848	32028.3496	27650.2363	29583.3672	31869.918	NaN	26824.3848	28613.3672	30298.2109	30316.9004	NaN	28513.2676	27214.4336	31451.916	NaN	29788.4473	33736.8672	NaN	NaN	28037.3418	30922.8711	31380.7676	29256.3926	32924.5977	31942.9824	33345.6719	30329.6152	30538.2559	31721.9922	30309.7812	28718.9824	34761.5078	31655.0645	30907.2266	33485.6797	NaN	NaN	NaN	34947.5312	NaN	33702.6055	NaN	NaN	32435.2598	27602.584	30972.4219	29388.2969	29103.4551	32910.8516	29950.7109	30049.5879	NaN	31907.3008	27970.1719	26766.4609	24949.4102	31753.4746	26343.2695	30632.6016	29948.5312	32293.9473	32005.6777	29099.6016	27369.6445	NaN	27158.8867	30487.8281	NaN	NaN	32533.7305	NaN	33122.875	25840.9746	33076.8828	30453.7168	29292.8535	NaN	27706.6895	32887.0117	27493.5098	27781.2617	28955.9629	NaN	26435.6133	30779.6211	NaN	30004.4434	30554.9609	27263.9297	29985.1797	29105.2969	27826.25	NaN	31376.2715
2.4016	30217.3262	32753.6348	NaN	27600.6934	32119.877	32404.832	33218.418	28554.6758	28928.916	31468.957	NaN	34761.6953	32929.9805	33284.9062	29779.127	28187.2363	26724.7988	30449.8672	NaN	29160.0234	30421.8203	NaN	NaN	29006.0215	28674.4355	NaN	31978.1641	NaN	31186.2129	28877.6719	NaN	31083.4102	33377.7578	26157.0371	29053.0703	33100.2734	NaN	NaN	27804.2637	30687.3672	31530.1133	NaN	28245.7734	28024.4648	28344.6504	NaN	30196.8613	35488.6094	NaN	NaN	27423.1738	31747.7891	31948.4102	29122.6133	33390.957	32586.6055	33019.125	28417.5547	30171.8203	32100.2539	29836.4941	28828.0039	35047.2109	32832.6016	31222.0957	32377.7949	NaN	NaN	NaN	34672.8945	NaN	32261.7031	NaN	NaN	30940.9629	27009.7773	31535.4277	27837.3008	28864.9785	31564.3242	29887.0859	29691.8184	NaN	30960.8164	26512.3555	26691.0938	24671.1934	32204.4531	26296.7988	31727.8145	30473	31799.5547	NaN	28528.623	28330.0293	NaN	26834.127	29928.5137	NaN	NaN	32889.4844	NaN	32210.1113	28198.3555	31960.4844	30179.9375	29116.5391	NaN	NaN	31439.9531	29288.5879	28629.1426	28640.8105	NaN	NaN	30686.5547	NaN	30309.4395	29825.2539	NaN	30235.0898	NaN	27020.6582	NaN	32757.123
2.535	NaN	31512.6816	NaN	26525.4453	33074.1953	32475.082	30697.7734	29783.1504	NaN	31335.5137	NaN	33862.168	32735.8301	32158.7383	29451.9805	28168.1797	27877.9824	29768.8359	NaN	29351.082	29525.6309	NaN	NaN	NaN	29722.2656	NaN	NaN	NaN	30331.5391	28664.9648	NaN	31927.5957	32131.625	NaN	29586.7129	31807.6484	NaN	NaN	26344.2891	30837.8926	NaN	NaN	28704.0879	27180.8066	29326.3066	NaN	29766.7246	35175.2422	NaN	NaN	27198.209	31729.6621	NaN	NaN	34269.0352	32372.5723	33243.8672	28935.4883	31594.4824	31810.4336	NaN	29274.1582	32501.6543	30634.3789	NaN	31913.998	NaN	NaN	NaN	33865.2891	NaN	33722.5898	NaN	NaN	NaN	26822.9805	31653.084	NaN	31214.3535	31157.6426	29125.8828	29651.0977	NaN	NaN	NaN	24644.8945	24376.4922	33364.7109	NaN	NaN	29879.4199	32555.5996	NaN	28074.3457	28049.2871	NaN	27144.4922	29961.4746	NaN	NaN	32246.3398	NaN	32569.6094	27325.834	33264.7578	29921.1719	28567.7539	NaN	NaN	31310.1953	28517.6914	28179.7539	28728.5742	NaN	NaN	NaN	NaN	29141.25	28713.1895	NaN	29496.0527	NaN	27016.8926	NaN	31077.166
2.6684	NaN	31405.2637	NaN	26792.7637	31276.2949	30787.7676	29643.2539	NaN	NaN	31164.7871	NaN	34263.8242	33983.1797	31270.5879	30023.9043	27557.4395	27257.9746	31248.4141	NaN	30140.7109	NaN	NaN	NaN	NaN	28706.627	NaN	NaN	NaN	30192.7031	27995.0879	NaN	31884.6543	33552.2266	NaN	28752.9883	32552.6875	NaN	NaN	26356.2969	31128.709	NaN	NaN	27059.8359	NaN	28921.875	NaN	29652.9395	31175.7715	NaN	NaN	27039.2891	30488.9648	NaN	NaN	32792.6523	30330.4844	33357.8789	28620.4004	NaN	31170.0762	NaN	28050.1973	34574.0625	31152.0117	NaN	32621.4805	NaN	NaN	NaN	34328.9961	NaN	32709.2734	NaN	NaN	NaN	28000.0566	30169.3379	NaN	30524.5391	31272.1309	29159.6621	29820.5215	NaN	NaN	NaN	25531.5996	25606.7637	31682.584	NaN	NaN	29294.9453	31610.4004	NaN	27916.6836	29901.7715	NaN	25032.4062	NaN	NaN	NaN	31859.1816	NaN	32307.2871	26414.7559	32699.9336	29141.5117	28981.4629	NaN	NaN	31925.1973	26919.7715	NaN	29102.8301	NaN	NaN	NaN	NaN	28399.3223	29985.5	NaN	28634.8301	NaN	27172.0273	NaN	30645.6094
2.8019	NaN	31606	NaN	NaN	32972.1094	33472.7969	30052.875	NaN	NaN	NaN	NaN	32329.8828	35236.7695	29756.8574	29682.8691	NaN	27399.7754	29785.7852	NaN	NaN	NaN	NaN	NaN	NaN	27986.6953	NaN	NaN	NaN	29201.9883	27683.3359	NaN	32788.8633	33283.6836	NaN	29967.1816	32742.5566	NaN	NaN	NaN	30767.1484	NaN	NaN	27127.2246	NaN	27336.4453	NaN	29792.7852	31896.8984	NaN	NaN	NaN	32343.7734	NaN	NaN	32655.3672	31513.6504	31927.248	29439.7441	NaN	31800.9336	NaN	28872.1719	32265.2734	NaN	NaN	32058.1895	NaN	NaN	NaN	33901.0234	NaN	32940.2656	NaN	NaN	NaN	26948.3105	31032.6797	NaN	29060.5938	31606.0605	29308.7422	NaN	NaN	NaN	NaN	26037.4609	25101.9746	31504.373	NaN	NaN	30804.707	32056.4727	NaN	29049.6836	28720.6367	NaN	24887.748	NaN	NaN	NaN	31895.2344	NaN	32709.9863	27027.1133	31802.625	NaN	28560.6562	NaN	NaN	30835.5566	26871.4336	NaN	27813.5312	NaN	NaN	NaN	NaN	28458.877	30176.3438	NaN	29176.6016	NaN	28798.0801	NaN	29559.2832
2.9353	NaN	29639.4062	NaN	NaN	NaN	31943.2637	31470.0098	NaN	NaN	NaN	NaN	33098.4023	36153.1602	NaN	NaN	NaN	NaN	29227.3262	NaN	NaN	NaN	NaN	NaN	NaN	27444.8594	NaN	NaN	NaN	29418.7109	NaN	NaN	31047.3066	32433.6055	NaN	29012.2344	32837.0117	NaN	NaN	NaN	30275.1523	NaN	NaN	28515.6094	NaN	28375.9766	NaN	30636.9746	NaN	NaN	NaN	NaN	30765.752	NaN	NaN	34820.0352	30089.75	32187.3418	28494.1641	NaN	NaN	NaN	27340.7988	32506.373	NaN	NaN	32715.8672	NaN	NaN	NaN	34164.1094	NaN	33337.3984	NaN	NaN	NaN	26734.4473	29696.8711	NaN	29381.0723	32080.8281	29467.0449	NaN	NaN	NaN	NaN	NaN	24700.459	31167.3418	NaN	NaN	29789.2227	31809.1035	NaN	27746.3516	28931.5879	NaN	24473.8262	NaN	NaN	NaN	32271.7305	NaN	31416.6699	27078.3496	NaN	NaN	NaN	NaN	NaN	30922.0859	26936.8691	NaN	NaN	NaN	NaN	NaN	NaN	28763.1094	28659.7559	NaN	28514.1172	NaN	29027.416	NaN	31174.4609
3.0687	NaN	NaN	NaN	NaN	NaN	33337.5469	30174.248	NaN	NaN	NaN	NaN	33735.8047	34911.3984	NaN	NaN	NaN	NaN	28392.4473	NaN	NaN	NaN	NaN	NaN	NaN	26994.1953	NaN	NaN	NaN	30641.7812	NaN	NaN	30289.9473	32316.2168	NaN	29820.1016	31673.668	NaN	NaN	NaN	29881.3457	NaN	NaN	28918.4805	NaN	28791.4941	NaN	29289.1934	NaN	NaN	NaN	NaN	29749.8906	NaN	NaN	34744.5781	NaN	NaN	28494.127	NaN	NaN	NaN	28663.5176	32328.1074	NaN	NaN	32276.7656	NaN	NaN	NaN	34564.9961	NaN	31982.5137	NaN	NaN	NaN	27389.4648	NaN	NaN	31022.9238	30961.8652	30757.6035	NaN	NaN	NaN	NaN	NaN	25014.1035	NaN	NaN	NaN	29368.4297	32323.6992	NaN	27981.0098	28572.7109	NaN	NaN	NaN	NaN	NaN	31255.4902	NaN	32555.7363	27422.25	NaN	NaN	NaN	NaN	NaN	30183.5312	26420.8691	NaN	NaN	NaN	NaN	NaN	NaN	27775.0449	29397.0293	NaN	27800.9375	NaN	27437.8105	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	32216.5488	30071.8203	NaN	NaN	NaN	NaN	32152.7324	33032.5352	NaN	NaN	NaN	NaN	29434.6094	NaN	NaN	NaN	NaN	NaN	NaN	27937.2969	NaN	NaN	NaN	29723.791	NaN	NaN	32294.1875	33695.6719	NaN	28101.1465	31701.4609	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28950.4375	NaN	30188.6074	NaN	NaN	NaN	NaN	30959.0586	NaN	NaN	32176.9395	NaN	NaN	28249.7207	NaN	NaN	NaN	28574.5625	31033.332	NaN	NaN	31485.0117	NaN	NaN	NaN	34908.9922	NaN	31186.8457	NaN	NaN	NaN	26669.9668	NaN	NaN	29486.6855	29611.5039	31856.8516	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29373.7891	NaN	NaN	28802.918	26796.9668	NaN	NaN	NaN	NaN	NaN	30685.1211	NaN	31083.8223	26555.0918	NaN	NaN	NaN	NaN	NaN	30442.8594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28307.7715	29023.666	NaN	27635.7656	NaN	25780.5312	NaN	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	32119.9238	30611.4531	NaN	NaN	NaN	NaN	32659.1973	34675.3047	NaN	NaN	NaN	NaN	29937.9141	NaN	NaN	NaN	NaN	NaN	NaN	28648.3184	NaN	NaN	NaN	31432.5703	NaN	NaN	30947.6875	32613.7344	NaN	28079.1426	32020.4688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29006.5039	NaN	29781.0195	NaN	NaN	NaN	NaN	31158.9727	NaN	NaN	31607.8262	NaN	NaN	27161.2227	NaN	NaN	NaN	30013.1484	31350.3066	NaN	NaN	32076.627	NaN	NaN	NaN	33801.6875	NaN	31892.2188	NaN	NaN	NaN	27838.6328	NaN	NaN	29886.4922	NaN	32533.5762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28732.9258	NaN	NaN	NaN	28289.0664	NaN	NaN	NaN	NaN	NaN	30483.502	NaN	30936.166	NaN	NaN	NaN	NaN	NaN	NaN	31011.3496	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29303.4023	28864.9863	NaN	28179.3164	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	31293.9785	NaN	NaN	NaN	NaN	NaN	31279.1367	33371.6758	NaN	NaN	NaN	NaN	29575.748	NaN	NaN	NaN	NaN	NaN	NaN	26450.5215	NaN	NaN	NaN	29882.9316	NaN	NaN	30751.0977	34653.8906	NaN	28374.623	30984.1992	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31198.166	NaN	NaN	31271.9844	NaN	NaN	27620.0762	NaN	NaN	NaN	31109.8281	NaN	NaN	NaN	30754.0371	NaN	NaN	NaN	33251.0781	NaN	31658.8262	NaN	NaN	NaN	27621.1738	NaN	NaN	29823.4414	NaN	31503.8984	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30434.791	NaN	NaN	NaN	27811.2812	NaN	NaN	NaN	NaN	NaN	30939.9922	NaN	31514.9102	NaN	NaN	NaN	NaN	NaN	NaN	30435.9941	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28143.5352	29374.4141	NaN	27317.8613	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	30764.2109	NaN	NaN	NaN	NaN	NaN	31839.9453	34064.168	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30736.3809	33453.6328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31254.0273	NaN	NaN	31048.3906	NaN	NaN	NaN	NaN	NaN	NaN	33430.6836	NaN	NaN	NaN	30208.2324	NaN	NaN	NaN	32958.9375	NaN	32174.6719	NaN	NaN	NaN	27092.3496	NaN	NaN	30805.502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28260.7129	NaN	NaN	NaN	27412.502	NaN	NaN	NaN	NaN	NaN	30279.7988	NaN	29941.1855	NaN	NaN	NaN	NaN	NaN	NaN	31481.5391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28891.4863	28944.8672	NaN	27274.668	NaN	NaN	NaN	NaN
