X	Y_20181208_15693b_1_11g	Y_20181208_15693b_1_13g	Y_20181208_15693b_1_1g	Y_20181208_15693b_1_5g	Y_20181208_15693b_1_6g	Y_20181208_15693b_1_8g	Y_20181208_15693b_10_12g	Y_20181208_15693b_10_14g	Y_20181208_15693b_10_15g	Y_20181208_15693b_10_1g	Y_20181208_15693b_10_2g	Y_20181208_15693b_10_3g	Y_20181208_15693b_10_4g	Y_20181208_15693b_10_5g	Y_20181208_15693b_10_7g	Y_20181208_15693b_10_8g	Y_20181208_15693b_11_11g	Y_20181208_15693b_11_12g	Y_20181208_15693b_11_13g	Y_20181208_15693b_11_15g	Y_20181208_15693b_11_16g	Y_20181208_15693b_11_1g	Y_20181208_15693b_11_5g	Y_20181208_15693b_11_6g	Y_20181208_15693b_11_8g	Y_20181208_15693b_11_9g	Y_20181208_15693b_12_10g	Y_20181208_15693b_12_12g	Y_20181208_15693b_12_13g	Y_20181208_15693b_12_14g	Y_20181208_15693b_12_1g	Y_20181208_15693b_12_6g	Y_20181208_15693b_13_10g	Y_20181208_15693b_13_12g	Y_20181208_15693b_13_13g	Y_20181208_15693b_13_16g	Y_20181208_15693b_13_17g	Y_20181208_15693b_13_19g	Y_20181208_15693b_13_2g	Y_20181208_15693b_13_7g	Y_20181208_15693b_13_8g	Y_20181208_15693b_2_11g	Y_20181208_15693b_2_12g	Y_20181208_15693b_2_13g	Y_20181208_15693b_2_14g	Y_20181208_15693b_2_16g	Y_20181208_15693b_2_2g	Y_20181208_15693b_2_5g	Y_20181208_15693b_2_7g	Y_20181208_15693b_2_8g	Y_20181208_15693b_2_9g	Y_20181208_15693b_3_14g	Y_20181208_15693b_3_15g	Y_20181208_15693b_3_16g	Y_20181208_15693b_3_17g	Y_20181208_15693b_3_19g	Y_20181208_15693b_3_1g	Y_20181208_15693b_3_3g	Y_20181208_15693b_3_4g	Y_20181208_15693b_3_5g	Y_20181208_15693b_3_6g	Y_20181208_15693b_3_7g	Y_20181208_15693b_3_8g	Y_20181208_15693b_4_10g	Y_20181208_15693b_4_11g	Y_20181208_15693b_4_13g	Y_20181208_15693b_4_14g	Y_20181208_15693b_4_17g	Y_20181208_15693b_4_3g	Y_20181208_15693b_4_4g	Y_20181208_15693b_4_5g	Y_20181208_15693b_4_7g	Y_20181208_15693b_4_8g	Y_20181208_15693b_5_11g	Y_20181208_15693b_5_12g	Y_20181208_15693b_5_15g	Y_20181208_15693b_5_17g	Y_20181208_15693b_5_18g	Y_20181208_15693b_5_19g	Y_20181208_15693b_5_1g	Y_20181208_15693b_5_21g	Y_20181208_15693b_5_4g	Y_20181208_15693b_5_7g	Y_20181208_15693b_5_9g	Y_20181208_15693b_6_11g	Y_20181208_15693b_6_12g	Y_20181208_15693b_6_15g	Y_20181208_15693b_6_17g	Y_20181208_15693b_6_4g	Y_20181208_15693b_6_6g	Y_20181208_15693b_6_7g	Y_20181208_15693b_7_11g	Y_20181208_15693b_7_14g	Y_20181208_15693b_7_15g	Y_20181208_15693b_7_17g	Y_20181208_15693b_7_1g	Y_20181208_15693b_7_3g	Y_20181208_15693b_7_5g	Y_20181208_15693b_7_6g	Y_20181208_15693b_7_7g	Y_20181208_15693b_7_8g	Y_20181208_15693b_7_9g	Y_20181208_15693b_8_10g	Y_20181208_15693b_8_11g	Y_20181208_15693b_8_13g	Y_20181208_15693b_8_16g	Y_20181208_15693b_8_17g	Y_20181208_15693b_8_19g	Y_20181208_15693b_8_21g	Y_20181208_15693b_8_22g	Y_20181208_15693b_8_3g	Y_20181208_15693b_8_4g	Y_20181208_15693b_8_5g	Y_20181208_15693b_8_6g	Y_20181208_15693b_8_8g	Y_20181208_15693b_9_10g	Y_20181208_15693b_9_13g	Y_20181208_15693b_9_14g	Y_20181208_15693b_9_19g	Y_20181208_15693b_9_1g	Y_20181208_15693b_9_2g	Y_20181208_15693b_9_3g	Y_20181208_15693b_9_4g	Y_20181208_15693b_9_5g	Y_20181208_15693b_9_8g
1.3342	42277.0508	35132.1289	29274.3301	33667.5312	34341.5977	33511.2734	32816.3047	31376.4629	49670.8594	29542.6699	26883.4219	27709.3398	28472.666	32851.9844	29016.5547	30851.3809	33792.9258	35988.0117	30174.4238	30287.6875	29884.7246	28969.3887	27971.2734	31951.8711	29412.5117	32625.6758	30993.4727	39872.4961	36391.3047	28252.0254	30309.3223	37432.7812	27870.9023	28618.9082	32294.375	31154.6133	31942.9434	35150.6289	34776.2969	34799.5469	28737.4668	31151.7578	29594.4023	32925.5664	33646.8789	32437.8398	30558.1055	32309.418	30608.4824	31353.3359	30990.8887	32107.7832	31820.4082	33279.4336	42370.4766	31721.9277	28736.709	31262.918	29813.9355	28807.2129	30976.627	34874.0859	35004.4844	33032.6992	29892.4316	35383.1133	33940.957	32027.4727	33231.6523	31525.7656	29693.4512	34542.8789	30349.998	28273.8926	33522.4141	31883.8848	28342.2188	30648.9883	28914.4473	30510.8613	32365.3418	34782.4922	30891.4355	30810.1309	33969.4375	34959.293	34028.7773	37486.8906	31524.7832	27692.4551	41386.2969	30188.5098	43573.3828	35794.1094	34840.125	31535.0176	35283.0664	32194.8887	30840.7402	31342.291	29252.1172	34622.6953	32688.0508	33970.957	35785.2266	31565.9648	24488.1582	29266.7441	26826.4492	29715.4629	27652.5977	29308.6016	33915.7461	36272.3203	27406.2891	29014.5859	34073.4648	35041.9805	33584.9492	29340.8281	27339.9922	29504.1406	32504.0469	30315.0391	31538.1758
1.4676	39893.5977	33403.2656	28388.9961	33947.7344	33758.75	31996.6367	32336.1309	30579.0352	40306.25	29643.8145	26795.4199	27184.4961	28135.8633	32614.2832	29120.8906	30977.5938	34560.125	34087.9219	29989.3887	30852.2383	28244.2402	27956.127	28585.9395	31085.9492	29426.7617	32442.5391	30131.5117	34829.1172	34712.4961	28418.6738	28343.5996	31421.8633	25976.2949	27919.8965	31241.5898	30828.5273	30320.4336	34066.875	32468.2988	33895.0781	27045.1289	31701.0469	29839.7188	33336.0547	33023.5547	33115.4258	29369.1289	32750.6387	30216.6797	30547.4121	29707.498	31766.5273	33215.8477	32524.8164	37525.3008	29342.3984	28674.5781	30020.6094	29528.4922	28110.957	30402.3789	33809.3008	32978.1562	33806.1211	29106.1172	34643.0547	35506.5078	31901.457	31720.0273	30910.8906	28364.4668	32527.3125	30914.3145	27566.2715	33373.1836	32148.123	29499.3965	29994.166	29532.4121	30769.084	30513.4805	33588.3789	29849.7695	29104.4434	32580.5391	33061.7578	32888.9297	35171.8633	31612.9531	26343.5703	38448.7266	29301.9629	36649.1914	32574.5527	34355.5703	29519.5156	29369.7344	31881.707	31123.9688	29128.2305	29139.3223	37434.1406	31065.5605	33435.2969	35902.3516	30046.8008	24052.9746	28937.9805	25236.6152	28839.416	28349.7559	28039.3281	32937.0742	32852.4453	26881.2793	28664.3848	32286.082	34730.9844	32943.4844	29648.0723	26519.7422	29205.3652	31783.6484	30316.7148	31484.1445
1.6011	38423.207	32326.6367	26600.127	32495.5957	33785.7266	31747.1582	31115.3027	31737.3262	35813.1367	28764.0234	26678.8535	28772.4668	27894.6328	32062.7988	28095.166	29862.3789	34354.6992	34123.8086	29780.2266	31167.7773	28275.8809	28428.3047	28092.5371	30467.5605	28934.6191	31813.5566	30344.9414	32956.6719	32544.3242	29569.8965	30130.9609	31951.6816	26570.5527	28761.7129	32077.8691	29982.8125	29376.2812	34617.0664	30672.5059	32560.6875	27718.1816	28197.7852	31385.0684	34009.6055	33307.1094	32926.1523	28019.2305	30528.377	30468.1582	29799.8984	28086.459	32153.7188	31650.5996	32245.5137	36482.2266	30474.1777	29834.6621	30802.9082	30220.293	27237.2754	NaN	34059.3203	34674.3711	31983.4395	29921.0117	34419.3594	34246.3477	30253.5	31804.25	31460.3418	29714.8516	33074.6016	31026.9668	26953.0391	33607.8438	31121.584	29593.4082	31347.7285	29004.9121	30163.0996	30920.4375	32779.0508	30350.0586	28407.7012	33365.6719	31470.4824	32015.3574	33445.6367	29794.5938	26269.5273	34942.8477	28773.6328	34194.3906	35505.1523	33065.6016	28049.127	27849.3398	30427.5	31044.7051	27110.6719	29495.0938	38173.6758	31036.8809	32925.9883	36045.6016	29340.375	23413.1133	29284.9141	25954.5	28496.3008	28740.4668	28494.3242	31699.9922	33548.0898	27975.4043	30114.2949	32462.8262	33246.2773	32613.543	29374.6211	26642.623	29313.7969	31953.9785	30004.4238	30714.2207
1.7345	37636.4336	32978.9297	25563.584	31627.4004	34167.5586	NaN	30561.123	30353.3398	34118.0469	28313.4355	26653.873	NaN	26915.4141	32408.75	27356.6426	30319.1367	35356.7227	32746.7207	30082.1582	31584.4082	28938.4395	27786.8984	27798.1484	31096.9023	27867.8223	30599.8652	30779.2031	32938.4531	32841.25	29550.1172	29006.2363	29926.4922	26052.6211	29345.4531	31414.5176	29357.5293	29824.541	35655.3867	29440.3457	31994.418	27397.4473	30637.1094	29204.498	33876.0508	33411.2031	33500.8906	28222.6719	30189.3828	30944.5234	29524.209	28905.7461	32447.5527	31422.2949	31602.498	35663.7461	29842.4199	30074.7461	30960.3887	31103.2051	26367.9648	NaN	34416.8203	34075.3867	31658.584	29929.0039	36357.1523	33694.9258	31072.2324	32605.1094	31960.4609	31050.5801	31863.9844	30844.8066	27029.7617	33494.707	31299.5312	28409.6992	30925.2012	30693.0371	28757.4648	32230.4531	31693.791	29093.1055	28835.1738	33266.9336	31625.7461	31350.375	34337.3828	31898.6953	15501.6035	32463.0977	29423.25	33478.6133	32877.2773	33833.6992	28392.2441	28735.9395	30606.0059	32053.5801	28458.6855	27791.4609	36629.3086	33370.5312	32047.9727	35518.6836	29473.8633	23474.5273	30521.916	26043.3359	27334.3867	27067.0801	29303.1387	32476.375	32387.1641	NaN	29666.8398	32414.7305	34817.0859	32280.0605	29534.6426	25366.1895	27497.1602	30612.1445	28957.6172	31045.625
1.8679	38415.9375	32482.3828	27192.7559	31332.8574	33446.9453	NaN	33174.207	31963.8652	32453.9004	28699.2461	26986.5293	NaN	26918.6719	32654.5996	27829.1621	29521.8438	34695.5117	34452.2305	NaN	32695.916	29015.1582	27503.9492	26896.4531	31236.5488	28168.3418	30499.9277	29794.8027	32449.209	31462.0059	29251.1348	28910.625	29212.6133	25522.6641	28957.6719	31135.1406	29067.3574	29596.4219	34967.5938	29003.1035	32333.6035	26413.043	29367.7598	28749.8164	34206.3047	32435.7598	33788.8203	28391.082	31116.1445	29234.873	28327.5977	29072.6992	30258.5566	30503.6113	31917.3574	35508.6523	28479.5586	30896.3926	31382.5078	30485.9668	27876.8281	NaN	35678.3359	31518.9707	30824.6602	29521.2441	36632.1328	31773.2285	30459.1875	32436.7637	32261.7852	29913.377	31412.0957	30134.8164	28562.5762	34781.2266	31163.4297	28419.1934	30688.3691	29532.7539	28169.2207	33013.1641	31593.0879	30175.1367	28087.9531	32297.8125	30083.332	32127.9629	33449.6484	31779.5723	9814.2402	31190.1035	29083.4668	32853.8789	32785.6641	30753.1113	27826.9219	27580.5938	30634.0273	32262.8457	29849.1152	29396.0391	34770.3359	32132.3047	31797.7656	35051.5156	28677.6992	23854.2344	30316.7695	27442.752	26439.7578	28682.8496	28941.8262	30419.6445	32287.4785	NaN	30246.9629	32375.2383	33512.9062	31137.8867	29444.2344	25225.0957	28003.0488	31881.2617	29484.125	31508.6348
2.0013	38142.5742	33763.9023	25980.8105	32261.3164	33287.8164	NaN	30529.5293	30533.6836	31551.3652	30961.3984	26178.5625	NaN	27159.2168	31549	27699.5879	31697.2305	33001.9219	34147.4766	NaN	31452.834	27799.8809	27352.25	26572.2246	31513.8418	28436.1328	29236.2676	28509.5605	31878.623	31726.7734	29836.0762	30603.5996	29826.9453	25490.9141	29378.3906	29650.0312	28700.3926	31005.0977	35000.5234	28929.1426	31387.2227	26165.5723	28725.291	27909.4902	33347.8398	32298.9766	32036.6621	28149.75	NaN	30229.3574	28322.7812	28646.6133	30960.8262	32798.9766	30942.1777	33739.7344	28892.748	30564.5059	31606.9863	30009.9004	26890.8438	NaN	35186.2617	32721.3301	31343.5469	30671.6797	35091.3828	NaN	NaN	32342.9727	30889.875	30172.293	31958.6309	28700.0254	27751.3535	33720.3438	31350.5664	NaN	30615.1113	28084.4512	28584.3398	32022.5879	30843.8906	29888.3652	27925.582	33837.3789	29871.3516	30690.584	32903.7109	32029.082	NaN	31222.6348	27922.791	31842.1562	33990.7305	31082.0488	27935.6035	26804.3105	30200.5762	31913.1094	28444.1367	28462.2207	33335.1328	32388.6797	32015.0684	36080.0742	27532.8926	23502.7422	29583.709	25667.2617	25255.1406	28336.2637	29365.043	31118.3926	30835.6582	NaN	NaN	32286.2188	33915.168	30357.4238	30066.5098	25396.8594	28939.9746	NaN	NaN	30160.3301
2.1347	36879.7695	34367.9453	27488.8145	32397.9785	32050.8008	NaN	30110.6797	30949.1914	33110.293	29907.2168	25530.6992	NaN	27326.9277	NaN	27040.9375	29864.375	33574.9258	34972.6172	NaN	30433.7656	28487.3418	28155.9004	26186.0469	31812.9766	28006.3477	30065.2578	28958.7461	31221.0449	30235.8262	29782.3574	28898.2832	28156.1523	24161.1562	30145.0801	29536.6738	29408.0762	31755.6445	33296.293	29114.4922	31965.7695	26827.7695	NaN	29057.9688	33960.1836	NaN	34552.4453	28248.0801	NaN	29899.6055	29178.4531	28209.9297	30467.293	33149.5469	NaN	33785.9023	NaN	29809.4082	30528.0234	28107.3672	26582.8203	NaN	35518.4961	32504.9824	30653.291	31752.9531	35759.1797	NaN	NaN	32724.627	30164.1855	28888.4629	32223.2109	28609.459	27369.1406	33423.6641	30344.7578	NaN	30135.7988	29325.9434	28506.7285	31252.2812	30068.1016	28304.1133	28799.1855	33514.8594	29999.7852	29700.4121	34035.1367	32989.1289	NaN	NaN	27515.8008	32536.9453	32563.6719	32775.6133	28441.4805	27492.5879	30949.793	29939.918	28024.2832	28474.3438	32529.8516	32651.8438	32897.8516	34311.2188	27393.084	NaN	29157.2578	26011	25749.4707	27256.8691	28781.0098	31383.2578	31039.7168	NaN	NaN	31228.6406	34543.6875	29811.4922	29095.8398	25477.5293	NaN	NaN	NaN	29454.7227
2.2682	38418.1328	33881.8477	26556.9316	NaN	NaN	NaN	29833.5645	31416.793	31484.2617	29320.9004	25006.9512	NaN	27501.4375	NaN	28973.8613	28484.8906	33697.7344	33401.0234	NaN	31579.498	27122.1211	27815.873	25777.1211	30381.7852	29270.8281	NaN	28883.6895	31545.1348	NaN	30232.2637	28798.9375	27579.0391	24201.959	31121.3828	NaN	30774.2793	31314.3789	34694.8281	29369.2383	32471.1543	26858.9648	NaN	28468.5684	34652.625	NaN	31438.4492	27621.9355	NaN	28960.334	28807.207	NaN	31670.793	33533.1875	NaN	32911.6602	NaN	28857.8809	29739.6387	28622.4414	27273.4883	NaN	36177.4609	34533.4453	31949.1367	30442.1289	34264.7578	NaN	NaN	31390.8887	29748.4551	30698.7363	31846.8516	27941.9727	26451.791	NaN	30902.8516	NaN	29443.0215	29222.9824	28476.4863	30884.3184	28328.8047	NaN	29411.5195	32519.9121	29898.0703	31754.0215	31791.8125	30607.4883	NaN	NaN	28404.5391	33504.9102	31199.2363	31544.6484	27375.5762	26881.9766	29472.1621	29024.0391	28154.0605	28547.6934	32296.3457	32154.9395	33083.9492	34487.2734	26301.5859	NaN	28671.0918	24712.4707	25267.125	NaN	28814.8574	30832.1367	30859.5898	NaN	NaN	31346.2051	33623.1719	29973.7637	28131.9844	25138.0195	NaN	NaN	NaN	28794.873
2.4016	37692.3711	32641.2578	25860.7109	NaN	NaN	NaN	29799.6934	29777.0938	31685.0977	29546.0391	25086.3477	NaN	27377.2188	NaN	29641.4727	NaN	33754.7188	34042.8164	NaN	31965.6836	26499.748	27715.0996	26369.6504	30354.9609	28780.3027	NaN	29864.541	29961.791	NaN	30049.9629	27292.9805	27268.2461	25039.3574	30229.3027	NaN	30182.8887	NaN	34894.2422	27828.0176	30779.0332	26686.1543	NaN	NaN	34870.9609	NaN	33092.4609	29032.8887	NaN	29520.9727	29274.6133	NaN	30408.7285	34284.1094	NaN	33658.9297	NaN	29173.6465	29556.166	29534.7832	28989.7188	NaN	35934.3281	32602.7715	32315.2656	29203.0156	34755	NaN	NaN	29920.8105	29892.2129	30190.5215	31773.4023	30486.2578	26412.7578	NaN	30840.877	NaN	30194.8945	28227.2891	28559.5312	30382.2969	29926.1406	NaN	27259.3984	32037.293	NaN	29474.9922	32293.6367	32363.1426	NaN	NaN	26147.3555	32701.2793	31745.9727	30703.4766	27623.9043	28578.9551	28707.457	29192.5293	27846.957	NaN	31644.9277	31814.8926	32128.8477	34812.3359	26589.6953	NaN	28719.127	26677.8906	24700	NaN	28463.0391	31872.8965	31397.0645	NaN	NaN	30822.4648	34417.7734	30265.0918	29027.9414	NaN	NaN	NaN	NaN	29314.7949
2.535	37560.9922	31695.8125	25234.3906	NaN	NaN	NaN	30240.2812	29960.5703	31736.1582	28842.627	25313.4902	NaN	26003.8125	NaN	29997.9883	NaN	33996.7852	33734.9688	NaN	32627.7734	NaN	27434.1562	27031.4609	32474.5781	28912.5078	NaN	NaN	31286.2559	NaN	30778.373	28804.2754	28010.9551	24732.7266	29079.9961	NaN	29275.668	NaN	NaN	NaN	32626.2715	NaN	NaN	NaN	35149.9766	NaN	32208.4844	28748.1367	NaN	27756.2441	29485.8047	NaN	30916.5	33041.2461	NaN	32183.6426	NaN	27933.3105	30677.8125	27970.332	28092.748	NaN	34848.5547	31939.0469	30528.5898	32313.8672	34238.7383	NaN	NaN	30404.7109	28996.6875	29532.8574	30503.6719	30285.123	26724.3281	NaN	30533.627	NaN	29868.2832	28208.1191	28450.5977	30806.3926	28012.9609	NaN	27962.3145	32481.2461	NaN	30451.6387	33320.3711	31049.0312	NaN	NaN	27590.7168	31587.5059	32038.3594	NaN	NaN	28587.5	30246.373	29627.5332	NaN	NaN	29532.1973	31384.5234	31796.9512	34364.5156	27157.0527	NaN	29583.8438	25967.0039	24390.3418	NaN	28780.7246	NaN	30590.6309	NaN	NaN	NaN	36209.1211	NaN	NaN	NaN	NaN	NaN	NaN	29993.0391
2.6684	36918.2227	33890.2422	NaN	NaN	NaN	NaN	30388.5293	30201.4922	32816.7383	28614.127	25478.9824	NaN	26417.9648	NaN	30721.6582	NaN	32210.498	34519.9023	NaN	31628.2754	NaN	27739.9824	27927.7871	31246.6484	27821.2637	NaN	NaN	31185.3535	NaN	31575.1309	NaN	NaN	23840.8828	29796.2305	NaN	27646.6758	NaN	NaN	NaN	30649.0234	NaN	NaN	NaN	34557.4297	NaN	NaN	28045.1641	NaN	29266.6816	29539.3984	NaN	30534.0508	NaN	NaN	33126.8867	NaN	29512.4395	29143.4902	27395.168	28389.084	NaN	35641.6523	30254.3867	31491.6211	30471.2148	NaN	NaN	NaN	30502.4258	30778.3652	29382.3496	31023.4453	NaN	27113.6738	NaN	32298.334	NaN	NaN	26635.8184	NaN	29566.0781	NaN	NaN	26930.7852	33263.4453	NaN	30343.5605	30534.6797	31986.5801	NaN	NaN	27072.6543	30467.4727	31642.625	NaN	NaN	27403.8477	28629.4648	29783.3887	NaN	NaN	31334.7344	31348.6973	NaN	33534.6875	26450.6855	NaN	28585.0742	26089.1934	25585.6074	NaN	28374.4844	NaN	31566.2949	NaN	NaN	NaN	35645.3008	NaN	NaN	NaN	NaN	NaN	NaN	29835.7383
2.8019	35796.6133	32889.3633	NaN	NaN	NaN	NaN	29634.5312	29145.791	32216.8887	28309.7656	NaN	NaN	NaN	NaN	29294.8945	NaN	NaN	33281.9727	NaN	30861.4258	NaN	27121.4805	25435.8047	31126.498	26330.5059	NaN	NaN	30972.7598	NaN	31832.334	NaN	NaN	23914.0117	30041.8906	NaN	28600.4551	NaN	NaN	NaN	29999.2754	NaN	NaN	NaN	34306.2422	NaN	NaN	NaN	NaN	30119.0957	29814.2891	NaN	29741.4512	NaN	NaN	32561.0586	NaN	29910.5469	30999.8789	27346.4395	27657.5918	NaN	34659.7188	30251.9473	30600.3867	28935.418	NaN	NaN	NaN	29428.6582	NaN	30461.1328	29668.6953	NaN	27615.1367	NaN	30132.373	NaN	NaN	27490.252	NaN	29814.5195	NaN	NaN	26308.498	32560.6543	NaN	29332.1016	NaN	31483.1973	NaN	NaN	27300.0059	30127.1191	31007.5586	NaN	NaN	27132.332	28945.5859	29035.3828	NaN	NaN	30956.8105	31143.6309	NaN	33314.3828	26718.0957	NaN	27943.8691	27795.3867	26399.3262	NaN	27880.25	NaN	31155.2617	NaN	NaN	NaN	35220.6484	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9353	36995.1406	32590.9512	NaN	NaN	NaN	NaN	29903.8066	29897.1445	32131.2891	28295.4199	NaN	NaN	NaN	NaN	28879.541	NaN	NaN	33696.2383	NaN	30636.6328	NaN	27608.2051	26167.4375	30792.5703	27100.3242	NaN	NaN	NaN	NaN	31363.8184	NaN	NaN	25000.0488	29356.9297	NaN	28845.3164	NaN	NaN	NaN	29480.3594	NaN	NaN	NaN	35078.1719	NaN	NaN	NaN	NaN	27324.5098	NaN	NaN	30369.6914	NaN	NaN	33146.8398	NaN	28928.1992	NaN	NaN	28036.9258	NaN	34752.5508	29516.4434	NaN	30222.0586	NaN	NaN	NaN	29524.1758	NaN	29686.0391	28893.3613	NaN	26999.7266	NaN	30753.0566	NaN	NaN	28438.2812	NaN	NaN	NaN	NaN	27278.6875	33325.9805	NaN	29668.1465	NaN	31187.4551	NaN	NaN	28026.0898	29750.4609	NaN	NaN	NaN	26728.7461	29899.9297	28445.5508	NaN	NaN	29898.5332	31267.8223	NaN	34811.7383	NaN	NaN	30098.7168	29127.5449	26136.1016	NaN	27382.6152	NaN	29259.125	NaN	NaN	NaN	35614.5469	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0687	38081.9141	33538.6484	NaN	NaN	NaN	NaN	29920.4434	29736.1816	31855.4805	28071.2539	NaN	NaN	NaN	NaN	29466.4395	NaN	NaN	33550.4922	NaN	29782.0977	NaN	27013.9004	NaN	31447.0371	28138.4707	NaN	NaN	NaN	NaN	29597.6895	NaN	NaN	NaN	30673.9219	NaN	NaN	NaN	NaN	NaN	29904.875	NaN	NaN	NaN	34779.4336	NaN	NaN	NaN	NaN	29063.6094	NaN	NaN	NaN	NaN	NaN	32688.7207	NaN	27680.6309	NaN	NaN	27065.0801	NaN	NaN	31088.0215	NaN	29556.2715	NaN	NaN	NaN	NaN	NaN	27731.5254	29933.5195	NaN	27335.4082	NaN	30446.4238	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32746.75	NaN	29077.5723	NaN	29781.1758	NaN	NaN	27347.0879	NaN	NaN	NaN	NaN	27520.1582	28496.5215	28374.3945	NaN	NaN	32446.5625	31520.1699	NaN	33311.668	NaN	NaN	29356.2129	26921.8359	26357.0645	NaN	27385.7852	NaN	29715.7441	NaN	NaN	NaN	34730.6328	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	38192.4375	32271.834	NaN	NaN	NaN	NaN	29632.7305	29871.2539	31918.2754	28483.9941	NaN	NaN	NaN	NaN	28990.9922	NaN	NaN	33387.1641	NaN	NaN	NaN	26966.082	NaN	29882.6934	27229.7832	NaN	NaN	NaN	NaN	28696.0215	NaN	NaN	NaN	30592.6523	NaN	NaN	NaN	NaN	NaN	30182.1211	NaN	NaN	NaN	33326.0781	NaN	NaN	NaN	NaN	30358.8652	NaN	NaN	NaN	NaN	NaN	32292.6719	NaN	27782.4277	NaN	NaN	27038.2441	NaN	NaN	29991.1562	NaN	29502.6562	NaN	NaN	NaN	NaN	NaN	29799.7617	NaN	NaN	26471.2383	NaN	30224.8125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31210.8418	NaN	29339.3125	NaN	30767.8184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26813.8027	28937.0996	28132.2148	NaN	NaN	31181.5312	32639.2969	NaN	33297.9883	NaN	NaN	NaN	25804.3359	28138.0703	NaN	26871.543	NaN	30009.1699	NaN	NaN	NaN	34380.8359	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	39509.8398	31510.8809	NaN	NaN	NaN	NaN	29722.3848	29242.6074	32456.209	27529.4258	NaN	NaN	NaN	NaN	30119.832	NaN	NaN	32376.7773	NaN	NaN	NaN	27302.543	NaN	NaN	28071.0957	NaN	NaN	NaN	NaN	29407.6016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29647.0566	NaN	NaN	NaN	33600.6602	NaN	NaN	NaN	NaN	29209.6543	NaN	NaN	NaN	NaN	NaN	32195.1387	NaN	27577.8633	NaN	NaN	26224.8301	NaN	NaN	NaN	NaN	29474.0625	NaN	NaN	NaN	NaN	NaN	29554.127	NaN	NaN	26193.1973	NaN	30066.2383	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30991.3691	NaN	28665.8652	NaN	29223.1758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26843.377	28393.1562	27277.5859	NaN	NaN	NaN	30646.918	NaN	32123.6348	NaN	NaN	NaN	26809.7812	NaN	NaN	26261.1543	NaN	30382.1426	NaN	NaN	NaN	34657.8633	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	37759.9844	31236.293	NaN	NaN	NaN	NaN	28398.1973	29801.375	31147.7578	27966.1016	NaN	NaN	NaN	NaN	29653.8848	NaN	NaN	32710.6621	NaN	NaN	NaN	26375.8965	NaN	NaN	27584.5312	NaN	NaN	NaN	NaN	29022.0762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29718.5625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32853.2812	NaN	29150.3672	NaN	NaN	26154.0918	NaN	NaN	NaN	NaN	31019.9648	NaN	NaN	NaN	NaN	NaN	28372.6387	NaN	NaN	NaN	NaN	31106.8789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30589.4609	NaN	28885.9805	NaN	28752.0625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27991.7266	NaN	NaN	NaN	NaN	NaN	31876.2227	NaN	32835.1758	NaN	NaN	NaN	25197.8457	NaN	NaN	27910.293	NaN	30254.8398	NaN	NaN	NaN	33986.5508	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	36260.3594	31920.5293	NaN	NaN	NaN	NaN	NaN	29450.1641	31264.5117	28348.1699	NaN	NaN	NaN	NaN	28143.3086	NaN	NaN	33117.2734	NaN	NaN	NaN	25961.6152	NaN	NaN	27097.7969	NaN	NaN	NaN	NaN	28853.6465	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30936.877	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32392.1699	NaN	28896.7793	NaN	NaN	26449.3711	NaN	NaN	NaN	NaN	28704.8789	NaN	NaN	NaN	NaN	NaN	28052.5273	NaN	NaN	NaN	NaN	30735.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27859.082	NaN	30062.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27475.957	NaN	NaN	NaN	NaN	NaN	31242.4512	NaN	30669.2246	NaN	NaN	NaN	24804.8203	NaN	NaN	27821.4824	NaN	30611.498	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
