x	Y_20180212_14590b_1_12g	Y_20180212_14590b_1_13g	Y_20180212_14590b_1_15g	Y_20180212_14590b_1_1g	Y_20180212_14590b_1_7g	Y_20180212_14590b_1_9g	Y_20180212_14590b_10_2g	Y_20180212_14590b_10_3g	Y_20180212_14590b_10_4g	Y_20180212_14590b_10_5g	Y_20180212_14590b_10_6g	Y_20180212_14590b_11_3g	Y_20180212_14590b_11_4g	Y_20180212_14590b_11_8g	Y_20180212_14590b_12_3g	Y_20180212_14590b_12_4g	Y_20180212_14590b_12_7g	Y_20180212_14590b_13_2g	Y_20180212_14590b_13_3g	Y_20180212_14590b_13_4g	Y_20180212_14590b_13_7g	Y_20180212_14590b_14_1g	Y_20180212_14590b_15_11g	Y_20180212_14590b_15_12g	Y_20180212_14590b_15_7g	Y_20180212_14590b_16_4g	Y_20180212_14590b_16_5g	Y_20180212_14590b_17_1g	Y_20180212_14590b_17_4g	Y_20180212_14590b_17_5g	Y_20180212_14590b_18_3g	Y_20180212_14590b_18_4g	Y_20180212_14590b_18_5g	Y_20180212_14590b_18_9g	Y_20180212_14590b_19_1g	Y_20180212_14590b_19_4g	Y_20180212_14590b_19_5g	Y_20180212_14590b_19_6g	Y_20180212_14590b_2_5g	Y_20180212_14590b_20_1g	Y_20180212_14590b_20_5g	Y_20180212_14590b_21_1g	Y_20180212_14590b_21_2g	Y_20180212_14590b_23_1g	Y_20180212_14590b_24_4g	Y_20180212_14590b_25_1g	Y_20180212_14590b_25_4g	Y_20180212_14590b_25_5g	Y_20180212_14590b_26_1g	Y_20180212_14590b_26_5g	Y_20180212_14590b_26_6g	Y_20180212_14590b_27_4g	Y_20180212_14590b_27_5g	Y_20180212_14590b_28_4g	Y_20180212_14590b_29_1g	Y_20180212_14590b_30_4g	Y_20180212_14590b_30_5g	Y_20180212_14590b_31_4g	Y_20180212_14590b_32_1g	Y_20180212_14590b_32_2g	Y_20180212_14590b_32_5g	Y_20180212_14590b_32_6g	Y_20180212_14590b_33_4g	Y_20180212_14590b_33_7g	Y_20180212_14590b_35_1g	Y_20180212_14590b_35_2g	Y_20180212_14590b_36_1g	Y_20180212_14590b_36_2g	Y_20180212_14590b_37_2g	Y_20180212_14590b_38_4g	Y_20180212_14590b_39_1g	Y_20180212_14590b_39_5g	Y_20180212_14590b_4_2g	Y_20180212_14590b_4_5g	Y_20180212_14590b_4_7g	Y_20180212_14590b_40_2g	Y_20180212_14590b_41_1g	Y_20180212_14590b_41_2g	Y_20180212_14590b_44_2g	Y_20180212_14590b_44_4g	Y_20180212_14590b_45_5g	Y_20180212_14590b_47_5g	Y_20180212_14590b_48_11g	Y_20180212_14590b_48_12g	Y_20180212_14590b_48_13g	Y_20180212_14590b_48_2g	Y_20180212_14590b_48_8g	Y_20180212_14590b_48_9g	Y_20180212_14590b_5_10g	Y_20180212_14590b_5_1g	Y_20180212_14590b_5_2g	Y_20180212_14590b_5_5g	Y_20180212_14590b_5_9g	Y_20180212_14590b_6_1g	Y_20180212_14590b_6_7g	Y_20180212_14590b_6_8g	Y_20180212_14590b_6_9g	Y_20180212_14590b_7_3g	Y_20180212_14590b_7_5g	Y_20180212_14590b_7_6g	Y_20180212_14590b_8_1g	Y_20180212_14590b_8_2g	Y_20180212_14590b_8_3g	Y_20180212_14590b_8_5g	Y_20180212_14590b_8_8g	Y_20180212_14590b_8_9g	Y_20180212_14590b_9_2g	Y_20180212_14590b_9_3g	Y_20180212_14590b_9_4g	Y_20180212_14590b_9_5g	Y_20180212_14590b_9_6g
1.3342	66147.141	54559.66	97478.398	43921.875	94447.297	67058.75	49902.414	82200.664	37301.035	48237.652	67382.289	57327.707	86976.148	49369.047	37463.293	64796.844	45549.625	64605.238	55515.602	36591.613	58990.277	80451.062	40954.809	44809.117	46450.895	54383.992	52362.52	54541.703	52559.715	79074.383	39386.059	48463.652	42227.988	37309.586	36831.344	34377.977	38279.395	38494.73	47120.781	43410.078	53769.613	46378.719	61801.41	38776.66	42039.414	39028.516	40304.332	59266.113	57408.203	33594.652	39878.438	43429.84	75857.375	46509.453	40982.062	42681.117	44837.41	67678.016	106431.906	63377.348	120349.625	85936.672	46843.66	74761.156	92928.164	44401.496	47341.441	52555.715	64786.168	66651.227	47621.125	62661.312	149460.797	52100.363	41045.027	40154.305	40984.023	45104.145	68479.82	45132.594	51380.703	114577.344	38407.191	98580.406	43805.637	97724.336	40247.508	107946.344	49975.953	37677.793	39488.004	57179.496	61021.758	41810.074	37618.828	40067.793	56543.305	37490.883	50772.246	35126.469	53061.434	42276.895	39465.504	50636.172	40518.633	55067.68	73132.086	47446.312	93085.133	70197.273	44855.59
1.4676	93883.453	76218.859	140054.094	51263.539	138012.609	106900.32	63859.418	122865.609	39505.934	64024.078	94731.562	76402.867	127681.969	64133.062	38200.438	96225.734	59289.801	93654.781	78604.844	40479.461	89466.758	120840.938	48649.145	47687.539	59448.918	81065.516	67062.367	75365.047	73223.266	120401.68	45413.32	64604.09	44646.926	38922.586	38777.281	35435.039	40346.234	42178.652	56471.219	47345.324	74051.062	55502.445	95060.148	42325.297	44503.957	41667.77	58217.133	90594.227	87491.281	35528.973	42048.355	58510.402	116514.812	52511.59	44493.68	49707.207	59340.629	104859.047	147023.656	89338.922	147480.969	139214.922	63949.613	91349.422	120461.461	49116.805	57192.887	75809.555	100405.977	104297.133	65236.004	91640.047	124594.664	77602.547	40463.648	45491.918	44740.812	55277.891	104028.094	49963.277	69356.484	155246.156	43251.992	123995.328	47604.332	120560.102	57443.152	111288.781	70166.391	42420.074	42752.754	83151.984	93961.547	59106.402	43364.043	47650.504	80346.047	40141.457	75914.883	39124.117	79451.914	55681.887	43805.066	74221.312	50381.672	85129.812	117061.688	74259.445	119336.039	91557.008	54272.719
1.6011	98915.445	110737.086	132665.875	70060.039	131044.023	155455.016	95725.711	123349.062	42072.246	83992.234	93713.086	119919.383	130560.203	98771.352	39515.703	115315.484	100648.328	114495.812	112867.008	42657.473	144791.594	129696.234	62068.398	56087.742	89200.5	140491.25	98186.312	130536.641	121622.266	140237.031	61869.891	112407.375	50058.109	42273.82	49540.051	37769.688	44665.09	51083.473	77917.008	57482.551	123919.742	74696.703	152608.75	50038.105	56735.672	55470.957	88948.5	122251.023	147935.531	42079.781	52780.691	87520.141	126336.352	71343.648	54528.031	64049.363	77317.844	130945.93	145885.906	126891.391	112847.18	153708.234	100084.344	77672.312	106973.648	60206.609	82371.445	134580.469	152314.406	130015.688	107439.562	136293.719	76423.406	132438.172	43017.891	54019.438	44119.234	81901.586	146132.734	58083.586	118694.203	142164.969	56677.621	98554.945	58474.32	96823.508	87552.969	78599.578	115243.219	58496.977	59055.941	106559.148	131993.719	80201.828	55213.926	61997.445	131692.422	50615.008	113975.422	44346.555	113381.344	82234.062	50447.215	101652.336	69539.281	137236.734	148568.156	107196.883	97514.586	82404.453	71904.906
1.7345	72047.781	118506.219	84876.344	87121.312	84754.492	151359.062	135421.875	82871.695	49451.137	75011.953	70570.695	158429.078	83735.703	121612.875	42871.598	93693	159055.469	92131	120411.203	50762.25	163922.281	90055.922	101713.18	82154.297	113446.172	216047.156	147906.391	184891.062	161082.547	100258.703	96636.25	133054.594	60488.047	56608.18	70764.938	41535.777	56996.598	70560.312	105575.5	82274.461	190711.672	119526.828	170175.188	72846.32	84897.102	82424.305	103828.367	105796.375	200661.984	62010.551	83740.336	111131.047	87305.312	111495.117	77247.953	104936.008	71510.383	112167.406	100245.039	110043.828	67782.391	113411.406	148376.812	55592.988	70509.625	80247.328	134707.156	184940.422	145984.391	107689.141	136715.531	146677.609	55689.363	152491.297	45956.789	73652.492	45639.887	110525.617	160022.469	77905.555	173272.625	93302.594	85133.312	60869.668	83423.047	63032.566	118585.016	52077.047	161106.594	85898.188	96726.18	96649.328	120908.484	78446.641	89447.625	95037.523	172616.062	72450.438	115497.758	59685.578	104542.148	112925.461	69056.5	86117.094	96610.695	160616.047	114980.406	108558.344	60201.34	57928.523	99396.594
1.8679	51423.469	89582.938	59583.008	82639.234	60182.621	100496.008	129785.25	58211.234	70785.414	52865.953	51987.062	134464.594	56078.082	100049.406	49814.688	61358.867	151401.344	64813.844	89490.234	71427.438	122153.062	59758.211	138566.75	114758.602	95930.438	213515.109	152654	176729.844	133397.094	65373.426	113823.391	100327.32	90248.633	85040.5	100813.352	56332.035	81249.773	98298.094	94806.195	125279.078	188352.5	148867.656	118766.266	103572.391	128121.836	96981.781	84429.258	69707.938	183372.984	93274.57	152605.75	90544.625	61313.645	158363.078	114799.797	156700.094	53369.516	71359.828	66119.031	70563.094	45605.465	69383.484	161701.484	NaN	50315.891	92186.867	169392.297	162188.469	94907.688	72467.125	123879.609	103805.383	NaN	105746.578	54729.691	115785.812	50031.801	104211.531	136986.594	110893	160382.297	59513.789	120529.719	NaN	116583.078	48400.816	102107.188	41336.117	135464.094	108028.32	123926.305	65428.258	79446.547	57215.887	130593.148	124827.375	134561.281	106568.383	77957.711	94776.609	68903.219	101912.336	103321.867	60628.805	89773.133	119846.141	76364.047	74304.68	NaN	NaN	102556.766
2.0013	43879.121	63332.641	49887.453	58865.156	51236.27	67074.836	88792.117	NaN	112020.812	42646.59	44737.547	86522.641	43772.781	65785.43	70354.195	47643.52	90935.039	50051.668	60156.812	94041.516	NaN	NaN	115489.523	110894.75	63813.941	135536.531	107895.461	102314.141	79226.805	50483.727	83026.672	64279.164	129230.938	97644.969	95074.82	84685.07	104929.648	86325.719	68475.43	125664.953	119947.5	121767.281	79539.273	116389.883	126347.969	76649.148	56201.215	49861.586	100469.891	113549.109	201551.062	61194.719	51918.461	150780.188	115841.367	155136.766	41766.68	51131.148	NaN	51530.051	NaN	NaN	149710.594	NaN	NaN	78446.617	136718.047	102597.125	56878.18	51174.527	87630.945	NaN	NaN	63413.219	82267.719	160878.688	63074.48	72897.273	105427.156	110166.594	103512.539	NaN	112729.852	NaN	117400.758	NaN	67866.188	NaN	83819.648	80018.836	102084.836	48743.207	NaN	43346.812	127446.188	101934.93	80988.922	105963.117	55179.699	131144.875	46718.633	69208.273	98529.18	47355.617	63224.539	72849.695	54309.305	50892	NaN	NaN	78237.82
2.1348	NaN	52783.926	NaN	46973.566	NaN	50520.457	NaN	NaN	129873.422	NaN	NaN	58154.82	NaN	49896.969	98612.602	NaN	NaN	NaN	NaN	91239.633	NaN	NaN	69407.984	76340.523	48482.465	80605.398	69890.992	61316.602	51671.973	44397.984	55508.48	48381.867	132004.281	79936.672	62810.426	116833.562	98286.43	60211.605	51085.648	87982.531	70862.25	75125.094	60657.289	87209.961	86663.641	53841.062	42877.676	NaN	56217.711	98158.609	159152.5	47789.805	NaN	97045.672	85453.602	104445.133	NaN	NaN	NaN	46086.434	NaN	NaN	120277.188	NaN	NaN	57450.797	80885.039	64840.73	48236.055	45140.422	61616.945	NaN	NaN	NaN	116279.641	143157.938	89425.898	54329.184	74941.852	75828.484	66601.375	NaN	75855.5	NaN	86888.781	NaN	45152.25	NaN	57804.25	51546.156	70134.836	40367.738	NaN	36861.078	84117.289	61457.969	NaN	74261.938	46198.48	118922.078	NaN	49606.941	72964.539	NaN	47838.57	53753.902	NaN	40283.625	NaN	NaN	NaN
2.2682	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99241.031	NaN	NaN	NaN	NaN	NaN	98371.875	NaN	NaN	NaN	NaN	60870.07	NaN	NaN	50395.254	55843.445	NaN	56341.441	55209.605	NaN	41162.105	NaN	NaN	41318.5	96521.602	54174.66	43138.727	109693.414	69503.008	45042.359	43944.367	62085.301	49421.012	54835.906	NaN	56506.613	61268.992	42222.203	NaN	NaN	NaN	70091.875	88112.227	41761.148	NaN	NaN	57083.883	67772.266	NaN	NaN	NaN	NaN	NaN	NaN	80092.133	NaN	NaN	46835.973	53651.535	NaN	NaN	NaN	48557.52	NaN	NaN	NaN	111358.469	93176.211	127536.961	45296.113	54039.648	53785.418	51304.332	NaN	52651.039	NaN	57845.328	NaN	37836.109	NaN	NaN	40102.609	49715.25	39275.617	NaN	34522.785	56806.996	45594.695	NaN	NaN	NaN	78120.992	NaN	42219.387	53995.754	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.4016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65137.426	NaN	NaN	NaN	NaN	NaN	72158.758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48064.254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64021.918	41361.539	35908.766	73410.445	50454.594	39349.367	40012.645	50478.859	NaN	NaN	NaN	46442.668	48796.293	39341.793	NaN	NaN	NaN	51633.547	56452.602	NaN	NaN	NaN	45217.953	52750.535	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48237.289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78565.672	59798.582	150387.766	NaN	NaN	45978.711	45741.691	NaN	NaN	NaN	49030.094	NaN	NaN	NaN	NaN	37495.961	44373.148	NaN	NaN	NaN	NaN	41321.953	NaN	NaN	NaN	53244.207	NaN	NaN	45801.02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.535	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51294.59	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48958.457	NaN	32554.695	52613.281	44017.652	37526.805	NaN	46273.371	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42376.777	45655.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53603.273	48757.262	131090.688	NaN	NaN	41177.785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42292.691	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.6684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45011.562	41934.273	37081.043	NaN	43073.887	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44906.426	45154.312	90530.297	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.8019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42284.336	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40616.215	43492.043	59672.82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40587.07	NaN	50491.305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44029.363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
