x	Y_20181208_15693_1_1g	Y_20181208_15693_1_9g	Y_20181208_15693_10_11g	Y_20181208_15693_10_1g	Y_20181208_15693_10_3g	Y_20181208_15693_10_7g	Y_20181208_15693_10_8g	Y_20181208_15693_11_1g	Y_20181208_15693_11_2g	Y_20181208_15693_11_4g	Y_20181208_15693_11_9g	Y_20181208_15693_13_10g	Y_20181208_15693_13_5g	Y_20181208_15693_14_10g	Y_20181208_15693_14_12g	Y_20181208_15693_14_8g	Y_20181208_15693_15_10g	Y_20181208_15693_15_12g	Y_20181208_15693_15_13g	Y_20181208_15693_15_14g	Y_20181208_15693_15_2g	Y_20181208_15693_15_7g	Y_20181208_15693_17_3g	Y_20181208_15693_18_5g	Y_20181208_15693_18_6g	Y_20181208_15693_19_2g	Y_20181208_15693_19_5g	Y_20181208_15693_19_6g	Y_20181208_15693_2_3g	Y_20181208_15693_20_2g	Y_20181208_15693_3_2g	Y_20181208_15693_3_7g	Y_20181208_15693_4_10g	Y_20181208_15693_4_6g	Y_20181208_15693_5_10g	Y_20181208_15693_5_15g	Y_20181208_15693_7_3g	Y_20181208_15693_7_5g	Y_20181208_15693_8_2g	Y_20181208_15693_8_6g	Y_20181208_15693_8_9g	Y_20181208_15693_9_3g	Y_20181208_15693_9_9g	Y_20181208_15693b_1_12g	Y_20181208_15693b_1_8g	Y_20181208_15693b_1_9g	Y_20181208_15693b_10_11g	Y_20181208_15693b_10_14g	Y_20181208_15693b_10_6g	Y_20181208_15693b_10_8g	Y_20181208_15693b_11_11g	Y_20181208_15693b_11_15g	Y_20181208_15693b_12_11g	Y_20181208_15693b_12_13g	Y_20181208_15693b_12_14g	Y_20181208_15693b_12_2g	Y_20181208_15693b_12_8g	Y_20181208_15693b_13_10g	Y_20181208_15693b_13_12g	Y_20181208_15693b_13_14g	Y_20181208_15693b_13_19g	Y_20181208_15693b_13_4g	Y_20181208_15693b_13_8g	Y_20181208_15693b_2_1g	Y_20181208_15693b_2_3g	Y_20181208_15693b_2_6g	Y_20181208_15693b_2_8g	Y_20181208_15693b_3_14g	Y_20181208_15693b_3_16g	Y_20181208_15693b_3_17g	Y_20181208_15693b_3_19g	Y_20181208_15693b_3_3g	Y_20181208_15693b_4_13g	Y_20181208_15693b_4_3g	Y_20181208_15693b_4_5g	Y_20181208_15693b_5_10g	Y_20181208_15693b_5_13g	Y_20181208_15693b_5_14g	Y_20181208_15693b_5_16g	Y_20181208_15693b_5_26g	Y_20181208_15693b_5_2g	Y_20181208_15693b_5_5g	Y_20181208_15693b_5_7g	Y_20181208_15693b_6_13g	Y_20181208_15693b_6_15g	Y_20181208_15693b_6_18g	Y_20181208_15693b_6_2g	Y_20181208_15693b_6_3g	Y_20181208_15693b_7_11g	Y_20181208_15693b_7_15g	Y_20181208_15693b_7_16g	Y_20181208_15693b_7_17g	Y_20181208_15693b_7_6g	Y_20181208_15693b_8_12g	Y_20181208_15693b_8_20g	Y_20181208_15693b_8_21g	Y_20181208_15693b_8_30g	Y_20181208_15693b_8_3g	Y_20181208_15693b_8_7g	Y_20181208_15693b_9_13g	Y_20181208_15693b_9_3g	Y_20181208_15693b_9_9g
1.3342	12501.584	12366.3447	15687.5234	13935.7363	11066.793	10557.6328	13113.6484	11288.5449	12738.5303	11036.6045	14490.3945	12170.2871	11130.8418	12212.2383	13637.8457	12089.6455	12345.8789	14071.9463	15661.3193	10952.1582	12890.4619	12120.0518	13886.3848	17748.084	12852.2949	12683.583	14897.1074	16435.4043	13371.7822	14433.4082	12736.6191	13208.2646	13660.9932	11305.7607	13274.2559	15042.8145	11908.5801	14157.209	14331.2109	12330.6641	11558.7412	10239.1357	15857.0566	15191.1797	13922.9756	15290.1592	13096.4307	12860.0605	12070.7002	15548.1709	12062.2451	10649.9834	11243.6611	11310.7217	11925.9756	10807.3418	10932.8945	12920.3516	14750.2256	13708.8965	11840.2715	13714.7822	15062.5889	13728.835	12220.2305	11193.7373	14866.3984	11505.1416	13007.5918	14790.8311	12778.0264	12556.7295	14232.6777	17922.7227	13324.876	14297.2461	14767.8164	11516.1846	11563.2988	12391.998	14389.3643	10996.5566	14766.1133	15479.5635	12739.2197	14594.8184	13493.7061	12783.4678	11894.2246	15208.0479	12150.3867	11316.3877	14125.3262	13088.5146	12147.8994	12767.6494	11420.8242	12305.8389	15391.9814	16301.0664	16450.3652	13975.2158
1.4676	11903.2803	12085.1309	16201.8486	13586.6357	11536.6621	11181.04	13175.0518	11039.7637	12824.4268	11105.8516	13711.2451	11602.3281	11529.958	12256.5195	13187.0986	11919.3379	12666.8965	13787.2412	15135.8516	11105.9502	12834.0518	11299.7334	12906.2744	18123.6016	12696.0752	12444.5674	15851.834	17711.0254	14077.0703	13245.8115	13395.5049	12437.9775	12642.1797	10797.75	11645.9443	14690.0586	11715.3086	13258.6934	13378.1895	12557.5146	10609.3271	11121.9482	16224.5078	15453.2061	15082.6592	15016.8975	13677.2061	13167.3701	12665.2842	15434.1836	12612.3262	10924.6172	11732.6328	11997.5898	12406.5879	10788.7051	11472.125	12957.2773	14081.4141	13077.9414	12510.0273	13044.167	15478.5586	13489.2373	11451.9072	11447.7471	15848.4092	11888.4805	12656.8213	14238.8066	13599.9648	13627.7344	13726.9404	16636.166	13749.4102	13034.2842	14601.6924	11046.0059	11884.5576	11759.5898	13504.5586	10457.2471	15563.6357	14539.8613	11721.0869	15430.6396	13151.8633	13645.3057	11107.2295	15000.543	12707.8828	10876.9658	13197.2959	12091.1484	12374.5459	11860.7773	11613.1709	13371.2305	14982.8447	16110.873	14216.5625	13470.0342
1.6011	10839.1455	12227.2607	16488.7305	13510.3701	11936.2373	11617.5547	12471.4062	10640.3184	14156.1367	10751.2422	13138.6758	11602.3496	11734.1553	11852.0693	12988.3984	11923.583	12341.0703	13899.5459	15389.1221	10736.4023	11437.4131	11709.8154	12698.666	16550.6758	12082.7305	12688.5566	15899.1611	18752.25	13715.4883	12646.0986	12684.3184	12960.373	11593.1055	10584.0635	11393.0947	15413.3516	11478.6436	12142.1436	12724.875	11793.4893	11177.8203	10671.9395	14963.6074	15656.5518	14906.7734	14360.8096	12898.499	13313.7295	12128.0508	15379.0459	12253.1982	11295.1875	11793.5732	11806.0879	12406.2578	10598.0449	12236.709	11916.7158	15549.9736	13027.2949	13033.0947	12558.4307	14068.8516	14575.6699	11400.376	10339.1055	16242.0781	11381.8613	12906.4365	14331.3828	12895.8828	14885.9473	13576.1484	16115.9004	13739.4463	12142.8535	13384.8174	12319.0547	10772.9023	12254.291	13262.9609	11657.71	15257.1885	13554.3838	11829.416	13788.3037	12447.4756	14925.0264	10629.0176	14232.4326	12852.5195	11066.4785	12171.4102	12435.4609	12774.7363	11413.9268	11401.3223	12885.7334	14112.1709	15867.3281	14989.5312	12686.9775
1.7345	10003.8096	12276.6553	16028.4229	13883.5146	11529.7061	11628.9121	11944.8926	11186.7334	14109.9961	11314.6934	12429.6367	11944.667	12219.1143	10737.6562	12529.8418	11946.3252	12290.5547	13581.2803	14669.5859	11280.5264	10974.6211	11605.5127	11640.3887	14824.2393	12268.8555	12515.6367	14984.3359	17211.2129	14234.1436	11918.708	11938.3721	12381.3223	11449.2627	11353.1865	11177.6514	13304.624	11232.4912	11993.3457	12729.9111	11143.0391	11096.9365	10417.8359	13973.5186	15292.3906	12695.2744	13691.9141	12644.3604	13282.5752	12184.0273	15080.4385	12133.4199	12098.7861	12666.9941	11360.874	12285.8252	10630.3203	11740.2012	11382.3047	14565.4941	12678.1807	13490.2412	12155.4014	12805.3447	13615.0176	11774.5244	10664.4297	15060.168	10769.8281	13373.1875	12676.04	13104.5605	14104.4922	12720.6553	14448.5791	14207.2354	11357.2598	13282.5762	12076.9258	10661.9844	11510.9453	12410.9316	11724.0137	14440.498	12644.8809	11337.0371	12239.5146	12213.96	13812.1455	10125.6396	12966.5449	11210.0186	11264.5957	11822.3896	12637.4814	13357.9414	11211.2197	11430.1748	12643.1465	13297.6006	15143.7051	13067.3516	12500.2158
1.8679	9652.4238	11458.9512	14261.3594	12711.5508	11447.1025	10953.5283	11878.127	11057.1221	13260.0391	10890.7529	12548.6377	11823.1836	12238.8457	11266.1436	11376.3369	12254.4648	11919.8291	12988.5117	14108.0088	11370.8066	11160.4316	11192.7168	11316.3779	13583.5889	12285.4365	12993.1768	14330.2002	15943.0576	14238.2139	12099.8135	11866.373	12125.375	11143.0381	11131.2998	11053.3066	13872.3799	11099.6787	11735.6758	11323.1318	10926.0459	10629.5195	10402.1113	12107.8779	14282.4512	12226.9277	12685.8965	12183.3213	12867.9092	12545.7441	14092.166	12033.5674	12402.6846	12674.1475	11054.9111	13240.9707	10669.3672	11422.4609	11965.4258	13238.5	12679.6201	11946.3594	12330.1592	11708.0586	13896.8145	11919.6113	11088.4961	13753.96	10713.208	13872.6045	12720.3291	12785.9365	13840.1348	12089.7686	13404.1641	13841.209	11356.0088	13377.2705	12176.4512	10773.7705	10757.7686	12379.2275	11378.4463	14293.6924	13108.5957	11826.5146	11851.4688	12173.4775	13143.7725	10584.209	12578.501	10865.2119	11395.1855	11466.0488	12922.7783	12611.7363	10823.5957	11453.2168	12385.252	12651.9678	13502.2881	13335.5938	11493.0254
2.0013	10872.1787	11607.5762	14148.5117	12408.752	11933.6318	10371.6797	12362.8262	12034.2959	12422.5801	11199.4443	12910.417	11643.4014	12476.7969	11435.6533	11062.8242	12026.7627	12519.9873	12951.5264	13805.7861	11116.7451	10928.8584	11741.5	10990.335	13837.9863	11659.8066	12583.0986	13018.9941	14735.6475	13510.2051	12129.4521	12166.8486	12005.4404	11766.9443	NaN	11129.3838	13054.5127	10563.5459	11860.2119	11192.5508	11071.1084	10928.1748	11181.9727	11968.4307	13660.4297	10888.1553	13208.6309	12241.1641	12788.9736	12726.0596	14030.041	12392.5566	12184.7998	12321.6172	10929.4717	14856.6611	10560.0723	11585.4424	12621.5488	13414.1475	11588.1221	11964.124	13420.3789	11273.5898	13634.8096	11573.209	10942.2139	12453.7051	10912.9854	12735.624	13910.1074	12592.4863	13226.21	11174.3711	13094.1074	12199.1895	11165.2432	13150.5166	12368.0615	10536.498	10818.249	11941.7686	11454.9297	13763.7969	13712.4951	11694.9189	11392.0518	11644.4092	13319.124	11078.7793	11769.5449	10667.8711	11172.4316	11392.6348	12517.1074	12334.001	10245.668	11099.959	11761.8828	12065.6738	12865.1592	11597.0342	11531.7158
2.1347	9769.835	11517.0254	13592.8682	12405.2158	12356.7812	10556.9121	12208.2188	11341.123	12650.5967	11295.5977	12132.5615	11517.5527	12940.1377	11482.6709	11125.6816	NaN	NaN	13256.4629	13038.0312	10876.2539	10877.9736	11774.1182	11052.79	13137.4658	11683.7959	11966.7275	12788.668	13548.9453	12563.0625	12215.0166	12607.5762	11378.5771	11760.4268	NaN	11454.375	13652.207	10589.416	11817.3301	10950.0215	11485	11233.042	11283.7744	11951.874	13123.832	11051.0137	13326.0215	12013.8418	12513.3652	12027.3574	13170.001	12754.4141	11861.3389	12228.9268	11290.8926	13920.9248	10738.2285	11582.792	11478.0098	13758.2217	11846.3867	12595.7803	13353.3789	10733.1035	12339	11841.7002	11208.4385	11308.2686	11082.3281	12869.9658	13842.1914	12272.832	12301.1836	10757.5801	12477.332	12206.2402	11140.3115	13666.3955	NaN	10788.1709	11244.4521	11883.4453	11145.1035	13751.2246	14204.0273	11590.1602	11368.833	12530.5811	13672.2764	11031.6318	11196.373	11129.9697	11668.04	10596.8838	12664.8457	12524.5459	10111.0986	10534.498	11807.2354	11711.7402	12163.585	10611.4473	11590.2852
2.2682	9695.9512	10943.2363	13245.666	12460.4424	12237.7861	10830.4424	12034.2129	NaN	12893.5645	11345.0117	12513.3516	12004.1504	12749.2861	11785.3926	10692.3818	NaN	NaN	12651.334	12272.7275	11774.0127	11096	NaN	11294.8057	12618.4395	NaN	11353.3174	13285.2695	12520.0762	12910.4658	NaN	NaN	10521.3535	11561.0742	NaN	11143.874	13061.5518	10522.2188	NaN	10470.4482	10649.4121	10814.3369	10823.1465	11866.1182	13565.3447	11280.9512	12453.8057	12895.9434	11919.7412	11999.5439	12695.1133	12475.1533	11788.4941	12995.3945	11647.7793	13409.0918	NaN	11193.0977	NaN	14792.7646	12477.9746	12270.8789	NaN	11103.8916	12238.4648	NaN	10879.7373	10976.0186	10230.6895	12829.2549	13561.7256	12424.7881	12361.1387	11298.4551	12428.5273	12076.9521	10899.4277	13179.1494	NaN	10329.2588	10700.8965	11680.8672	NaN	12948.4238	13120.1328	12412.0352	11609.8037	11864.1465	12530.9121	10842.7578	11374.3164	11136.4248	11674.4844	10411.623	12907.6582	12357.9883	10789.4824	10253.6963	11350.8887	10842.0654	12066.1504	10982.501	11272.3877
2.4016	10095.1162	10767.25	13485.8184	11706.1172	12211.9814	10548.4121	NaN	NaN	12818.5898	11356.1611	11954.5879	11497.1562	NaN	NaN	10097.2979	NaN	NaN	12660.5195	11383.5273	12002.8486	NaN	NaN	12256.6807	12150.749	NaN	10808.9688	NaN	12100.5879	13259.6963	NaN	NaN	NaN	11682.1104	NaN	12022.7979	12255.9912	10137.2598	NaN	11022.9512	10535.8096	10947.1494	10578.9941	11579.0771	12970.335	11486.0811	12383.208	11990.2998	NaN	11509.0908	NaN	12514.6221	11857.7617	11866.3662	11708.8281	12956.5312	NaN	11695.4492	NaN	13909.9004	12405.9814	11631.002	NaN	10753.8672	11792.0879	NaN	10296.2793	10983.8037	10476.1836	13131.7334	12168.1543	12838.8809	12278.6094	11493.2324	12572.3633	11804.2266	10910.2178	NaN	NaN	10080.873	10514.709	11578.623	NaN	12523.7764	12457.9365	12088.9033	11043.1094	11333.9951	12599.8271	NaN	11078.9336	10692.7285	11929.2168	NaN	13631.957	11925.7686	10772.7852	10659.5049	10929.46	10826.0801	12229.5391	10070.4238	11367.2656
2.535	10545.2012	NaN	13195.4072	11753.2393	11710.6943	NaN	NaN	NaN	12001.8535	11987.7451	12277.708	NaN	NaN	NaN	10333.7012	NaN	NaN	NaN	11766.8936	12529.7393	NaN	NaN	12356.3818	12021.2432	NaN	10911.9141	NaN	12363.7637	13283.8672	NaN	NaN	NaN	NaN	NaN	11225.0635	12297.9453	NaN	NaN	11106.3232	10716.0576	NaN	11020.6104	12239.2393	NaN	NaN	12617.791	11369.9902	NaN	NaN	NaN	13102.0996	12201.2188	11876.8008	11625.5957	12237.8408	NaN	11498.7178	NaN	NaN	13101.8701	11989.1016	NaN	11150.5547	NaN	NaN	10724.5586	10196.1621	11040.3789	13174.7734	11550.4023	NaN	12161.6367	11494.9717	12596.6074	11938.6211	12001.5977	NaN	NaN	10064.2119	NaN	11159.501	NaN	13160.8398	12684.5254	NaN	11548.7676	NaN	12760.1387	NaN	10984.9678	10826.9766	12411.6436	NaN	12879.7188	11910.3291	NaN	10692.4902	11171.4736	11324.8896	11125.6172	NaN	11435.498
2.6684	10255.1035	NaN	NaN	11652.7881	NaN	NaN	NaN	NaN	NaN	12000.6719	11774.3789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11488.8857	13148.3389	NaN	NaN	11993.9492	12477.9268	NaN	NaN	NaN	12843.0176	NaN	NaN	NaN	NaN	NaN	NaN	11400.8896	11813.2676	NaN	NaN	10935.2432	11149.2393	NaN	11400.9268	11882.709	NaN	NaN	NaN	11384.752	NaN	NaN	NaN	NaN	11188.5352	NaN	11716.7441	12199.6885	NaN	NaN	NaN	NaN	12687.2803	11856.5596	NaN	11768.501	NaN	NaN	NaN	10937.9004	NaN	12974.7021	11198.4014	NaN	NaN	12221.0967	13070.54	NaN	11560.1855	NaN	NaN	10827.501	NaN	10801.4795	NaN	12652.749	12811.4062	NaN	11472.8857	NaN	NaN	NaN	11037.168	NaN	12818.4346	NaN	13243.2891	NaN	NaN	10208.3447	NaN	10428.0195	10547.6758	NaN	11591.2119
2.8019	9776.1963	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11106.9863	11801.5146	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10602.8877	12750.8896	NaN	NaN	NaN	12288.498	NaN	NaN	NaN	12278.1934	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11953.1748	NaN	NaN	NaN	11119.2471	NaN	NaN	NaN	NaN	NaN	NaN	11527.2803	NaN	NaN	NaN	NaN	11792.2344	NaN	11866.8867	11821.2656	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10617.5176	NaN	NaN	11580.377	NaN	NaN	11567.9893	NaN	NaN	10006.3184	NaN	10844.04	NaN	12978.0664	NaN	NaN	12605.1357	NaN	NaN	NaN	10681.6787	NaN	13308.3652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10935.7734	NaN	NaN
2.9353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11341.1777	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10400.4697	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10720.3711	NaN	NaN	NaN	NaN	NaN	11531.2402	NaN	NaN	10568.4629	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12753.2646	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10956.7373	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10627.1436	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11065.4639	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10907.5283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11416.8145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10398.0049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11080.4609	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
