x	Y_20181208_15794_1_4g	Y_20181208_15794_10_11g	Y_20181208_15794_10_13g	Y_20181208_15794_11_5g	Y_20181208_15794_12_14g	Y_20181208_15794_13_8g	Y_20181208_15794_13_9g	Y_20181208_15794_19_10g	Y_20181208_15794_19_16g	Y_20181208_15794_19_18g	Y_20181208_15794_22_5g	Y_20181208_15794_23_8g	Y_20181208_15794_24_13g	Y_20181208_15794_26_15g	Y_20181208_15794_26_19g	Y_20181208_15794_27_13g	Y_20181208_15794_27_6g	Y_20181208_15794_28_9g	Y_20181208_15794_29_8g	Y_20181208_15794_29_9g	Y_20181208_15794_3_5g	Y_20181208_15794_3_8g	Y_20181208_15794_30_8g	Y_20181208_15794_4_17g	Y_20181208_15794_5_11g	Y_20181208_15794_5_6g	Y_20181208_15794_7_14g	Y_20181208_15794_7_8g	Y_20181208_15794_8_5g	Y_20181208_15794_9_20g
1.3342	13034.0674	13813.2852	13576.584	11900.2109	11423.5479	13490.4863	14715.1514	15154.0674	12761.1299	15373.0859	11573.4287	12316.707	16007.2432	14566.3311	10862.9629	12645.5098	13516.4336	11835.6201	12014.8799	13090.9316	12911.876	14022.6377	12566.1416	14009.7031	15249.9873	15745.6289	14842.9043	14009.4307	11503.7031	16300.0693
1.4676	13355.2422	13460.5371	13698.4346	12077.9912	10995.9854	13777.8564	13465.8145	15280.6924	11463.8975	14449.2373	12149.9951	12433.584	16736.2383	16263.2295	11221.8242	12776.2432	12667.1406	11664.0547	11554.6445	12184.2334	12997.3818	13972.2734	11282.1699	13212.9043	15968.4062	15558.7646	13839.0186	12748.6387	11461.6416	15292.4248
1.6011	13807.2588	12841.5322	13865.6367	12168.5264	10775.0801	14196.1211	13254.9209	15417.6494	11524.5732	13947.6787	12945.1934	12382.1475	16755.8848	15299.4707	11158.3486	14026.7812	12007.7881	12604.75	11289.4326	12126.7422	12412.6348	13597.8174	11547.5312	13240.3154	14907.4932	15210.4561	13975.6484	13231.208	11791.5996	15848.8359
1.7345	13538.333	13335.3691	14508.0596	12108.7578	11486.8018	13571.4639	12922.1768	15154.4736	12182.999	13775.2383	13411.9297	12812.7139	16836.957	16213.8486	11055.6025	14447.3652	11724.5615	13774.9424	10814.0967	12345.9551	13025.5029	13572.8486	11427.8252	13321.5098	14789.1279	15076.0137	12594.7549	13080.4531	11891.2715	16390.7637
1.8679	13890.4277	13878.8965	13722.9932	11852.5342	11757.707	13375.4258	12729.2529	15273.0938	11704.5557	14892.5361	13165.3652	13047.8936	16786.7461	15872.3848	12247.8672	13000.626	11509.625	14398.3223	10762.0137	12517.0615	12722.5898	12698.3018	11020.0127	13120.4287	15980.9873	15093.373	12391.7148	13261.3379	12754.4688	15573.29
2.0013	13975.4941	15061.3105	13418.0195	11399.4951	11548.4287	13182.459	12953.0332	13965.2891	10889.8184	14315.1143	12736.4922	12567.2441	14902.6689	14846.2803	12503.334	12120.3994	11214.9062	14375.9463	11419.7246	12523.9199	13290.6758	12250.5303	10658.3721	12575.335	17561.7051	14489.9092	12707.4268	13917.5303	12217.332	15643.0117
2.1347	13815.1348	15447.29	14145.7969	11729.3164	12063.1318	13958.8877	12914.5898	14195.7031	11349.3848	13810.1348	11383.3994	12405.6846	14788.8086	14222.1494	13224.3457	11782.8848	11186.9385	14646.5762	12129.2324	13258.916	13757.5488	12467.1553	10975.0986	12455.085	17444.9375	12697.1279	11747.0195	13968.4443	12479.5566	15452.1426
2.2682	12625.457	14826.833	14498.6016	11849.75	12465.4473	14290.4766	14114.9775	12585.3057	11815.6455	13308.458	10913.915	12756.9297	14966.665	12873.292	13491.4238	11962.1836	11459.0479	15216.458	12770.3428	13091.8643	14426.1523	13157.8311	11151.4482	12352.7471	15455.6582	12546.8691	12037.6523	14422.4697	13061.9893	14712.0078
2.4016	13100.7432	15160.6182	13796.7158	11678.8701	12416.9121	15288.1758	16015.4111	11571.4434	12676.8633	12994.0537	10868.1816	11935.5234	15758.1123	12967.3271	13555.1885	12412.9141	11860.7461	13648.7051	12833.085	12078.2314	13571.3555	14041.2568	11114.0293	12692.2559	13643.1406	11745.2773	12586.8936	15011.8125	12995.5449	14578.8467
2.535	12694.6016	14136.2598	12448.5332	12474.3828	13262.2979	15724.4033	17122.0371	11283.0664	12840.1045	12210.1836	11408.4219	11480.917	17001.7949	12908.2891	13371.6396	12231.9912	12761.3008	14164.6699	12544.4326	12284.9922	12978.3916	15900.7021	11942.2734	13267.2393	13128.251	11672.3906	13091.3018	14200.3838	13370.7705	13055.5586
2.6684	12834.2871	13805.0078	12632.8984	13235.8916	13566.5889	14572.7812	17938.7793	11816.0615	13428.665	11671.04	10719.373	11007.0801	19453.582	13103.5625	13384.7568	12367.2861	12581.9717	15006.9658	12925.3457	11977.9355	12715.3369	15505.3037	11681.5898	12949.9814	11698.5459	11879.4893	13020.0771	12748.4502	14017.7354	12759.0156
2.8019	12559.7549	13455.3594	12952.873	13305.9482	14124.0635	13804.6494	16205.1045	11270.2275	12406.4541	11368.71	10863.6455	10169.9785	18663.2891	12199.4424	12719.3438	12164.5957	11745.5938	14740.8418	12738.1348	11652.7041	11696.0791	15459.1953	11148.5586	12820.2236	11282.5801	12057.2734	12219.6699	11693.5361	14269.5176	12356.8828
2.9353	11892.5996	13186.1211	12986.5977	13375.709	14120.8916	13496.1377	14810.6709	11373.4395	13368.377	10947.6729	11110.3818	10518.0869	17419.7988	11879.7119	12739.0625	12018.0693	11994.9385	14862.2129	11935.0186	11417.8086	11728.5605	14896.667	11504.5498	11961.4033	11189.3564	11755.4521	11995.1807	10757.2725	13154.7754	11791.4932
3.0687	12027.0752	12958.4482	13084.0225	13274.3838	12916.0586	12767.4736	14081.0674	11418.1963	14721.1172	11940.8262	11021.6787	10811.1748	15734.2324	11538.0391	12307.4023	12497.6699	11425.8643	13936.2803	11097.9004	11433.8799	13002.2051	14347.5645	10878.8896	11853.252	10945.7061	12077.1709	11761.5801	10886.3652	13023.3262	11500.8584
3.2021	12042.0186	12928.6602	13205.7812	12973.5781	12443.7773	12886.6953	13534.9648	11338.9443	14479.2002	11743.7168	10711.6797	10632.6621	15169.9365	10912.9961	12523.0166	12643.5479	11093.0986	13029.7881	10667.377	11770.6992	11917.999	13197.4873	11336.8701	11132.7549	11074.251	12183.4785	11510.5146	10579.7373	12284.3711	11727.2617
3.3355	11784.1416	13394.1182	12253.4658	12987.085	11855.3271	12076.7822	13668.0498	11280.2559	13409.2031	12436.8994	10741.7988	10548.2314	14118.9014	11803.7148	11939.627	12611.2861	11027.373	12598.9629	10479.7998	11304.4873	12391.3672	12557.4668	10972.1582	11462.1934	10875.8643	11793.7461	11704.748	10804.8857	12294.4375	13005.6855
3.469	12412.5176	12806.7109	12322.1982	13243.2275	12102.082	11946.5127	13242.877	11913.1699	12922.6797	12277.6465	10903.7676	10295.2715	14164.7832	12159.9746	11596.2744	NaN	10954.8008	12265.6982	11448.6357	11412.2109	12550.0576	12593.0352	NaN	10991.7979	10586.4746	11875.8965	11961.0264	10716.4521	12256.0771	13395.5293
3.6024	NaN	12705.5459	12545.834	NaN	12530.8535	12331.416	13518.6904	11715.7637	12160.2617	12482.5107	11178.2227	9949.5488	13756.8711	11732.1201	11246.9834	NaN	10446.9395	11947.6738	11389.9062	NaN	12439.3311	12639.208	NaN	11487.6309	11160.8867	11721.4404	12263.9404	10955.168	11733.0117	13253.9785
3.7358	NaN	NaN	NaN	NaN	12563.9131	11887.0303	NaN	11446.6211	12742.7949	11883.8301	11453.1855	10615.9121	14040.1377	11838.377	11891.3496	NaN	11029.4609	12539.2695	NaN	NaN	12931.4883	12682.8506	NaN	11569.9941	10979.6377	11816.2334	12214.6914	NaN	NaN	12468.1631
3.8692	NaN	NaN	NaN	NaN	NaN	11134.9102	NaN	11317.7188	12205.0967	11882.3398	NaN	NaN	13415.7363	NaN	NaN	NaN	10914.3184	NaN	NaN	NaN	13035.6465	NaN	NaN	NaN	11639.0664	12250.5264	11710.335	NaN	NaN	12101.0068
4.0027	NaN	NaN	NaN	NaN	NaN	11933.4521	NaN	11409.9072	11824.6709	12511.709	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11744.5645	NaN	11873.9492	NaN	NaN	11137.3467
4.1361	NaN	NaN	NaN	NaN	NaN	11601.9229	NaN	NaN	12834.3291	12762.0107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11775.2168	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12033.1553	12707.6592	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11722.6934	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12425.3037	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
