x	Y_20181208_15693_1_13g	Y_20181208_15693_1_4g	Y_20181208_15693_10_14g	Y_20181208_15693_12_8g	Y_20181208_15693_13_13g	Y_20181208_15693_13_6g	Y_20181208_15693_13_8g	Y_20181208_15693_14_1g	Y_20181208_15693_14_5g	Y_20181208_15693_15_4g	Y_20181208_15693_15_5g	Y_20181208_15693_16_3g	Y_20181208_15693_17_13g	Y_20181208_15693_17_1g	Y_20181208_15693_18_11g	Y_20181208_15693_18_2g	Y_20181208_15693_18_4g	Y_20181208_15693_2_10g	Y_20181208_15693_20_6g	Y_20181208_15693_3_3g	Y_20181208_15693_3_5g	Y_20181208_15693_3_6g	Y_20181208_15693_4_2g	Y_20181208_15693_4_7g	Y_20181208_15693_6_13g	Y_20181208_15693_6_1g	Y_20181208_15693_6_2g	Y_20181208_15693_6_5g	Y_20181208_15693_6_7g	Y_20181208_15693_7_10g	Y_20181208_15693_7_4g	Y_20181208_15693_8_4g	Y_20181208_15693_9_13g	Y_20181208_15693_9_1g	Y_20181208_15693_9_2g	Y_20181208_15693_9_5g
1.3342	33864.8789	30345.0625	30997.0781	28947.9551	27096.0078	28691.6895	26797.3945	25535.1172	28468.9648	28878.3613	29373.9004	32206.0605	33246.6562	28822.7461	30546.082	27682.9375	31952.5176	32703.793	31396.9043	29027.9863	29377.0723	32257.5566	27352.8633	32291.2539	31330.1914	28142.6562	27023.6016	30557.9297	31576.6426	29523.0449	34331.5039	29854.6543	31089.3066	30317.2891	27056.4004	29714.166
1.4676	33534.3711	30947.5781	31579.0312	29138.9688	27439.873	29084.1992	26498.1406	24675.875	28096.4414	28528.6953	31176.166	32946.3828	33335.6328	29431.4707	31372.4121	29005.6777	31424.8379	32056.5195	31510.4102	30586.6387	30456.0176	33665.9844	27064.0508	31209.9922	29896.0742	27662.4395	28353.3301	31293.1172	32940.8359	30662.9121	34522.2148	29849.3535	30313.2168	30132.4883	27974.1973	29472.8594
1.6011	32383.3789	29852.6953	32627.8594	31020.4941	27615.9492	27392.3379	26653.1875	25522.1582	28460.4492	29397.7168	33486.2891	33192.0234	34701.6562	29527.8105	32158.418	27621.4141	30879.1504	31210.7812	33088.5859	30662.9336	33007.8867	32715.5645	27855.6816	33087.8633	29626.0488	27399.7422	28397.3984	31586.9297	33240.3359	31450.3516	34093.6953	28935.1289	30490.6973	29564.3164	27071.2871	30044.9336
1.7345	33241.9141	31445.877	33737.0117	30101.5781	27717.9434	28712.5332	26164.9805	25948.4258	29018.7441	30775.6016	36697.1289	33519.1602	36387.2031	28583.1348	31249.9805	29203.5352	32641.7422	30775.4629	34390.2578	31417.3262	33139.2734	34418.8086	26368.666	33039.5625	30653.5195	28355.377	29498.5605	31201.8125	32492.2852	30606.1934	35561.7812	30172.625	28218.4004	28339.9082	27453.2031	29718.5312
1.8679	34264.6836	32487.9043	32833.5977	31207.8027	28037.9355	28818.6133	27408.7402	24902.1035	28353.6699	29868.2539	42062.3203	33951.0312	38095.0195	28230.998	33199.3281	29540.0254	33927.4062	31664.6172	33946.5273	32142.7188	33151.1797	35679.5	26629.4355	33741.6992	31234.3105	28479.8477	29618.041	31859.2949	33084.2344	31418.3945	40663.6602	32362.8906	29299.791	30278	28452.5332	29853.4629
2.0013	34991.3398	33980.4688	32850.375	35475.8789	30737.9434	28369.4336	28821.7988	25268.5586	30480.752	33090.4844	42141.2461	37782.5312	42964.6016	28326.125	36430.7031	31041.8438	34068.1172	32281.291	35940.8086	31997.6055	34410.043	35647.3008	28452.002	34168.4609	30413.1797	29095.4082	30791.9023	33192.3672	30907.2754	30945.8555	51861.8242	33780.4453	29453.5859	31281.5391	29064.1016	29748.7715
2.1347	36843.4961	34712.6914	35108.1953	44789.6445	34913.3047	30504.2852	29999.9941	25730.7266	34112.8398	34548.2539	38129.418	43629.5781	53978.1719	29033.8711	39933.5625	34781.2617	35922.3242	31142.9375	39940.1641	34767.8438	33907.8867	37460.0508	28850.3965	35525.3438	30423.6172	28829.3262	31640.6426	37604.8242	31812.9062	32614.5117	68203.3906	39749.0664	29204.873	31313.3398	31635.377	29572.7168
2.2682	41488.0586	39359.4961	35371.4961	70786.375	43218.918	32143.0684	34321.3242	26525.3848	40562.0391	37614.875	35212.4219	64510.1992	76021.8906	30737.4141	49007.3203	44024.9766	42147.3125	30188.9023	47272.0273	46579.1641	36136.2617	42126.7734	30353.916	38492.6172	29834.8223	30746.3672	34311.1992	42035.082	32701.6895	34201.1445	70935.1406	54913.9414	29567.1191	33542.3555	36337.9492	30533.418
2.4016	53293.5781	43252.4258	37779.832	98758.7188	54739.7148	36162.5938	40304.125	28070.1172	51848.957	46862.5898	33455.7734	104005.6172	98027.6719	32498.084	56959.6289	58029.5625	52346.043	33071.2773	70022.8438	70814	42367.9258	54098.1016	35518.1328	46876.7305	30067.0176	35222.5156	35256.6445	42696.875	33806.793	41311.7812	53913.6953	67781.5703	29226.2637	36707.3281	48809.4727	30416.2695
2.535	69082.1094	48068.9453	41789.9805	88956.7969	55270.5508	46418.0273	41581.7109	33786.5391	49941.8008	63509.5977	31351.3184	126463.7812	100740.2031	37812.5977	54031.6172	61289.832	71838.2109	36766.9609	101751.5781	101579.6406	48393.1094	79599.3984	46662.9727	59696.8945	33714.8672	46526.3359	42968.6367	38510.6758	34336.293	53212.7305	40235.6641	67729.6875	28020	45274.4727	71428.7031	32188.3047
2.6684	66861.5312	49360.2188	55919.7852	57820.7734	42517.4453	62068.7852	35429.7656	44896.7266	46555.0938	68145.8906	32230.5957	91588.3438	75410.9609	53121.2188	46681.7422	49365.5781	79637.4453	44706.7109	116941.3906	96795.0469	53058.6914	93657.0859	73336.4375	67044.125	36646.5938	71951.7656	57001.4531	35039.8398	39317.5664	59124.9766	33961.8359	53064.9844	28183.2148	63989.6914	96588.3906	39962.0664
2.8019	50650.0938	37825.4258	81359.4297	42296.6719	34283.0547	54832.9219	30392.1465	59087.9648	57143.0117	52399.3047	32097.3027	54910.3633	49418.7812	76400.6875	38459.375	36912.0273	70200.8984	53565.9336	89903.1719	64725.4023	44695.3711	75609.6875	99843.8906	54533.6328	42681.2461	87870.4688	69391.4766	35089.7031	53099.125	52924.6211	31508.4355	38944.375	29912.7734	77666.0312	86518.3438	51584.8359
2.9353	40610.0352	34215.5	93566.8984	38580.2891	30974.2188	40891.6211	28366.0625	55709.0039	67358.2812	38792.5898	NaN	40765.5508	39657.2305	80898.6406	36601.0312	33534.5078	52930.6328	49371.5703	55424.6367	45450.5039	36429.0156	49017.9219	92607.4453	43974.3633	60550.4336	73053.1484	59949.6367	34342.875	67673.0859	40349.1797	31813.1836	35682.6992	29793.6426	63939.0312	53306.7148	57309.7734
3.0687	37019.5312	32358	77335.8359	37592.5859	27345.1855	32268.2148	NaN	39928.7344	NaN	33688.4531	NaN	35247.1992	36237.5859	62072.0547	34504.5898	31268.0645	42062.1172	40581.8359	40767.0586	38990.2031	35139.1406	39840.8906	70826.7109	42922.4531	75567.6172	53316.3945	44854.8555	32138.623	61033.5	34702.1797	NaN	33175.7812	30629.9062	44857.9961	38879.5117	45993.9492
3.2021	36276.5469	NaN	49686.8672	NaN	NaN	28915.7891	NaN	29637.2852	NaN	33076.9766	NaN	36662.7148	35025.9805	44267.9375	32871.418	29809.1953	36052.4492	35329.3164	36941.3086	36164.6641	33796.0703	35837.7305	51766.8203	38663.7969	70658.6406	41737.7617	34930.9062	NaN	47450.4766	32037.3945	NaN	32606.8145	33378.918	42396.6055	35107.9297	38848.2109
3.3355	NaN	NaN	39020.1445	NaN	NaN	NaN	NaN	29329.0449	NaN	32661.2695	NaN	33820.2891	33324.9023	38245.8672	NaN	NaN	34133.9102	35769.0898	35099.8008	35419.4727	NaN	32470.5879	NaN	36872.1484	49548.3906	35748.3945	31147.6387	NaN	41598.9883	31802.7129	NaN	33740.6406	44177.8945	NaN	30690.4102	34186.5742
3.469	NaN	NaN	37385	NaN	NaN	NaN	NaN	27158.293	NaN	NaN	NaN	33256.2695	NaN	34236.9141	NaN	NaN	NaN	35118.8086	34855.5977	NaN	NaN	31275.8105	NaN	34434.9336	39276.3555	33792.9492	32052.332	NaN	37006.2773	NaN	NaN	NaN	58801.5859	NaN	30404.9043	32968.75
3.6024	NaN	NaN	35632.1016	NaN	NaN	NaN	NaN	26350.7207	NaN	NaN	NaN	NaN	NaN	32842.9648	NaN	NaN	NaN	35111.8086	32752.3398	NaN	NaN	31493.9004	NaN	32876.7266	37302.4961	31013.0488	31150.5312	NaN	34464.6836	NaN	NaN	NaN	57709.7617	NaN	29609.2129	31687.1641
3.7358	NaN	NaN	35356.4453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33556.9297	32583.127	NaN	NaN	NaN	NaN	NaN	34008.4688	NaN	29427.166	NaN	33463.8984	NaN	NaN	NaN	44851.1445	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33140.0508	NaN	NaN	NaN	NaN	NaN	32751.6562	NaN	NaN	NaN	34277.0352	NaN	NaN	NaN	36748.3477	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30216.9238	NaN	NaN	NaN	33511.6484	NaN	NaN	NaN	33174.4102	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32222.418	NaN	NaN	NaN	35262.5	NaN	NaN	NaN	31168.793	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34746.1016	NaN	NaN	NaN	30463.6914	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30869.4785	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.3369	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.4703	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.6037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.7371	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.8706	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
