x	Y_20180130_15100b_1_10g	Y_20180130_15100b_1_12g	Y_20180130_15100b_1_14g	Y_20180130_15100b_1_16g	Y_20180130_15100b_1_1g	Y_20180130_15100b_1_7g	Y_20180130_15100b_1_9g	Y_20180130_15100b_10_11g	Y_20180130_15100b_10_12g	Y_20180130_15100b_10_1g	Y_20180130_15100b_11_11g	Y_20180130_15100b_11_1g	Y_20180130_15100b_11_6g	Y_20180130_15100b_11_7g	Y_20180130_15100b_12_10g	Y_20180130_15100b_12_15g	Y_20180130_15100b_12_2g	Y_20180130_15100b_13_12g	Y_20180130_15100b_13_6g	Y_20180130_15100b_14_10g	Y_20180130_15100b_14_4g	Y_20180130_15100b_14_8g	Y_20180130_15100b_14_9g	Y_20180130_15100b_15_3g	Y_20180130_15100b_15_5g	Y_20180130_15100b_16_2g	Y_20180130_15100b_16_5g	Y_20180130_15100b_17_12g	Y_20180130_15100b_17_7g	Y_20180130_15100b_18_12g	Y_20180130_15100b_18_14g	Y_20180130_15100b_18_21g	Y_20180130_15100b_18_2g	Y_20180130_15100b_18_3g	Y_20180130_15100b_19_9g	Y_20180130_15100b_2_4g	Y_20180130_15100b_2_7g	Y_20180130_15100b_2_9g	Y_20180130_15100b_20_16g	Y_20180130_15100b_21_11g	Y_20180130_15100b_21_12g	Y_20180130_15100b_21_13g	Y_20180130_15100b_21_15g	Y_20180130_15100b_21_16g	Y_20180130_15100b_21_5g	Y_20180130_15100b_21_8g	Y_20180130_15100b_22_15g	Y_20180130_15100b_22_19g	Y_20180130_15100b_22_1g	Y_20180130_15100b_22_4g	Y_20180130_15100b_22_5g	Y_20180130_15100b_23_1g	Y_20180130_15100b_23_3g	Y_20180130_15100b_23_7g	Y_20180130_15100b_24_13g	Y_20180130_15100b_24_4g	Y_20180130_15100b_24_9g	Y_20180130_15100b_3_4g	Y_20180130_15100b_3_6g	Y_20180130_15100b_4_14_2g	Y_20180130_15100b_4_19g	Y_20180130_15100b_4_23g	Y_20180130_15100b_4_3g	Y_20180130_15100b_4_4g	Y_20180130_15100b_5_13g	Y_20180130_15100b_5_21g	Y_20180130_15100b_6_11g	Y_20180130_15100b_7_14g	Y_20180130_15100b_7_7g	Y_20180130_15100b_7_9g	Y_20180130_15100b_8_1g	Y_20180130_15100b_8_5g	Y_20180130_15100b_8_6g	Y_20180130_15100b_8_9g	Y_20180130_15100b_9_11g	Y_20180130_15100b_9_13g	Y_20180130_15100b_9_15g	Y_20180130_15100b_9_16g	Y_20180130_15100b_9_8g	Y_20180130_15100_1_2g	Y_20180130_15100_1_5g	Y_20180130_15100_1_8g	Y_20180130_15100_2_8g	Y_20180130_15100_3_15g	Y_20180130_15100_3_18g	Y_20180130_15100_3_21g	Y_20180130_15100_3_22g	Y_20180130_15100_3_7g	Y_20180130_15100_3_8g	Y_20180130_15100_4_12g	Y_20180130_15100_4_16g	Y_20180130_15100_4_2g	Y_20180130_15100_4_5g	Y_20180130_15100_4_7g	Y_20180130_15100_4_9g	Y_20180130_15100_5_16_1g	Y_20180130_15100_5_20g	Y_20180130_15100_5_21g	Y_20180130_15100_5_22g	Y_20180130_15100_5_26g	Y_20180130_15100_5_7g	Y_20180130_15100_5_9_2g	Y_20180130_15100_6_10g	Y_20180130_15100_6_15g	Y_20180130_15100_6_4g	Y_20180130_15100_6_7g	Y_20180130_15100_7_3g	Y_20180130_15100_7_8g
1.3342	13796.258	12498.479	12365.702	13964.719	13134.951	13572.521	12726.35	15355.568	18338.115	19363.986	17923.336	16423.121	15075.5	18067.062	16042.725	16231.869	16411.113	15426.542	14971.446	15343.759	15035.024	14081.558	13331.536	12927.235	16337.537	13903.599	14245.507	14582.554	14670.126	14940.027	16017.539	15344.482	18015.799	16329.611	15832.126	16757.566	20772.684	16437.164	15717.539	19013.426	14243.942	15324.232	15730.047	13725.386	14954.919	12895.146	13020.605	13142.809	15551.468	16513.885	12317.782	13744.953	18758.664	14182.152	15234.059	16990.639	18150.129	18586.418	15997.743	13801.687	15751.666	13096.238	13596.382	13941.255	14627.663	14531.454	13730.746	12972.387	14399.227	14946.969	14428.856	15847.603	20392.799	20819.715	15793.194	14964.253	14800.838	15233.496	16238.902	15986	18461.539	13357.91	14754.203	13377.448	13031.197	12343.781	12069.27	13706.753	18228.164	15063.98	12609.812	13961.069	13581.074	12924.205	14176.459	14048.395	13865.469	13170.234	15265.666	12932.662	20100.314	16360.698	18006.453	13648.542	12775.576	12682.152	12960.589	14945.56
1.4676	14523.671	12724.613	11330.146	14003.901	13450.311	13896.666	13259.587	16238.384	18293.422	17688.229	19083.41	14724.147	14050.152	18610.736	14873.274	16113.337	14926.314	17011.713	14081.097	14702.844	14868.722	14155.944	13591.091	12535.665	17732.316	14811.906	14967.536	14906.573	14031.683	14773.524	16337.993	15892.528	17048.738	15236.334	14593.422	19208.354	17937.012	18664.58	14854.35	18897.082	14136.003	15164.703	16796.311	14286.705	14787.409	13351.602	13338.36	12758.33	17655.297	17629.387	12570.559	14361.102	18050.422	13624.86	14879.375	19567.697	20240.154	16827.824	15877.422	14031.229	15187.045	14053.073	12948.83	13563.736	14517.745	14875.556	13576.79	12937.672	13184.102	14178.969	12796.851	15780.444	20461.578	19569.227	16469.082	14633.043	15208.039	14796.744	17620.748	15980.296	21305.404	14264.905	14373.09	13764.107	13723.312	12292.033	11716.704	15156.429	16478.727	15221.948	12911.424	13174.615	13645.513	13386.61	13250.34	13181.961	14055.694	12912.573	15157.041	12968.944	19176.391	16350.097	17443.666	13623.357	12409.566	13998.12	13085.843	14040.28
1.6011	15945.152	13166.472	12061.084	13835.407	13513.556	13849.574	13776.006	15670.93	18010.92	17374.869	17899.021	14092.698	13505.149	17353.178	14603.922	15545.476	14328.111	18817.398	13495.261	14630.498	15165.975	13400.465	13363.735	12891.216	17089.389	15605.539	14512.649	16072.239	13819.357	14768.865	15630.34	16812.379	16538.531	14679.548	14951.513	17867.424	16920.145	16856.055	15249.953	19609.629	14445.805	15281.404	20587.873	14924.104	13809.838	13128.072	14812.36	13299.885	17253.238	16924.676	12809.949	14899.555	15473.972	14163.866	13665.095	21278.119	19841.594	16932.873	15096.373	13868.72	13979.373	14178.531	13623.877	14373.861	14975.177	14660.739	13293.762	12933.842	12244.122	14695.466	12715.482	15802.654	18709.807	19941.395	15219.107	14961.221	15178.758	14842.333	18992.867	15652.699	21567.809	13499.655	14525.356	14800.423	13128.975	12522.429	11748.037	16391.541	15536.21	16209.688	12087.661	12561.502	13933.138	12459.18	13178.508	13259.151	15479.982	13726.175	14612.573	13552.276	17215.703	16145.362	17319.816	13622.239	12353.766	14731.344	12535.281	15121.091
1.7345	15790.817	15536.5	12276.553	13419.984	13109.124	14839.846	14238.257	14122.787	17517.801	15277.418	16215.352	13551.345	14095.151	17258.561	13875.229	16413.242	14552.318	16980.32	13626.467	15562.732	14688.198	13197.824	13652.943	14247.248	17117.02	16259.043	14539.295	15867.999	13741.139	14384.612	14683.885	16343.992	15999.703	13742.806	15947.186	15845.173	15616.332	15441.825	15100.97	19728.068	14041.812	17520.883	25724.389	14712.1	13942.875	12850.536	14614.561	14313.499	15441.979	16876.795	12781.583	14182.136	14363.262	13589.385	13147.331	22297.576	19712.574	15023.833	15350.588	13072.005	14052.297	15698.014	14518.538	13592.466	14160.198	14368.481	13223.74	12929.594	12638.044	14310.85	12531.41	15005.403	17007.062	19882.443	15547.314	15057.867	14268.568	14808.074	18227.621	15347.349	19527.262	15131.856	14507.053	14267.472	13047.119	13276.965	13137.685	16791.58	18907.438	17091.152	11592.726	12512.96	14880.653	11877.253	12564.466	12914.433	16191.447	14363.192	13532.024	15474.383	16191.434	14225.563	18929.418	13014.335	13081.239	14784.314	12053.022	15707.146
1.8679	15889.231	15392.784	11916.969	13584.459	12966.117	14421.858	14574.966	13671.804	18069.912	15506.551	15736.454	13512.586	14243.284	16727.371	13365.843	18014.004	13574.083	15980.255	14150.119	17113.543	14913.689	13418.281	13303.772	14328.248	16576.342	16880.67	13849.56	14525.251	14370.502	14450.462	14425.822	16536.562	14295.607	14160.48	16563.682	14450.555	13240.671	13923.132	15325.228	19677.344	13413.516	17867.057	27231.189	14121.521	13128.08	13049.989	16925.242	14267.882	15622.578	14640.111	13026.646	15596.206	14259.606	14046.705	13091.392	24239.289	18562.094	15206.165	14144.486	13143.544	13881.026	15009.291	15087.181	12768.687	13171.108	14933.639	13446.378	13523.275	12229.601	13716.963	14704.541	14921.058	17708.934	20449.195	14776.285	14212.351	13946.912	15700.597	17391.957	14697.719	19536.375	16129.485	15164.527	14126.443	11561.817	12653.963	12384.9	15164.118	19537.969	17773.254	11597.701	12713.558	15182.863	12538.344	12573.958	12821.711	16048.904	14114.522	13277.134	16555.488	15834.696	14077.055	20507.348	13186.381	12265.695	13963.92	12152.555	14449.912
2.0013	15420.688	14299.558	11966.864	12406.403	12453.603	14134.283	15970.692	12924.687	16121.426	17556.436	14325.946	13920.572	13352.547	15065.847	12708.703	18038.959	13482.065	15690.898	14137.083	16811.924	15248.603	13773.104	12883.241	14210.635	16447.467	14891.405	13617.777	13684.711	14709.715	14821.527	14269.647	17016.611	13785.065	15891.315	14733.679	13227.135	13348.791	13346.619	14685.891	18023.268	13339.347	18766.08	24920.176	13626.989	13791.373	12203.798	19771.965	14149.134	16177.493	13649.281	12699.437	15865.807	15075.215	14732.73	12369.184	23634.203	17920.113	14122.729	14246.515	13324.395	13853.665	15537.12	14488.567	12214.221	12680.938	14713.316	13288.587	12765.105	11340.584	13687.844	14715.419	15366.678	17708.762	19544.32	13540.143	13670.558	14484.655	17329.59	15065.357	14304.009	18922.842	16174.896	14943.789	14379.966	11710.43	13969.58	12304.072	14360.778	18269.652	15778.364	11387.522	12483.505	13922.013	11966.398	11985.142	13227.636	15356.096	13782.744	12691.807	14248.374	16860.529	14122.39	19191.193	13336.839	11868.89	13792.185	11948.852	13527.139
2.1348	15315.379	12768.978	12022.3	11969.638	11805.791	13764.883	18281.236	12681.8	14511.884	18514.928	13998.464	14253.405	12740.327	15780.788	12450.768	16429.52	13819.093	15951.193	14373.517	16579.436	15696.659	13465.98	13111.949	13366.552	14950.815	12961.458	13697.751	12771.911	13907.451	14105.667	13717.794	15708.309	13657.136	15579.466	13979.598	13546.316	13282.068	13646.48	13892.936	15556.459	13324.348	19246.422	20442.195	14017.257	15036.825	11985.669	20406.207	13576.812	15400.647	12964.644	12488.888	14548.384	14680.328	14779.304	12325.378	19793.463	18453.955	13683.458	13345.176	12530.181	14480.215	14877.871	13232.21	11970.945	12799.077	13687.465	13505.606	12614.294	11202.527	12610.512	13977.217	16235.988	14387.21	16787.463	13352.376	13325.396	14249.646	16727.949	14185.663	14284.045	18374.438	15698.852	14663.875	13796.135	12054.813	12980.539	12003.82	13209.753	15054.021	14385.854	11433.672	13451.032	13155.602	11964.95	11472.051	13774.145	13574.601	13434.047	11660.317	12302.74	15402.782	13633.755	19144.873	13584.646	12886.135	13031.817	11968.209	12463.97
2.2682	14692.743	12529.108	11297.586	12356.912	12232.171	12601.994	19624.285	13110.704	14417.016	18326.934	13058.484	14409.657	12202.794	15797.331	12511.351	14769.959	14189.511	16153.25	13864.522	15979.207	13727.881	13944.542	13198.136	12852.832	12967.174	12292.742	13591.728	12086.615	12613.363	13579.805	12273.513	15223.037	12295.048	13452.911	13761.667	13030.593	12841.933	13131.604	13747.661	14508.141	12459.546	18366.443	16290.797	12667.829	16467.746	12114.223	21541.219	13157.776	14256.241	12626.429	12676.846	14720.525	13484.717	14145.8	12236.319	16427.691	17271.809	13104.993	12340.119	12637.896	15924.325	14707.169	12916.477	11911.766	12748.097	12885.266	12785.26	12182.127	11722.25	11923.891	12939.065	16658.264	13267.278	15630.552	12963.252	13185.695	13181.644	16095.391	14005.281	13914.765	17388.354	14171.475	13648.575	12588.846	12956.147	12375.213	11701.591	12964.861	14102.69	13179.823	11773.819	13422.361	12315.256	11946.579	11178.728	13537.642	13179.232	13371.947	11626.521	11997.008	14662.512	13565.555	18538.863	13057.347	12356.478	12718.389	12426.958	12408.19
2.4016	14193.538	12418.67	11204.716	12886.722	NaN	11915.459	16514.213	12749.321	NaN	16276.144	13030.197	13250.629	12493.071	15331.45	11941.963	13168.572	12413.769	14800.753	12927.811	13908.233	12893.261	13064.373	12758.212	13151.044	12867.263	11971.344	13951.479	12130.045	12710.183	12508.556	12260.869	14484.847	11076.637	12978.051	13543.538	12898.886	12899.208	13117.359	13474.172	14474.442	11718.754	17575.525	14076.993	NaN	17662.832	12491.722	21927.812	11905.603	13013.389	12846.036	12580.175	14037.889	12949.68	14505.035	11802.478	14422.009	15133.363	11364.855	11856.845	12940.973	16108.755	14266.738	11979.153	11783.522	11541.521	13356.79	12129.659	12186.91	11892.688	11966.122	12434.535	15955.021	13007.794	14297.725	13097.647	12492.629	13182.603	14923.418	14074.176	12988.423	15680.024	13507.809	12639.446	12067.588	13972.625	12206.491	11777.955	12665.646	13412.671	13062.492	11286.827	13215.927	12150.834	11897.238	10966.167	12650.518	12824.465	13007.515	12418.441	12253.62	14138.72	14455.512	16917.781	12745.106	11893.129	12733.607	12295.938	12364.235
2.535	13167.548	11829.913	11035.516	13120.946	NaN	11814.247	13885.705	12579.542	NaN	15216.666	NaN	12249.342	12778.827	16291.761	11532.051	13419.726	12656.153	13995.776	12373.105	12752.661	13049.009	13110.126	12967.279	NaN	NaN	12013.119	14700.25	12155.851	12689.629	12742.777	12488.944	13338.353	10870.611	12247.321	13315.48	12978.533	13311.192	NaN	12564.947	12402.425	12117.385	16882.109	13308.167	NaN	16628.688	12766.854	18478.949	12404.262	12807.078	12581.384	12905.361	14789.144	13222.977	15650.594	12034.369	13500.15	13882.084	10697.845	12123.516	NaN	15544.112	14089.907	11928.388	11946.431	11845.115	13390.324	12645.294	13231.879	12453.302	11847.058	NaN	14493.714	12985.101	14563.328	12962.717	13156.451	13511.001	13227.909	14006.184	12867.533	13724.26	12345.805	12573.699	12744.892	13508.696	12608.86	11668.986	12566.692	13273.82	11063.417	11682.615	13806.929	12009.417	NaN	11063.838	11795.229	12387.043	13082.975	11981.899	11906.707	NaN	13513.955	15603.707	12490.645	11338.963	12720.066	12580.419	11545.401
2.6684	12622.581	11238.883	NaN	NaN	NaN	11012.759	13147.38	NaN	NaN	14887.341	NaN	11670.765	NaN	14507.876	11741.899	12596.208	12417.68	13128.989	12468.159	11933.753	13570.315	NaN	NaN	NaN	NaN	11951.79	14536.455	12389.241	12986.461	12149.09	12876.486	NaN	NaN	NaN	13144.523	12778.033	NaN	NaN	12176.496	11642.784	12578.384	16026.166	12517.041	NaN	15569.509	NaN	16222.876	NaN	12702.809	13444.091	12087.973	12960.874	14147.658	16568.412	12061.55	NaN	13248.364	11642.365	12406.903	NaN	16405.277	13413.064	12880.14	NaN	12641.051	12752.37	12872.922	NaN	11713.916	11725.601	NaN	14307.947	12323.346	13973.602	12319.336	NaN	NaN	13161.138	NaN	12728.732	13557.119	12860.771	11800.681	12114.518	13058.983	13236.74	12309.633	11681.734	13106.879	10842.921	11621.641	NaN	11906.601	NaN	10943.997	NaN	12481.075	12400.768	NaN	NaN	NaN	NaN	15373.54	12377.896	11343.008	12280.49	12743.136	11833.64
2.8019	12492.719	NaN	NaN	NaN	NaN	10952.369	NaN	NaN	NaN	14230.667	NaN	12054.708	NaN	13543.807	11757.985	12771.317	NaN	NaN	12531.142	NaN	NaN	NaN	NaN	NaN	NaN	12085.124	NaN	NaN	12552.316	12456.159	13121.82	NaN	NaN	NaN	11627.097	13120.312	NaN	NaN	12418.35	11974.775	13336.839	14717.042	NaN	NaN	14200.881	NaN	NaN	NaN	12164.938	NaN	12867.494	12147.595	NaN	18037.662	11730.195	NaN	12945.706	12459.776	NaN	NaN	NaN	12851.801	12376.789	NaN	12130.291	12748.098	NaN	NaN	NaN	NaN	NaN	13626.55	12784.329	NaN	NaN	NaN	NaN	13369.822	NaN	12405.364	13061.91	NaN	NaN	12209.488	12763.013	NaN	NaN	12006.763	13277.012	11245.681	NaN	NaN	11835.913	NaN	NaN	NaN	NaN	12128.905	NaN	NaN	NaN	NaN	14115.735	NaN	11815.33	12599.98	12902.725	11591.109
2.9353	NaN	NaN	NaN	NaN	NaN	10874.51	NaN	NaN	NaN	14106.616	NaN	12019.296	NaN	13607.158	11898.92	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12138.633	NaN	NaN	NaN	NaN	12189.828	13071.82	14266.816	NaN	NaN	14259.765	NaN	NaN	NaN	11942.588	NaN	13415.25	NaN	NaN	17936.223	11302.519	NaN	NaN	12506.341	NaN	NaN	NaN	12470.571	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12003.738	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13271.762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11887.772	NaN	NaN	NaN	NaN	13423.352	NaN	NaN	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14008.689	NaN	NaN	NaN	13944.362	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11953.187	NaN	14158.141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12960.104	NaN	NaN	19329.957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13241.186	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12620.685	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11948.341	NaN	NaN	NaN	NaN	13663.123	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13678.745	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13687.35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12421.688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14018.132	NaN	NaN	NaN	NaN	NaN
3.3356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13294.322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13795.655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12192.422	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13070.872	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12851.778	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
