x	Y_20181208_15692_30_11g	Y_20181208_15692_30_16g	Y_20181208_15692_30_8g	Y_20181208_15692_31_20g	Y_20181208_15692_31_2g	Y_20181208_15692_31_6g	Y_20181208_15692_31_7g	Y_20181208_15692_31_8g	Y_20181208_15692_32_8g	Y_20181208_15692_32_9g	Y_20181208_15692_33_12g	Y_20181208_15692_33_1g	Y_20181208_15692_33_3g	Y_20181208_15692_33_7g	Y_20181208_15692_33_8g	Y_20181208_15692_34_10g	Y_20181208_15692_36_13g	Y_20181208_15692_36_1g	Y_20181208_15692_36_3g	Y_20181208_15692_36_7g	Y_20181208_15692_37_14g	Y_20181208_15692_37_20g	Y_20181208_15692_37_6g	Y_20181208_15692_37_8g	Y_20181208_15692_38_16g	Y_20181208_15692_38_17g	Y_20181208_15692_38_2g	Y_20181208_15692_38_9g	Y_20181208_15692_39_10g	Y_20181208_15692_39_2g	Y_20181208_15692_39_3g	Y_20181208_15692_40_17g	Y_20181208_15692_40_2g	Y_20181208_15692_40_3g	Y_20181208_15692_41_10g	Y_20181208_15692_41_11g	Y_20181208_15692_41_13g	Y_20181208_15692_41_14g	Y_20181208_15692_41_16g	Y_20181208_15692_41_6g	Y_20181208_15692_42_5g	Y_20181208_15692_42_9g	Y_20181208_15692_43_10g	Y_20181208_15692_43_13g	Y_20181208_15692_43_20g	Y_20181208_15692_43_2g	Y_20181208_15692_43_3g	Y_20181208_15692_43_6g	Y_20181208_15692_44_13g	Y_20181208_15692_44_14g	Y_20181208_15692_45_10g	Y_20181208_15692_45_13g	Y_20181208_15692_45_15g	Y_20181208_15692_45_2g	Y_20181208_15692_45_3g	Y_20181208_15692_45_5g	Y_20181208_15692_45_6g	Y_20181208_15692_45_8g	Y_20181208_15692_46_15g	Y_20181208_15692_46_18g	Y_20181208_15692_46_7g	Y_20181208_15692_46_9g	Y_20181208_15692_47_5g	Y_20181208_15692_47_6g	Y_20181208_15692_7_10g	Y_20181208_15692_7_1g	Y_20181208_15692_8_3g	Y_20181208_15692_8_6g	Y_20181208_15692_8_8g	Y_20181208_15692_8_9g	Y_20181208_15692b_10_6g	Y_20181208_15692b_10_7g	Y_20181208_15692b_11_2g	Y_20181208_15692b_12_11g	Y_20181208_15692b_12_16g	Y_20181208_15692b_12_1g	Y_20181208_15692b_12_5g	Y_20181208_15692b_13_3g	Y_20181208_15692b_13_4g	Y_20181208_15692b_14_1g	Y_20181208_15692b_14_2g	Y_20181208_15692b_16_4g	Y_20181208_15692b_16_7g	Y_20181208_15692b_17_4g	Y_20181208_15692b_3_5g	Y_20181208_15692b_5_4g	Y_20181208_15692b_6_2g	Y_20181208_15692b_6_5g	Y_20181208_15692b_7_4g	Y_20181208_15692b_7_5g	Y_20181208_15692b_7_6g	Y_20181208_15692b_7_8g	Y_20181208_15692b_8_1g	Y_20181208_15692b_8_4g	Y_20181208_15692b_8_7g	Y_20181208_15692b_9_1g	Y_20181208_15692b_9_5g
1.3342	34408.8672	29198.416	30218.375	27693.3809	28703.2129	31327.8672	27974.0918	32221.1523	27980.6641	30409.002	35046.7812	29229.1602	33598.5195	25113.0918	33059.5391	31766.7637	29674.1523	27801.7949	29258.6445	26773.9707	31301.8516	33991.4688	29986.3223	29383.252	30701.3145	31959.4043	25126.6367	26726.1758	31730.9492	30720.2344	29569.6836	28483.4414	29241.7637	30532.5879	33211.8555	32265.332	31753.3008	29448.3223	27723.2734	28666.9023	31044.3086	30297.5625	33835.9453	26809.0781	27793.2539	29399.8789	28168.4336	28386.8496	34098.7969	29076.25	27093.1875	31736.4941	31012.7285	28304.9141	29964.4551	34388.7852	26395.3027	34852.2383	29573.5703	31633.75	28162.6816	29385	32344.9785	31548.502	30758.1016	27060.5996	30081.625	28639.1191	32819.4648	33514.7539	28120.9492	29015.1133	29993.8359	28226.4102	30152.4004	28559.7773	26826.084	30928.2168	30466.9473	30751.7598	33277.1211	29964.3105	30576.2324	31839.7363	32319.5449	29565.418	30957.627	27236.8652	30596.207	32000.0156	30415.041	32846.7109	29859.4668	34797.0391	25466.1602	27705.9707	31835.3555
1.4676	35850.4219	29515.25	30176.8301	27689.2812	28299.3887	36078.957	28959.4336	32781.6523	26811.5703	30774.2441	35881.6875	28521.2539	33924.1523	27149.7598	33448.5977	31788.166	30023.4805	27380.4316	32434.8438	27993.6172	31513.5117	37790.4844	28671.9434	29377.9922	30466.998	31874.2441	27761.8555	27777.207	33430.1797	32713.5547	28718.0605	29321.9688	28911.8301	30238.4512	32384.2969	30687.9199	32849.7891	29448.8223	30725.5234	28383.2754	31242.1504	31613.0566	32623.2578	29294.9004	27570.0488	27908.3652	27982.125	28793.918	39648.8281	30189.0098	27811.1914	31131.623	32490.6953	30090.5684	31441.0859	40606.9453	26025.9277	34485.6172	29674.7969	31959.0723	29252.8496	31117.4473	34679.043	31315.6523	31018.3691	27868.9824	30823.7324	28758.3125	33195.5664	36330.2227	28461.9805	28652.9727	32530.5293	28715.5156	29087.1738	28691.6738	27538.4004	32866.5469	29925.1133	29307.0879	33859.0859	31517.1582	32497.4531	31517.2461	31744.8574	30604.334	31094.2773	27799.8535	29612.7617	32024.8301	33072.2812	34482.25	32635.334	38422.9688	26253.5273	30101.1309	31940.4688
1.6011	40072.8906	29805.8965	30501.8633	27483.7168	30707.9551	49074.3359	30728.75	33442.8359	27184.2441	30533.5918	37991.2031	29716.1602	33573.3047	26524.2285	33231.8789	34266.4375	30688.9941	28554.5195	35517.9375	30125.5059	33019.168	49515.4102	27843.002	29758.832	31725.3516	32936.2266	29063.8223	27730.8359	35037.2812	36511.6641	29611.9863	29873.3984	29634.9648	32574.5938	34702.375	31358.748	36503.332	31283.9785	32779.8789	28434.418	32254.6934	32442.959	31031.127	31140.4688	27673.582	28308.3965	27165.1719	29979.0605	46009.4219	32518.9414	27962.0254	33677.0938	31140.0137	29628.2773	30800.4004	56763.1406	26388.9277	34065.1758	32073.3594	33956.918	29883.3574	29248.1836	39345.3789	31005.168	32183.2969	31073.7051	32208.3672	29539.3867	36383.6719	46407.1484	29432.2344	29307.3809	34720.0312	30568.6777	31783.8457	28894.0195	26762.1523	33639.1484	30325.4531	29917.332	37146.4219	29953.5332	39475.2148	32189.7031	32833.8008	30489.0059	34816.332	27209.6973	32101.7754	33455.5156	34654.5977	39714.5938	39198.5117	47311.1289	27375.3379	34039.1602	33239.1484
1.7345	52853.3672	30240.9629	31237.5488	29891.7598	30307.4551	69398.5156	33546.7578	37519.8438	26530	30087.7695	40768.3008	31049.4316	34779.8359	28171.9277	39470.8281	35811.4336	36695	29371.0605	45427.4102	31675.1602	35353.4531	75567.5703	28579.0977	31105.8613	31668.6953	34277.6445	31032.0332	29095.3145	35776.1602	46658.832	29668.9062	30804.4668	30241.9922	36552.4336	37110.4961	32004.8672	45209.6211	35482.2656	39874.0117	30299.4199	35118.6055	33801.1797	31130.7891	35704.9141	28227.4707	29162.9336	28617.9258	31297.2949	60403.1484	33481.0586	27699.207	35422.4062	31130.666	30348.3496	32176.8613	83480.0703	25989.3848	34685.9141	35959.8047	38445.0469	31515.9922	30460.7227	49324.6758	30825.5508	32564.5527	35400.2969	32156.459	29432.9805	37867.1289	64620.75	30174.1504	29276.7539	42180.2305	30422.8027	31183.3301	30696.623	26397.0078	33370.5391	31638.6875	30744.875	38941.8633	29689.8047	56516.1719	33804.2109	33409.9141	32074.5742	35393.3828	27989.9824	33225.1484	32680.3301	39086.1211	52303.0469	56594.7031	71564.3359	29885.4434	40460.5	33230.4805
1.8679	66812.25	30685.6406	31917.668	32649	32528.002	77965.2734	39960.9414	45105.8984	27157.8828	33022.9414	44910.6797	32554.2266	40245.7539	35405.4688	54334.7617	42930.6172	47386.9531	31595.6426	61248.4297	34248.8242	39272.3281	105800.2422	29064.5684	32975.5664	31295.0996	36245.0391	36842.9766	33681.7148	40160.2695	65985.8516	32315.4141	31363.3125	30184.6074	45287.4922	38607.3477	34462.6562	62473.543	46414.2305	56148.4102	32074.6387	40819.0586	40194.3945	33336.5664	50124.6562	29734.7695	30609.2695	28646.4004	32634.7578	67532.8359	41262.1602	28146.9648	41926.3203	31242.1172	33015.8828	32709.8672	95131.0781	26821.668	36103.3164	43173.0898	47730.043	34547.5469	30653.2812	68371.5781	32140.2324	36809.7383	49103.3633	33517.7148	31479.9238	45674.5781	70256.7422	33523.9219	30467.4023	55183.9648	31328.1855	38541.2617	37167.1953	29011.5039	33956.7383	31882.7617	31181.0234	45045.6445	32173.5898	84631.2578	33994.168	35448.8828	35001.9609	38004.7227	26694.2441	34763.7617	33103.0781	49002.6602	68588	73387.4531	94899.4688	31957.9922	46808.0039	37035.5352
2.0013	78485.7969	31305.9922	32321.9688	38950.5469	41654.7109	58687.1641	54004.6484	63131.5508	30121.3691	37186.2891	65887.1406	42768.9023	56781.7969	48403.2734	84920.2891	56695.5312	53051.6328	39005.2031	64529.168	37402.8086	54023.5938	98569.5625	30424.8066	37107.9883	32412.8555	40000.7695	51338.4141	45888.0898	46522.3047	83232.7891	35308.0234	35326.5508	34142.7891	60021.3125	48006.8047	38600.8164	89578.9766	63845.582	73312.2656	37451.457	54737.2656	53012.875	33493.4648	76277.2344	33107.9883	37652.7422	29055.1914	42274.75	53259.9492	59135.6211	33650.5352	53636.2852	30898.1895	38134.3477	38093.7578	71864.5	26353.291	38891.6367	57403.7227	68509.5156	46615.1289	33335.2656	102985.6719	35288.4297	46983.7344	61543.0078	36034.0508	34618.3359	64483.1172	53252.8984	38652.9883	32190.2695	64601.7891	40002.6172	49669.3516	52177.4258	37035.9609	36625.6055	33459.5742	32222.5449	57773.4688	39462.3633	100733.5859	35083.0273	40034.1211	40528.9102	47656.4648	27627.1445	41284.6094	35461.2812	70895.1094	77598.3438	70284.5625	85865.3281	38450.3984	47048.6875	47218.9805
2.1347	90259.9453	32469.7617	34478.5508	52536.8555	63269.8633	44035.1523	71458.1875	83743.7812	31562.3984	45015.8906	94403.0078	58618.1367	79471.9219	64811.9531	96714.2656	82461.8203	47415.1484	46058.4375	50187.9961	49192.9727	62489.6562	66426.8438	33655.9414	46792.7422	36724.6836	49614.6367	68759.5	49887.7969	68223.8828	66855.3359	38357.0898	40441.125	36236.8672	66400.0938	64302.1406	52308.4297	96132.7266	72465.4062	70904.3359	50919.7695	64369.5703	72943.5859	37929.4297	91860.0156	40442.4688	50899.6055	31226.3691	52818.6484	40005.8906	83262.7891	40978.5547	73081.4844	32941.8906	49188.9336	48432.1406	48245.4609	28861.0332	48821.25	70021.8906	82676.6953	64273.2188	34319.082	120101.6875	39817.1875	64859.7969	56542.7539	41060.2344	37974.0469	91432.8516	41224.8516	45864.0977	34351.543	57561.5117	56332.8633	64101.4375	69750.8203	48314.4375	41935.8516	41286.2305	33173.2305	92271.9609	53730.0508	85205.5781	36195.2812	48992.3672	53354.8359	58749.0352	27706.6914	56694.1094	40161.1562	92292.8828	65537.6094	48363.4414	59235.5977	53055.3633	35475.5391	68784.5312
2.2682	85862.5234	35733.7344	43648.5625	56836.3164	74510.6328	40971.1211	74387.3828	79081.6094	35750.1211	51797.5781	104660.9062	73880.0859	90546.3594	60866.6953	70581.5781	87204.0391	36789.3945	42576.707	37574.793	66328.2031	50654.1289	44011.7812	38767.293	67481.8906	41903.5234	72960.9766	64537.8047	42784.4141	95940.4766	45473.8047	48333.6133	44682.8672	37907.4062	56762.4414	76550.4062	77522.2969	70593.5312	53529.2383	49293.6094	76890.6016	56344.793	76529.1172	48933.3789	72624.8594	55739.8242	69148.9688	36105.4414	52633.543	35384	96597.6328	51132.2227	70697.8906	35852.1094	70164.8672	67063.8125	38782.4414	32351.1113	71919.9062	57153.2578	70525.1875	69340.7969	43105.332	98976.9609	53711.7578	88174.5156	39734.7031	61346.2031	51634.8125	81385.7656	35063.7656	44759.1836	40836.6953	43236.6055	76587.3828	54454.5234	66809.0938	50444.0508	51185.9375	56892.5078	41724.8281	128693.625	74260.2344	59571.5312	42382.7656	63879.8281	69730.8594	53780.8906	29608.041	86720.8125	50838.2773	76221.2734	44707.5	36071.3203	NaN	59326.2695	29742.9141	81588.9844
2.4016	64415.6602	43315.8281	53620.2969	51867.6016	62970.4023	42964.7461	56026.0977	57119.6797	42950.5312	47815.5234	78124.2891	64800.5312	72792.6953	49621.2148	46452.3555	65019.7109	32607.5742	36552.0156	34824.0625	72866.2422	40488.7344	35616.6758	45379.7383	76768.7969	55194.5508	88268.2109	46162.1797	33486.3008	98784.6328	34068.3477	66975.375	41611.8984	35500.7969	42236.2578	65097.9766	88059.0547	45649.3281	39949.3945	37945.5234	98346.2812	42694.0977	57334.6523	59428.4766	48011.5469	59996.6094	67681.8125	49936.9766	41384.668	34444.2188	93650.0391	52865.2891	52276.1953	46044.3633	76482.5312	74640.0781	34846.168	39512.4648	88467.5156	44124.6992	49272.9375	48807.1914	54673.2812	74558.8984	65590.0391	87473.4062	33422.4531	100326.5547	67229.1484	55063.9961	32757.3184	37227.7891	54555.8594	35675.1875	73489.3828	39316.3594	51145.7188	40957.4883	71083.0156	80085.4688	59092.9414	116680.25	65313.6797	41933.0586	52642	80399.3125	72974.4766	43610.668	33117.3242	104721.8516	69918.6172	50292.2031	36361.9062	30805.8379	NaN	48541.957	28642.1641	67146.3672
2.535	47498.8281	62664.9766	49716.582	NaN	44305.2773	NaN	43874.3633	41720.5078	42371.8125	38163.2188	52480.6523	44008.4258	47964.2422	37804.8398	38624.8359	44467.4219	30695.1719	31505.1172	32917.332	60962.7969	34203.7656	31786.0605	48109.9219	65044.6562	88252.9219	75801.8125	34845.1641	29861.6992	69415.5547	31394.1777	74229.0156	35944.4844	30953.1465	34587.0781	49533.3398	65815.6172	35404.0039	34882.2734	33343.1367	77555.0469	35527.0703	40134.4336	55497.8516	38124.3984	51168.5273	49501.4492	71936.5234	32221.8691	36471.3398	73315.9531	40971.9453	40688.7969	62419.5352	59432.4414	59478.5508	35141.7344	47362.1094	81302.4609	44794.6719	39515.6719	35343.043	75782.0938	51456.4961	61768.9219	63611.8906	30780.8281	127265.5625	66830.2656	41851.7266	32500.4219	30776.4609	59490.6641	33077.9453	51591.418	35149.5195	40314.6641	30701.6816	70562.3203	84802.4609	65885.3906	75347.5469	46895.5703	34848.5586	78010.3438	74792.1875	56782.7422	35456.8867	40932.3984	83294.7891	84329.5938	40937.4023	32865.9414	28530.332	NaN	37133.9961	NaN	46344.8203
2.6684	37846.6797	91649.2812	38933.75	NaN	35780.0586	NaN	38225.9375	33787.2539	36346.7266	32824.9531	40962.5586	36936.6719	37710.5039	NaN	36152.0664	36955.4336	NaN	NaN	31135.6484	54970.9688	32776.9375	29138.0586	40176.9258	43719.6797	129624.6719	53182.6016	32908.1758	27906.6484	45975.9023	29984.6504	61286.957	32092.6309	31278.0312	31835.0684	40708.5781	45149.3789	33103.4141	NaN	31543.8594	51931.3867	32016.7266	34201.6094	44407.0781	33517.957	37304.4219	37311.9453	75000.3047	28513.2676	34612.043	50917.4922	33487.3008	34816.5586	68042.4844	48063.7617	42054.3828	NaN	45293.625	57795.5742	57777.5391	36467.9531	29732.8086	70653.5547	40583.9531	45986.6758	43356.875	29508	106359.0938	50310.4688	36251.9023	30944.2969	29332.293	47193.3594	31437.8691	38675.9414	31429.6211	35904.4375	26365.998	52736.4492	56588.5	58518.3945	49245.3086	38010.6211	31056.418	93066.2891	53541.4219	40799.8516	33018.8594	46420.1172	52910.207	69846.75	36690.5117	31000.9727	27754.623	NaN	33724.9922	NaN	39803.3281
2.8019	35441.375	94518.0078	34206.3828	NaN	31950.8848	NaN	36075.2227	32092.6973	33002.1562	31738.1348	39100.918	33450.2344	35364.1719	NaN	33159.7812	32164.9082	NaN	NaN	NaN	63724	32719.8789	28636.3691	31848.4648	37332.3516	127738.6641	40148.5547	30440.7363	NaN	36840.9062	29154.3867	48182.7109	28951.5	29327.3984	30757.4473	36535.5117	35584.9062	31370.752	NaN	28942.5195	40715.4609	32609.5332	31036.4512	36442.3945	30661.4609	33967.3359	33997.5898	51896.4453	29151.3984	33755.6484	NaN	30662.9297	32580.6758	56727.0039	40949.5625	37005.7422	NaN	38303.9258	43031.0156	NaN	35796.6523	27957.123	51718.3281	36462.1211	37750.7266	34672.9141	NaN	67335.2031	41542.6914	36478.0508	31171.5723	28444.0078	37867.9414	30379.2344	34632	NaN	32754.5547	25129.8086	39048.3281	40308.418	55483.0586	40081.6523	33102.5273	30612.4004	76709.9688	41071.2266	34399.457	32088.0039	41352.1172	39391.5078	49410.7734	35307.2383	NaN	NaN	NaN	33065.918	NaN	35150.582
2.9353	33304.0938	68034.6094	30742.0195	NaN	31557.293	NaN	NaN	32120.9629	30682.1211	30830.7109	36918.8047	32554.6992	34217.7969	NaN	33588.6875	31814.0566	NaN	NaN	NaN	64759.5508	NaN	28586.1484	29314.1621	33447.8906	85323.6641	NaN	28917.541	NaN	36613.5469	29448.4453	43513.4766	NaN	NaN	31006.1992	NaN	32917.8672	31024.3262	NaN	NaN	35656.0898	32275.166	31150.666	36421.2109	28144.0957	33084.7812	32272.084	39277.4219	27506.0195	35072.8008	NaN	28148.8906	31471.4004	41188.1406	38741.125	33080.043	NaN	32933.082	38116.9844	NaN	NaN	27648.0742	40899.7539	35704.2891	35259.9609	32102.2383	NaN	47899.9375	38015.7031	36144.5781	NaN	25793.4473	32985.7188	28859.4102	32557.4922	NaN	32852.9766	24235.9434	34219.1758	34723.1328	49162.6914	36784.9062	32981.6562	NaN	50331.5625	36579.957	33784.8594	NaN	34448.6914	34624.707	39250.7695	34337.3477	NaN	NaN	NaN	NaN	NaN	32942.8789
3.0687	NaN	48552.2734	30673.6445	NaN	28740.4375	NaN	NaN	NaN	28559.7656	31117.3848	38141.707	NaN	32547.7383	NaN	32683.2422	31858.9688	NaN	NaN	NaN	NaN	NaN	NaN	28042.293	31824.0273	55941.8359	NaN	NaN	NaN	34554.3008	NaN	40378.8008	NaN	NaN	31043.0449	NaN	30916.9922	30674.8984	NaN	NaN	34607.8438	32285.0527	NaN	34831.418	NaN	31070.5039	NaN	33943.5898	27834.0664	NaN	NaN	28566.7383	NaN	33939.0312	38080.7539	31425.3594	NaN	31023.6855	35567.6289	NaN	NaN	27452.2266	36451.2656	32105.6211	33225.3203	30676.9629	NaN	41229.6992	35586.9961	NaN	NaN	26467.0195	NaN	NaN	NaN	NaN	32650.4902	NaN	32096.9375	31904.8516	NaN	34518.4648	NaN	NaN	41677.3125	33633.6719	NaN	NaN	30277.7949	34029.5742	35531.1797	32502.834	NaN	NaN	NaN	NaN	NaN	32802.9141
3.2021	NaN	41687.7148	30204.8418	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31441.4961	NaN	NaN	NaN	NaN	NaN	NaN	27862.2051	31427.9238	43544.7812	NaN	NaN	NaN	32243.2305	NaN	36463.3555	NaN	NaN	NaN	NaN	30250.8965	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32928.5469	NaN	NaN	NaN	27582.5078	NaN	31779.3301	NaN	NaN	NaN	NaN	34667.2109	NaN	NaN	26622.0703	32945.0859	NaN	32103.9863	NaN	NaN	37511.7734	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32185.5781	31036.6543	NaN	34840.4336	NaN	NaN	37330.6562	33841.0625	NaN	NaN	29491.8789	NaN	33258.8477	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	NaN	41115.8711	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27334.543	NaN	39594.1094	NaN	NaN	NaN	32585.0742	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31179.9863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26717.9531	32870.8008	NaN	NaN	NaN	NaN	35154.3359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33905.6406	NaN	NaN	34080.9297	33278.5078	NaN	NaN	27891.9395	NaN	33584.9961	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38836.9883	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29828.9434	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35712.8984	NaN	NaN	NaN	27888.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35599.1719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33979.3789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
