x	Y_20181208_15692_32_1g	Y_20181208_15692_32_7g	Y_20181208_15692_33_11g	Y_20181208_15692_33_14g	Y_20181208_15692_33_4g	Y_20181208_15692_33_6g	Y_20181208_15692_34_3g	Y_20181208_15692_36_11g	Y_20181208_15692_36_3g	Y_20181208_15692_37_14g	Y_20181208_15692_37_18g	Y_20181208_15692_37_4g	Y_20181208_15692_38_14g	Y_20181208_15692_38_9g	Y_20181208_15692_39_10g	Y_20181208_15692_39_13g	Y_20181208_15692_39_8g	Y_20181208_15692_40_13g	Y_20181208_15692_40_4g	Y_20181208_15692_42_11g	Y_20181208_15692_42_1g	Y_20181208_15692_43_2g	Y_20181208_15692_43_8g	Y_20181208_15692_44_11g	Y_20181208_15692_44_15g	Y_20181208_15692_44_16g	Y_20181208_15692_44_4g	Y_20181208_15692_45_12g	Y_20181208_15692_46_14g	Y_20181208_15692_46_23g	Y_20181208_15692_46_3g	Y_20181208_15692_47_11g	Y_20181208_15692_47_12g	Y_20181208_15692_47_1g	Y_20181208_15692_6_1g	Y_20181208_15692_7_11g	Y_20181208_15692_7_1g	Y_20181208_15692_7_7g	Y_20181208_15692_8_10g	Y_20181208_15692_8_5g	Y_20181208_15692_8_8g
1.8679	33378.2148	57651.7656	78557.0938	40503.7891	49037.5273	34551.6719	62432.4453	48237.1055	39230.0508	53793.293	41389.418	36064.2812	43458.1211	50355.6758	NaN	81462.1406	38408.0938	57870.5586	37620.7109	56140.9492	29151.3438	34287.6914	63757.5078	60819.9922	47461.832	82127.0859	40623.9141	73989.2188	37866.9492	46846.1875	34221.9258	42211.4492	50976.3008	77226.6797	60385.4805	44797.8516	53005.1758	37340.2031	38065.3281	33057.8242	56556.5664
2.0013	31473.6777	46139.2656	68007.5703	36512.2969	40017.6328	31072.4336	56316.9453	35964.7031	47695.7031	42122.8828	35759.668	29732.2441	43402.9141	46121.3672	NaN	77312.2344	33452.2773	43765.4844	42174.5	46654.8516	27236.0449	30125.3594	58131.332	74904.5312	40781.6758	78095.8359	33348.4922	75467.4766	32096.8027	40371.0742	30043.6758	39798.5586	38844.6133	55655.5195	54718.2852	38055.6289	58704.7148	34921.082	35384.4219	NaN	46956.3789
2.1347	32088	37676.4531	50294.8398	34491.082	35779.5273	29344.4707	42735.5234	30339.6367	49831.7109	34050.2266	31971.8594	29946.6406	NaN	35294.6914	NaN	53847.5859	NaN	36682.1211	44755.3047	48531.8086	NaN	29524.4805	41174.4844	64606.2734	38643.3984	55659.9336	29614.2969	53202.8398	31857.123	36174.3828	29854.0996	46284.1055	35214.1992	38459.2695	40806.4805	36648.4414	49454.4531	NaN	32711.3379	NaN	39135.8633
2.2682	NaN	32303.8027	39680.0469	NaN	NaN	27687.3633	38344.3906	27700.1836	41963.9609	32316.1719	31380.7734	NaN	NaN	30043.3809	NaN	40973.1484	NaN	33997.6055	40258.0469	55280.8672	NaN	NaN	34665.6641	48119.2734	NaN	41498.5781	27382.293	42139.1641	31876.7305	34116.1875	NaN	NaN	33963.8789	33035.832	31278.5918	34664.4766	36441.8281	NaN	NaN	NaN	36829.6094
2.4016	NaN	30562.7148	35871.0781	NaN	NaN	NaN	37302.4883	NaN	35704.7422	NaN	31169.4785	NaN	NaN	28811.0566	NaN	36729.6289	NaN	32080.8633	38454.9531	NaN	NaN	NaN	31566.2715	39866.3711	NaN	36102.7031	25570.127	37197.7148	NaN	33332.3633	NaN	NaN	NaN	30587.3652	28995.7031	NaN	29572.5312	NaN	NaN	NaN	34734.1602
2.535	NaN	30108.002	36044.3164	NaN	NaN	NaN	NaN	NaN	31695.0645	NaN	NaN	NaN	NaN	27213.5449	NaN	35863.0195	NaN	30622.5723	35583.9375	NaN	NaN	NaN	30822.9082	38707.1211	NaN	33878.6836	NaN	33808.2656	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28382.8203	NaN	NaN	NaN	34079.1602
2.6684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34340.9219	NaN	NaN	32411.1758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28247.4746	NaN	NaN	NaN	NaN
2.8019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33918.543	NaN	NaN	31732.9492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32702.4922	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
