x	Y_20181208_15692_30_11g	Y_20181208_15692_30_16g	Y_20181208_15692_30_6g	Y_20181208_15692_30_8g	Y_20181208_15692_31_7g	Y_20181208_15692_32_7g	Y_20181208_15692_33_10g	Y_20181208_15692_33_12g	Y_20181208_15692_33_13g	Y_20181208_15692_33_3g	Y_20181208_15692_33_4g	Y_20181208_15692_33_9g	Y_20181208_15692_36_1g	Y_20181208_15692_37_17g	Y_20181208_15692_37_6g	Y_20181208_15692_38_10g	Y_20181208_15692_38_16g	Y_20181208_15692_38_9g	Y_20181208_15692_40_13g	Y_20181208_15692_40_2g	Y_20181208_15692_41_4g	Y_20181208_15692_41_6g	Y_20181208_15692_42_1g	Y_20181208_15692_42_7g	Y_20181208_15692_43_17g	Y_20181208_15692_43_20g	Y_20181208_15692_45_15g	Y_20181208_15692_45_1g	Y_20181208_15692_45_2g	Y_20181208_15692_45_3g	Y_20181208_15692_45_6g	Y_20181208_15692_46_15g	Y_20181208_15692_46_5g	Y_20181208_15692_46_8g	Y_20181208_15692_46_9g	Y_20181208_15692_47_12g	Y_20181208_15692_47_8g	Y_20181208_15692_6_6g	Y_20181208_15692_7_12g	Y_20181208_15692_8_7g
2.4016	64415.6602	43315.8281	34114.0742	53620.2969	56026.0977	43669.7344	95805.5	78124.2891	44044.5195	72792.6953	33884.4023	31268.0137	36552.0156	74632.3281	45379.7383	31840.0938	55194.5508	33486.3008	36882.125	35500.7969	37539.8711	98346.2812	32946.6406	96557.1016	41824.6523	59996.6094	46044.3633	67993.8984	76482.5312	74640.0781	39512.4648	44124.6992	31597.7695	38321.7188	54673.2812	43155.0664	57602.7148	52824.0039	39296.8672	43087.7031
2.535	47498.8281	62664.9766	40115.3203	49716.582	43874.3633	59928.9922	88184.8828	52480.6523	59019.0156	47964.2422	35151.3281	37028.9688	31505.1172	50209.6172	48109.9219	36509.1406	88252.9219	29861.6992	45845.4336	30953.1465	53572.0039	77555.0469	45519.4375	84287.875	47469.875	51168.5273	62419.5352	55792.1641	59432.4414	59478.5508	47362.1094	44794.6719	31389.2598	52263.6211	75782.0938	39460.0352	69181.1641	79765.6953	52293.8867	53117.8008
2.6684	37846.6797	91649.2812	54975.5742	38933.75	38225.9375	74288.3047	61637.7734	40962.5586	87108.25	37710.5039	34733.793	46224.8594	NaN	36230.6953	40176.9258	41626.2188	129624.6719	27906.6484	62212.9883	31278.0312	78698.0547	51931.3867	63175.9609	57082.4141	52520.8594	37304.4219	68042.4844	40894.4727	48063.7617	42054.3828	45293.625	57777.5391	35539.0703	75007.125	70653.5547	41628.8555	53744.2422	93262.8203	54779.6523	44853.1953
2.8019	35441.375	94518.0078	78855.9844	34206.3828	36075.2227	68902.0469	49994.7539	39100.918	108016.8125	35364.1719	41689.8555	57430.082	NaN	31255.916	31848.4648	44072.168	127738.6641	NaN	71917.1797	29327.3984	90866.1953	40715.4609	63947.7383	40420.375	45338.375	33967.3359	56727.0039	32309.7109	40949.5625	37005.7422	38303.9258	NaN	48039.1875	89150.5312	51718.3281	NaN	38771.0547	75801.5703	43908.3477	33941.7461
2.9353	33304.0938	68034.6094	91608.7109	30742.0195	NaN	51968.3867	NaN	36918.8047	89362.6953	34217.7969	50895.0898	51498.043	NaN	29998.3574	29314.1621	38726.6367	85323.6641	NaN	57076.207	NaN	65320.0234	35656.0898	48354.7461	37255.1875	38521.7539	33084.7812	41188.1406	26845.7188	38741.125	33080.043	32933.082	NaN	53722.1289	73989.2969	40899.7539	NaN	31950.0391	56675.4023	34291.1367	30070.6934
3.0687	NaN	48552.2734	70543.0391	30673.6445	NaN	41439.5156	NaN	38141.707	57536.2266	32547.7383	81315.8125	41176.8203	NaN	29123.6855	28042.293	33033.7852	55941.8359	NaN	44628.9805	NaN	45544.1523	34607.8438	34663.6016	34533.9492	35332.7461	31070.5039	33939.0312	NaN	38080.7539	31425.3594	31023.6855	NaN	50761.6641	50094.9414	36451.2656	NaN	29752.9824	49347.4219	30314.9453	29922.4004
3.2021	NaN	41687.7148	47605.543	30204.8418	NaN	39015.4453	NaN	NaN	43346.3984	NaN	119761.6562	33864.0898	NaN	NaN	27862.2051	30492.4707	43544.7812	NaN	35524.9492	NaN	37061.7891	NaN	29306.1719	32353.5273	33202.3477	NaN	31779.3301	NaN	NaN	NaN	NaN	NaN	38551.125	39172.7031	32945.0859	NaN	28375.0957	47057.3438	28100.2773	28176.7246
3.3355	NaN	41115.8711	38942.6094	NaN	NaN	NaN	NaN	NaN	38265.9258	NaN	113159.6328	31117.1445	NaN	NaN	27334.543	30926.6582	39594.1094	NaN	32828.4141	NaN	34209.0938	NaN	27465.5547	NaN	32509.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34689.293	34078.1328	32870.8008	NaN	NaN	NaN	27767.3418	NaN
3.469	NaN	NaN	38558.7148	NaN	NaN	NaN	NaN	NaN	37166.8438	NaN	69086.8203	29185.4531	NaN	NaN	NaN	NaN	38836.9883	NaN	32434.5215	NaN	33022.4297	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31888.5156	34016.5039	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35019.3984	NaN	47225.9414	30150.8555	NaN	NaN	NaN	NaN	35599.1719	NaN	33977.4297	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32527.8906	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35039.1523	NaN	38201.5703	29496.1367	NaN	NaN	NaN	NaN	33979.3789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34589.2852	29056.5449	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34149.6914	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34384.9609	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
