x	Y_20180224_15100_10_2g	Y_20180224_15100_11_6g	Y_20180224_15100_13_1g	Y_20180224_15100_13_6g	Y_20180224_15100_14_2g	Y_20180224_15100_15_4g	Y_20180224_15100_16_1g	Y_20180224_15100_17_4g	Y_20180224_15100_19_6g	Y_20180224_15100_20_10g	Y_20180224_15100_20_11g	Y_20180224_15100_22_4g	Y_20180224_15100_30_4g	Y_20180224_15100_33_7g	Y_20180224_15100_7_10g	Y_20180224_15100_7_3g	Y_20180224_15100_9_10g	Y_20180224_15100_9_7g
1.3342	17595.172	22559.465	16212.51	21271.248	17157.734	16976.715	18134.775	18512.729	21231.861	14954.254	18812.502	18240.012	20565.625	17628.248	16256.073	16712.779	22350.65	24834.031
1.4676	17328.332	21324.32	15253.272	19950.83	17008.723	17276.6	16677.014	17461.688	18594.062	14790.755	18869.438	18970.273	19392.635	18640.531	15362.049	16390.938	21364.803	24676.135
1.6011	16805.857	19804.1	15178.854	19358.615	17192.973	17766.613	16839.242	17850.65	18046.357	14680.222	18515.264	18497.645	17996.725	17715.135	14830.346	17406.934	22767.373	22544.273
1.7345	18901.131	18524.633	15652.076	18283.035	16077.187	16570.514	16182.904	16799.707	17054.293	13961.524	18090.926	18291.844	17632.432	19096.535	15348.612	16763.398	23143.396	21048.988
1.8679	18168.807	17423.178	14590.078	17502.531	16032.625	17854.301	15171.972	16773.09	16153.688	14017.359	16937.279	18032.486	17978.516	18365.146	15308.603	15925.693	22521.844	20654.629
2.0013	17354.236	17203.172	14873.108	17052.004	15220.199	15660.926	15771.67	15886.556	15080.894	13039.066	17021.793	17350.779	16602.322	17863.91	14931.11	16003.258	22050.891	18589.992
2.1348	16985.037	17145.041	14836.93	16692.959	15081.177	16376.528	15274.407	14259.951	14806.482	13661.37	16332.502	16401.959	15861.706	15139	15896.776	15878.479	19708.854	18252.016
2.2682	17032.83	17227.314	NaN	16314.382	15317.78	16950.25	15917.739	14626.486	14609.386	NaN	15440.249	15321.005	15430.531	14923.089	15978.927	NaN	18887.859	18131
2.4016	16438.99	16509.477	NaN	14780.519	15419.771	16261.455	15389.891	16191.013	14436.857	NaN	15066.176	15333.395	16070.736	14626.975	16914.6	NaN	18159.527	17596.207
2.535	15883.692	NaN	NaN	15109.058	NaN	16341.678	15961.456	14984.782	14268.878	NaN	15739.112	14854.211	NaN	NaN	NaN	NaN	16802.982	17039.527
2.6684	14874.479	NaN	NaN	14654.481	NaN	NaN	NaN	15919.039	14608.407	NaN	NaN	14747.088	NaN	NaN	NaN	NaN	NaN	NaN
2.8019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
