x	Y_20181208_15692_30_12g	Y_20181208_15692_30_1g	Y_20181208_15692_30_4g	Y_20181208_15692_30_5g	Y_20181208_15692_31_13g	Y_20181208_15692_31_16g	Y_20181208_15692_31_18g	Y_20181208_15692_31_9g	Y_20181208_15692_32_11g	Y_20181208_15692_32_13g	Y_20181208_15692_32_14g	Y_20181208_15692_32_6g	Y_20181208_15692_33_11g	Y_20181208_15692_34_3g	Y_20181208_15692_34_6g	Y_20181208_15692_34_7g	Y_20181208_15692_34_8g	Y_20181208_15692_34_9g	Y_20181208_15692_36_10g	Y_20181208_15692_36_5g	Y_20181208_15692_37_9g	Y_20181208_15692_38_14g	Y_20181208_15692_38_15g	Y_20181208_15692_38_1g	Y_20181208_15692_38_3g	Y_20181208_15692_38_4g	Y_20181208_15692_38_7g	Y_20181208_15692_38_8g	Y_20181208_15692_39_12g	Y_20181208_15692_39_13g	Y_20181208_15692_39_4g	Y_20181208_15692_39_5g	Y_20181208_15692_40_15g	Y_20181208_15692_40_5g	Y_20181208_15692_40_7g	Y_20181208_15692_41_8g	Y_20181208_15692_42_12g	Y_20181208_15692_42_15g	Y_20181208_15692_42_4g	Y_20181208_15692_42_6g	Y_20181208_15692_43_11g	Y_20181208_15692_43_14g	Y_20181208_15692_43_19g	Y_20181208_15692_43_5g	Y_20181208_15692_44_12g	Y_20181208_15692_44_8g	Y_20181208_15692_45_14g	Y_20181208_15692_45_4g	Y_20181208_15692_45_9g	Y_20181208_15692_46_10g	Y_20181208_15692_46_12g	Y_20181208_15692_47_3g	Y_20181208_15692_47_4g	Y_20181208_15692_6_12g	Y_20181208_15692_6_1g	Y_20181208_15692_6_2g	Y_20181208_15692_7_13g	Y_20181208_15692_7_8g	Y_20181208_15692_8_5g	Y_20181208_15692b_1_2g	Y_20181208_15692b_1_5g	Y_20181208_15692b_10_1g	Y_20181208_15692b_11_10g	Y_20181208_15692b_11_22g	Y_20181208_15692b_11_24g	Y_20181208_15692b_12_17g	Y_20181208_15692b_12_2g	Y_20181208_15692b_12_6g	Y_20181208_15692b_12_7g	Y_20181208_15692b_12_9g	Y_20181208_15692b_14_3g	Y_20181208_15692b_15_3g	Y_20181208_15692b_15_4g	Y_20181208_15692b_16_10g	Y_20181208_15692b_16_2g	Y_20181208_15692b_16_9g	Y_20181208_15692b_17_1g	Y_20181208_15692b_2_3g	Y_20181208_15692b_2_4g	Y_20181208_15692b_2_5g	Y_20181208_15692b_3_1g	Y_20181208_15692b_3_2g	Y_20181208_15692b_3_7g	Y_20181208_15692b_7_3g	Y_20181208_15692b_8_8g
1.3342	66923.1641	52429.3984	34503.207	37966.9102	38806.6758	37585.9922	32217.998	31242.4102	39135.8516	55874.0391	56372.7344	53571.7227	39280.7734	33406.1328	42720.043	89758.1875	86785.875	58506.75	107356.375	53011.0781	97307.3125	61720.8594	53494.375	28526.2266	61093.1211	52859.9531	96010.2969	63557.0625	39355.5195	109553.75	63479.4062	60221.7148	88193.6875	62199.4609	44093.0273	34546.5117	34410.9648	66261.7578	100152.0078	44341.6328	42625.4258	39258.4141	33078.6211	31772.8965	40551.7852	31486.0977	84524.9375	33506.625	57495.6641	50019.3516	37550.4805	36926.9141	76615.9844	36583.8867	69696.0312	33622.3164	37697.7656	33968.8594	42534.5586	85017.5234	70136.5312	76459.5781	48936.2383	69345.5859	67806.9297	51136.8125	51499.0312	28932.1836	56622.3281	79586.5312	43723.7031	42207.6172	33028.832	44045.6875	70998.5391	80733.0938	30442.4316	42932.2109	71661.3203	58818.6211	47852.6875	86135.5625	32734.6816	40141.2109	62723.75
1.4676	73645.3281	62053.668	37507.625	50661.4102	52144.5898	43683.8789	34450.8438	34611.7031	58278.9062	68722.2969	43881.5156	80572.0469	51828.5391	35921.2188	41257.2539	76880.7266	68109.0078	50117.0742	109044.3672	38546.082	98843.3125	57334.8672	65516.7383	31512.9688	44059.207	45587.5742	76372.6953	82129.75	54182.0312	90529.8281	48342.9062	41719.332	66839.5625	68530.3906	58353.5859	41794.9453	39293.5156	73114.3984	110256.3359	57884.6016	58228.1797	52238.6797	41199.6875	29744.7207	55502.3477	36994.3945	65244.5586	35771.9805	87098.5859	64233.0234	48160.3711	46856.3906	57224.1211	50284.6797	47215.9336	32220.6348	43270.8203	36546.543	54587.75	77463.9531	58440.9375	49908.0898	69979.9375	59148.125	73141.9922	42858.3789	38741.8633	29688.8008	61403.8164	115047.1484	61521.0117	55345.8438	40591.5117	52659.7266	80066.8828	110464.1172	33413.6328	58504.168	51581	75663.1406	73364.5156	73121.3906	36862.5547	33876.2461	43458.5
1.6011	60996.7695	46972.1875	44861.332	65675.0859	56114.1562	40234.5469	39234.3984	39072.6992	74313.2969	59272.0391	38378.375	100814.3984	74252.1562	38612.043	36074.2461	51327.1836	51317.4297	38202.0586	74125.2031	32414.8359	71130.3984	44099.4531	58464.8516	35832.1133	36014.1484	35861.9414	50467.0156	81907.8828	58795.832	62053.4375	37784.8516	35732.1211	46875.5	54288.793	60026.2227	54772.6016	49900.3164	55278.5469	80971.1875	57092.0195	77171.3047	70506.3125	51147.8203	27979.4336	81111.0469	46721.8906	46030.8047	45080.7383	106526.1641	59675.0469	69211.75	69692.6562	40503.0938	66186.8203	37763.4023	34354.5352	49468.793	45404.207	57000.3281	49534.0898	44642.9648	34626.75	75048.7344	42025.3594	62494.1758	38212.4453	32809.7656	32210.3652	51023.5234	107224.8359	66275.4375	79096.0547	48108.0547	54247.418	64713.9141	92885.9688	41172.4844	87274.0078	38638.3789	67593.6875	84051.1172	48130.0312	41357.8828	32674.1523	37788.8203
1.7345	47442.8789	34535.457	68926.0703	62043.5469	42890.6641	31589.6895	51708.6719	48473.6172	66882.4062	43918.5742	36641.1875	84904.9062	92738.8516	48753.4609	33380.2266	40131.0352	NaN	35672.7148	49588.4805	31352.2344	46156.6797	NaN	42927.3359	33779.5938	33072.0195	32475.5508	40898.0391	60641.3789	45580.6094	45124.5469	31496.377	34132.0586	39588.1055	38419.0977	43802.3711	71279.1328	59084.8438	42689.1016	50531.832	44542.5547	72019.0938	73425.0703	46429.75	27614.291	86778.9141	52395.4414	36537.8008	64670.6367	85261.5781	44385.043	80073.4375	116542.2188	31993.541	63413.3789	34162.6367	34312.6016	47101.293	60723.4805	47389.7227	37937.6875	36374.0117	31314.1719	56798.6875	31173.082	50755.5781	35834.5938	29465.1953	36661.1406	39622.25	65987.2734	54874.9688	90774.9141	44019.6367	45516.5703	44307.8789	59061.2852	57979.875	104534.9141	36424.3438	49927.8125	69449.4531	36085.043	52301.6055	32880.3633	NaN
1.8679	40459.2891	29442.1328	109563.9609	47344.543	32719.9062	29087.8008	72787.2266	68702.9766	49060.1484	38307.168	NaN	56301.2812	81616.2891	69747.8984	32225.6953	36440.6016	NaN	NaN	37154.6367	31473.0996	34789.2031	NaN	37425.6875	29077.2988	NaN	32325.7285	35710.4844	43203.1406	33343.8203	40763.7812	30037.418	34612.5039	37565.6562	35370.5195	33989.9844	65831.7812	54828.1836	41098.6367	38765.9648	35105.0078	55603.9336	57999.0703	39062.4258	NaN	71581.4688	45338.4531	35051.7891	85091.7188	54902.8867	35347.1641	62778.9453	136794.8906	30644.5039	47869.4102	35441.9453	36900.5664	39615.3359	73182.5469	37543.4766	36209.9805	35208	30616.2598	39504.3281	28584.7109	45295.5508	33659.8086	27787.5762	47604.5195	34765.125	44281.8633	41167.7578	75542.2031	36199.8594	37990.7227	33977.0117	43520.3086	72580.1875	87265.7031	39554.1602	40128.0312	50079.3242	30102.1602	52652.3984	NaN	NaN
2.0013	39089.0312	29324.3906	118512	37376.2734	27857.4863	28213.5801	96103.9453	84863.1406	36106.0586	36097.6797	NaN	40563.8555	55475.0781	100296.6172	31623.5762	NaN	NaN	NaN	34199.3594	NaN	31059.8848	NaN	33800.2422	27441.9219	NaN	NaN	33926.3594	36652.1797	30053.4609	43452.3281	NaN	NaN	33974.125	34721.4492	32171.334	52348.7773	45309.8906	38032.3555	35257.082	30824.1504	44438.6602	45105.7969	31823.1602	NaN	58374.6406	35905.8125	33515.6758	79549.1719	41631.0391	31779.709	44346.0234	99868.125	29813.5625	36673.7617	34133.3008	46394.5352	35488.2031	62491.6484	33229.9766	33774.0586	35997.6914	30297.4004	34900.4062	28724.1934	39708.9062	NaN	27388.2422	67576.2031	31540.7871	34665.3438	36841.5938	58069.8867	31826.9961	36041.6406	33045.8203	37579.457	64875.2539	57644.9883	NaN	37732.8594	38153.8906	29334.0762	40926.8438	NaN	NaN
2.1347	45364.9805	31218.0078	76719.1953	33496.8945	26430.6328	26268.3867	81979.3594	70439.9844	31741.3457	35384.3672	NaN	36784.5625	40548.9727	96381.5234	NaN	NaN	NaN	NaN	31819.1992	NaN	30037.873	NaN	32824.3945	25680.248	NaN	NaN	37671.8789	32435.2246	28758.3145	NaN	NaN	NaN	33958.7734	NaN	31020.0781	46906.3125	39106.3086	34415.75	34332.5938	30545.4258	NaN	37169.7266	28523.9297	NaN	50473.5586	33267.4727	33223.3008	53287.2812	35595.3984	29779.4551	35113.3008	61392.6914	NaN	33227.7031	NaN	56597.9258	33155.2734	47671.3555	30797.127	33538.4961	NaN	NaN	32676.1172	26273.0195	36674.2539	NaN	NaN	75346.3125	33016.6797	32482.8008	33630.7617	48505.4062	32853.332	NaN	31182.75	35978.9023	48204.6523	41853.6289	NaN	40477.6484	33955.1914	30850.7812	34835.8867	NaN	NaN
2.2682	NaN	NaN	47811.0742	32025.8066	NaN	NaN	53947.1914	48586.5391	30657.2598	33860.9141	NaN	NaN	34574.7305	63537.1523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33410.6797	NaN	NaN	NaN	NaN	NaN	27084.0215	NaN	NaN	NaN	NaN	NaN	NaN	42182.7773	37813.7656	NaN	32373.4062	NaN	NaN	34804.2383	29275.9492	NaN	39289.7266	NaN	NaN	39096.4883	35106.6367	30389.0762	32825.3008	43882.5469	NaN	31282.9805	NaN	56294.082	33533.5352	37344.6914	30097.291	NaN	NaN	NaN	32924.3828	NaN	NaN	NaN	NaN	57211.5234	NaN	NaN	NaN	37872.6328	NaN	NaN	NaN	34428.8086	36836.6523	36624.293	NaN	NaN	NaN	29056.4961	32991.3398	NaN	NaN
2.4016	NaN	NaN	39314.1992	31907.7578	NaN	NaN	39828.8828	37617.2578	29353.502	33946	NaN	NaN	33100.7578	45351.8242	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37995.9023	34149.8164	NaN	31984.8555	NaN	NaN	33744.293	NaN	NaN	NaN	NaN	NaN	34605.9219	33838.8398	NaN	30592.0488	37123.0312	NaN	NaN	NaN	45185.5703	34119.8594	34851.5977	NaN	NaN	NaN	NaN	31540.123	NaN	NaN	NaN	NaN	39917.0352	NaN	NaN	NaN	33754.3125	NaN	NaN	NaN	33011.25	33879.375	35715.6328	NaN	NaN	NaN	NaN	32034.6992	NaN	NaN
2.535	NaN	NaN	37892.0508	NaN	NaN	NaN	34721.1094	32683.5	31357.4355	NaN	NaN	NaN	33437.6758	37940.9688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34561.4805	33498.5625	NaN	NaN	NaN	NaN	31121.7559	NaN	NaN	NaN	NaN	NaN	32051.2207	33775.7031	NaN	29562.3574	35127.3242	NaN	NaN	NaN	37511.4297	NaN	34722.4492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33007.7461	NaN	NaN	NaN	32788.8398	NaN	NaN	NaN	NaN	31420.2168	35280.7734	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.6684	NaN	NaN	36441.0625	NaN	NaN	NaN	32531.4453	NaN	NaN	NaN	NaN	NaN	NaN	33561.6641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32713.3379	NaN	NaN	NaN	33233.6875	NaN	NaN	NaN	34039.1719	NaN	33247.8086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31782.123	NaN	NaN	NaN	29998.9531	NaN	NaN	NaN	NaN	30890.8633	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.8019	NaN	NaN	34128.8984	NaN	NaN	NaN	31676.166	NaN	NaN	NaN	NaN	NaN	NaN	32413.6328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33841.8906	NaN	NaN	NaN	33184.8594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29656.5508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29597.6445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9353	NaN	NaN	NaN	NaN	NaN	NaN	32250.8223	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29389.1523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
