x	Y_20180212_14590b_1_12g	Y_20180212_14590b_1_13g	Y_20180212_14590b_1_15g	Y_20180212_14590b_1_1g	Y_20180212_14590b_1_7g	Y_20180212_14590b_1_9g	Y_20180212_14590b_10_2g	Y_20180212_14590b_10_3g	Y_20180212_14590b_10_4g	Y_20180212_14590b_10_5g	Y_20180212_14590b_10_6g	Y_20180212_14590b_11_3g	Y_20180212_14590b_11_4g	Y_20180212_14590b_11_8g	Y_20180212_14590b_12_3g	Y_20180212_14590b_12_4g	Y_20180212_14590b_12_7g	Y_20180212_14590b_13_2g	Y_20180212_14590b_13_3g	Y_20180212_14590b_13_4g	Y_20180212_14590b_13_7g	Y_20180212_14590b_14_1g	Y_20180212_14590b_15_11g	Y_20180212_14590b_15_12g	Y_20180212_14590b_15_7g	Y_20180212_14590b_16_4g	Y_20180212_14590b_16_5g	Y_20180212_14590b_17_1g	Y_20180212_14590b_17_4g	Y_20180212_14590b_17_5g	Y_20180212_14590b_18_3g	Y_20180212_14590b_18_4g	Y_20180212_14590b_18_5g	Y_20180212_14590b_18_9g	Y_20180212_14590b_19_1g	Y_20180212_14590b_19_4g	Y_20180212_14590b_19_5g	Y_20180212_14590b_19_6g	Y_20180212_14590b_2_5g	Y_20180212_14590b_20_1g	Y_20180212_14590b_20_5g	Y_20180212_14590b_21_1g	Y_20180212_14590b_21_2g	Y_20180212_14590b_23_1g	Y_20180212_14590b_24_4g	Y_20180212_14590b_25_1g	Y_20180212_14590b_25_4g	Y_20180212_14590b_25_5g	Y_20180212_14590b_26_1g	Y_20180212_14590b_26_5g	Y_20180212_14590b_26_6g	Y_20180212_14590b_27_4g	Y_20180212_14590b_27_5g	Y_20180212_14590b_28_4g	Y_20180212_14590b_29_1g	Y_20180212_14590b_30_4g	Y_20180212_14590b_30_5g	Y_20180212_14590b_31_4g	Y_20180212_14590b_32_1g	Y_20180212_14590b_32_2g	Y_20180212_14590b_32_5g	Y_20180212_14590b_32_6g	Y_20180212_14590b_33_4g	Y_20180212_14590b_33_7g	Y_20180212_14590b_35_1g	Y_20180212_14590b_35_2g	Y_20180212_14590b_36_1g	Y_20180212_14590b_36_2g	Y_20180212_14590b_37_2g	Y_20180212_14590b_38_4g	Y_20180212_14590b_39_1g	Y_20180212_14590b_39_5g	Y_20180212_14590b_4_2g	Y_20180212_14590b_4_5g	Y_20180212_14590b_4_7g	Y_20180212_14590b_40_2g	Y_20180212_14590b_41_1g	Y_20180212_14590b_41_2g	Y_20180212_14590b_44_2g	Y_20180212_14590b_44_4g	Y_20180212_14590b_45_5g	Y_20180212_14590b_47_5g	Y_20180212_14590b_48_11g	Y_20180212_14590b_48_12g	Y_20180212_14590b_48_13g	Y_20180212_14590b_48_2g	Y_20180212_14590b_48_8g	Y_20180212_14590b_48_9g	Y_20180212_14590b_5_10g	Y_20180212_14590b_5_1g	Y_20180212_14590b_5_2g	Y_20180212_14590b_5_5g	Y_20180212_14590b_5_9g	Y_20180212_14590b_6_1g	Y_20180212_14590b_6_7g	Y_20180212_14590b_6_8g	Y_20180212_14590b_6_9g	Y_20180212_14590b_7_3g	Y_20180212_14590b_7_5g	Y_20180212_14590b_7_6g	Y_20180212_14590b_8_1g	Y_20180212_14590b_8_2g	Y_20180212_14590b_8_3g	Y_20180212_14590b_8_5g	Y_20180212_14590b_8_8g	Y_20180212_14590b_8_9g	Y_20180212_14590b_9_2g	Y_20180212_14590b_9_3g	Y_20180212_14590b_9_4g	Y_20180212_14590b_9_5g	Y_20180212_14590b_9_6g
1.3342	14714.186	17088.062	16549.752	19203.977	16313.805	22341.662	16778.037	15359.916	17855.797	17218.123	17157.824	17981.523	20467.18	18808.723	16706.619	16392.01	16665.512	16829.895	19246.639	17102.936	14435.638	14179.403	12280.814	22759.084	14663.053	14550.792	15721.167	22686.518	16674.662	18500.986	15522.888	14592.327	23603.148	23937.654	13843.778	18866.887	16991.32	16479.838	18663.895	15681.963	19466.723	20375.51	15829.139	18479.916	14338.295	16065.454	17732.09	15400.611	14644.388	20657.316	21465.742	13187.119	17646.895	19253.045	16150.122	15633.137	17219.73	14977.946	17567.043	14400.452	15463.542	18540.984	17756.184	17949.906	16187.059	20343.691	14680.533	17011.234	13957.751	17034.967	17072.746	17693.723	19637.34	15356.154	17374.291	15080.428	29995.305	18524.377	19901.684	17982.209	17216.32	14894.869	15041.026	15783.214	21079.764	18268.443	14606.333	15941.505	17829.318	15633.105	16154.298	20219.307	19394.293	14312.115	16755.402	19288.277	17257.193	14661.65	13446.135	19009.076	19325.955	14215.45	16210.332	15464.651	19971.404	19936.9	15282.833	16986.033	14750.024	14649.062	21629.812
1.4676	16258.705	18679.236	17719.344	18586.045	17559.385	22441.768	16230.003	16581.742	17280.934	17755.244	19720.434	17454.232	22197.67	19552.445	17528.543	17169.812	16552.99	15079.112	19328.082	16554.906	15874.505	15379.075	13036.225	21927.393	14973.959	14647.236	14589.612	22467.604	15886.199	20263.9	13984.37	15308.604	22102.385	22057.717	12571.775	17233.697	16790.703	16387.781	18318.123	15908.998	17950.348	18427.926	16432.549	17116.885	14521.578	15704.94	17100.455	15180.984	14171.98	18384.619	21010.961	12773.512	21982.754	19108.246	15163.402	16956.324	17183.438	14459.306	19324.605	14991.88	17515.615	20038.965	18092.234	22282.98	18549.002	20042.83	14731.101	18210.051	15161.004	19508.566	18125.854	18910.574	26230.531	14903.457	16250.567	13912.142	26302.809	16792.895	21203.303	17030.48	17395.42	16056.371	14446.193	19944.074	19811.135	18367.039	13848.386	17435.533	16271.099	14740.118	16500.992	22879.389	17982.51	14527.441	15037.379	19437.195	16025.504	14250.334	12690.39	18773.396	19917.906	15496.444	15501.438	17204.992	19897.318	21865.475	16452.814	18288.975	16220.493	16465.99	20278.971
1.6011	19229.648	23051.551	19086.729	17294.133	18683.719	24508.779	15797.073	20775.82	16722.781	16116.479	20736.137	18590.32	23650.979	19383.656	19409.68	19047.799	16031.413	14561.893	18812.16	15290.471	17342.203	15475.983	13413.011	22992.879	15074.813	14792.241	16273.49	21637.967	16185.277	23808.184	13353.66	15976.794	20020.918	19879.516	13066.509	17993.242	15825.476	17589.027	18512.895	17091.34	17493.213	17596.889	16759.863	15980.07	15381.838	16060.93	18656.564	15060.124	14492.336	17273.766	19696.775	13902.385	28692.307	18728.387	15465.12	17719.242	18326.426	16177.924	26483.256	16343.312	19607.32	21030.609	21327.74	27634.883	23646.328	18826.873	15854.459	19455.879	17060.031	20433.311	21451.607	22024.938	33559.078	15484.52	16037.533	14679.589	22644.504	15283.646	25658.516	15111.202	16408.979	19634.906	13617.102	22347.186	20970.703	20353.875	13318.909	22517.377	16458.25	14932.839	16870.807	27325.65	18404.699	16862.91	15092.022	19534.99	15953.868	13965.399	13568.996	18453.723	22251.602	15220.332	15507.725	16862.346	20300.861	24567.053	18202.615	20289.334	20118.918	19442.57	20419.156
1.7345	21030.691	26736.83	24099.834	18494.084	23595.227	26952.871	14384.784	26083.744	15710.13	14567.601	19400.102	21073.67	28105.777	19678.719	18255.043	21960.686	16997.223	14296.822	19118.107	15926.969	19925.635	16345.996	14626.347	22113.354	16581.018	15814.286	16837.832	23804.051	17415.65	27842.408	13466.024	17932.824	19455.348	18317.82	13821.068	17643.014	14747.912	19342.93	19408.09	16907.328	16426.029	16785.715	18927.479	16596.74	15041.112	17799.908	22472.303	16502.607	16550.172	17381.395	17988.967	14914.877	35754.137	19712.201	16594.102	17809.697	22094.748	19869.711	32523.824	19374.363	18903.982	22738.555	28809.996	30385.695	28744.117	19663.924	16171.13	23910.674	18960.785	19504.963	25570.826	29270.793	36642.391	17101.781	16529.734	14697.64	21139.539	14698.529	34431.223	14756.461	18430.613	23110.135	14223.996	25232.871	23758.244	25524.826	13039.238	26824.475	19496.99	16075.089	19382.922	33238.004	21432.828	21366.977	14856.52	17973.24	18603.389	14545.786	15564.388	19302.48	23932.604	16486.17	16093.918	19281.277	23687.797	26047.51	21188.785	22307.389	23425.227	23578.596	21983.143
1.8679	22477.998	31500.609	29847.723	20590.137	29573.412	25861.258	15441.019	30356.463	13786.082	14238.493	17202.523	27246.139	30556.891	20772.447	17747.279	26987.84	21650.09	13458.996	20806.412	15678.083	25138.836	17900.434	15867.468	23310.916	19231.105	17093.605	19748.74	23823.086	15790.761	30922.902	13272.165	21760.127	18332.967	18505.768	13419.941	17107.783	15270.087	23205.908	19226.447	18808.842	15702.555	19402.201	21129.971	17126.064	15703.909	19016.1	27539.275	19281.844	18741.691	18461.221	15593.771	16158.148	36808.168	19689.416	15728.528	16694.723	27200.23	22121.445	35671.465	25151.965	18573.494	22455.48	34340.375	NaN	34337.727	19215.611	19595.623	26864.729	21957.924	18656.252	28967.055	32613.906	NaN	21322.898	16235.777	16100.347	19559.543	15091.074	36248.676	15020.867	21785.422	27579.381	14835.944	NaN	23996.957	33708.59	15084.068	32190.297	24097.365	19520.713	24626.645	33702.445	24781.199	25751.896	14625.112	17944.621	22628.523	15205.982	20022.266	18650.648	26325.59	17490.023	17636.479	23532.967	28247.967	23472.941	24107.887	26837.998	NaN	NaN	24223.404
2.0013	22532.848	31780.861	36388.293	24648.279	35916.523	24387.611	15520.614	NaN	13470.258	14873.34	15666.117	33877.891	31464.529	25573.742	17130.59	28740.564	26761.664	13132.416	24843.137	16473.492	NaN	NaN	19618.031	25683.65	23173.951	20105.297	23709.596	24924.227	14964.299	35752.465	13300.291	28166.1	17715.227	19311.215	13633.676	17376.107	17238.512	29560.947	18887.951	20358.629	14950.215	22069.994	24500.209	18168.531	16949.777	22919.451	30433.664	22774.992	18578.293	19824.111	14643.801	18777.854	37017.359	21669.4	16602.191	17606.449	30577.492	24731.9	NaN	34565.641	NaN	NaN	36246.414	NaN	NaN	22135.807	23138.609	31223.615	23498.074	18326.387	26769.824	NaN	NaN	24099.883	17404.096	16385.059	18329.625	16326.709	31029.912	16394.984	26690.002	NaN	16723.275	NaN	24381.721	NaN	17172.324	NaN	27612.508	21096.943	29803.4	29770.146	NaN	28862.1	16741.5	20140.928	26707.068	17725.312	25032.77	18934.035	27030.289	18399.564	20790.723	28730.672	33818.934	19889.287	25969.676	28899.275	NaN	NaN	24936.432
2.1348	NaN	26774.854	NaN	29078.314	NaN	20818.539	NaN	NaN	13796.438	NaN	NaN	36201.773	NaN	29047.418	18588.557	NaN	NaN	NaN	NaN	18601.531	NaN	NaN	21021.127	30906.59	28606.209	22313.637	26739.619	25797.033	14733.18	33052.492	12720.937	34287.18	16308.91	20619.211	12969.483	18140.947	20112.537	31008.059	19550.494	21125.18	15129.034	23528.609	26871.334	19522.365	20114.559	26394.754	29865.963	NaN	18583.16	21478.402	15606.637	20982.07	NaN	26115.449	17144.318	19236.004	NaN	NaN	NaN	37461.633	NaN	NaN	29701.986	NaN	NaN	25172.881	25501.945	30558.344	22479.914	17153.613	21898.02	NaN	NaN	NaN	21994.025	16755.912	19068.186	17351.318	24197.666	17045.406	36476.023	NaN	17901.277	NaN	23941.885	NaN	18327.457	NaN	30078.193	23631.904	31636.52	24146.383	NaN	28168.143	19341.348	23954.682	NaN	21979.406	29618.354	18630.756	NaN	18264.25	23508.346	NaN	37401.363	18067.291	NaN	29020.436	NaN	NaN	NaN
2.2682	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13501.233	NaN	NaN	NaN	NaN	NaN	19897.863	NaN	NaN	NaN	NaN	20878.762	NaN	NaN	21658.539	38148.93	NaN	24012.42	26137.473	NaN	13459.931	NaN	NaN	38254.27	15968.65	20885.592	12820.533	21011.738	23857.197	28382.244	18098.088	20359.818	15726.854	22519.832	NaN	19775.697	25080.271	30807.244	NaN	NaN	NaN	21371.514	16797.682	23201.707	NaN	NaN	17125.131	21392.275	NaN	NaN	NaN	NaN	NaN	NaN	23540.238	NaN	NaN	27329.756	24275.652	NaN	NaN	NaN	19737.693	NaN	NaN	NaN	26539.047	17586.566	19418.471	18307.121	19994.723	18203.373	44201.695	NaN	18892.094	NaN	22302.668	NaN	18796.242	NaN	NaN	27054.436	28064.201	21982.336	NaN	23142.756	22472.156	28472.729	NaN	NaN	NaN	19809.68	NaN	18706.945	23254.689	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.4016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12993.294	NaN	NaN	NaN	NaN	NaN	21895.957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49428.82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16333.054	18766.533	12729.747	24099.301	29245.211	25341.549	15938.002	19001.752	NaN	NaN	NaN	19834.234	26263.742	31402.07	NaN	NaN	NaN	20605.529	17903.084	NaN	NaN	NaN	16708.479	23243.451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22714.141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31711.604	18907.049	19280.211	NaN	NaN	20895.209	46160.453	NaN	NaN	NaN	20723.473	NaN	NaN	NaN	NaN	24606.889	21927.342	NaN	NaN	NaN	NaN	31941.855	NaN	NaN	NaN	20342.148	NaN	NaN	21121.957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.535	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23103.869	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16256.792	NaN	12062.816	26972.301	30419.221	21831.49	NaN	17761.271	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19405.156	18807.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32507.857	20348.805	17809.434	NaN	NaN	23221.85	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19181.664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.6684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27429.309	29998.98	18768.666	NaN	17644.318	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30486.582	20108.824	16618.209	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.8019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26828.26	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28565.219	18668.898	15232.387	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25343.766	NaN	15249.603	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14585.99	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
