x	Y_20181208_15694_1_12g	Y_20181208_15694_1_13g	Y_20181208_15694_1_6g	Y_20181208_15694_1_7g	Y_20181208_15694_10_14g	Y_20181208_15694_10_1g	Y_20181208_15694_10_4g	Y_20181208_15694_11_8g	Y_20181208_15694_12_12g	Y_20181208_15694_12_4g	Y_20181208_15694_13_11g	Y_20181208_15694_13_12g	Y_20181208_15694_13_2g	Y_20181208_15694_13_3g	Y_20181208_15694_13_6g	Y_20181208_15694_14_1g	Y_20181208_15694_14_8g	Y_20181208_15694_15_2g	Y_20181208_15694_15_4g	Y_20181208_15694_16_12g	Y_20181208_15694_16_15g	Y_20181208_15694_16_7g	Y_20181208_15694_17_4g	Y_20181208_15694_19_13g	Y_20181208_15694_19_1g	Y_20181208_15694_19_20g	Y_20181208_15694_19_6g	Y_20181208_15694_2_11g	Y_20181208_15694_2_12g	Y_20181208_15694_2_8g	Y_20181208_15694_20_10g	Y_20181208_15694_20_11g	Y_20181208_15694_20_1g	Y_20181208_15694_20_3g	Y_20181208_15694_20_5g	Y_20181208_15694_20_6g	Y_20181208_15694_20_9g	Y_20181208_15694_21_6g	Y_20181208_15694_21_9g	Y_20181208_15694_22_12g	Y_20181208_15694_22_13g	Y_20181208_15694_22_1g	Y_20181208_15694_22_2g	Y_20181208_15694_22_8g	Y_20181208_15694_23_12g	Y_20181208_15694_23_13g	Y_20181208_15694_23_15g	Y_20181208_15694_23_17g	Y_20181208_15694_23_4g	Y_20181208_15694_23_5g	Y_20181208_15694_24_12g	Y_20181208_15694_24_4g	Y_20181208_15694_24_9g	Y_20181208_15694_25_1g	Y_20181208_15694_25_3g	Y_20181208_15694_26_10g	Y_20181208_15694_26_5g	Y_20181208_15694_26_7g	Y_20181208_15694_26_8g	Y_20181208_15694_27_3g	Y_20181208_15694_28_10g	Y_20181208_15694_28_2g	Y_20181208_15694_28_4g	Y_20181208_15694_28_6g	Y_20181208_15694_28_7g	Y_20181208_15694_29_3g	Y_20181208_15694_29_4g	Y_20181208_15694_29_6g	Y_20181208_15694_3_10g	Y_20181208_15694_3_11g	Y_20181208_15694_3_16g	Y_20181208_15694_3_3g	Y_20181208_15694_3_6g	Y_20181208_15694_3_9g	Y_20181208_15694_30_1g	Y_20181208_15694_30_5g	Y_20181208_15694_30_6g	Y_20181208_15694_30_7g	Y_20181208_15694_30_9g	Y_20181208_15694_5_10g	Y_20181208_15694_5_22g	Y_20181208_15694_5_2g	Y_20181208_15694_6_14g	Y_20181208_15694_6_17g	Y_20181208_15694_6_1g	Y_20181208_15694_7_11g	Y_20181208_15694_7_12g	Y_20181208_15694_7_15g	Y_20181208_15694_7_2g	Y_20181208_15694_7_4g	Y_20181208_15694_7_9g	Y_20181208_15694_8_9g	Y_20181208_15694_9_14g	Y_20181208_15694_9_3g	Y_20181208_15694_9_7g	Y_20181208_15694b_10_2g_left	Y_20181208_15694b_3_4g_left	Y_20181208_15694b_6_12g_left	Y_20181208_15694b_6_5g_left
1.3342	10827.0693	11240.874	13603.9453	15697.7549	16718.6621	11535.1738	13206.1807	11976.6299	11069.8096	13497.5645	13162.5176	12793.4141	14068.3057	12764.2197	13954.1162	12537.0039	13572.1494	15626.959	13364.6729	13277.5879	11758.9531	13535.6367	10879.2617	13316.084	11638.6484	12055.9863	13582.5664	13382.5645	11362.3135	15321.1748	13209.3828	16405.8184	14510.8164	14344.4502	13156.7891	11231.7812	17277.123	13727.5225	14030.6006	11614.1592	13319.876	12110.2295	16418.1367	11774.2021	12467.1426	11908.3633	11768.0547	15019.7949	12828.791	15360.9482	16432.5352	12774.5137	12956.6377	12873.8477	13734.543	13338.6143	14160.6182	14218.1553	12116.1211	12492.5518	12636.752	16967.041	12802.8574	13124.7148	12643.7646	14019.2139	15500.1465	14158.4307	17466.5684	15340.0312	12395.2402	15619.9453	13437.0859	16154.4531	13637.4727	13371.6514	14544.9268	13477.29	14669.6406	12285.1826	12935.168	13044.2432	11608.6299	11264.415	13960.1533	12178.5586	15163.4238	12220.6367	13352.3633	15048.7373	11334.8887	13913.6484	13633.3301	14425.0107	14052.1055	10869.2744	15479.7754	11139.7363	12840.668
1.4676	10872.8779	10453.3008	13908.1982	14070.7754	15560.3672	11501.6855	12863.1836	12709.4883	10712.2852	12750.1826	14324.7832	12836.7012	13782.1006	11859.502	14036.6738	11491.7676	13562.6094	14227.4775	13452.5791	13252.1709	12348.8975	14472.8662	11316.9766	13704.9541	12136.1113	12398.8057	12726.4268	13605.7246	11783.7314	14581.915	13602.0205	15859.0674	13705.9385	14376.1973	13291.0713	11176.418	16390.8379	13988.1533	14041.667	11894.9053	12715.3613	11727.6045	14948.1328	12191.2051	12947.0303	12117.7852	13123.9482	15651.9424	12010.5176	13997.0918	15790.0391	12894.9131	13438.4199	11988.625	12455.9521	12748.2129	14236.4619	14398.1094	11789.0518	12064.0674	12853.3662	16094.1152	14737.835	13186.3232	11381.1191	12718.0479	15212.9268	13765.1436	17870.5234	14000.4922	11639.1914	15610.9648	13440.3369	14550.1387	12956.8115	14403.4795	15213.5186	13396.6846	15224.8701	12787.249	13698.5	13593.791	12796.3184	11505.5127	13333.9092	12225.8467	14348.5771	12690.0215	13556.6006	14253.7334	11132.1162	14557.7803	12980.7715	13294.8691	13767.0771	11162.9434	15565.459	11609.3223	13112.291
1.6011	10887.5518	10810.1445	13882.752	13935.6387	15150.8408	11910.0938	12998.7988	12849.6641	10949.6396	12858.7275	14071.957	12236.3809	14041.5938	12328.2773	13906.0137	11219.5625	12827.4189	13667.0371	13510.083	13063.4707	12769.9297	14461.75	11463.0225	13296.2617	12454.0479	13091.4014	12619.4531	14721.8535	12186.0146	13956.6504	14029.4746	14830.9521	13015.7822	13718.834	13045.459	12394.3271	13413.3535	14284.4102	15585.5938	12010.208	12540.1367	11769.1279	15069.9551	11581.3164	12751.9258	12508.6396	13685.3887	16406.9961	11114.8496	13618.7354	15359.0986	12689.8809	13420.8994	11938.1221	12535.4199	12847.1934	14938.2002	13699.0986	12095.2705	12816.8994	11990.5059	15466.4141	15763.4912	13579.4863	11635.2031	12111.3428	15991.0508	13849.1709	17450.0605	13388.0273	12237.7168	14915.0566	12262.4453	12832.5479	11944.6494	14096.7588	15377.2354	14296.71	13998.8975	12663.1436	13361.9902	13079.3418	12678.1768	12129.5195	13230.2227	11869.5459	13868.7559	12912.8906	13816.3848	14728.3359	10591.2637	15004.7051	13400.2324	12750.7295	13588.4346	11747.0723	16694.998	11139.709	12647.0898
1.7345	12086.4951	11234.7451	14227.0781	14566.4893	14804.1396	12209.5166	12908.0029	12110.7754	11449.0176	13028.3145	13927.9395	12203.582	13906.3613	13285.8193	14482.6748	11649.8848	12914.7588	12997.6768	14533.1787	12491.4609	13978.4395	13816.5674	11561.2529	13205.6514	13737.293	12144.7549	13074.1963	14645.7822	11625.127	12700.4697	14476.0215	15304.6592	12091.1172	13187.0518	13273.3008	12989.2646	13448.6309	14070.2168	15542.2139	11760.7939	12147.1279	12138.1182	13413.9902	12731.9756	12772.0186	12647.0371	13475.2207	14939.0371	11041.0273	14040.2344	14462.7715	12539.1289	13242.1553	10830.792	12675.1416	13328.1445	17034.0977	13588.1758	12332.7744	12847.6904	11022.3037	14308.0605	14035.1182	13998.3477	11318.667	11290.1426	14174.3252	13121.2031	16771.9336	13177.7881	12916.6934	14052.0439	12197.5303	12859.9092	11879.5156	13870.7695	14041.4727	15054.958	12390.0996	12880.6152	12723.6953	13431.29	11770.4229	12717.8965	13218.7617	12237.0381	12440.4971	13577.8359	15156.6348	14461.8408	11121.6289	15678.7568	12032.3096	12589.8672	13534.7822	13245.9258	15863.29	10645.7236	12744.1846
1.8679	12508.3477	10991.9521	13885.7227	14161.4316	14658.0723	12408.9434	13477.1416	12337.4111	11321.2305	13033.5967	13570.4424	13931.5859	13995.7246	14726.248	14661.207	11161.3057	13418.9746	12774.001	15501.0547	11134.124	12769.7852	13718.8916	10985.2324	14056.1191	14334.1055	13021.9277	13693.7471	13866.4873	10973.2715	12685.0303	14307.4287	15431.7461	11645.9043	13118.627	13160.9023	12937.1699	12956.7461	13770.667	13618.332	11580.0176	13380.543	12598.5986	12376.9189	12903.3701	12235.3525	11977.8496	12666.0771	14555.7959	11187.0771	14792.4658	13604.6953	12984.8047	13221.4014	10262.7637	12930.2236	11731.8994	17010.9219	12986.2559	12800.2959	12375.7324	11400.8467	13019.8291	12736.875	13493.2891	10816.5801	12574.3369	13381.6309	13573.9414	14633.0488	12656.7627	12937.5771	12889.5146	12032.5352	13573.3555	11878.2441	13002.0449	13201.6084	15430.6133	10665.9336	12269.3311	13262.8447	12860.2109	12091.0059	12051.2334	12688.1533	12328.8516	11897.7275	12780.7578	15299.5918	13741.6729	11556.1982	16017.8262	11731.6279	11500.3809	13334.4385	13100.7236	15191.6211	10232.5898	11286.8916
2.0013	12672.8965	11333.4961	12507.2324	14557.8105	14884.4814	11763.708	13754.8887	12645.208	10845.4883	12877.2764	13923.7314	13609.25	14003.3506	13890.0469	15375.2539	11189.8115	13061.7803	12390.6348	15998.3135	10986.1406	12373.1152	14335.4375	10990.9268	14555.3477	14131.499	13476.3135	13874.4902	12222.4307	10881.1279	12921.8584	13593.0508	15408.2227	11663.7178	13136.208	13958.3721	12884.5996	13309.1895	13715.3867	12757.5273	11242.6367	13744.1094	13894.1543	12592.5742	13137.0957	12728.9443	11219.3047	12160.2578	14936.3223	11354.9619	14987.0488	13758.9561	13402.2764	12772.7139	10118.8604	12524.3086	11849.7959	16299.7754	12339.9531	12898.0225	12580.4727	12559.5283	13177.9023	11644.6777	14109.5996	12084.8779	12840.2461	13039.8115	13990.1406	13315.4619	12068.3477	11675.7686	11828.4873	11708.3066	13624.8516	11318.5703	11982.4209	12415.1641	15070.2705	11167.293	12737.5938	12900.7275	13305.2295	12550.3682	12012.8838	13250.1875	13172.7422	11301.8662	13253.9648	15699.7754	13253.3818	11835.2666	14729.8311	11551.7002	11252.7607	12584.8789	13260.415	14534.4814	10019.8115	10630.8516
2.1347	11718.9854	11734.8271	12522.5205	13050.6797	15360.5576	11175.8467	13160.5361	12588.4443	11096.9932	12339.0811	14535.3193	12697.8145	14461.125	13444.5293	14157.5918	10730.1582	12697.5039	12857.9248	14194.6807	11191.124	12454.792	13964.7773	11518.5283	13878.9756	12962.9961	13033.1641	13861.043	11722.9775	11499.3896	12714.7119	13724.5869	15779.2646	11540.5049	12801.7871	13421.0928	12505.249	13427.2207	13998.502	12499.5977	11391.6719	13673.5195	14084.9619	11818.9707	13013.2637	12154.376	10814.1016	11925.8389	15758.0381	11557.1719	13085.3965	14368.5693	12643.6367	12927.4092	10640.0098	12136.7188	11794.5967	15073.4395	11604.2656	12434.7354	12421.2373	12582.9482	13550.3125	11401.8525	12525.499	12360.918	12894.6748	13092.958	13016.5449	11729.6543	12545.1611	11514.8193	11428.4434	11356.0635	13755.8691	10840.1221	11939.0996	12229.667	14511.0469	11057.4541	13389.1289	12190.4814	13479.1826	13687.1084	11584.915	12310.2285	12452.9189	11753.3516	13398.4844	16968.5762	13495.2422	12226.5498	14299.2363	11529.4756	10963.3037	11938.4824	12306.3643	13798.3926	9935.5342	11059.2422
2.2682	11149.8418	11984.707	12845.9736	13043.4824	14676.2383	10845.4756	12778.7715	12142.334	11021.6338	12930.2988	13906.0781	12742.8311	15670.5654	13073.7314	13380.4043	10667.1074	13312.7373	13724.4248	13190.7324	11099.9648	12956.29	13908.1504	12631.1162	12616.6309	12706.7275	12478.625	14389.6699	11789.0674	10997.6455	11980.8877	13271.2148	16118.5576	12391.4297	12868.3711	12483.3076	12013.3506	12740.709	13531.0186	11800.2725	11428.5098	13767.1094	13591.1191	11643.5107	12359.4189	12313.9102	10548.7549	10886.0225	15524.1807	11340.0156	13067.1807	15146.541	12055.9756	12425.6562	10460.1992	11667.1201	11809.2031	15010.5928	11684.1562	12068.2705	12395.0723	12606.8984	12862.5	11397.8066	11476.7793	12408.9248	12002.8691	12897.2744	12901.2734	11355.2021	11439.2695	11956.4443	10907.8428	11002.4902	13169.2715	10842.4121	11539.6064	12133.8916	13812.793	11077.8457	13747.0059	11881.3115	14155.6104	14143.5996	11260.8447	12618.04	12053.4023	11432.8945	12395.3311	16850.0508	12845.5371	12299.2969	14063.0684	12326.3008	11759.5957	11976.4043	11003.0156	12708.1211	10605.2783	10482.7969
2.4016	11582.1309	12894.8027	12281.6143	12888.7578	14300.3838	10303.3301	12278.4268	11865.3281	10853.1875	12161.8271	13387.6221	12753.917	15400.626	12173.3789	13846.3369	10753.8066	13125.8428	14153.9971	13094.7461	10955.9756	12964.1367	12649.9639	11537.5312	11876.4404	12493.8545	12609.5957	12945.3789	10999.6914	10845.0381	11486.3984	13274.7842	16167.5244	12779.7188	13100.666	12135.8477	11817.582	12139.6416	12876.8477	12717.584	11512.5713	12712.6699	12636.8076	12369.6963	12747.9824	11999.7803	10370.6162	10855.9014	15152.8105	11821.8809	12951.1621	14303.4658	11914.8496	12122.001	11000.9639	11442.9082	11756.8467	14202.8525	11307.1064	12284.8896	11805.459	12979.7939	12315.7842	11481.1475	11333.1318	12047.4385	12414.9092	12672.8916	12615.2197	11105.7246	10620.248	11018.6348	10635.6992	11155.4678	12504.877	11513.4346	11517.4678	12197.0576	13242.0957	11103.8457	13771.4365	11724.7891	13410.502	14517.3984	11590.4658	12469.2568	12003.9297	11355.9658	12657.2471	15697.4795	13255.5596	12065.4482	12840.7578	11673.458	11530.9111	12332.2959	11080.1172	12320.1377	10543.584	11129.8369
2.535	12085.0508	12895.0879	12427.0439	12075.4355	13151.248	10307.6152	11843.8008	11694.5635	11739.6953	11772.5586	13256.6924	12887.3555	14615.8281	10833.9854	13477.3184	10433.6934	13305.1777	13625.4941	12613.1357	11097.2676	12667.2012	11594.5742	11660.9453	11256.8818	11554.4082	11915.457	13009.1865	11070.3809	10797.2529	11648.8408	12440.6885	16561.3574	13073.8965	13030.7383	12277.8486	11253.9932	12164.1992	12530.9209	12280.4531	11608.0449	12893.6299	11878.5977	11735.0947	12488.0703	11646.4873	10826.2812	10923.5752	14557.3379	11774.4033	12356.0879	12957.1357	11634.373	11879.4209	10970.7783	11647.1758	10697.0879	14120.2646	11631.791	11999.8115	11272.5674	12046.3828	11657.3857	11063.3213	11023.0166	11091.2471	12119.6641	12315.3389	12871.8564	11481.4385	10532.8525	10973.4121	10857.9473	11648.3418	11839.4688	11115.6719	11996.7217	12309.6621	13176.4346	11646.7305	12298.4287	11662.5898	13202.4707	14071.7363	11436.7549	12598.0791	11677.3516	11905.6816	12267.6436	14458.9766	13342.9209	11214.3232	12930.9717	12293.9756	11315.7881	11797.6621	10778.6982	11942.2783	10077.1875	10429.3838
2.6684	11460.4053	13551.7725	11946.292	13269.499	13112.5586	10977.0029	11453.1885	11881.667	11059.6133	12269.2256	12768.5586	12403.8164	14449.4863	11307.8516	13455.9785	11073.5293	13121.8066	13449.2275	12571.1475	11386.6748	12234.7197	12494.3965	NaN	11466.0547	11113.5078	11884.9082	12947.6426	11050.8711	10843.0947	11725.8496	12093.0508	15479.2285	12788.6729	12538.5381	12103.915	11153.376	12227.2441	12336.8662	13282.0068	NaN	12548.0166	11115.166	11131.3223	12152.7979	11373.5381	10430.6816	10776.9434	13462.9248	11610.5322	13144.2598	12026.8662	10910.4111	11312.8096	10845.2842	11940.9414	10441.5156	13590.2617	12020.373	11810.5918	11444.7578	12529.7686	11725.8164	12020.0996	10910.6387	11266.5098	11737.793	12619.1602	13423.0684	11901.0566	10071.8037	11094.0713	10952.6553	NaN	11884.168	NaN	12010.9883	11845.6387	12804.5898	11558.1406	12460.1611	11234.834	12014.6133	12227.2471	11013.4707	12282.5098	11396.8398	11905.6855	11929.0303	13594.7041	12266.0439	11298.9551	12668.8457	NaN	11378.9951	11537.4014	10920.5869	13064.4316	10249.6406	11008.5469
2.8019	11617.4668	13036.9346	12147.915	13246.2588	13718.415	10987.3311	11829.167	11917.5186	10896.8564	12960.5713	12283.5811	12940.7998	13652.9277	11930.7598	12913.2666	10719.7373	13525.6885	13674.6064	12334.0879	11323.7334	12034.3428	12488.5967	NaN	10666.959	10993.376	11749.5557	12023.8096	NaN	11210.1475	NaN	11899.7861	14646.6836	12852.1719	12064.8965	12145.5381	10856.96	12066.4336	12889.4199	NaN	NaN	12573.8281	11164.9531	11325.6846	13061.3193	11513.8164	10987.3281	10697.9014	13316.4521	11951.9834	13153.1807	12024.0615	11177.3652	11266.3867	11602.2988	11995.2256	10039.5332	13486.9619	10686.5	NaN	12397.1572	12656.6357	11173.6387	NaN	10474.4316	11284.3213	11844.332	12945.291	13131.4932	11190.958	10933.3389	11213.7617	11393.5088	NaN	11734.9531	NaN	12520.502	11869.1768	13053.2666	11074.5264	12180.584	11889.873	12224.1641	12101.6328	10728.707	12084.167	10974.5625	11587.2256	11689.7129	13427.7012	11615.1621	10891.6924	12148.1738	NaN	11337.9023	11942.5381	NaN	NaN	10801.457	10746.8984
2.9353	NaN	14666.7979	12214.9053	NaN	14207.9307	NaN	12040.9385	12128.2178	11439.7949	12955.5195	12334.9629	11698.5996	12650.8545	11334.2842	12509.0771	10797.2637	13363.7676	13238.165	12760.2617	11671.1826	12312.0322	11879.2891	NaN	10731.9395	11415.7236	11835.085	11903.7129	NaN	NaN	NaN	11817.6992	13640.9834	13151.1787	11424.3438	12121.8193	10850.8496	12065.3848	12683.1934	NaN	NaN	12940.79	10802.9092	11319.124	12607.0479	11144.7021	10908.1514	10816.2871	13007.9258	12648.8447	12228.7129	11489.3955	11002.4229	11593.6855	NaN	11636.5811	9980.4932	13290.8271	NaN	NaN	11865.2539	12307.9424	11473.4297	NaN	10462.1992	11885.3008	NaN	13007.3721	13263.501	11572.0312	10770.1445	10568.7275	NaN	NaN	11206.999	NaN	12083.7764	12177.2295	11968.0645	11474.6582	12034.8555	NaN	NaN	12154.21	NaN	11995.583	12335.7119	11546.1738	11831.3916	12967.4658	11360.8037	11730.9707	12153.1406	NaN	NaN	11986.8799	NaN	NaN	NaN	11332.5312
3.0687	NaN	NaN	NaN	NaN	14985.1982	NaN	NaN	12313.0996	11463.2529	12934.0664	12362.8008	NaN	11728.251	NaN	12337.917	10984.1387	13579.6865	13076.9932	12724.5469	12094.9199	12686.4688	11859.5049	NaN	10882.0117	11269.4326	11775.8477	11709.5938	NaN	NaN	NaN	11399.4824	12968.0244	13361.9414	11406.6152	12067.8623	10694.8301	12356.9785	NaN	NaN	NaN	13080.7354	NaN	11581.2461	NaN	10786.3652	NaN	11056.9268	12732.6523	12214.0645	12494.6836	12057.5342	NaN	NaN	NaN	NaN	9977.7568	13893.3857	NaN	NaN	11880.5254	12436.6113	11898.7607	NaN	9951.542	NaN	NaN	NaN	NaN	11988.0127	NaN	11444.9316	NaN	NaN	11395.3047	NaN	12528.1924	12336.0674	11806.751	11022.4863	11508.582	NaN	NaN	12409.499	NaN	11956.6133	NaN	10946.832	11719.7393	12136.1846	10925.5195	11894.7002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	14841.2119	NaN	NaN	NaN	11685.4072	NaN	12796.6191	NaN	12174.3838	NaN	13072.6338	11241.0234	13656.1865	13261.0742	NaN	11936.2451	11940.4971	NaN	NaN	10846.2285	11032.7168	11642.2666	11679.8223	NaN	NaN	NaN	11664.1963	12549.2529	13330.1299	11816.7881	12690.0732	11365.8037	11783.3525	NaN	NaN	NaN	12931.373	NaN	NaN	NaN	10938.8125	NaN	NaN	NaN	NaN	13423.5029	12551.4893	NaN	NaN	NaN	NaN	NaN	14186.2842	NaN	NaN	12428.7568	NaN	11814.0186	NaN	NaN	NaN	NaN	NaN	NaN	11604.6484	NaN	NaN	NaN	NaN	NaN	NaN	13096.8828	NaN	12179.7793	11489.6846	12374.8242	NaN	NaN	12711.4512	NaN	12292.0332	NaN	NaN	11324.5469	12719.9912	11655.1006	11765.2402	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11448.2041	NaN	NaN	NaN	12487.0674	NaN	NaN	11674.0566	13221.7148	12445.8076	NaN	NaN	11778.1055	NaN	NaN	NaN	11654.875	NaN	NaN	NaN	NaN	NaN	11526.7773	12385.1631	NaN	NaN	NaN	11482.7256	NaN	NaN	NaN	NaN	12481.8721	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12329.8008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12994.834	NaN	NaN	NaN	12064.6211	NaN	NaN	13047.71	NaN	11905.1699	NaN	NaN	NaN	12941.9209	12334.1934	11319.1748	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11267.2637	NaN	NaN	NaN	12019.7139	NaN	NaN	11993.5586	NaN	12779.207	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12088.3945	12304.0537	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11713.5508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12531.9541	NaN	11462.6904	NaN	NaN	NaN	NaN	11283.2373	11634.4727	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11922.1641	NaN	13088.8877	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12115.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11948.9434	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12680.2891	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
