x	Y_20181208_15794_1_4g	Y_20181208_15794_10_11g	Y_20181208_15794_11_5g	Y_20181208_15794_12_14g	Y_20181208_15794_26_15g	Y_20181208_15794_27_6g	Y_20181208_15794_28_9g	Y_20181208_15794_29_8g	Y_20181208_15794_29_9g	Y_20181208_15794_30_8g	Y_20181208_15794_5_6g	Y_20181208_15794_7_14g
2.9353	42785.2305	92696.8906	76599.3359	71272.6484	72246.6406	37763.832	58199.2266	51168.3086	53284.293	58142.5742	41840.5469	58046.4844
3.0687	34237.3984	62386.0664	58621.0391	46410.3164	57395.5977	49538.9297	55498.668	45986.0781	39541.5508	42390.8828	58992.5859	57876.1641
3.2021	32086.4453	44662.0938	45703.9805	36407.0195	41493.5117	52909.668	45583.7891	37139.4961	34651.3359	36263.0625	69541.5156	45721.6914
3.3355	30426.1914	36711.1016	39125.332	32458.873	36676.8164	45746.1562	39228.6719	33255.0625	33085.6914	33197.6094	61396.3555	37224.7617
3.469	29353.5566	35992.7734	39544.293	29756.6406	35225.1445	37181.1758	34601.6289	30538.4844	32643.0078	NaN	43114.1367	33520.0078
3.6024	NaN	35961.8398	NaN	30008.5566	34651.2344	33720.375	32751.9844	29927.2637	NaN	NaN	34619.6719	31028.9531
3.7358	NaN	NaN	NaN	29785.418	36206.0547	32853.9023	32641.7266	NaN	NaN	NaN	31640.1699	31000.2285
3.8692	NaN	NaN	NaN	NaN	NaN	31019.9648	NaN	NaN	NaN	NaN	30995.0703	30936.2266
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31567.3945
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
