x	Y_20181208_15692_30_10g	Y_20181208_15692_30_13g	Y_20181208_15692_30_15g	Y_20181208_15692_30_3g	Y_20181208_15692_30_5g	Y_20181208_15692_31_10g	Y_20181208_15692_31_15g	Y_20181208_15692_31_16g	Y_20181208_15692_31_4g	Y_20181208_15692_32_10g	Y_20181208_15692_32_12g	Y_20181208_15692_32_1g	Y_20181208_15692_32_6g	Y_20181208_15692_33_11g	Y_20181208_15692_34_2g	Y_20181208_15692_34_3g	Y_20181208_15692_34_6g	Y_20181208_15692_36_12g	Y_20181208_15692_36_2g	Y_20181208_15692_36_8g	Y_20181208_15692_37_10g	Y_20181208_15692_37_13g	Y_20181208_15692_37_18g	Y_20181208_15692_37_19g	Y_20181208_15692_37_1g	Y_20181208_15692_37_9g	Y_20181208_15692_38_18g	Y_20181208_15692_38_1g	Y_20181208_15692_38_5g	Y_20181208_15692_39_12g	Y_20181208_15692_39_8g	Y_20181208_15692_40_10g	Y_20181208_15692_40_11g	Y_20181208_15692_40_16g	Y_20181208_15692_40_1g	Y_20181208_15692_40_6g	Y_20181208_15692_41_15g	Y_20181208_15692_41_2g	Y_20181208_15692_42_12g	Y_20181208_15692_42_13g	Y_20181208_15692_42_16g	Y_20181208_15692_42_18g	Y_20181208_15692_42_2g	Y_20181208_15692_42_8g	Y_20181208_15692_43_15g	Y_20181208_15692_43_16g	Y_20181208_15692_43_9g	Y_20181208_15692_45_11g	Y_20181208_15692_45_12g	Y_20181208_15692_45_20g	Y_20181208_15692_45_9g	Y_20181208_15692_46_10g	Y_20181208_15692_46_1g	Y_20181208_15692_46_20g	Y_20181208_15692_46_4g	Y_20181208_15692_47_14g	Y_20181208_15692_47_1g	Y_20181208_15692_47_3g	Y_20181208_15692_47_7g	Y_20181208_15692_47_9g	Y_20181208_15692_6_13g	Y_20181208_15692_6_7g	Y_20181208_15692_6_8g	Y_20181208_15692_6_9g	Y_20181208_15692_7_3g	Y_20181208_15692_7_4g	Y_20181208_15692_7_5g	Y_20181208_15692_8_1g	Y_20181208_15692_8_5g	Y_20181208_15692b_11_10g	Y_20181208_15692b_11_12g	Y_20181208_15692b_11_13g	Y_20181208_15692b_11_21g	Y_20181208_15692b_11_22g	Y_20181208_15692b_11_23g	Y_20181208_15692b_11_8g	Y_20181208_15692b_12_6g	Y_20181208_15692b_16_5g	Y_20181208_15692b_17_1g	Y_20181208_15692b_17_2g	Y_20181208_15692b_17_3g	Y_20181208_15692b_17_5g	Y_20181208_15692b_17_6g	Y_20181208_15692b_2_3g	Y_20181208_15692b_3_1g	Y_20181208_15692b_3_2g	Y_20181208_15692b_3_6g	Y_20181208_15692b_3_7g	Y_20181208_15692b_5_2g	Y_20181208_15692b_5_5g	Y_20181208_15692b_8_6g
1.3342	13972.5752	13366.5234	13418.5986	15289.6924	13104.6699	13389.3789	14486.2314	10120.3887	12732.8848	12450.084	12118.0322	11638.2783	14634.7051	13357.0234	12224.8838	18096.3672	14030.3857	13391.6465	11397.7949	15823.251	13890.9307	13892.1953	13634.2285	13211.4863	12514.4688	13669.0703	15481.7334	14150.6201	15450.9033	11729.5273	13855.2461	14610.9531	14106.7812	13180.7617	13513.6299	15354.459	12006.0908	12340.7734	16148.0801	14915.3467	14251.4883	15583.1416	15659.2188	13132.8975	16987.8809	12921.1426	11770.3877	11284.9258	14022.3486	12685.0488	12714.6982	15495.7676	14589.96	15638.9951	12747.0879	13698.2061	15545.8594	16100.4385	12342.374	12846.0684	12316.2998	14949.585	12867.9775	12056.4189	11524.2158	15137.0225	16950.916	12426.8994	13862.7227	14063.2021	15913.4922	14880.2227	12069.7764	11631.1094	14731.0078	17701.5703	16303.3096	14910.2383	13724.3604	11927.8262	12815.4424	13239.5752	14182.1621	16647.1738	14494.7236	11681.0713	12191.2715	16781.7852	14969.9424	14141.4971	11918.4316
1.4676	13772.0986	13297.1221	13034.3418	14686.6992	13037.5488	13437.8506	14805.7979	10208.9873	12799.3594	10948.9111	12118.6211	11474.8018	13847.498	13672.5303	12494.959	16855.7402	12693.4414	13636.5664	11839.1816	14301.4463	12451.6992	12272.4766	14473.4805	13386.1992	12810.9629	13907.7002	14556.9443	13418.1885	14242.373	11486.2959	13355.2529	13298.6514	13782.0713	12874.7764	13935.3066	13880.3398	12524.501	11833.4561	17097.4102	14177.0498	13206.1025	13970.9404	16052.7451	12787.8906	16502.6211	13376.1064	11985.8545	12136.5781	12727.9512	11842.9561	12831.1182	14251.1465	15125.6484	13369.3281	11615.1016	14465.7783	15235.6855	15733.0371	13723.3623	13300.3428	12441.0586	14956.8057	12735.5107	11081.1328	12002.4834	14403.8984	18231.6387	12974.8467	13529.0166	13309.2793	14800.126	15532.2744	11085.248	11283.8564	13851.3574	16599.8145	15423.6182	14690.0088	14011.3184	11385.7695	13127.1289	12894.2559	13712.9873	14222.6123	13168.1211	11605.2334	11646.0645	15646.7705	14320.0889	14361.5312	12310.8965
1.6011	13950.1768	13253.1904	13511.5566	14493.6924	12621.3535	13781.2383	14290.9189	10100.3623	13076.5957	11818.6973	12391.5693	12243.4092	13181.4199	12934.3906	13247.0029	14986.3301	12423.333	14596.7969	11672.8428	13788.9365	12065.2451	12394.2324	15210.1006	14098.9209	12936.6758	13141.4717	13682.8711	12782.7461	13370.5635	10953.1553	12478.3564	12515.4961	12986.1543	13054.1367	14739.2988	13183.1973	11576.4365	12152.3828	14665.9688	12598.6436	12880.6855	13775.4229	15178.0127	12954.2383	16673.3965	12928.4336	11754.9473	11503.9736	12142.7871	11662.0225	13248.7695	13259.6426	14914.46	12921.3525	11896.9941	13578.2959	14250.8447	14327.5146	13353.2666	13789.6709	12785.668	14823.3164	13756.4082	10737.8193	11928.1846	13669.1211	17343.2637	14313.7178	12183.4199	13493.2695	14411.5566	18172.209	10439.1299	11184.7119	12863.5859	15979.8691	14460.4629	13280.0557	13701.4902	11604.5654	14210.2695	12524.1475	13393.9717	13239.1055	12546.3486	12086.6396	12196.8691	15618.1816	13826.3584	14344.9414	12417.0322
1.7345	14147.0479	12790.96	13715.5215	15287.3721	12125.3428	13557.3086	13480.9082	10698.9121	13457.168	10794.2354	12850.6074	12212.4092	12484.7412	12237.7373	12319.2275	14792.3799	12081.2969	14599.9756	12018.5791	12939.542	11924.6934	12070.4121	15448.667	12505.9424	13663.2334	12685.7832	13591.2988	12313.2715	12794.4629	11319.6367	12194.1475	11940.8242	11590.085	12368.9004	14740.9766	13823.2891	11064.8672	12788.1172	13387.127	12115.4004	13001.8887	12632.2295	14688.8838	12899.6992	17533.6992	12151.9053	12363.7461	11374.2207	11122.4189	11454.6699	12133.9395	12327.7217	14379.4268	12787.3779	11846.5381	12740.2549	13538.793	13056.8486	12416.9824	13700.084	12857.6338	13974.2021	13488.1045	11097.3047	12340.8584	13299.6465	15573.4766	14716.7588	12320.8701	13324.7852	13793.9541	18331.127	9887.2666	10570.0605	12748.3818	14252.3154	14107.6836	12822.4697	12910.2686	11705.6807	14572.9834	13024.9121	12556.6211	12916.9854	11926.2246	12062.6465	12613.9014	16204.0205	13295.625	16121.3701	11533.2002
1.8679	13748.5547	12433.6465	13041.4873	14782.1084	11869.3467	14290.4814	14117.667	10132.3174	13462.1719	11046.6279	12941.0547	12196.1133	12622.7598	12078.8779	11992.6758	14128.6328	12027.5488	14089.6523	11320.5312	13103.04	11828.9639	12712.3896	15013.8555	12352.707	13464.7969	12201.0303	13500.0977	11760.6924	12637.0977	10945.0166	11808.8242	11080.8477	11620.6064	11856.5508	13809.001	13809.4766	10429.502	12431.0586	12635.7812	12195.459	12185.585	12302.7197	12889.1855	12362.4424	18263.082	12487.9268	12474.209	11513.5762	11430.7061	10653.8633	11509.249	12189.9336	14033.0635	13038.2939	11977.1143	12451.4961	12687.6025	11286.1846	12486.9824	13584.9775	14121.5527	13498.2207	13139.2305	11217.877	12288.1191	12481.7354	14192.7275	15443.0557	11891.9541	12505.6211	13877.0977	17486.1758	9734.6641	10610.1865	12251.2197	13042.2949	14041.8213	12776.4033	12388.3398	11788.0166	13917.7754	12537.8311	12720.0029	12752.0635	12115.6475	12355.791	12096.2568	17123.4004	13150.7129	15442.1992	11935.1543
2.0013	12633.3086	11863.6201	12410.4902	14321.3828	11482.5195	14162.1016	13713.4775	10224.0908	13699.1416	11084.0166	11988.3701	12089.627	12477.8516	12473.1533	11665.8232	13957.8467	11264.7119	13642.9863	11372.1934	12490.9922	11356.2275	NaN	14615.2412	11941.0811	13708.0752	11852.4092	12856.1699	11959.9229	11875.8057	10831.8389	12150.0469	10839.1816	11126.4473	10575.208	13013.0371	14125.0049	9703.6367	12650.0225	12575.4492	12357.916	12087.166	12027.0879	11712.6953	12509.1602	16446.2188	12644.6289	12810.001	11634.2842	10840.8174	10290.793	11824.3057	12155.8447	13236.6846	13753.7197	12125.8486	12591.4414	12520.2432	10562.7959	12923.1592	13518.626	15038.9111	13494.6719	12146.79	11673.9561	11849.6016	12574.3994	13589.7578	14308.4014	12082.2002	12266.4502	13206.0068	13974.6553	10410.4365	10895.1875	12289.1465	14251.5654	12789.834	12975.125	12606.8652	12647.7168	13913.832	13512.0469	12450.9951	12468.5635	11840.0361	12132.9287	12420.8125	15762.5547	12460.7939	14877.8838	13006.7812
2.1347	12824.6855	11603.668	12008.2979	13752.0547	11577.8359	13766.0967	13272.5205	9841.9404	12429.8916	11942.0684	11641.8789	12502.5752	11514.8164	12340.2861	12101.0596	12678.1494	NaN	13344.6025	11479.3213	12661.8389	11437.8447	NaN	13754.3115	11895.832	14029.4297	12256.624	13097.5771	11709.4238	12002.3643	11261.5508	12153.9434	11361.1211	11254.2051	10869.3799	12656.5898	13389.5986	9991.082	12340.2773	11409.918	11867.1738	11994.4629	11778.1943	12090.4297	12105.2861	13724.04	12228.4648	12531.7129	11518.8486	10751.7422	10410.0293	12152.5635	11498.0605	12038.8232	13505.0703	12134.7197	12283.7852	12114.6133	9922.7363	12674.2256	12780.0566	13249.9688	13877.6855	12121.0254	11952.0996	11285.75	12576.3193	12286.4619	12607.7578	12089.0703	11720.8926	12437.2578	13019.8242	10611.4863	10679.0312	12274.3506	14022.7979	12074.3564	11977.9121	12578.3135	12679.2969	14160.7139	13233.5059	12326.2432	11962.8359	12088.0117	12013.5996	13304.3809	13056.4961	11753.2266	14521.2168	12915.0254
2.2682	13071.082	11536.3633	11672.8203	13181.1328	12021.0293	14349.2188	13934.4248	NaN	11840.4609	11991.0977	11890.7549	NaN	NaN	12985.9736	11243.9453	12106.5674	NaN	13388.4619	10627.9629	12271.1631	11331.8223	NaN	13559.916	12242.4209	NaN	NaN	12015.5996	NaN	11580.5742	11103.8857	12076.7725	11253.0283	10958.0957	11474.2627	12733.1719	12927.5762	9981.9697	12727.8115	11419.7061	NaN	12038.002	12117.4238	11678.9004	12408.6553	12643.8594	12583.9336	12220.7695	11362.125	11051.7715	11029.7002	12216.4951	12255.5205	12904.667	13185.9297	11957.5498	12227.8672	11700.1289	10142.5918	12173.4775	12481.6387	13343.7402	13043.2266	12273.8193	NaN	11315.4199	NaN	12229.0908	11653.4297	11793.6631	12229.584	12298.6777	12734.875	11034.8682	NaN	13340.0938	14477.6475	11621.9629	11648.6973	11986.9707	13527.7617	14140.5967	12054.0742	12056.1279	11625.7998	NaN	12358.9258	15061.6416	13103.0674	11705.0166	14545.2578	12754.6689
2.4016	12839.8594	11876.5615	11549.2695	13411.8076	11549.6914	14266.2441	13554.6543	NaN	11584.4922	NaN	11670.332	NaN	NaN	12368.9678	10917.6367	12751.1885	NaN	13891.8643	11629.5713	13396.6201	10985.8398	NaN	13146.1641	11813.3154	NaN	NaN	11604.7295	NaN	11187.1064	NaN	11388.0996	11288.4424	10787.71	10520.7139	12686.6846	11975.4717	NaN	12592.7168	11641.4277	NaN	12032.834	12463.8535	12029.8486	13019.6787	11756.6299	NaN	12685.0469	11707.5029	11209.627	10605.1689	11966.5801	NaN	13317.5771	13081.7021	11924.4922	12121.5654	11448.5527	10477.1475	11187.5625	11643.3486	12807.5342	13080.791	12426.0801	NaN	11953.6113	NaN	12568.8867	11239.9883	NaN	12087.1602	12159.5811	12634.5479	11081.0537	NaN	NaN	NaN	11128.0781	11644.0986	11889.4385	13638.376	13499.3594	NaN	12004.8027	12421.0732	NaN	NaN	15919.3652	11135.2002	11490.0195	13849.2959	13132.3311
2.535	12976.2627	11577.2402	11345.5635	13020.623	NaN	13456.6514	13955.7109	NaN	11774.0078	NaN	12046.1055	NaN	NaN	12120.0234	11958.9092	12973.3535	NaN	14063.5127	10754.5996	NaN	NaN	NaN	13551.1221	12198.6406	NaN	NaN	12202.8301	NaN	NaN	NaN	11668.8701	11282.8076	11211.5605	11708.1055	13237.6553	11897.4639	NaN	12876.4355	12323.9863	NaN	12137.5029	12525.7129	11732.3535	12279.4219	10968.7725	NaN	12699.6377	11722.4775	11252.4717	10939.0869	11730.6602	NaN	12640.3838	12286.4805	12346.5635	12693.2051	11278.6787	10203.1494	10765.1055	11338.2793	12884.5879	NaN	12600.1396	NaN	NaN	NaN	12170.457	11699.7617	NaN	NaN	12091.4814	11898.5254	NaN	NaN	NaN	NaN	10765.9365	11795.5557	11673.2275	14161.7422	NaN	NaN	NaN	12256.7334	NaN	NaN	NaN	NaN	11715.3584	13029.3994	14076.3799
2.6684	NaN	10690.9414	NaN	13164.6465	NaN	NaN	NaN	NaN	11908.2578	NaN	12211.6123	NaN	NaN	NaN	12190.9199	12126.1172	NaN	NaN	NaN	NaN	NaN	NaN	13318.2832	12719.709	NaN	NaN	12491.6934	NaN	NaN	NaN	11956.2393	11106.2529	11330.6162	NaN	13236.583	11451.2305	NaN	NaN	NaN	NaN	NaN	12561.4443	12001.4873	NaN	11197.6689	NaN	12332.4062	12006.1152	11996.3828	10791.0986	NaN	NaN	13473.3682	NaN	12481.874	11996.2656	NaN	10579.7383	11623.4639	11793.6719	13418.9521	NaN	12794.8906	NaN	NaN	NaN	NaN	11999.2227	NaN	NaN	12285.416	12313.6084	NaN	NaN	NaN	NaN	11191.2539	12631.9854	11959.3096	13086.332	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12019.7256	13003.4717	13203.8027
