x	Y_20181208_15694_1_13g	Y_20181208_15694_1_17g	Y_20181208_15694_1_19g	Y_20181208_15694_10_14g	Y_20181208_15694_10_2g	Y_20181208_15694_10_4g	Y_20181208_15694_10_7g	Y_20181208_15694_11_10g	Y_20181208_15694_11_11g	Y_20181208_15694_11_7g	Y_20181208_15694_11_8g	Y_20181208_15694_11_9g	Y_20181208_15694_12_12g	Y_20181208_15694_13_10g	Y_20181208_15694_13_11g	Y_20181208_15694_13_12g	Y_20181208_15694_13_15g	Y_20181208_15694_13_2g	Y_20181208_15694_13_7g	Y_20181208_15694_14_1g	Y_20181208_15694_15_4g	Y_20181208_15694_15_7g	Y_20181208_15694_15_9g	Y_20181208_15694_16_12g	Y_20181208_15694_16_15g	Y_20181208_15694_18_5g	Y_20181208_15694_19_11g	Y_20181208_15694_19_20g	Y_20181208_15694_2_1g	Y_20181208_15694_2_3g	Y_20181208_15694_20_11g	Y_20181208_15694_20_2g	Y_20181208_15694_20_6g	Y_20181208_15694_21_4g	Y_20181208_15694_22_13g	Y_20181208_15694_22_1g	Y_20181208_15694_22_7g	Y_20181208_15694_22_8g	Y_20181208_15694_23_11g	Y_20181208_15694_23_15g	Y_20181208_15694_23_18g	Y_20181208_15694_24_11g	Y_20181208_15694_24_12g	Y_20181208_15694_24_3g	Y_20181208_15694_24_4g	Y_20181208_15694_26_10g	Y_20181208_15694_26_17g	Y_20181208_15694_26_5g	Y_20181208_15694_26_8g	Y_20181208_15694_27_14g	Y_20181208_15694_27_1g	Y_20181208_15694_29_4g	Y_20181208_15694_29_7g	Y_20181208_15694_3_10g	Y_20181208_15694_3_16g	Y_20181208_15694_3_17g	Y_20181208_15694_3_4g	Y_20181208_15694_3_6g	Y_20181208_15694_3_9g	Y_20181208_15694_30_5g	Y_20181208_15694_30_6g	Y_20181208_15694_30_7g	Y_20181208_15694_30_9g	Y_20181208_15694_4_1g	Y_20181208_15694_5_10g	Y_20181208_15694_5_16g	Y_20181208_15694_5_9g	Y_20181208_15694_6_14g	Y_20181208_15694_6_1g	Y_20181208_15694_7_15g	Y_20181208_15694_7_16g	Y_20181208_15694_7_2g	Y_20181208_15694_7_6g	Y_20181208_15694_7_9g	Y_20181208_15694_8_15g	Y_20181208_15694_8_7g	Y_20181208_15694_9_4g	Y_20181208_15694_9_6g	Y_20181208_15694b_1_4g	Y_20181208_15694b_10_3g	Y_20181208_15694b_2_7g	Y_20181208_15694b_2_8g	Y_20181208_15694b_3_4g	Y_20181208_15694b_3_6g	Y_20181208_15694b_6_10g	Y_20181208_15694b_6_12g	Y_20181208_15694b_6_5g
1.3342	27662.2109	30654.9434	30118.1367	27955.3965	25025.9883	31958.5938	29802.1152	30792.2402	27915.1836	30941.0371	29074.7715	32085.0898	26973.0176	31858.0781	32341.6523	29925.5996	29942.7188	31721.0527	32043.1484	25204.5527	31917.2812	28825.1582	24754.6992	27277.8008	31559.6016	31374.8867	29479.9648	25245.9453	25228.0742	33396.0859	31876.623	26389.5781	26463.1895	29857.4824	25965.7051	26701.8301	31441.7441	31711.7559	26523.3379	28078.5625	29520.6875	31556.5957	29943.6855	26323.793	28629.6367	30062.1934	25450.4277	32044.5586	29375.9004	30067.3047	29862.4688	30500.3984	31939.0703	32922.832	28745.0273	28722.7598	29012.8477	27965.4238	30126.584	30529.8281	30858.6602	31654.0059	32617.6465	27483.1035	32027.293	29495.6133	32308.8633	29258.2012	26944.2715	28828.4668	28643.332	27878.8789	32062.2266	29557.0469	29108.002	30520.7617	31114.8086	28299.7754	31564.3457	30846.4473	32677.7461	31035.25	28857.916	26990.4219	26053.25	28885.8301	32750.4961
1.4676	27109.6211	31782.3633	29712.8594	28397.418	25597.0332	32694.0879	29805.4551	31602.7812	29030.082	29486.2598	29764.7402	31377.9922	26957.4004	31426.0488	32632.1504	32239.2539	29346.6289	32395.8242	32560.2148	25968.9043	31068.8203	29114.0156	24979.5391	27763.3047	32525.0801	32402.123	29498.6719	24510.3711	25940.9102	32125.416	32471.752	26555.5293	26469.5469	30010.248	26939.3301	26471.4062	32440.4941	30911.3379	26414.8301	26385.6855	29728.3203	31468.6738	29819.5918	27879.875	29809.0684	28846.4375	26425.9922	32556.1973	30246.6797	29502.2773	30894.2344	30387.2578	31894.2168	33270.6641	29807.7656	30223.2949	28923.2559	30207.3301	29604.9355	30157.3926	31412.0898	32985.9453	32803.1914	26258.8047	31597.2949	28927.2754	32483.1094	29688.082	25956.3301	28803.4707	30399.5508	27494.4336	31183.9941	31215.1973	31860.3809	30556.5703	29394.0469	27480.8652	31971.1348	29877.9121	32862.7109	30779.7051	29244.8867	26884.0508	24906.0508	28797.6191	31824.7812
1.6011	27191.7207	30537.9922	31803.7676	27885.0449	24712.1348	33029.1289	32043.3184	30965.2109	30704.2754	28635.9727	30575.1309	30283.9297	27517.125	31658.123	32231.6758	30973.1699	30551.7852	30310.8848	33057.0859	25897.8008	29742.6992	29584.4258	25234.877	27870.752	30813.3281	33344.5078	28462.9629	26501.9746	25676.1328	34873.5	31783.3809	25456.3672	26805.5859	30936.4043	26969.125	28596.9141	31373.9121	32075.2695	27430.4727	26646.0488	29383.9004	33202.7109	29809.5371	26650.3066	31111.5547	29597.2051	26236.4551	33199.3672	31486.9668	28836.8184	32467.7832	32689.3164	32333.6406	36835.1719	30203.7773	30912.041	27358.2598	32524.4902	30661.6719	30547.584	31282.1367	32693.5957	34141.3594	27545.1484	31743.1543	26416.7344	32818.0625	29846.6895	27118.7168	30040.1074	29988.0449	26514.4316	30103.2148	30899.9883	32527.8477	30619.2891	29870.8145	28495.6211	32430.7773	30951.0781	35307.5078	31735.7637	30527.0645	26528.5254	27597.5723	29719.2949	33332.207
1.7345	26343.1992	31531.2773	31385.2246	29280.6211	23983.9316	34662.0938	32345.9785	30377.4023	30338.8887	30274.0957	31981.9746	31347.8828	27600.5996	31918.0742	33563.2891	33623.6172	34478.293	31969.3438	34886.6172	26360.7988	31787.6543	29174.0918	25174.9434	27560.4941	33308.2422	33488.043	28116.8438	25405.957	26291.3848	33156.5469	31708.4004	26371.7109	27725.0254	31536.0879	25583.0859	30681.3477	32495.7441	33041.9336	28253.9609	26330.9883	29031.2793	35172.082	29971.6445	26092.2559	36280.7656	30584.0605	25697.1777	35888.7695	29949.7266	28755.5273	31614.7695	33101.4727	33298.0195	39494.2422	30010.3066	34151.4297	28718.4023	37915.2773	29550.2461	32131.998	33406.4844	33128.7734	35377.2891	27488.5586	32720.0215	28731.8418	32770.8633	31964.6465	26515.7051	32037.4414	29801.5859	27929.1465	30946.1152	32104.2637	36496.3828	30731.4434	31040.7715	28740.0195	34633.7812	31924.2949	41597.9336	32792.7227	32709.5742	25976.3848	27650.207	29224.8203	32550.1836
1.8679	27411.1562	33390.4531	33418.5469	31101.2168	24368.9121	36106.8867	36218.832	32584.293	29684.1836	31772.002	33150.1953	34273.5703	29103.1328	32887.1133	33349.6953	40766.1328	40232.8711	32169.9805	36295.5234	24713.25	32105.1973	29210.0215	25146.7344	28791.5469	35679.2969	37077.9883	27871.4277	26556.8047	26321.0586	30720.1973	31746.752	26055.2266	29541.1484	31840.7988	27199.0801	35244.2461	34946.6641	34307.957	28935.6328	27919.9238	28334.5352	35084.0039	30246.5234	26068.084	48597.0273	31489.2031	27818.9902	40926.5273	32558.1445	29834.9668	34146.8047	38863.4883	33606.2188	49440.4414	33330.0312	36967.8438	30027.2109	44463.7656	30245.2676	33196.4531	37833.0703	33138.7891	40053.0117	28502.1758	34008.0312	28518.8906	32581.3613	33087.1719	25964.1094	31451.2871	30675.3672	29035.6992	29910.5781	33834.6875	45826.7617	30844.4297	29369.709	28390.2812	34471.7031	34610.3711	57180.332	33197.8398	36040.3711	26754.5156	25990.8828	31028.9043	32563.5742
2.0013	29077.7891	37639.6797	36947.1719	31479.9668	26931.5156	43658.3984	51296.332	35397.168	32469.5801	33178.2812	37078.3047	35213.4922	30585.0371	33915.125	38736.6328	52636.0117	57292.9922	32355.5742	43179.7773	27021.2891	31998.6641	29683.0684	25765.5273	32437.8691	41999.6758	40701.7305	28761.7598	27651.5312	26373.2812	31357.5254	32064.084	25952.3828	32724.0859	33192.5938	28045.7773	56696.4609	39939.2383	40825.2266	35663.5312	28577.9336	29277.3086	39571.2266	32321.0059	25902.1758	63568.875	32927.1523	30072.5918	60854.6133	35287.8828	31266.5254	37956.2695	52306.5234	35418.5352	68197.9609	38587.1133	44157.9844	30985.3496	40528.0078	31347.4531	36514.5586	45945.2031	34276.1328	58737.3945	29645.623	35402.4023	28872.4766	33195	36263.6523	27923.6602	33323.5781	34301.1016	32557.7051	31789.1348	37702.9023	66466.7578	31533.5117	31276.2051	31346.8867	37666.0664	35575.5312	83814.2188	35361.0664	47990.4766	28192.0957	28268.4902	35822.3047	33312.3828
2.1347	34186.5547	46558.4883	47422.1445	34419.2617	26236.3105	55790.0703	74219.2812	39578.3516	34827.2422	41119.4961	50684.6523	33943.4688	34211.1289	35270.4336	49858.5703	78023.2031	85649.3594	35495.7578	61791.7422	26903.1445	33505.5859	29179.8535	27822.1289	38092.0859	49984.3008	51389.1562	29137.5957	29469.998	27008.8086	30131.1152	31586.8438	28564.4492	40339.1602	35061.543	29390.3555	85572	53686.1602	55770.2383	45498.4609	31623.4551	31150.9355	49415.5859	34995.1094	28471.3164	62006.4688	36778.5938	33401.4102	93880.9062	42711.0586	35393.168	50606.3398	71770.8672	36458.0273	83757.4766	45343.2461	62313.1055	31113.752	34915.5898	33390.0977	42419.6094	66426.9688	37384.3984	94882.6875	28643.4707	38863.7031	29329.1074	37404.8945	45829.1211	28942.1094	38798.2695	43372.3008	37158.1836	34432.7031	48676.0195	107306.1719	32440.6797	31972.0078	36134.8555	44430.9648	44330.2969	93449.6094	41541.7109	69396.2031	34919.8984	27989.7207	41662.4102	33416.2578
2.2682	44019.6914	62315.3555	62602.5234	43278.6172	31022.5859	71051.0859	91633.5	51276.0625	49994.0273	52511.6875	67548.1562	34849.4844	40472.3008	39172.7188	69215.6797	82198.4375	91358.5078	35218.707	74139.7734	30891.9297	35717.293	30143.9531	28661.4434	50984.5156	73846.6562	66475.8594	29840.7734	34593.2266	28342.6289	31171.125	32907.6445	27770.4746	54222.4531	40489.0352	34175.082	83894.1719	75974.0469	84811.6562	52542.6836	39687.1992	36506.3945	74501.7891	42822.8047	31488.5957	48302.1445	45751.8867	39614.3906	104585.2109	58292.4102	46028.3438	73918.25	86448.7266	48168.0195	68064.3047	67175.4688	69872.7969	36273.9805	32106.0312	39049.8594	60296.4922	70570.8594	45056.9297	115095.6953	30703.5117	53172.3125	29295.3574	46948.1094	65671.875	30858.9062	53069.5781	54707.918	48111.4844	38814.7344	72373.1172	124447.5469	34843.2695	31755.8184	45693.4844	58872.1992	66080.7266	72606.9375	52455.9375	78470.6094	51733.0938	30570.2207	39749.7969	39021.8438
2.4016	48940.6289	71265.7344	65414.7578	59336.4688	39036.2227	68984.2969	79298.4062	78746.9766	73602.4922	58885.2773	67695.9062	40784.7305	55109.0078	49984.5742	78390.6328	55873.9688	73918.5781	43144.2344	64681.332	41236.7617	41912.75	30836.5742	33425.7305	58422.3945	96828.5938	66570.0625	31040.2734	48136.918	30434.8848	32410.1523	33635.625	29422.0977	64702.9023	53640.9648	43901.6055	57417.3516	86772.2031	100077.5078	43219.3555	49468.9375	46398.6094	111597.6172	61561.9062	36166.125	34867.875	47363.7188	53399.2344	77560.5781	78854.1953	65688.375	85993.3359	70739.7344	64435.8281	46570.6055	76374.4531	55829.4805	49540.4062	32381.3691	51481.25	73613.1016	53245.5273	66853.8594	87338.6953	36330.082	78554.2656	32688.1348	75116.6953	85900.5469	36687.6406	72969.7812	54819.332	70246.9375	45125.6641	99921.625	88630.3125	35631.0469	33908.1367	55173.7031	62971.3594	90629.8359	49637.4453	55351.2266	59446.2227	71297.7031	36700.3984	35197.8242	51979.7656
2.535	42163.7266	58607.2109	50215.2109	78659.0781	48367.6055	52488.0703	52054.668	100063.0703	85695.75	52946.1445	52660.0938	47195.8125	62508.1562	73398.2031	61856.8945	40833.8477	55884.2812	57115.3945	46989.5078	59975.457	48883.8047	34300.0352	36286.7227	49334.1875	81365.0625	50226.3086	35886.4062	66690.4844	36185.6562	32698.2461	34607.8359	31790.0352	57812.8594	66985.4297	49351.543	39847.332	68662.6797	76176.9688	32516.8789	45431.8047	43535.5156	103139.7422	83280.375	48682.7812	31149.3633	39966.5508	62678.7148	50704.4688	77719.6406	76944.25	67612.1562	49270.5547	69089.7109	37241.0742	61215.9453	42288.2734	78240.2031	32075.1895	59175.5195	68630.1172	40748.1875	79168.4609	56115.3125	44477.3945	101513.9922	39691.6992	106956.0781	78790.9219	50333.4961	69457.8281	45145.457	79546.4609	67320	92766.9688	53907.2383	39740.5312	39201.6289	50426.4688	54153.6367	85707.7578	37319.5859	47151.2383	47736.5469	67279.4062	46721.9727	30843.0996	71934.0703
2.6684	34215.2344	42274.832	38275.332	68679.6016	48391.5312	40744.2031	37987.5742	86878.2109	69715.3438	48560.0898	41046.3477	44785.5547	50098.7891	82935.4766	45451.0352	37630.0156	43648.6797	74768.9453	39822.8438	82941.6328	48551.7344	42469.0117	33403.4023	37930.1719	55524.6836	39599.1328	48464.8203	73171.3906	40787.2188	33449.0938	37674.9492	39324.6562	40495.2852	62954.1953	41057.8711	32872.5703	46343.625	50340.1953	29837.0312	36314.3633	37792.5938	67064.8359	72356.5312	53162.9805	29473.7363	32367.2324	50902.3828	39419.0508	63660.0234	63698.543	48163.9883	39159.1875	61065.7148	33715.7109	46417.457	36241.625	94700.2031	NaN	50164.7461	46508.5469	32092.6953	67545.4141	40145.3828	44014.8555	109026.3672	50915.5469	96385.0469	53739.2188	52853.1953	52097.3945	36419.3555	61797.2578	87691.8594	61922.5664	41363.1094	49569.457	50372.0977	44249.7969	42379.7969	59742.2109	34938.7031	46620.0039	41454.4062	45995.3008	74600.5312	28477.4473	70273.9922
