x	Y_20181208_15692_31_14g	Y_20181208_15692_32_3g	Y_20181208_15692_36_9g	Y_20181208_15692_38_11g	Y_20181208_15692_38_12g	Y_20181208_15692_39_14g	Y_20181208_15692_39_1g	Y_20181208_15692_39_7g	Y_20181208_15692_40_18g	Y_20181208_15692_40_8g	Y_20181208_15692_41_12g	Y_20181208_15692_41_1g	Y_20181208_15692_41_5g	Y_20181208_15692_42_17g	Y_20181208_15692_43_12g	Y_20181208_15692_43_7g	Y_20181208_15692_44_11g	Y_20181208_15692_44_3g	Y_20181208_15692_44_5g	Y_20181208_15692_45_16g	Y_20181208_15692_46_13g	Y_20181208_15692_46_17g	Y_20181208_15692_46_6g	Y_20181208_15692_7_7g	Y_20181208_15692_8_2g	Y_20181208_15692_8_4g
2.0013	29237.5156	24600.9551	30630.6445	28033.4766	30911.0117	30851.2188	30162.291	28368.3809	29877.8379	28877.8379	28539.0234	27981.7559	29662.2441	26780.1543	30782.5312	28738.4375	30708.1113	28942.9141	27464.1914	28575.0586	26109.0645	33871.8828	25850.334	30984.584	30183.0078	26111.4043
2.1347	28349.9199	24926.248	30030.293	29145.5586	29943.7305	30880.4883	30196.5586	30005.5918	31422.6484	29210.6836	26685.1582	28308.9141	30356.9766	26748.9141	31194.6152	28692.9473	29838.0059	30738.1309	27567.2949	29003.5312	26871.2871	34027.2383	25055.0488	31435.0957	29735.6543	26660.4316
2.2682	29406.293	25105.6562	30283.1484	28876.9805	31340.1816	30281.7695	31879.8809	31747.5	31300.7559	29702.918	27098.7168	28787.3145	30299.8672	27585.4785	30514.1973	29103.5742	31668.3008	32721.9746	26822.1367	30770.0137	28112.377	38472.0391	26511.127	32478.6094	30244.7246	25787.5059
2.4016	30642.1738	25555.7148	31243.4727	30738.8047	31604.7227	31325.1289	32256.7246	33733.6328	30773.5254	30506.4805	27400.6914	30756.0938	30976.1406	26850.8223	31061.4688	28986.0137	33794.2305	37896.0195	27376.5684	31609.1191	28994.8633	45716.4297	27220.7441	33142.8711	31835.4668	25787.7715
2.535	33112.4766	25962.5527	32416.9785	31164.8867	31014.0156	33956.9688	32871.9766	39798.0391	30600.6543	33334.5312	26484.0039	33199.8398	32342.2891	28327.1582	32241.7598	29508.1211	38743.75	48105.2266	28122.3906	37896.8906	28648.8809	60095.957	28500.0977	38097.7227	33991.6484	25695.6934
2.6684	39138.9414	25289.6836	40288.5547	33912.5	32406.4883	42196.0234	39073.043	54949.8672	31865.8945	36750.9414	25331.4961	40807.9844	34892.4414	28628.125	32995.9766	31084.4199	47776.6406	75208.4375	28078.6836	54067.5742	29409.6367	88470.1641	35131.1133	44705.2266	38603.4531	28279.2441
2.8019	54311.1836	26742.0176	47290.8906	43052.4961	36987.3555	65434.7383	55824.4766	74786.0234	34342.0859	44600.457	27699.8848	58606.8281	40318.207	29028.498	35800.875	31326.8828	66252.1875	102692.6797	33375.9531	77143.6875	32364.0195	91690.2812	44894.2422	53182.6914	52867.7852	29871.2324
2.9353	80399.4141	29849.1699	48929.7031	59793.5625	46193.6641	104461.1484	77997.0781	77368.6875	37642.5117	49357.5273	27125.7676	71006.9766	49834.2383	29066.0254	43001.7227	33435.3594	73322.5703	99842.9297	41338.5039	83486.3203	38640.0664	65357.8086	58639.4023	56922.6875	71872.7969	36293.3516
3.0687	92607.8906	37238.6953	39191.9531	71000.9688	51055.043	116448.6328	83013.6797	55342.9297	53590.3906	44426.7656	30845.8145	64534.4297	57573.1016	30050.1035	61013.6133	42524.7891	61990.3125	66583.0859	52491.625	62336.1875	51017.1016	45295.4297	52079.1641	49304	69921.2422	44923.2852
3.2021	69554.4297	48817.1445	33125.1641	58947.2109	42585.1602	86976.6406	59073.3086	39562.5469	83748.9844	38228.3906	38713.7695	47115	51907.5938	31603.1348	71990.4453	62119.707	45456.4023	43575.5625	56940.793	43892.8477	75112.1875	36331.2852	37294.5781	40301.7773	49844.832	41667.7969
3.3355	43924.0508	48026.3945	29735.6699	44152.5938	35323.0898	66623.25	42264.0742	33135.4805	103070.1172	34165.7227	47300.0547	35382.6094	41212.8672	34630.9766	58074.7148	78783.5	38088.5625	33864.7383	44168.8594	40342.1953	85703.9375	33771.4219	29922.9004	36140.375	38350.082	34291.0391
3.469	35231.4648	40660.8242	30329.1172	35969.5156	31760.7793	70572.8984	36659.8398	31682.8789	85551.0781	32042.9355	47728.2695	31371.3164	35595.6719	41550.3047	43470.9961	69025.6094	35496.6289	30795.0293	33466.8203	36002.7812	64495.3906	33452.0195	27141.5332	35948.4297	NaN	28325.8262
3.6024	32659.5078	32601.7871	NaN	32031.4277	33495.5234	NaN	34173.4453	30717.8965	54617.7305	30307.6465	38234.3203	30749.8691	35387.4375	56181.6875	37797.2578	46848.5117	31998.3926	29398.0215	28725.1016	NaN	44830.7852	32755.375	25958.7422	33991.2148	NaN	27596.1484
3.7358	30955.5215	30126.2949	NaN	32084.7383	35784.8555	NaN	33355.0312	30352.8867	40046.9062	NaN	32416.6992	29139.127	37278.0352	63172.0352	34790.6875	36070.3828	NaN	28612.9629	27836.3691	NaN	33640.3672	NaN	25345.9277	35175.625	NaN	28125.8984
3.8692	NaN	28287.7207	NaN	30416.0488	37946.375	NaN	NaN	31205.832	35452.918	NaN	29435.6426	28161.207	NaN	47863.8906	36194.832	32740.0664	NaN	28791.3477	27733.1152	NaN	29219.4746	NaN	NaN	NaN	NaN	26125.0195
4.0027	NaN	28749.832	NaN	NaN	NaN	NaN	NaN	NaN	33157.4609	NaN	29859.3203	NaN	NaN	36273.9453	NaN	30646.1582	NaN	28535.8223	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24494.166
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32961.6523	NaN	31045.9805	NaN	NaN	30979.3613	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33590.0859	NaN	NaN	NaN	NaN	30485.877	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30680.8047	NaN	NaN	NaN	NaN	28915.6445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
