x	Y_20181208_15694_1_12g	Y_20181208_15694_1_15g	Y_20181208_15694_1_22g	Y_20181208_15694_1_6g	Y_20181208_15694_1_7g	Y_20181208_15694_1_8g	Y_20181208_15694_10_18g	Y_20181208_15694_10_3g	Y_20181208_15694_10_8g	Y_20181208_15694_11_3g	Y_20181208_15694_12_11g	Y_20181208_15694_13_3g	Y_20181208_15694_13_5g	Y_20181208_15694_13_6g	Y_20181208_15694_14_4g	Y_20181208_15694_14_9g	Y_20181208_15694_15_2g	Y_20181208_15694_16_10g	Y_20181208_15694_16_6g	Y_20181208_15694_16_7g	Y_20181208_15694_17_3g	Y_20181208_15694_18_4g	Y_20181208_15694_19_13g	Y_20181208_15694_19_14g	Y_20181208_15694_19_4g	Y_20181208_15694_19_6g	Y_20181208_15694_19_8g	Y_20181208_15694_2_11g	Y_20181208_15694_2_4g	Y_20181208_15694_2_6g	Y_20181208_15694_2_8g	Y_20181208_15694_2_9g	Y_20181208_15694_20_3g	Y_20181208_15694_20_5g	Y_20181208_15694_22_10g	Y_20181208_15694_22_4g	Y_20181208_15694_23_12g	Y_20181208_15694_23_16g	Y_20181208_15694_23_20g	Y_20181208_15694_23_2g	Y_20181208_15694_23_4g	Y_20181208_15694_23_5g	Y_20181208_15694_23_7g	Y_20181208_15694_23_9g	Y_20181208_15694_24_15g	Y_20181208_15694_24_6g	Y_20181208_15694_24_9g	Y_20181208_15694_25_11g	Y_20181208_15694_25_1g	Y_20181208_15694_25_4g	Y_20181208_15694_25_7g	Y_20181208_15694_25_8g	Y_20181208_15694_26_4g	Y_20181208_15694_26_7g	Y_20181208_15694_27_5g	Y_20181208_15694_28_2g	Y_20181208_15694_28_5g	Y_20181208_15694_28_6g	Y_20181208_15694_28_7g	Y_20181208_15694_29_11g	Y_20181208_15694_29_12g	Y_20181208_15694_29_5g	Y_20181208_15694_3_7g	Y_20181208_15694_4_2g	Y_20181208_15694_4_9g	Y_20181208_15694_5_18g	Y_20181208_15694_5_20g	Y_20181208_15694_5_5g	Y_20181208_15694_5_7g	Y_20181208_15694_6_12g	Y_20181208_15694_6_16g	Y_20181208_15694_6_22g	Y_20181208_15694_6_2g	Y_20181208_15694_6_4g	Y_20181208_15694_6_5g	Y_20181208_15694_6_6g	Y_20181208_15694_7_12g	Y_20181208_15694_7_3g	Y_20181208_15694_7_7g	Y_20181208_15694_8_4g	Y_20181208_15694_9_12g	Y_20181208_15694_9_14g	Y_20181208_15694_9_1g	Y_20181208_15694_9_7g	Y_20181208_15694b_1_1g	Y_20181208_15694b_1_2g	Y_20181208_15694b_10_5g	Y_20181208_15694b_3_2g	Y_20181208_15694b_6_2g	Y_20181208_15694b_6_4g	Y_20181208_15694b_6_8g
1.3342	10827.0693	13843.7354	13826.6982	13603.9453	15697.7549	12675.377	12565	12371.2705	12631.4795	13582.4229	11833.7354	12764.2197	14710.2832	13954.1162	17421.5234	12944.498	15626.959	12426.6797	13223.2041	13535.6367	13517.1982	15933.082	13316.084	13552.3955	12518.1338	13582.5664	13450.0801	13382.5645	11741.7119	13991.7627	15321.1748	13840.7188	14344.4502	13156.7891	12881.126	12925.0967	12467.1426	13071.9111	14699.2188	12668.4834	12828.791	15360.9482	12308.7207	13722.8027	14719.4385	13655.71	12956.6377	12547.7354	12873.8477	15534.8828	12133.1875	13670.8652	13459.3535	14218.1553	11740.3936	16967.041	14223.8613	13124.7148	12643.7646	12713.5225	12003.3311	14051.0547	16681.2793	16969.4727	15767.5186	11993.3877	13117.5723	12844.8291	12865.5127	11976.1396	12952.7695	14278.0645	15959.7754	14266.8076	15408.7871	14217.1045	15163.4238	12876.2207	12193.3594	13691.8555	14851.3145	13633.3301	14534.002	14052.1055	12174.4189	10187.1602	15015.5859	13783.0977	12769.9551	13823.8008	12490.3809
1.4676	10872.8779	14341.0947	13776.6387	13908.1982	14070.7754	12494.3271	12559.6982	13837.1738	11916.6211	13535.8809	11175.7109	11859.502	13770.3398	14036.6738	16297.2764	12890.7295	14227.4775	12243.6318	13069.0244	14472.8662	12553.1631	16761.6289	13704.9541	13894.4375	13802.5459	12726.4268	13400.1611	13605.7246	10807.458	14193.9004	14581.915	13019.4209	14376.1973	13291.0713	12178.7695	12213.915	12947.0303	13113.1895	15650.583	13719.4463	12010.5176	13997.0918	12830.7119	13353.21	13578.416	13123.2119	13438.4199	12654.166	11988.625	13684.8604	11680.0029	14593.0908	13922.6689	14398.1094	12340.0439	16094.1152	14075.8721	13186.3232	11381.1191	15624.21	13270.4355	15143.5439	15833.21	15504.6064	15037.0527	11628.6191	13039.6641	15008.002	12482.1113	12252.6279	12580.4824	14283.3906	15126.8477	14248.8662	15204.7305	13732.335	14348.5771	12866.9668	11818.834	14365.3018	14302.1543	12980.7715	14831.4883	13767.0771	12193.0244	10478.3965	13704.0273	13250.5244	13107.7363	14928.7041	12607.9609
1.6011	10887.5518	14255.2861	13095.0107	13882.752	13935.6387	11043.4658	12263.0303	12930.5283	11728.2402	13699.2119	10664.0488	12328.2773	14207.793	13906.0137	15754.1172	13265.9463	13667.0371	12413.8564	13131.9971	14461.75	13159.7002	15919.9443	13296.2617	14001.9414	13071.125	12619.4531	14025.708	14721.8535	11403.1621	13842.2832	13956.6504	13059.54	13718.834	13045.459	12488.207	11456.5742	12751.9258	13739.793	13905.583	13378.3203	11114.8496	13618.7354	13327.9727	11680.6045	12408.9746	12254.1973	13420.8994	13075.543	11938.1221	12662.4873	10945.9893	14364.082	15839.2852	13699.0986	12444.1562	15466.4141	12843.7852	13579.4863	11635.2031	16281.5947	14459.5859	15749.1748	14250.6914	13310.0469	14489.4307	11042.2891	12402.4785	14962.7783	13327.1943	12222.1533	11745.793	13200.8291	14517.4111	13193.2402	15181.8193	13497.2793	13868.7559	12660.4951	11974.1074	13093.2002	13410.0439	13400.2324	16811.0879	13588.4346	12458.9307	10395.7822	12081.9648	13019.7939	12334.9502	15017.501	12479.5742
1.7345	12086.4951	13188.3809	13402.3887	14227.0781	14566.4893	10999.0596	12119.7832	12164.8359	11829.5938	14355.7988	10887.1523	13285.8193	14281.7812	14482.6748	16207.4941	12750.8506	12997.6768	12594.9727	12576.4082	13816.5674	13786.9805	15709.998	13205.6514	14906.127	12696.959	13074.1963	13690.4219	14645.7822	11029.7529	13876.6396	12700.4697	11908.5078	13187.0518	13273.3008	12009.708	11292.0439	12772.0186	13683.6035	12761.4551	12628.6963	11041.0273	14040.2344	12873.4102	11973.5967	12147.1533	11976.3721	13242.1553	13153.9033	10830.792	11917.7373	11657.4434	15083.5234	16716.0977	13588.1758	12264.5029	14308.0605	12049.6035	13998.3477	11318.667	16895.5684	15732.0947	14889.1006	12927.9463	13016.9092	14766.6611	10462.7451	11991.0293	14150.4795	13390.4971	12331.2568	11665.1875	13571.8115	15024.709	13568.1113	14836.7988	13866.5088	12440.4971	12832.5977	12091.9951	12266.6865	12798.3145	12032.3096	18364.1484	13534.7822	12147.4062	10838.0107	11219.751	13087.5752	11738.4219	14593.833	12673.8555
1.8679	12508.3477	13896.8906	13228.0508	13885.7227	14161.4316	10966.1113	11993.8896	12515.0859	11699.6172	14257.9014	10658.7881	14726.248	13102.3154	14661.207	15617.2959	11814.1582	12774.001	12125.8428	12636.752	13718.8916	13285.5879	15086.9072	14056.1191	16016.873	12368.4893	13693.7471	13875.3965	13866.4873	11036.5664	14084.0234	12685.0303	11803.4131	13118.627	13160.9023	11413.6865	11006.0449	12235.3525	13427.9971	11629.1982	12518.9902	11187.0771	14792.4658	12676.6025	11962.1475	11821.2773	12218.7549	13221.4014	13077.7207	10262.7637	11461.9736	11058.1895	15069.0156	16699.4941	12986.2559	11863.7871	13019.8291	11430.6797	13493.2891	10816.5801	15770.4619	15029.7354	13009.085	11719.5869	11357.833	14425.1797	10075.0947	11480.0635	12516.7803	12994.207	12383.9072	11290.7559	12732.2637	14398.8604	12717.7969	14921.2539	13042.9756	11897.7275	13245.9834	12298.5957	12309.5371	12125.3018	11731.6279	19004.8652	13334.4385	11173.5508	11567.2422	11491.4775	13142.0986	11660.8926	15057.8311	12313.8447
2.0013	12672.8965	13799.127	13194.8701	12507.2324	14557.8105	10674.6045	NaN	12302.6924	12024.5684	13319.4326	10434.3018	13890.0469	12261.2754	15375.2539	16230.0098	12143.6211	12390.6348	11747.7666	12508.1416	14335.4375	12084.8779	14544.3311	14555.3477	15340.4648	12109.3496	13874.4902	15134.8242	12222.4307	10823.333	12702.627	12921.8584	12560.3564	13136.208	13958.3721	11346.0312	11272.0527	12728.9443	13890.71	12089.4824	12509.6973	11354.9619	14987.0488	12694.9463	11869.7559	12584.5938	12600.7725	12772.7139	12399.7969	10118.8604	12139.2803	10727.6738	14136.5986	16320.1982	12339.9531	12957.1885	13177.9023	11397.1162	14109.5996	12084.8779	14034.3174	12521.4971	11956.1943	11622.7041	10937.3799	14059.3965	10438.415	12150.7158	13179.2451	13100.2051	13502.7578	12034.6406	12843.0664	13757.4189	12833.8018	14448.6338	12672.5186	11301.8662	13074.0264	11746.4492	11954.3418	11270.7168	11551.7002	15575.7754	12584.8789	10753.1387	11384.6152	NaN	12238.1328	11916.1592	14751.2236	11240.6768
2.1347	11718.9854	12937.6807	13299.9785	12522.5205	13050.6797	10874.1016	NaN	12213.5352	12286.7803	11820.6074	10867.4756	13444.5293	12926.5889	14157.5918	16310.2607	12432.0586	12857.9248	11792.1572	12678.292	13964.7773	11771.8721	15281.3672	13878.9756	15124.7412	12020.9346	13861.043	15585.498	11722.9775	10100.0107	12202.3232	12714.7119	12372.1748	12801.7871	13421.0928	11715.9004	10846.1377	12154.376	13842.6318	12500.7168	12493.5068	11557.1719	13085.3965	12701	12688.3984	11498.8945	12187.4189	12927.4092	12669.4482	10640.0098	13211.1777	10734.4072	13586.5068	14945.374	11604.2656	12416.2568	13550.3125	11373.6768	12525.499	12360.918	13353.1602	11924.5059	11436.6602	11555.1445	11013.4326	13522.834	10356.1963	12556.3291	12521.4658	12534.0537	12368.4629	11918.1992	12133.707	12686.7793	12149.7402	14232.335	12591.4307	11753.3516	12087.79	11814.6982	11940.4619	10969.9238	11529.4756	14556.1201	11938.4824	10652.459	11208.0713	NaN	11615.418	12187.7158	13338.3965	11309.2979
2.2682	11149.8418	12284.9316	13154.2539	12845.9736	13043.4824	11160.0459	NaN	12059.3662	11950.0283	11839.2207	10268.7305	13073.7314	13222.1133	13380.4043	14546.6562	12896.8965	13724.4248	11463.3027	11723.7861	13908.1504	12403.3887	14483.2676	12616.6309	15406.6055	12490.1309	14389.6699	14790.0977	11789.0674	10189.8145	12939.6113	11980.8877	11885.3301	12868.3711	12483.3076	11149.126	11466.7627	12313.9102	13632.9424	12129.8535	12706.8984	11340.0156	13067.1807	12712.0811	12277.4785	12173.707	11406.7363	12425.6562	12859.1084	10460.1992	13352.0088	10530.7021	13678.8057	13912.5928	11684.1562	11761.1377	12862.5	NaN	11476.7793	12408.9248	13536.1846	11083.1113	11466.4473	11344.3145	11307.8691	13026.1738	10279.3945	12113.6982	12138.3398	12824.9141	11773.1973	11574.0244	12084.1475	12208.3447	12087.8027	13638.7715	12223.0078	11432.8945	12303.9395	11574.3301	12273.9746	10687.0146	12326.3008	16093.5615	11976.4043	10834.0459	11333.623	NaN	11974.9795	11279.7432	12904.333	11042.7842
2.4016	11582.1309	12090.2822	NaN	12281.6143	12888.7578	11224.3252	NaN	11151.5439	11804.123	12412.166	NaN	12173.3789	12747.1289	13846.3369	13364.3477	12770.9121	14153.9971	11723.4404	11395.9629	12649.9639	11461.8301	14867.7588	11876.4404	15025.0635	11550.5107	12945.3789	14504.7852	10999.6914	10244.9824	12823.7842	11486.3984	11744.4502	13100.666	12135.8477	11159.9316	11021.377	11999.7803	12568.8506	12231.6914	13163.3301	11821.8809	12951.1621	13175.5977	11770.7197	12140.1592	11107.1025	12122.001	13167.6875	11000.9639	13153.6113	10658.6953	12933.5762	13021.1553	11307.1064	11941.1396	12315.7842	NaN	11333.1318	12047.4385	12672.5635	11061.5537	11039.3066	12075.5723	10802.9346	12419.8311	10002.2285	12547.7451	12155.8594	12699.1572	11327.2178	11550.1162	12726.5312	11804.0361	12758.6689	13325.2646	12998.4375	11355.9658	12864.8389	11765.5508	12034.2725	10663.7383	11673.458	NaN	12332.2959	10711.6133	10969.043	NaN	11713.2217	10942.7227	13408.0801	NaN
2.535	12085.0508	13099.8535	NaN	12427.0439	12075.4355	10991.9111	NaN	12030.2764	11483.4893	12174.5391	NaN	10833.9854	12534.0264	13477.3184	12797.0898	12152.9941	13625.4941	11803.6768	11443.4414	11594.5742	12225.2119	14585.7861	11256.8818	15040.4814	11685.0312	13009.1865	13598.6016	11070.3809	NaN	NaN	11648.8408	NaN	13030.7383	12277.8486	11119.9053	11224.6113	11646.4873	NaN	12054.708	13102.209	11774.4033	12356.0879	15288.9805	NaN	11466.6074	11343.748	11879.4209	NaN	10970.7783	13668.3457	10541.0576	11960.5117	13695.5273	11631.791	11693.8906	11657.3857	NaN	11023.0166	11091.2471	13127.918	11177.918	11521.9404	11663.4395	10735.4277	12076.7979	10185.9668	12884.2822	11822.3955	11630.0303	11167.5146	11179.9629	11988.8506	11503.6816	11990.5508	13237.9404	12679.5674	11905.6816	12632.1602	12693.3838	12194.1973	10608.3203	12293.9756	NaN	11797.6621	10573.5176	10804.6074	NaN	11838.5117	10793.0146	12251.417	NaN
