x	Y_20180130_15100b_1_10g	Y_20180130_15100b_1_12g	Y_20180130_15100b_1_14g	Y_20180130_15100b_1_16g	Y_20180130_15100b_1_1g	Y_20180130_15100b_1_7g	Y_20180130_15100b_1_9g	Y_20180130_15100b_10_11g	Y_20180130_15100b_10_12g	Y_20180130_15100b_10_1g	Y_20180130_15100b_11_11g	Y_20180130_15100b_11_1g	Y_20180130_15100b_11_6g	Y_20180130_15100b_11_7g	Y_20180130_15100b_12_10g	Y_20180130_15100b_12_15g	Y_20180130_15100b_12_2g	Y_20180130_15100b_13_12g	Y_20180130_15100b_13_6g	Y_20180130_15100b_14_10g	Y_20180130_15100b_14_4g	Y_20180130_15100b_14_8g	Y_20180130_15100b_14_9g	Y_20180130_15100b_15_3g	Y_20180130_15100b_15_5g	Y_20180130_15100b_16_2g	Y_20180130_15100b_16_5g	Y_20180130_15100b_17_12g	Y_20180130_15100b_17_7g	Y_20180130_15100b_18_12g	Y_20180130_15100b_18_14g	Y_20180130_15100b_18_21g	Y_20180130_15100b_18_2g	Y_20180130_15100b_18_3g	Y_20180130_15100b_19_9g	Y_20180130_15100b_2_4g	Y_20180130_15100b_2_7g	Y_20180130_15100b_2_9g	Y_20180130_15100b_20_16g	Y_20180130_15100b_21_11g	Y_20180130_15100b_21_12g	Y_20180130_15100b_21_13g	Y_20180130_15100b_21_15g	Y_20180130_15100b_21_16g	Y_20180130_15100b_21_5g	Y_20180130_15100b_21_8g	Y_20180130_15100b_22_15g	Y_20180130_15100b_22_19g	Y_20180130_15100b_22_1g	Y_20180130_15100b_22_4g	Y_20180130_15100b_22_5g	Y_20180130_15100b_23_1g	Y_20180130_15100b_23_3g	Y_20180130_15100b_23_7g	Y_20180130_15100b_24_13g	Y_20180130_15100b_24_4g	Y_20180130_15100b_24_9g	Y_20180130_15100b_3_4g	Y_20180130_15100b_3_6g	Y_20180130_15100b_4_14_2g	Y_20180130_15100b_4_19g	Y_20180130_15100b_4_23g	Y_20180130_15100b_4_3g	Y_20180130_15100b_4_4g	Y_20180130_15100b_5_13g	Y_20180130_15100b_5_21g	Y_20180130_15100b_6_11g	Y_20180130_15100b_7_14g	Y_20180130_15100b_7_7g	Y_20180130_15100b_7_9g	Y_20180130_15100b_8_1g	Y_20180130_15100b_8_5g	Y_20180130_15100b_8_6g	Y_20180130_15100b_8_9g	Y_20180130_15100b_9_11g	Y_20180130_15100b_9_13g	Y_20180130_15100b_9_15g	Y_20180130_15100b_9_16g	Y_20180130_15100b_9_8g	Y_20180130_15100_1_2g	Y_20180130_15100_1_5g	Y_20180130_15100_1_8g	Y_20180130_15100_2_8g	Y_20180130_15100_3_15g	Y_20180130_15100_3_18g	Y_20180130_15100_3_21g	Y_20180130_15100_3_22g	Y_20180130_15100_3_7g	Y_20180130_15100_3_8g	Y_20180130_15100_4_12g	Y_20180130_15100_4_16g	Y_20180130_15100_4_2g	Y_20180130_15100_4_5g	Y_20180130_15100_4_7g	Y_20180130_15100_4_9g	Y_20180130_15100_5_16_1g	Y_20180130_15100_5_20g	Y_20180130_15100_5_21g	Y_20180130_15100_5_22g	Y_20180130_15100_5_26g	Y_20180130_15100_5_7g	Y_20180130_15100_5_9_2g	Y_20180130_15100_6_10g	Y_20180130_15100_6_15g	Y_20180130_15100_6_4g	Y_20180130_15100_6_7g	Y_20180130_15100_7_3g	Y_20180130_15100_7_8g
1.3342	38104.441	36176.023	34543.547	43027.93	41872.945	36599.668	37822.727	37996.824	35844.684	38945.363	40703.238	34714.484	34275.371	41494.605	37860.648	35750.484	33740.527	36878.316	33191.695	40235.727	34783.426	35635.535	33717.871	32483.789	38791.164	34974.469	39125.75	32320.266	34417.961	36020.77	35802.539	35634.141	28256.367	38250.898	34998.352	36618.992	40314.324	38829.449	33807.867	34983.816	34927.406	36164.77	36498.145	42995.504	36741.98	40950.715	40370.664	33838.832	37249.41	39664.984	33692.078	34850.008	38670.473	34195.492	31779.969	39564.656	37424.715	34807.887	36342.289	36234.258	32174.602	36342.266	37864.301	37092.789	32435.168	39191.316	35660.812	35532.102	36563.707	32884.828	35388.73	35886.602	34109.766	39388.801	40681.535	37624.285	33061.242	33639.375	39305.867	37959.835	40693.9375	41403.0025	42283.8675	37283.6775	41505.5675	38388.26	40301.51	41540.3025	42567.2125	33383.31	39593.395	41041.5875	39001.015	42266.635	36908.72	36449.3825	37778.9925	38227.9725	39288.385	40807.48	42975.0625	42304.4625	39818.8625	38605.045	37980.26	40562.65	37894.225	39953.2525
1.4676	39169.062	39197.438	34476.727	45461.309	46493.547	36524.297	40847.16	39595.566	38006.957	37814.871	43857.094	34570.676	35194.887	40747.906	37337.715	37468.98	33442.863	37535.078	33397.797	39758.438	34038.199	34724.562	34341.727	33578.426	40106.82	34362.23	39261.082	32793.844	35664.844	37760.035	37173.391	36337.051	28805.17	39350.082	33959.793	37009.914	43549.902	41898.379	36075.734	34484.613	36184.594	37158.672	36788.059	50612.34	38340.727	44367.09	41187.441	35983.035	37771.406	41355.562	34287.953	35956.062	38609.738	31890.703	31622.451	43324.012	39071.766	33620.945	36936.906	36691.055	33917.594	38134.543	38965.504	37538.871	33505.121	39440.953	34804.758	36692.879	37746.082	34832.633	36405.727	34943.898	34242.473	40929.801	46074.824	39236.18	33648.172	35183.496	42041.59	38343.73	38591.02	39381.0925	39829.33	42125.9125	40338.995	40555.2325	40257.5125	39120.5025	43942.345	36864.4525	39830.335	42231.7575	41788.98	43848.1775	39795.795	37399.4075	39549.0575	38807.2925	41929.0725	43571.5725	46945.425	43046.28	39907.755	40916.65	37134.6375	42628.0175	37400.35	40786.2025
1.6011	39393.367	39429.391	37349.77	53360.637	59415.832	36110.949	41594.523	43041.047	44607.398	37097.508	54338.422	34804.105	37304.145	40412.934	37030.574	38958.453	33988.641	38631.777	33863.367	43122.781	35878.262	39018.773	38087.875	38361.332	40009.141	34160.852	42078.395	34373.629	34982.668	37458.156	37879.258	36264.461	29114.906	43791.977	35359.652	37417.777	53898.832	50374.188	35060.066	35971.078	35006.867	35238.344	36363.996	65454.352	40107.242	49458.488	43178.789	37109.496	36621.875	41631.094	35653.938	36695.793	41750.047	35659.602	33105.309	48414.496	40076.105	34260.926	38262.328	40287.355	33225.449	37931.605	39799.566	43450.434	34601.543	40144.18	37210.938	38219.422	39706.383	35159.328	38772.188	35634.613	35996.285	41906.824	56629.941	42832.332	34005.457	34824.137	45088.441	40313.69	38800.3175	38259.855	44822.9975	39643.055	40378.49	41265.47	43280.7525	42540.01	48622.1925	37572.4825	42612.335	46260.04	42866.5975	50451.7575	42415.995	37058.8975	43409.9375	37112.91	49140.045	50508.915	49475.46	45637.5725	37703.105	41155.645	39428.675	43110.3625	38568.2425	41489.405
1.7345	39734.121	42975.332	44687.363	70263.406	82587.188	38479.652	45217.309	55839.074	58091.309	38240.289	80241.578	32911.988	37515.285	40871.727	39234.305	42117.176	33683.934	38957.168	34201.121	47110.406	36144.391	44490.059	47059.504	44582.246	43243.945	34966.492	42828.422	35774.742	35688.465	39972.266	38677.355	39389.809	30383.254	52460.898	37042.016	40056.176	76526.836	68322.234	38168.91	36781.98	35446.461	35625.012	38989.43	100251.32	40903.508	63455.168	48032.359	45436.434	35707.094	43952.625	36781.273	37503.113	43708.922	38591.371	40006.688	58573.602	45596.988	34883.398	41524.02	42432.742	34678.781	38692.391	45695.582	50426.137	36430.492	40356.543	39562.586	43694.445	49118.172	35889.949	41084.707	35896.305	37727.676	46675.215	71746.992	51963.762	37100.637	36806.605	47469.555	43827.8225	41871.1525	40528.845	50365.245	41157.95	46334.185	43165.455	46891.47	46382.8125	58041.44	38939.54	44156.62	51983.775	44237.885	71242.465	47637.91	39783.3725	49719.0425	38422.1825	62599.79	63100.3625	57410.43	45150.62	37043.5575	44193.32	42754.8475	48263.35	38531.9175	43673.4225
1.8679	40835.168	54392.004	63277.242	113271.523	100365.32	36622.934	52602.793	77503.734	86035	41713.043	130760.469	33998.117	42951.387	39944.633	43169.117	49326.484	35526.582	42553.445	35460.824	58158.324	38861.488	59293.309	65787.703	66678.484	55819.133	37731.074	49519.301	40574.957	39576.887	40599.141	39996.652	43447.172	31533.311	71512.078	36510.012	43914.504	109517.664	109474.727	43757.117	39460.285	36234.895	37156.715	42423.016	113938.688	41731.18	87926.117	59327.148	65157.336	37226.188	49191.184	38654.164	40609.469	48415.73	47372.906	49368.863	76117.109	54426.613	37062.102	53266.629	50590.609	36017.637	40821.895	53550.16	63450.445	42304.832	44452.203	46561.66	58197.125	62423.191	41056.027	48361.66	37300.504	41700.746	57618.453	96533.656	66752.875	44180.238	41476.316	58704.547	55586.635	48098.56	44002.24	59786.7875	48354.75	59242.2275	48022.68	56531.9425	52137.76	59916.5325	41409.4725	50677.28	66502.955	47007.9875	96909.425	63429.115	41292.5875	64035.01	39099.3275	96824.9325	81717.455	88865.84	54382.7825	39184.4275	53821.5375	50719.5225	61226.67	40581.8525	45442.735
2.0013	47732.758	77754.266	91086.031	182292.531	82316.906	38167.09	70382.633	120291.266	99583.852	41243.582	150227.578	36329	54439.754	40357.477	47199.371	63833.824	39799.816	45065.504	38166.699	84767.734	47860.762	88701.234	94443.609	106723.281	68055.492	39573.797	66970.273	53306.25	47818.77	43270.473	44185.855	56139.234	35323.262	118324.18	38832.785	56469.066	119037.453	121330.445	63801.008	42621.902	37422.949	39053.594	57902.535	91409.117	45843.066	94875.938	76481.078	99563.227	40783.484	59089.305	38025.633	48997.793	62214.906	64249.676	70649.688	112424.359	77053.438	39235.969	78666.008	69263.219	39410.293	41629.223	71482.867	85176.211	56593.043	51719.777	60372.941	93424.547	77889.906	52754.422	70990.141	41889.664	52533.969	79856.039	120512.164	80890.742	66008.484	56657.309	88297.867	83355.5475	62700.405	63432.3875	78036.5225	63795.5075	76377.1725	55211.465	73564.835	66218.1975	53177.325	48976.3125	69016.475	86837.55	51585.37	90527.5975	96427.95	45503.4075	86550.3225	38797.44	115117.3925	113268.575	146599.99	67470.885	39531.96	66816.7275	67281.3925	91097.1475	43898.145	50932.655
2.1348	59657.566	99116.766	96876.266	194111.406	58568.082	46486.707	100345.695	128332.328	82334.148	44269.102	113016.703	39505.555	66718.664	42250.582	65609.852	98517.672	49611.746	58490.566	44111.652	115815.977	63689.344	111737.109	104239.078	112711.453	63502.383	48488.668	96380.414	75446.875	64311.305	47432.07	57437.125	72837.547	44638.203	151053.062	43773.754	77522.953	87281.875	90692.445	104230.523	51849.871	43195.809	43294.027	77471.539	63545.527	61587.27	77517.227	88295.984	118314.695	53342.094	84782.969	41513.863	72913.078	90086.57	79449.312	106452.844	156397.797	117925.109	45568.082	117284.367	76881.164	49811.648	48473.75	98386.641	95476.758	85569.516	66428.109	78538.25	124768.219	72119.5	77776.914	87311.039	53243.109	74887.539	115209.648	114860.305	70640.633	100340.297	90457.742	125660.656	123666.9825	94404.0525	95550.84	92249.7275	109472.7925	72976.66	66439.2925	92854.2875	90053.955	54142.0075	70125.1375	92204.775	85871.66	67125.87	67170	117144.6775	56088.9025	83273.4075	43133.8875	91338.525	102965.575	169443.34	86600.7625	42602.9825	64472.71	93161.9425	117939.2875	50094.9425	64786.3325
2.2682	75167.594	90919.094	69389.359	131082.141	44378.539	65741.445	119085.484	92310.781	58419.762	52465.777	72975.695	46531.102	64039.816	42981.559	95332.383	131535.922	67881.141	75240.883	61993.062	115319.93	79467.172	88523.875	78023.898	78928.203	49755.973	58008.266	111348.773	80003.453	72275.766	60791.5	71919.281	70680.914	52850.195	119175.43	59218.473	91280.914	56472.789	61814.375	124256.977	74950.07	50814.105	53425.781	72651.758	54980.508	81249.578	54021.988	112228.891	86008.469	75676.055	118449.711	50845.918	92752.703	114876.188	100547.859	136526.422	153197.516	132391.5	58086.938	124955.273	63179.387	71643.883	62133.648	92596.789	79587.016	103328.422	82518.641	76931.047	103799.945	51271.863	95919.75	75815.562	80694.992	97696.266	111741.359	82304.859	54243.957	110612.633	110210.898	126863.297	127201.5925	108373.7	111311.405	80091.7825	142853.2525	55088.2075	62860.2925	83335.0875	93603.1825	60083.345	94001.455	85206.035	63915.4975	96010.84	52183.4775	96666.1525	59915.43	61457.895	53941.685	63920.5725	68214.42	127802.03	77719.6775	48000.7675	54493.1825	89797.9875	102630.0575	63498.31	94564.16
2.4016	75128.367	63198.98	45849.57	74473.516	NaN	85095.008	88359.773	59882.105	NaN	80700.398	54320.699	59840.555	49712.215	47049.922	110109.711	118585.062	71508.211	75113.578	90997.578	83174.133	77381.5	59233.266	49146.152	53275.641	39601.461	55532.664	87610.016	60197.344	65042.422	78352.914	65919.391	55076.324	48779.793	75260.719	82412.406	73830.164	45313.449	48360.004	95400.555	98450.57	69304.953	84183.211	53857.609	NaN	82084.312	46135.895	119220.648	54319.227	87678.32	116360.32	68626.609	78495.992	102128.305	141330.203	110172.688	98580.484	97144.844	75974.539	77234.438	50081.676	87162.641	89631.258	66077.461	55791.008	87239.094	72714.758	57968.387	63704.023	42633.293	82324.219	54784.844	117281.273	90906.062	81623.289	54286.207	45305.246	80737.422	84268.852	87800.547	92704.57	88262.45	87703.495	60001.245	119048.2125	45794.57	52975.255	58539.5125	73015.7275	86860.44	82422.4325	68958.375	50163.285	112201.62	45869.425	63791.1175	50578.2525	49356.41	76153.4675	51585.6875	51856.505	79946.7875	57652.3525	61110.9025	48402.3775	64478.8225	69001.03	65367.88	113774.22
2.535	58845.469	46879.031	36106.461	53282.242	NaN	79823.719	58706.547	47182.492	NaN	146598.281	NaN	59959.996	43341.039	65115.477	84517.438	75802.711	55644.309	57379.406	103278.359	57686.344	57405.367	45097.598	40350.625	NaN	NaN	44222.816	60903.418	44741.895	47132.223	80606.969	50370.391	44115.02	38475.613	52759.793	82569.797	54833.008	41738.34	NaN	60289.742	87388.789	77383.844	113125	45063.453	NaN	62281.531	43978.848	89269.906	41409.652	70203.461	78169.953	81575.445	56589.371	69529.438	151976.766	82095.328	60816.965	62889.727	79291.938	48150.777	NaN	75498.383	110952.609	48407.016	43585.684	59290.422	55107.566	44707.312	43950.984	38249.566	53577.738	NaN	112935.359	60061.898	60143.129	43654.785	41995.414	53477.535	56481.477	59953.137	60351.6025	58793.2225	60147.06	46801.9775	71065.9175	41574.845	44185.5025	48534.4825	52527.5575	118796.7375	55799.4525	48432.7925	43585.2975	91709.3075	NaN	47163.2375	42614.2925	42688.6825	102343.4275	49032.055	44630.1425	NaN	48599.0975	70695.455	42127.5875	46774.55	50925.9675	54408.0575	90330.235
2.6684	47536.141	42096.191	NaN	NaN	NaN	56297.496	47155.613	NaN	NaN	192846.844	NaN	48524.719	NaN	79998.07	55179.844	53639.316	44021.5	46369.766	75636.109	48298.316	44803.898	NaN	NaN	NaN	NaN	38480.707	49656.488	37078.676	37766.914	61783.066	42904.438	NaN	NaN	NaN	63343.055	44192.754	NaN	NaN	45138.84	56858.34	61525.742	102112.664	39731.602	NaN	46715.41	NaN	62126.551	NaN	48547.398	51435.984	73450.047	46240.496	52359.438	117814.617	63741.426	NaN	47818.176	59624.449	41163.953	NaN	53423.562	94771.969	41901.469	NaN	44485.965	45641.648	40332.684	NaN	38970.418	40632.359	NaN	79865.32	45940.898	57404.273	39462.898	NaN	NaN	42907.395	NaN	47660.865	46271.03	43979.365	43779.6475	48184.135	41090.9625	43949.77	44543.99	46519.605	115481.5625	46555.165	43710.16	NaN	62816.45	NaN	42353.8575	NaN	41310.5275	95551.21	NaN	NaN	NaN	NaN	65221.7575	43346.9425	42218.2375	48103.565	49133.34	61720.45
2.8019	43601.359	NaN	NaN	NaN	NaN	44678.25	NaN	NaN	NaN	147603.703	NaN	39108.902	NaN	75885.562	43305.621	47382.492	NaN	NaN	50518.289	NaN	NaN	NaN	NaN	NaN	NaN	36580.676	NaN	NaN	35787.703	46982.91	39984.883	NaN	NaN	NaN	47124.312	39835.234	NaN	NaN	40942.441	42925.871	46282.691	70335.547	NaN	NaN	41621.902	NaN	NaN	NaN	40087.691	NaN	54835.863	39835.426	NaN	75583.547	49867.684	NaN	43608.793	42974.742	NaN	NaN	NaN	61411.09	40262.129	NaN	39694.25	40345.422	NaN	NaN	NaN	NaN	NaN	54345.426	41134.945	NaN	NaN	NaN	NaN	39068.102	NaN	43049.9375	41403.8	NaN	NaN	42776.65	39247.815	NaN	NaN	41993.8425	78356.23	40568.1125	NaN	NaN	51132.8375	NaN	NaN	NaN	NaN	72834.2425	NaN	NaN	NaN	NaN	52042.34	NaN	40951.385	43337.91	47931.21	49061.7
2.9353	NaN	NaN	NaN	NaN	NaN	41046.922	NaN	NaN	NaN	84083.367	NaN	34851.293	NaN	57580.473	39200.898	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41913.293	NaN	NaN	NaN	NaN	38797.629	40404.023	51419.012	NaN	NaN	38140.023	NaN	NaN	NaN	38945.707	NaN	42135.316	NaN	NaN	53293.488	39906.609	NaN	NaN	35603.055	NaN	NaN	NaN	49095.328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40156.1075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52421.88	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61793.0425	NaN	NaN	NaN	NaN	44583.2075	NaN	NaN	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54922.688	NaN	NaN	NaN	46467.844	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36747.473	NaN	45136.184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39474.898	NaN	NaN	45269.57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43959.367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46385.8975	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57422.2225	NaN	NaN	NaN	NaN	41618.2075	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45399.516	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40934.543	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41627.2025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39839.4275	NaN	NaN	NaN	NaN	NaN
3.3356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42370.402	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39109.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39699.91	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40389.641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41643.77	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
