x	Y_20181208_15693_1_1g	Y_20181208_15693_1_9g	Y_20181208_15693_10_11g	Y_20181208_15693_10_1g	Y_20181208_15693_10_3g	Y_20181208_15693_10_7g	Y_20181208_15693_10_8g	Y_20181208_15693_11_1g	Y_20181208_15693_11_2g	Y_20181208_15693_11_4g	Y_20181208_15693_11_9g	Y_20181208_15693_13_10g	Y_20181208_15693_13_5g	Y_20181208_15693_14_10g	Y_20181208_15693_14_12g	Y_20181208_15693_14_8g	Y_20181208_15693_15_10g	Y_20181208_15693_15_12g	Y_20181208_15693_15_13g	Y_20181208_15693_15_14g	Y_20181208_15693_15_2g	Y_20181208_15693_15_7g	Y_20181208_15693_17_3g	Y_20181208_15693_18_5g	Y_20181208_15693_18_6g	Y_20181208_15693_19_2g	Y_20181208_15693_19_5g	Y_20181208_15693_19_6g	Y_20181208_15693_2_3g	Y_20181208_15693_20_2g	Y_20181208_15693_3_2g	Y_20181208_15693_3_7g	Y_20181208_15693_4_10g	Y_20181208_15693_4_6g	Y_20181208_15693_5_10g	Y_20181208_15693_5_15g	Y_20181208_15693_7_3g	Y_20181208_15693_7_5g	Y_20181208_15693_8_2g	Y_20181208_15693_8_6g	Y_20181208_15693_8_9g	Y_20181208_15693_9_3g	Y_20181208_15693_9_9g	Y_20181208_15693b_1_12g	Y_20181208_15693b_1_8g	Y_20181208_15693b_1_9g	Y_20181208_15693b_10_11g	Y_20181208_15693b_10_14g	Y_20181208_15693b_10_6g	Y_20181208_15693b_10_8g	Y_20181208_15693b_11_11g	Y_20181208_15693b_11_15g	Y_20181208_15693b_12_11g	Y_20181208_15693b_12_13g	Y_20181208_15693b_12_14g	Y_20181208_15693b_12_2g	Y_20181208_15693b_12_8g	Y_20181208_15693b_13_10g	Y_20181208_15693b_13_12g	Y_20181208_15693b_13_14g	Y_20181208_15693b_13_19g	Y_20181208_15693b_13_4g	Y_20181208_15693b_13_8g	Y_20181208_15693b_2_1g	Y_20181208_15693b_2_3g	Y_20181208_15693b_2_6g	Y_20181208_15693b_2_8g	Y_20181208_15693b_3_14g	Y_20181208_15693b_3_16g	Y_20181208_15693b_3_17g	Y_20181208_15693b_3_19g	Y_20181208_15693b_3_3g	Y_20181208_15693b_4_13g	Y_20181208_15693b_4_3g	Y_20181208_15693b_4_5g	Y_20181208_15693b_5_10g	Y_20181208_15693b_5_13g	Y_20181208_15693b_5_14g	Y_20181208_15693b_5_16g	Y_20181208_15693b_5_26g	Y_20181208_15693b_5_2g	Y_20181208_15693b_5_5g	Y_20181208_15693b_5_7g	Y_20181208_15693b_6_13g	Y_20181208_15693b_6_15g	Y_20181208_15693b_6_18g	Y_20181208_15693b_6_2g	Y_20181208_15693b_6_3g	Y_20181208_15693b_7_11g	Y_20181208_15693b_7_15g	Y_20181208_15693b_7_16g	Y_20181208_15693b_7_17g	Y_20181208_15693b_7_6g	Y_20181208_15693b_8_12g	Y_20181208_15693b_8_20g	Y_20181208_15693b_8_21g	Y_20181208_15693b_8_30g	Y_20181208_15693b_8_3g	Y_20181208_15693b_8_7g	Y_20181208_15693b_9_13g	Y_20181208_15693b_9_3g	Y_20181208_15693b_9_9g
1.3342	27639.5625	31556.2422	33788.1602	30617.416	42642.6953	32232.6934	51345.332	81224.8203	28647.8145	33838.5781	34249.1562	98368.0703	74400.9922	55665.4922	41924.9531	81754.4922	70789.6641	44038.5508	32159.8652	31647.7578	43381.7422	37050.9883	33183.0898	34997.0234	58406.8945	31338.6191	50648.9062	32397.3867	43111.4141	36187.793	32609.8535	75242.2109	39456.4023	43495.4141	37838.9414	29259.2422	34345.5312	72600.9375	29534.1797	31344.8145	37471.3281	37155.0039	43765.5898	38376.4727	71216.1797	58861.418	35815.2539	32657.2559	31741.4434	37043.2227	43275.3633	29794.5352	48794.3125	39198.0938	26852.6641	94257.9219	76592.9688	37377.6602	33699.5664	38918.0156	32855.5742	74579.3828	30714.2344	32370.8457	90971.9062	68666.5391	28988.9648	30580.7871	34669.9062	32673.9062	30260.834	29592.3242	30592.7129	31997.5059	30153.2656	30353.0469	55473.0703	77546.4375	30085.2188	57836.3086	30337.2168	100168.4766	31626.3555	40936.8594	113064.1406	40651.1406	56696.7812	33559.0352	37304.957	38393.3672	41941.7617	41204.0156	65381.082	36925.7891	33983.793	30460.0625	31659.8008	31624.1836	25392.0312	32225.7129	32453.1836	30356.8555
1.4676	28334.2305	39089.5117	40349.7305	32170.6152	56391.6836	36552.6367	66857.9375	84124.2578	31007.7363	43207.6641	34342.8672	122546.7891	81065.3594	74684.7188	57315.8359	86858.7656	49997.918	64183.2617	31261.5488	34518.9883	63177.4023	47587.8633	40483.8203	38292.4727	69916.9531	36911.6797	80259.8672	33454.3828	53022.3594	40385.8906	40717.207	80053.3047	59044.5234	37688.1797	47673.4375	30358.6895	41287.3672	76356.8984	33540.4336	34186.5352	47861.3398	49756.0625	54866.8984	48585.3008	84008.4062	91918.5312	40461.2812	35522.7695	35340.1406	43042.6445	57854.207	31144.3789	66101.5078	49031.2227	26308.127	67377.1328	125151.9453	49238.0742	43561.2617	50308.1211	36379.043	54852.6016	36801.1914	44360.3242	68318.6016	104564.375	31794.707	30060.2422	34524.8242	32110.7383	32798.9961	31828.4609	33081.0859	34877.875	34336.8281	35650.5508	62615.8086	63504.8477	32891.4766	73430.3906	35540.7227	77495.9922	32787.3867	60190.8516	112506.2422	52881.7422	86216.0625	38164.918	51529.043	47027.5156	57609.9922	56029.1289	89148.5391	43387.5469	38988.2148	36518.7383	43022.6367	38357.7109	26162.5352	34408.6328	32747.4531	34660.5469
1.6011	33003.0703	53286.4023	53344.7266	35118.582	72012.1484	44419.2422	66071.9844	61121.332	34339.3047	62344.793	37717.707	88762.4219	59288.8984	75007.5938	74455.2188	63915.7812	38278.4688	93775.5938	31397.0684	38798.5	74500.625	55085.2539	61112.0742	49165.5977	57516.4609	48378.3203	110911.0625	37671.1523	68690.8203	48044.3359	53151.9805	60985.7461	88809.8984	29652.5156	69663.7734	32437.5234	46267.4453	57217.207	44685.207	42826.5508	56243.2578	71139.6406	83219.2969	68311.2812	67434.25	112132.0234	51032.6094	48280.2227	43126.2891	61259.6914	76621.4766	37961.0195	63985.9492	74841.0625	26605.2266	44597.8164	153997.2812	49115.2109	61227.6016	79489.9531	37298.0664	40165.9844	51800.957	64153.6953	44707.7617	107312.0859	33962.7031	32880.4766	37576.4102	32730.3379	38853.6055	37805.5117	36348.3906	38262.8477	44773.582	44745.6328	51177.1953	46334.9844	39250.0547	66944.75	43981.2148	49160.8281	41326.6406	94550.4531	84064.3047	83102.8125	105224.2188	48221.6445	60708.3906	64761.0586	87587.0547	82483.7266	87210.7812	66466.0391	52919.6445	48519.5703	61983.3281	54897.3828	30815.4766	41699.5273	40061.5312	36888.4219
1.7345	41049.8281	69113.6172	77441.6875	46990.6875	70260.7109	61917.8594	52993.9492	42251.2969	44599.875	74657.5625	44643.8438	55200.0352	43078.3633	55316.3789	72105.7578	47171.2422	34968.7734	105790.7344	34095.7734	52972.6094	60572.9648	46540.707	78635.4297	70770.5078	43150.9141	70960.75	103744.1719	51568.6797	71921.9922	48179.6797	55879.4219	45154.418	89953.5391	27431.0391	94183.2266	37270	41531.0898	41364.918	64014.3906	60242.5977	53427.9062	85916.9688	112911.6719	87503.2031	45432.332	88324.5	73810.7734	70606.2578	64555.3438	76900.9531	72894.0234	50372.5273	46859.7695	99489.6719	27160.1562	37523.1211	119463.1484	38525.793	64652.4062	114669.1094	44619.875	31236.3281	71830.0781	76277.4609	33864.6953	77257.3438	42738.1328	38512.9766	45834.1875	31651.6641	47717.6016	50147.9414	44584	41287.043	64368.2227	56645.2227	40589.3672	39907.2461	54893.0352	50703.4492	65157.7422	36173.3828	52327.4531	106582.3359	54075.9609	130890.8984	89148.4688	68283.7031	50488.2188	96743.625	107290.7891	88522.8594	64872.0156	91442.3359	79951.2031	63344.4297	81638.1484	76883.5	40378.1758	63053.1523	54796.3867	47120.2461
1.8679	55065.7539	60700.4336	89468.6562	62424.7461	51630.293	73146.75	42409.3164	35599.2539	52280.8164	62452.0938	56696.7773	42289.3633	36322.7539	41350.5469	53697.2461	41324.0312	32207.3145	77903.5469	33372.9102	81383.0625	44229.793	37490.457	73070.4844	111926.125	38133.1484	79663	68194.0078	71081.6328	54997.9258	40325.2422	46218.918	36717.8359	64747.0312	25347.9004	89036	45997.8125	36598.7852	35773.3008	83273.3047	73591.2344	40908.3438	66882.5	105879.4766	78121.2891	35499.8672	60118.668	92813.6094	87748.5391	88803.6641	69937.5781	50924.5391	56685.8594	39580.7031	98661.2031	30619.8574	35522.2734	68352.5938	29736.6875	52611.8984	108953.1406	53285.1758	27904.9785	68989.6797	58792.2695	32855.3516	46309.3906	59688.7266	48844.2266	60453.5859	33843.9492	46481.7891	62211.9102	65901.4844	49961.4102	68308.2578	55342.7539	36577.1016	39931.332	92656.3672	38406.832	89996.25	31860.418	65512.9688	82790.4453	41629.8633	129194.2031	59976.6172	86521.3672	39256.8711	123388.8359	84551.9531	63982.0117	43130.1836	91373.5703	98184.7656	58901.0156	77354.6562	76753.0781	56751.1641	90662.7891	63761.043	52721.5039
2.0013	52439.7617	43402.4805	70757.3672	66462.5	37003.5859	59084.3281	37352.1797	32486.4043	50150.5234	43500.0781	58861.9453	36743.6992	32337.2246	35544.4297	40471.4102	35718.9062	34382.8398	48740.1797	33983.5352	105175.7109	33829.4023	32941.4336	52940.7695	127374.5938	36028.832	60018.8242	47405.1133	70527.4688	43657.5547	37773.6367	35498.3555	35151.8359	44145.2031	NaN	63447.0898	64451.3672	33345.2305	32595.2051	76625.5469	62383.375	35321.1836	47685.8242	65471.043	55470.5391	33994.5703	42870.0117	87852.8594	77931.0703	89406.5391	48530.2344	40016.1445	50036.8867	34048.1562	67903.1562	41547.6914	35160.1953	46371.0508	27990.0801	39885.1797	73371.1484	52991.1602	28502.2031	49899.8438	40983.2461	33045.4062	35304.2227	69248.5703	62556.9609	73107.625	34390.5391	40575.1641	58539.5938	85073.1484	47926.7734	54040.1641	42992.1445	34264.8398	48136.6367	133685	33708.8867	93467.7734	30206.1426	63733.7695	58126.7227	35466.0156	89780.3828	45723.8164	74194.9844	32955.1172	102788.5078	53804	45124.4688	34190.4375	63874.9688	83198.4062	41189.9531	56136.5977	53061.9609	74868.6328	93382.3203	50746.3789	45980.7305
2.1347	40894.9648	33745.1875	46364.9961	50905.7344	31286.7363	42787.543	34459.4336	31309.7363	39449.1641	32983.7266	48648.2227	34674.1523	31706.4941	31551.0273	33348.5977	NaN	NaN	38079.2656	37834.7734	87437.1094	31729.877	30494.2793	41172.6758	94718.6484	33572.3203	44121.0703	40064.5703	51440.2773	36758.3086	37879.9922	32727.2363	33827.2969	37904.7422	NaN	46033.1719	75934.0469	30949.0098	31690.8398	50547.6211	42611.625	32873.5039	38286.8164	45995.7344	43235.1602	34275.8086	35135.2734	59431.6445	52744.3789	63002.0977	39306.5352	34990.918	41886.8672	31799.2695	47232.7891	47802.5352	37051.8438	39839.5234	27560.7734	33726.2773	48922.5117	47638.6484	27819.207	34872.5547	33761.0039	33826.3008	31699.8066	56477.3359	62229.043	65156.1328	39282.3047	35258.8945	46354.2969	73575.2344	42362.2578	41288.0352	33841.0625	33537.8906	NaN	118071.6641	31764.1172	69832.9062	29834.916	47521.75	47207.6328	35085.0625	57114.125	41682.0117	52000.1875	30900.4414	62880.1445	43148.7305	40976.6172	32415.2188	43971.0664	56046.5195	32113.2031	36762.9062	38946.8086	70953.3203	72266.5312	38424.0898	38950.9609
2.2682	32851.5625	30886.7734	39006.5703	37968.4297	27892.0801	37637.8867	31316.2305	NaN	31084.2773	30355.8418	39438.75	34989.4062	32768.6406	30962.9043	32136.2617	NaN	NaN	33823.8125	48248.9922	56717.582	29235.4121	NaN	37211.1094	59877.707	NaN	35710.625	38200.0742	42173.8242	38402.4609	NaN	NaN	32801.2617	36506.1406	NaN	40160.6719	59698.3242	30808.1758	NaN	37777.9062	33879.5352	32149.9746	34910.0391	39855.6523	36391.7422	35314.9883	33502.6758	44279.2891	37725.3828	46772.1328	35658.7422	35496.6836	35401.4609	32137.2188	39660.9883	45013.4883	NaN	35493.2383	NaN	32918.8906	40730.4336	47270.1328	NaN	32194.8086	31742.248	NaN	29919.0449	41817.0586	46029.0508	47992.3672	50528.5586	33938.5938	37322.7656	51166.7031	36654.0859	34908.4883	30008.3496	32685.1914	NaN	71282.125	30546.9492	47725.875	NaN	38321.582	41669.9727	32675.0566	46941.5391	41625.0938	40319.1875	29479.9902	45415.8398	38832.8984	37529.2266	29416.2285	39465.8477	44539.207	27746.8574	32093.4434	32291.627	46890.3789	49506.5117	30616.2988	36801.3398
2.4016	30516.7695	28400.084	35975.1016	33276.6406	28573.1816	33703.3125	NaN	NaN	28860.0645	29440.2793	35441.9375	35679.7891	NaN	NaN	31508.0059	NaN	NaN	33632.1055	65255.2891	43013.9414	NaN	NaN	34749.2227	44490.8984	NaN	32039.8242	NaN	35907.9688	35302.6445	NaN	NaN	NaN	34381.5977	NaN	37354.6445	45060.8672	29750.7715	NaN	31431.6406	30882.4004	31805.1016	34438.9766	37451.1406	36648.0078	34651.0664	32495.1426	38614.3789	NaN	45884.875	NaN	32608.1777	32447.1562	31971.9082	34788.4688	36710.2812	NaN	33528.3555	NaN	31827.8008	36188.5977	47436.4453	NaN	29867.3281	29031.9727	NaN	27028.5801	34085.375	36727.4062	39448.0312	76230.3516	32653.1543	34700.5508	39983.8867	34303.9492	30906.2871	27472.1914	NaN	NaN	46855.918	30903.3223	34663.6914	NaN	34994.418	38403.4062	33397.8125	42176.0742	42146.9844	36758.2422	NaN	38498.3203	37708.7852	35427.75	NaN	34363.1172	41049.7852	27668.4531	29888.6777	29366.6426	31858.6035	39018.5	28298.4023	35023.1641
2.535	28351.3555	NaN	33962.7266	30308.9688	27294.2734	NaN	NaN	NaN	28574.9805	28467.5957	33264.4922	NaN	NaN	NaN	30635.75	NaN	NaN	NaN	64749.7109	37710.7148	NaN	NaN	32955.2461	40452.4883	NaN	30624.291	NaN	35724.8828	35062.1055	NaN	NaN	NaN	NaN	NaN	35789.6328	35764.0312	NaN	NaN	28342.8301	30431.168	NaN	34347.543	36337.3906	NaN	NaN	32060.2598	33897.543	NaN	NaN	NaN	32315.4336	32023.6504	30682.1172	34125.6328	30763.0176	NaN	33318.6094	NaN	NaN	36745.4648	43595.9648	NaN	30084.2461	NaN	NaN	27365.334	30155.0332	33258.4414	35581.5039	100561.3047	NaN	30456.6875	37047.5742	33504.8945	29749.0117	27018.0371	NaN	NaN	39084.8242	NaN	32705.2344	NaN	33699.7305	34385.3008	NaN	42635.8711	NaN	33907.332	NaN	34247.707	35474.3594	35218.9727	NaN	36807.3906	36012.2969	NaN	28933.6582	28552.5918	28774.6875	34458.0703	NaN	32781.8945
2.6684	28337.8105	NaN	NaN	28083.0059	NaN	NaN	NaN	NaN	NaN	28746.9609	33806.9141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50710.8711	36173.1797	NaN	NaN	32584.0645	37591.7266	NaN	NaN	NaN	36910.2578	NaN	NaN	NaN	NaN	NaN	NaN	34528.3008	31275.2637	NaN	NaN	27517.3379	31096.5117	NaN	33763.0742	35559.3203	NaN	NaN	NaN	33629.5391	NaN	NaN	NaN	NaN	32103.0703	NaN	34335.7266	29022.2148	NaN	NaN	NaN	NaN	36741.2695	39073.7383	NaN	29324.0801	NaN	NaN	NaN	30504.6445	NaN	34191.4805	89443.7266	NaN	NaN	36609.1133	33325.6562	NaN	26731.707	NaN	NaN	36688.2656	NaN	29232.1641	NaN	31639.875	35117.7266	NaN	38431.2266	NaN	NaN	NaN	32738.666	NaN	34894.0742	NaN	32945.9336	NaN	NaN	27998.252	NaN	26449.1152	33620.4375	NaN	32088.9297
2.8019	28093.6621	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29183.2461	32301.8809	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39688.043	34790.332	NaN	NaN	NaN	36512.0547	NaN	NaN	NaN	35612.2422	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31508.8672	NaN	NaN	NaN	30827.4062	NaN	NaN	NaN	NaN	NaN	NaN	32739.5762	NaN	NaN	NaN	NaN	33037.4766	NaN	36817.8281	27813.8047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61079.5039	NaN	NaN	34104.3008	NaN	NaN	27025.084	NaN	NaN	34853.7227	NaN	27420.1309	NaN	32542.6191	NaN	NaN	38547.9492	NaN	NaN	NaN	32483.9609	NaN	33581.2305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33037.9258	NaN	NaN
2.9353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34457.9844	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30166.2656	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46670.5	NaN	NaN	NaN	NaN	NaN	28801.5938	NaN	NaN	34670.0547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33257.043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32851.6758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39435.9766	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31792.5469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39495.6836	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33540.0898	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40865.1055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45054.3672	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
