x	Y_20181208_15693_10_3g	Y_20181208_15693_10_5g	Y_20181208_15693_10_8g	Y_20181208_15693_11_12g	Y_20181208_15693_11_3g	Y_20181208_15693_11_5g	Y_20181208_15693_11_8g	Y_20181208_15693_11_9g	Y_20181208_15693_13_10g	Y_20181208_15693_13_4g	Y_20181208_15693_13_5g	Y_20181208_15693_13_7g	Y_20181208_15693_14_3g	Y_20181208_15693_14_6g	Y_20181208_15693_15_10g	Y_20181208_15693_15_12g	Y_20181208_15693_15_7g	Y_20181208_15693_15_8g	Y_20181208_15693_17_2g	Y_20181208_15693_18_6g	Y_20181208_15693_18_9g	Y_20181208_15693_19_3g	Y_20181208_15693_19_5g	Y_20181208_15693_2_6g	Y_20181208_15693_2_9g	Y_20181208_15693_3_11g	Y_20181208_15693_3_7g	Y_20181208_15693_4_6g	Y_20181208_15693_5_1g	Y_20181208_15693_5_2g	Y_20181208_15693_5_5g	Y_20181208_15693_6_11g	Y_20181208_15693_6_6g	Y_20181208_15693_7_5g	Y_20181208_15693_7_8g	Y_20181208_15693_7_9g	Y_20181208_15693_8_7g	Y_20181208_15693_9_7g	Y_20181208_15693b_1_11g	Y_20181208_15693b_1_12g	Y_20181208_15693b_1_3g	Y_20181208_15693b_10_16g	Y_20181208_15693b_10_1g	Y_20181208_15693b_10_7g	Y_20181208_15693b_10_8g	Y_20181208_15693b_12_10g	Y_20181208_15693b_12_4g	Y_20181208_15693b_12_5g	Y_20181208_15693b_13_10g	Y_20181208_15693b_13_3g	Y_20181208_15693b_13_4g	Y_20181208_15693b_2_11g	Y_20181208_15693b_2_15g	Y_20181208_15693b_2_3g	Y_20181208_15693b_2_7g	Y_20181208_15693b_3_18g	Y_20181208_15693b_3_19g	Y_20181208_15693b_4_12g	Y_20181208_15693b_4_14g	Y_20181208_15693b_4_2g	Y_20181208_15693b_4_30g	Y_20181208_15693b_5_14g	Y_20181208_15693b_5_23g	Y_20181208_15693b_5_26g	Y_20181208_15693b_5_9g	Y_20181208_15693b_6_15g	Y_20181208_15693b_6_18g	Y_20181208_15693b_6_2g	Y_20181208_15693b_7_16g	Y_20181208_15693b_7_1g	Y_20181208_15693b_7_5g	Y_20181208_15693b_7_6g	Y_20181208_15693b_8_7g	Y_20181208_15693b_9_10g	Y_20181208_15693b_9_3g
1.3342	42642.6953	60375.207	51345.332	70063.9766	65994.6406	70499.0078	38971.582	34249.1562	98368.0703	67709.7344	74400.9922	36895.9609	46818.7227	44001.9922	70789.6641	44038.5508	37050.9883	74594.5625	44643.3672	58406.8945	75140.2422	51898.1602	50648.9062	42617.0781	68377.8516	99104.75	75242.2109	43495.4141	65065.0586	42877.957	59523.2344	43168.2109	39154.6367	72600.9375	67687.9922	61771.2461	72168.3828	63766.0781	100182.8281	38376.4727	82341.75	55229.2812	94830.8828	73307.75	37043.2227	36685.7656	50126.1797	60005.1016	37377.6602	29088.002	74579.3828	61418.7344	41288.7891	90971.9062	32140.4609	54128.8203	30260.834	67420.6484	81272.3438	62666.5156	50925.7109	77546.4375	65407.8633	57836.3086	61957.1289	113064.1406	40651.1406	56696.7812	41941.7617	34503.2031	60427.5703	65381.082	25392.0312	73265.7969	32453.1836
1.4676	56391.6836	61941.6602	66857.9375	91089.6562	49258.9336	74265.5078	47692.1523	34342.8672	122546.7891	64456.5508	81065.3594	40484.1016	37912.6602	37691.5977	49997.918	64183.2617	47587.8633	83750.0312	67752.7344	69916.9531	57740.5781	72106.5234	80259.8672	59327.0586	83855.9375	110178.8281	80053.3047	37688.1797	42535.3828	51252.3438	45142.4453	59097.4688	52476.832	76356.8984	56525.8516	68042.1016	55727.6914	92687.8047	74037.7109	48585.3008	122403.2344	42228.832	81907.7344	53734.8594	43042.6445	51668.2852	74616.2266	43050.2695	49238.0742	29283.1172	54852.6016	44240.6367	57535.0469	68318.6016	39640.7109	39050.4492	32798.9961	48008.1836	73502.1953	51969.8516	75420.6641	63504.8477	44987.9375	73430.3906	66993.9922	112506.2422	52881.7422	86216.0625	57609.9922	NaN	73692.5625	89148.5391	26162.5352	48579.6641	32747.4531
1.6011	72012.1484	46201.8047	66071.9844	80963.9453	36045.8086	52745.3672	45819.2148	37717.707	88762.4219	48422.6289	59288.8984	48139.9961	35646.6641	34117.2656	38278.4688	93775.5938	55085.2539	64595.3398	87416	57516.4609	40947.6953	69228.6953	110911.0625	68509.5156	75432.1016	82068.7344	60985.7461	29652.5156	35042.8633	46260.0469	37734.0352	70518.8984	58791.8008	57217.207	39939.5352	53714.3984	38429.9648	96132.1172	50243.6016	68311.2812	115323.9297	35676.8398	55211.0195	39065.3477	61259.6914	68521.2031	98882.5859	37186.6562	49115.2109	30296.7461	40165.9844	37046.7695	67794.7188	44707.7617	45092.4258	33760.7461	38853.6055	38220.5078	52052.3672	38979.875	77198.9219	46334.9844	40369.3984	66944.75	51559.9883	84064.3047	83102.8125	105224.2188	87587.0547	NaN	62715.8555	87210.7812	30815.4766	36499.7109	40061.5312
1.7345	70260.7109	37366.7227	52993.9492	56533.0586	31196.2539	39130.5547	40503.0156	44643.8438	55200.0352	37885.5117	43078.3633	55564.8789	NaN	33299.2109	34968.7734	105790.7344	46540.707	46515.8594	76709.2031	43150.9141	34933.1914	49639.6875	103744.1719	58123.6289	54401.0117	54119.6445	45154.418	27431.0391	31266.043	37839.2031	NaN	60004.6562	51737.8438	41364.918	33691.0664	36837.125	33502.1914	70128.5078	40095.6992	87503.2031	78755.7656	34862.8711	40643.1484	33477.1484	76900.9531	62494.6172	81402.9297	33406.0391	38525.793	36770.4531	31236.3281	33916.6211	58367.4219	33864.6953	43810.2656	32347.5117	47717.6016	34234.6719	41132.1094	31257.6914	54062.5273	39907.2461	39028.5898	50703.4492	38568.9297	54075.9609	130890.8984	89148.4688	107290.7891	NaN	45894.6055	64872.0156	40378.1758	33431.3125	54796.3867
1.8679	51630.293	35345.9688	42409.3164	42608.7812	28497.3105	36113.5273	36588.8086	56696.7773	42289.3633	33383.7422	36322.7539	52043.6719	NaN	33584.4922	32207.3145	77903.5469	37490.457	37274.4883	53642.0781	38133.1484	32517.6348	39080.1758	68194.0078	41416.1523	43604.9102	41231.0508	36717.8359	25347.9004	30737.4414	34234.2227	NaN	43814.5312	38862.2695	35773.3008	30132.6953	29249.6289	31406.0977	48262.5586	35671.0859	78121.2891	50778.6953	33353.625	36389.5742	32441.5	69937.5781	43622.0703	56868.1758	33004.4336	29736.6875	45093.8398	27904.9785	30443.6289	43513.5352	32855.3516	36978.2812	30203.084	46481.7891	33638.7656	37912.1289	30775.6152	40759.3945	39931.332	42395	38406.832	32077.6328	41629.8633	129194.2031	59976.6172	84551.9531	NaN	37769.6094	43130.1836	56751.1641	30566.8086	63761.043
2.0013	37003.5859	32651.5312	37352.1797	36497.7109	27059.4375	35283.3398	35949.0273	58861.9453	36743.6992	32915.4922	32337.2246	41222.1484	NaN	NaN	34382.8398	48740.1797	32941.4336	34135.8086	40342.1328	36028.832	30515.1094	35033.8477	47405.1133	34311.4844	35206.7031	37269.5352	35151.8359	NaN	30825.0996	39209.2227	NaN	36104.2422	34085.6055	32595.2051	28685.0078	26989.5215	29990.2012	38399.1602	34904.793	55470.5391	40694.1445	32957.9258	40628.6328	NaN	48530.2344	34725.0664	44291.7344	31522.0312	27990.0801	63343.375	28502.2031	31646.5645	35192.4844	33045.4062	33264.8359	NaN	40575.1641	32222.4766	36521.7461	NaN	34301.8984	48136.6367	NaN	33708.8867	33270.6953	35466.0156	89780.3828	45723.8164	53804	NaN	34350.8984	34190.4375	74868.6328	29981.0293	50746.3789
2.1347	31286.7363	30909.6621	34459.4336	35372.3203	NaN	NaN	40517.0234	48648.2227	34674.1523	NaN	31706.4941	35991.2148	NaN	NaN	NaN	38079.2656	30494.2793	33838.5156	35098.4492	33572.3203	32130.4355	32797.7852	40064.5703	32777.3086	32807.7852	35447.8633	33827.2969	NaN	NaN	NaN	NaN	32747.9102	31597.0527	31690.8398	27053.5488	26319.5488	29578.0605	35942.9844	32906.3789	43235.1602	36809.6797	NaN	39090.0859	NaN	39306.5352	31378.1191	38486.3672	NaN	27560.7734	77960.1094	27819.207	31451.8438	33213.3125	33826.3008	31416.793	NaN	35258.8945	31237.123	33816.4961	NaN	31067.8535	NaN	NaN	31764.1172	34987.332	35085.0625	57114.125	41682.0117	43148.7305	NaN	34074.9609	32415.2188	70953.3203	30862.8965	38424.0898
2.2682	27892.0801	31499.4434	31316.2305	34214.7656	NaN	NaN	NaN	39438.75	34989.4062	NaN	32768.6406	36058.2773	NaN	NaN	NaN	33823.8125	NaN	NaN	35749.9414	NaN	NaN	NaN	38200.0742	31372.791	31667.2285	34114.1641	32801.2617	NaN	NaN	NaN	NaN	NaN	30826.2617	NaN	NaN	NaN	NaN	34042.8281	NaN	36391.7422	NaN	NaN	NaN	NaN	35658.7422	31392.1973	34876.2852	NaN	NaN	70352.7344	NaN	NaN	31734.2871	NaN	NaN	NaN	33938.5938	NaN	NaN	NaN	NaN	NaN	NaN	30546.9492	NaN	32675.0566	46941.5391	41625.0938	38832.8984	NaN	NaN	29416.2285	46890.3789	NaN	30616.2988
2.4016	28573.1816	NaN	NaN	34521.0977	NaN	NaN	NaN	35441.9375	35679.7891	NaN	NaN	35930.6172	NaN	NaN	NaN	33632.1055	NaN	NaN	34839.8828	NaN	NaN	NaN	NaN	31357.4688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33350.9727	NaN	36648.0078	NaN	NaN	NaN	NaN	NaN	30309.7188	35731.4727	NaN	NaN	48520.5234	NaN	NaN	NaN	NaN	NaN	NaN	32653.1543	NaN	NaN	NaN	NaN	NaN	NaN	30903.3223	NaN	33397.8125	42176.0742	42146.9844	37708.7852	NaN	NaN	NaN	31858.6035	NaN	28298.4023
2.535	27294.2734	NaN	NaN	NaN	NaN	NaN	NaN	33264.4922	NaN	NaN	NaN	36099.9336	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33536.8047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29407.459	34887.1406	NaN	NaN	34613.8516	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42635.8711	NaN	35474.3594	NaN	NaN	NaN	28774.6875	NaN	NaN
2.6684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33806.9141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32954.0664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28986.6562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38431.2266	NaN	NaN	NaN	NaN	NaN	26449.1152	NaN	NaN
2.8019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32301.8809	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28295.9023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38547.9492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25948.5723	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
