x	Y_20181208_15692_31_14g	Y_20181208_15692_32_3g	Y_20181208_15692_36_9g	Y_20181208_15692_38_11g	Y_20181208_15692_38_12g	Y_20181208_15692_39_14g	Y_20181208_15692_39_1g	Y_20181208_15692_39_7g	Y_20181208_15692_40_18g	Y_20181208_15692_40_8g	Y_20181208_15692_41_12g	Y_20181208_15692_41_1g	Y_20181208_15692_41_5g	Y_20181208_15692_42_17g	Y_20181208_15692_43_12g	Y_20181208_15692_43_7g	Y_20181208_15692_44_11g	Y_20181208_15692_44_3g	Y_20181208_15692_44_5g	Y_20181208_15692_45_16g	Y_20181208_15692_46_13g	Y_20181208_15692_46_17g	Y_20181208_15692_46_6g	Y_20181208_15692_7_7g	Y_20181208_15692_8_2g	Y_20181208_15692_8_4g
2.535	13204.293	13058.1299	10795.5957	11570.0879	13526.9219	15003.6533	13168.1191	11587.0371	12825.5273	15851.5215	11333.3945	12852.8096	11741.6406	13058.7275	13672.9316	15843.1387	12881.291	13206.7041	12518.8291	11693.5039	14347.0127	12659.8438	10938.3721	16994.9941	13045.2666	12397.5361
2.6684	13432.6377	12793.4102	11095.9727	11934.8047	13222.6787	14187.1172	13698.6748	11510.2236	13938.5684	17973.916	10729.7354	13490.7041	11900.4316	14111.626	12363.5312	16048.9502	12961.292	12524.2451	11830.5703	12601.8047	13723.6299	12299.8682	11127.6387	16176.8408	12725.1016	11978.2275
2.8019	13213.3945	12374.0312	11674.2607	12506.8848	12690.5127	13735.0732	13804.9473	11889.168	13681.8359	18793.2031	10788.8809	13797.3301	12222.5303	14639.2939	12216.8027	15669.6826	12515.5801	12046.4531	12225.3203	12529.7197	13948.4092	12841.0293	10786.5967	15122.0693	12880.5332	11568.3379
2.9353	12827.3047	12596.9297	11517.8604	13160.8086	12297.7441	13239.5918	14274.1211	12426.3213	14049.6309	15172.4307	10810.0605	14027.4941	11616.4531	13333.124	12140.5146	14794.5898	12725.0459	10909.543	11982.7021	12298.9385	13420.5977	13397.4629	10127.499	14146.5986	14720.4482	11508.3574
3.0687	12486.7578	12168.5508	11300.7891	13192.0713	12173.0254	12626.9844	13038.6719	11985.7578	12738.0361	13461.5283	10898.9023	14667.6807	11054.5547	13080.4258	12050.3955	16366.1572	14247.0752	11170.4561	11487.2051	12171.624	13432.6709	12751.6055	10529.0645	13243.624	14278.6816	11610.3086
3.2021	11842.5547	11892.2402	11017.9443	12321.8467	12223.4492	12768.2334	12733.9854	11774.5381	12719.6006	12093.626	11994.2266	14649.6924	11060.8691	12346.9102	11653.4873	14537.0918	13735.1035	11763.0947	10923.0234	11676.9746	12717.5361	12038.0986	11406.6865	13164.3877	12377.5234	11259.7412
3.3355	12046.708	12129.4463	11241.7988	11409.2598	11878.6689	12709.126	12616.5098	11892.5518	11998.8682	11936.6826	12199.1592	13542.9268	11130.748	11865.9971	11746.0332	13256.4727	12887.1133	11264.4688	11118.5898	11608.3037	12253.084	12301.7373	11123.9121	13113.1338	12651.8506	10685.3447
3.469	12010.3555	11712.498	11439.4521	11007.7686	11798.3379	12895.9941	12999.8613	12168.2568	11863.9912	11216.917	11781.126	12894.3701	11818.2178	10965.999	12300.9141	12836.7422	12370.1572	11972.3857	11540.7627	11942.5859	12339.7197	12822.8291	11435.9434	13278.9727	NaN	12082.1475
3.6024	12160.8994	10505.5977	NaN	10739.7246	11282.4512	NaN	12738.9268	12482.7891	11534.8984	11153.0674	11868.0596	12891.2646	11448.3184	11142.1182	13418.0771	11795.2227	12389.7949	12762.8428	11569.1963	NaN	11195.6973	12680.7363	11226.5928	13223.1094	NaN	11454.4932
3.7358	11583.1846	10554.2217	NaN	11049.4277	11911.3564	NaN	12313.9531	11563.5166	11592.1943	NaN	12076.3682	12065.7061	11342.5469	11164.4551	13011.9395	12204.3018	NaN	12234.6299	11427.8359	NaN	11298.5771	NaN	11313.4863	13294.0361	NaN	11027.332
3.8692	NaN	10675.4834	NaN	10606.4229	11461.9443	NaN	NaN	11480.1562	11948.4746	NaN	12139.9092	12533.71	NaN	10923.9531	12346.5977	12247.0947	NaN	12109.3223	11051.9844	NaN	11524.8389	NaN	NaN	NaN	NaN	11615.0303
4.0027	NaN	10901.0283	NaN	NaN	NaN	NaN	NaN	NaN	11020.2754	NaN	11577.7891	NaN	NaN	10367.4189	NaN	11814.9824	NaN	12119.4443	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11521.4248
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10904.2344	NaN	11981.5996	NaN	NaN	10701.8145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12187.7803	NaN	NaN	NaN	NaN	11152.1445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12281.1953	NaN	NaN	NaN	NaN	11321.2979	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
