x	Y_20181208_15694_1_12g	Y_20181208_15694_1_13g	Y_20181208_15694_1_6g	Y_20181208_15694_1_7g	Y_20181208_15694_10_14g	Y_20181208_15694_10_1g	Y_20181208_15694_10_4g	Y_20181208_15694_11_8g	Y_20181208_15694_12_12g	Y_20181208_15694_12_4g	Y_20181208_15694_13_11g	Y_20181208_15694_13_12g	Y_20181208_15694_13_2g	Y_20181208_15694_13_3g	Y_20181208_15694_13_6g	Y_20181208_15694_14_1g	Y_20181208_15694_14_8g	Y_20181208_15694_15_2g	Y_20181208_15694_15_4g	Y_20181208_15694_16_12g	Y_20181208_15694_16_15g	Y_20181208_15694_16_7g	Y_20181208_15694_17_4g	Y_20181208_15694_19_13g	Y_20181208_15694_19_1g	Y_20181208_15694_19_20g	Y_20181208_15694_19_6g	Y_20181208_15694_2_11g	Y_20181208_15694_2_12g	Y_20181208_15694_2_8g	Y_20181208_15694_20_10g	Y_20181208_15694_20_11g	Y_20181208_15694_20_1g	Y_20181208_15694_20_3g	Y_20181208_15694_20_5g	Y_20181208_15694_20_6g	Y_20181208_15694_20_9g	Y_20181208_15694_21_6g	Y_20181208_15694_21_9g	Y_20181208_15694_22_12g	Y_20181208_15694_22_13g	Y_20181208_15694_22_1g	Y_20181208_15694_22_2g	Y_20181208_15694_22_8g	Y_20181208_15694_23_12g	Y_20181208_15694_23_13g	Y_20181208_15694_23_15g	Y_20181208_15694_23_17g	Y_20181208_15694_23_4g	Y_20181208_15694_23_5g	Y_20181208_15694_24_12g	Y_20181208_15694_24_4g	Y_20181208_15694_24_9g	Y_20181208_15694_25_1g	Y_20181208_15694_25_3g	Y_20181208_15694_26_10g	Y_20181208_15694_26_5g	Y_20181208_15694_26_7g	Y_20181208_15694_26_8g	Y_20181208_15694_27_3g	Y_20181208_15694_28_10g	Y_20181208_15694_28_2g	Y_20181208_15694_28_4g	Y_20181208_15694_28_6g	Y_20181208_15694_28_7g	Y_20181208_15694_29_3g	Y_20181208_15694_29_4g	Y_20181208_15694_29_6g	Y_20181208_15694_3_10g	Y_20181208_15694_3_11g	Y_20181208_15694_3_16g	Y_20181208_15694_3_3g	Y_20181208_15694_3_6g	Y_20181208_15694_3_9g	Y_20181208_15694_30_1g	Y_20181208_15694_30_5g	Y_20181208_15694_30_6g	Y_20181208_15694_30_7g	Y_20181208_15694_30_9g	Y_20181208_15694_5_10g	Y_20181208_15694_5_22g	Y_20181208_15694_5_2g	Y_20181208_15694_6_14g	Y_20181208_15694_6_17g	Y_20181208_15694_6_1g	Y_20181208_15694_7_11g	Y_20181208_15694_7_12g	Y_20181208_15694_7_15g	Y_20181208_15694_7_2g	Y_20181208_15694_7_4g	Y_20181208_15694_7_9g	Y_20181208_15694_8_9g	Y_20181208_15694_9_14g	Y_20181208_15694_9_3g	Y_20181208_15694_9_7g	Y_20181208_15694b_10_2g_left	Y_20181208_15694b_3_4g_left	Y_20181208_15694b_6_12g_left	Y_20181208_15694b_6_5g_left
1.3342	31313.0781	27662.2109	31977.0879	30605.9551	27955.3965	24166.4512	31958.5938	29074.7715	26973.0176	35918.0781	32341.6523	29925.5996	31721.0527	30231.834	31287.084	25204.5527	29476.6953	29791.9062	31917.2812	27277.8008	31559.6016	29518.0781	31305.6055	29121.1289	24789.9238	25245.9453	32388.6758	34031.3477	28078.584	32953.1289	30603.168	31876.623	26688.7734	29498.5215	29740.1387	26463.1895	30451.4199	28142.7773	28904.3496	32794.0586	25965.7051	26701.8301	27854.25	31711.7559	29479.7598	30580.7852	28078.5625	31159.0645	28887.3691	27283.8145	29943.6855	28629.6367	28176.0938	30544.1016	29485.4355	30062.1934	32044.5586	30251.6191	29375.9004	29226.0078	27090.4648	30677.0801	26809.0508	29018.8535	26562.332	28438.3926	30500.3984	33806.0312	32922.832	31293.9727	28745.0273	32112.791	27965.4238	30126.584	29747.6992	30529.8281	30858.6602	31654.0059	32617.6465	32027.293	32155.2949	29921.8184	29258.2012	26927.8848	26944.2715	30318.5918	32102.6035	28828.4668	27878.8789	30808.3164	29557.0469	32032.2422	33223.5703	31319.0391	30841.6777	24520.3359	28857.916	28885.8301	32750.4961
1.4676	32605.2695	27109.6211	33424.582	30918.0293	28397.418	25596.3633	32694.0879	29764.7402	26957.4004	45029.0156	32632.1504	32239.2539	32395.8242	30786.7188	33887.0586	25968.9043	29594.2441	29219.3652	31068.8203	27763.3047	32525.0801	29948.7246	32640.748	29696.752	24514.0039	24510.3711	31991.7871	41703.4727	27936.5176	34982.168	31059.4648	32471.752	26892.0098	29099.9766	31188.1191	26469.5469	31291.7891	28443.7031	29237.6758	33246.125	26939.3301	26471.4062	27849.5801	30911.3379	30222.8789	34482.043	26385.6855	31093.4102	28471.5586	27644.6035	29819.5918	29809.0684	29622.0723	29655.6523	30295.5703	28846.4375	32556.1973	32913.0586	30246.6797	28765.0488	29257.2305	28963.3457	28199.5723	30008.4277	25369.3223	29557.5859	30387.2578	35288.1172	33270.6641	33528.0664	29807.7656	34425.6758	30207.3301	29604.9355	32215.8652	30157.3926	31412.0898	32985.9453	32803.1914	31597.2949	30690.2266	30845.4258	29688.082	29081.0508	25956.3301	31142.0684	33116.9609	28803.4707	27494.4336	30819.6016	31215.1973	32416.6387	33908.7109	32015.8516	32540.873	25710.1914	29244.8867	28797.6191	31824.7812
1.6011	34552.9258	27191.7207	36789.5078	31502.4863	27885.0449	28405.7441	33029.1289	30575.1309	27517.125	57476.168	32231.6758	30973.1699	30310.8848	30863.7148	36896.3242	25897.8008	30050.1875	29550.7715	29742.6992	27870.752	30813.3281	31201.291	40358.2695	32379.4629	25323.8633	26501.9746	32269.3809	55064.832	29401.5879	40428.957	32715.6562	31783.3809	27680.4238	29476.1875	31102.1426	26805.5859	31301.1719	30150.959	32890.4883	36523.2539	26969.125	28596.9141	30074.332	32075.2695	32849.5	33018.9453	26646.0488	32395.9805	29510.4141	30217.4629	29809.5371	31111.5547	32315.7402	33156.5898	32164.9375	29597.2051	33199.3672	38072.2734	31486.9668	29295.3613	30220.7773	29777.457	30021.6426	30718.0957	25534.6016	29152.2969	32689.3164	40552.4453	36835.1719	34838.2305	30203.7773	38680.9023	32524.4902	30661.6719	40459.6875	30547.584	31282.1367	32693.5957	34141.3594	31743.1543	32967.4609	29430.4629	29846.6895	30045.4336	27118.7168	34389.1445	33895.4609	30040.1074	26514.4316	30469.5723	30899.9883	32883.4453	39022.2734	33178.2617	32810.1445	29367.6465	30527.0645	29719.2949	33332.207
1.7345	41727.0117	26343.1992	44073.6953	31845.2441	29280.6211	32524.793	34662.0938	31981.9746	27600.5996	60356.2031	33563.2891	33623.6172	31969.3438	32847.5547	46513.6211	26360.7988	32203.7773	29927.8848	31787.6543	27560.4941	33308.2422	31498.6582	57371.9258	31546.041	26340.002	25405.957	32898.6602	77055.0781	30638.5254	55133.7656	32830.3242	31708.4004	28675.0762	32602.1406	32932.8281	27725.0254	32169.6895	31859.1309	42391.7422	43038.9961	25583.0859	30681.3477	30644.2578	33041.9336	37149.8594	37922.0781	26330.9883	34977.668	31054.8848	34080.8047	29971.6445	36280.7656	35005.582	40008.9219	35550.5625	30584.0605	35888.7695	50169.2812	29949.7266	30811.043	32939.2109	30560.4609	35749.2344	34061.6875	28070.0195	30426.9258	33101.4727	54604.5508	39494.2422	37480.2461	30010.3066	54458.0703	37915.2773	29550.2461	60918.1211	32131.998	33406.4844	33128.7734	35377.2891	32720.0215	41127.6406	31254.9629	31964.6465	30591.3184	26515.7051	36421.3047	36738.0234	32037.4414	27929.1465	30566.6816	32104.2637	34147.1406	48619.9375	34008.1289	32701.1328	34656.6797	32709.5742	29224.8203	32550.1836
1.8679	61813.2461	27411.1562	56907.5586	34176.8516	31101.2168	44059.0859	36106.8867	33150.1953	29103.1328	55999.4492	33349.6953	40766.1328	32169.9805	33770.3555	64459.9688	24713.25	35845.4883	31993.1895	32105.1973	28791.5469	35679.2969	31404.4531	70565.2109	34470.8711	27526.332	26556.8047	33560.1875	83703.1875	35602.4375	82131.1641	34159.9805	31746.752	29871.3301	39374.0703	33424.8555	29541.1484	35410.0977	35497.4062	63705.9922	62509.2617	27199.0801	35244.2461	32790.0859	34307.957	45432.1797	44960.9258	27919.9238	45577.1602	32272.4434	45315.4375	30246.5234	48597.0273	35131.2422	54566.2617	40814.5664	31489.2031	40926.5273	65741.2188	32558.1445	33189	36555.4219	32458.3262	52162.5859	41779.2266	28899.0293	34525.3633	38863.4883	75836.2188	49440.4414	44915.8398	33330.0312	73120.7734	44463.7656	30245.2676	88771.0938	33196.4531	37833.0703	33138.7891	40053.0117	34008.0312	57780.0508	34334.207	33087.1719	37313.9062	25964.1094	48515.9844	41715.1992	31451.2871	29035.6992	32267.5918	33834.6875	39494.7227	59214	37274.1602	31917.1934	48729.6953	36040.3711	31028.9043	32563.5742
2.0013	83235.4062	29077.7891	73164.125	40739.1875	31479.9668	73685.1953	43658.3984	37078.3047	30585.0371	57348.0859	38736.6328	52636.0117	32355.5742	40229.5859	78943.2344	27021.2891	39984.1875	33846.1602	31998.6641	32437.8691	41999.6758	34239.9102	63008.332	37548.5117	33590.8867	27651.5312	36643.2969	61296.4648	45659.3672	96465.6094	38917.5469	32064.084	31238.1172	52117.1758	36019.9492	32724.0859	40596.3789	43452.3398	87629.5234	79054.1016	28045.7773	56696.4609	36706.6016	40825.2266	69239.4219	59122.1328	28577.9336	68753.8359	37615.8906	68024.1562	32321.0059	63568.875	41086.8867	70360.4297	55297.0312	32927.1523	60854.6133	62993.5391	35287.8828	38777.5781	47226.8867	39910.2461	70016.1875	54824.6133	32905.7578	44624.3398	52306.5234	81661.7891	68197.9609	63642.2148	38587.1133	67181.4688	40528.0078	31347.4531	91646.5234	36514.5586	45945.2031	34276.1328	58737.3945	35402.4023	77661.75	40372.9297	36263.6523	49008.0859	27923.6602	69208.7031	53361.0078	33323.5781	32557.7051	30784.4004	37702.9023	52490.918	58926.5391	43153.9336	33273.2578	71378.8438	47990.4766	35822.3047	33312.3828
2.1347	76939.8516	34186.5547	71551.1953	53124.1172	34419.2617	88374.5312	55790.0703	50684.6523	34211.1289	55701.6797	49858.5703	78023.2031	35495.7578	46712.4141	73773.1797	26903.1445	55692.207	40050.2461	33505.5859	38092.0859	49984.3008	44714.6172	42195.4688	44495.6758	46953.3125	29469.998	44729.4414	42205.6211	62270.3906	72837.4922	47778.2227	31586.8438	38263.1836	61927.3242	40487.5234	40339.1602	53624.9531	62511.4883	79529.5938	73485.7031	29390.3555	85572	51003.9297	55770.2383	99770.9141	79156.9219	31623.4551	88929.5469	45829.7305	89188.9297	34995.1094	62006.4688	57695.2305	59993.3984	70219.6875	36778.5938	93880.9062	43578.1953	42711.0586	51396.0781	60576.9844	53559.957	61056.2617	72368.2344	41001.2695	65014.5469	71770.8672	62882.6445	83757.4766	91738.0547	45343.2461	46702.75	34915.5898	33390.0977	62475.8711	42419.6094	66426.9688	37384.3984	94882.6875	38863.7031	66360.9609	50399.7812	45829.1211	56143.6211	28942.1094	75356.2812	78167.1797	38798.2695	37158.1836	33244.0234	48676.0195	69084.375	52210.9414	57869.7383	35207.1367	74008.6953	69396.2031	41662.4102	33416.2578
2.2682	53317.5625	44019.6914	51905.6992	56430.2734	43278.6172	67674.5469	71051.0859	67548.1562	40472.3008	45094.8594	69215.6797	82198.4375	35218.707	52790.8203	51869.6484	30891.9297	76307.1719	52268.7891	35717.293	50984.5156	73846.6562	63678.7578	35756.6133	64403.0156	67829.75	34593.2266	65620.6953	35806.0977	62276.2227	50187.0469	60413.4414	32907.6445	55345.4258	53417.9727	48585.125	54222.4531	75086.0156	78546.4922	53410.2734	55409.6367	34175.082	83894.1719	68534.9375	84811.6562	102516.5781	74059.1016	39687.1992	78227.2266	51010.0234	76841.8984	42822.8047	48302.1445	63939.4648	40378.1836	66862.5156	45751.8867	104585.2109	34172.6836	58292.4102	64417.9922	57547.1445	72484.4844	43717.7891	69064.9141	46671.5273	72994.6875	86448.7266	42439.832	68064.3047	96007.0312	67175.4688	37342.9844	32106.0312	39049.8594	43312.1289	60296.4922	70570.8594	45056.9297	115095.6953	53172.3125	48028.457	55592.707	65671.875	46847.6523	30858.9062	58596.0195	100351.1953	53069.5781	48111.4844	35428.7969	72373.1172	69830.0781	45374.5469	70959.2188	40927.8125	53984.5195	78470.6094	39749.7969	39021.8438
2.4016	39177.2188	48940.6289	41065.5195	45081.0742	59336.4688	42985.7656	68984.2969	67695.9062	55109.0078	36112.5703	78390.6328	55873.9688	43144.2344	42994.0547	39713.2812	41236.7617	76119.0469	85039.4609	41912.75	58422.3945	96828.5938	76866.9531	33264.4727	87670.4062	73876.0469	48136.918	80643.5703	33264.2383	45955.4141	40413.6641	63632.4258	33635.625	80500.4922	39988.668	69678.0781	64702.9023	78405.4844	67497.0469	39539.9023	41555.3633	43901.6055	57417.3516	63196.668	100077.5078	72590.2891	51416.6641	49468.9375	54223.2227	44694.8789	50265.9141	61561.9062	34867.875	52198.582	33452.6094	48468.6797	47363.7188	77560.5781	31903.3809	78854.1953	61296.4492	41860.4805	75192.7656	34713.5781	50666.5156	41856.3906	60031.1914	70739.7344	35363.5703	46570.6055	68202.6094	76374.4531	35085.4492	32381.3691	51481.25	35481.4609	73613.1016	53245.5273	66853.8594	87338.6953	78554.2656	37135.2031	46570.543	85900.5469	37958.6523	36687.6406	43585.4453	83985.2031	72969.7812	70246.9375	38149.2617	99921.625	52550.8242	40031.9062	66899.8984	48340.9336	36102.9922	59446.2227	35197.8242	51979.7656
2.535	35014.5312	42163.7266	35498.3711	36938.4062	78659.0781	32355.4609	52488.0703	52660.0938	62508.1562	32926.5273	61856.8945	40833.8477	57115.3945	36486.4609	35445.0117	59975.457	57875.0781	124519.2656	48883.8047	49334.1875	81365.0625	63551.1445	31829.6855	83033.9141	55578.1953	66690.4844	69464.3281	31903.6797	35978.6602	34895.2227	51103.1094	34607.8359	88726.3281	32821.2266	85085.6328	57812.8594	58184.1562	46379.4688	37673.457	37116.9805	49351.543	39847.332	45011.6172	76176.9688	49329.2305	38002.7148	45431.8047	40120.3398	35322.8945	38070.5664	83280.375	31149.3633	37209.5586	29271.2988	38507.0156	39966.5508	50704.4688	30540.7988	77719.6406	46026.1328	34672.1914	54369.0703	29627.5723	38596.3789	33953.4844	41864.207	49270.5547	33065.5703	37241.0742	45244.3555	61215.9453	33830.4844	32075.1895	59175.5195	31340.7305	68630.1172	40748.1875	79168.4609	56115.3125	101513.9922	32009.7324	37232.4375	78790.9219	31983.9473	50333.4961	37299.4805	49823.4258	69457.8281	79546.4609	44131.9492	92766.9688	39726	34971.3867	48091.2461	47225.1836	28926.7031	47736.5469	30843.0996	71934.0703
2.6684	33012.8906	34215.2344	33659.875	34484.5234	68679.6016	27824.4043	40744.2031	41046.3477	50098.7891	31161.002	45451.0352	37630.0156	74768.9453	35983.9336	34642.1406	82941.6328	41934.3711	119819.0625	48551.7344	37930.1719	55524.6836	42536.0352	NaN	57947.4258	38037.1172	73171.3906	49908.4414	35479.6289	33156.1484	35085.1133	42436.082	37674.9492	64401.1758	30182.9199	73358.8281	40495.2852	41029.0352	36981.1953	39150.918	NaN	41057.8711	32872.5703	35867.5625	50340.1953	39971.0117	34784.2695	36314.3633	34139.3945	34075.3828	33285.1367	72356.5312	29473.7363	29021.3789	28823.0781	33953.8828	32367.2324	39419.0508	29895.1348	63660.0234	36298.8906	31282.4668	39552.3438	29511.8008	33285.4102	31323.998	34091.6289	39159.1875	31355.2305	33715.7109	36625.7148	46417.457	34293.3594	NaN	50164.7461	NaN	46508.5469	32092.6953	67545.4141	40145.3828	109026.3672	32686.5547	32838.1562	53739.2188	29566.2441	52853.1953	34929.1094	39246.293	52097.3945	61797.2578	43259.3008	61922.5664	35708.7969	NaN	39653.6562	39738.207	26592.0703	41454.4062	28477.4473	70273.9922
2.8019	30369.207	34098.6211	32992.9258	32743.0273	47462.2852	26261.5742	36085.9492	37128.3008	38270.4492	30284.3301	38298.2891	35105.4023	71275.4375	34680.6641	31852.9746	78794.7891	35572.5977	78745.4922	40319.1836	31521.209	42308.582	33871.9453	NaN	42642.0508	31497.8535	55679.2617	41411.1445	NaN	30082.0078	NaN	37525.2266	47631.7148	43406.3359	29540.0645	50406.1875	33110.1758	34413.6836	33851.5586	NaN	NaN	33736.082	31919.1445	33703.1562	43098.2656	35573.7891	31006.834	34456.6211	33320.7578	31490.377	31999.5449	48765.6094	28333.2246	27350.5586	28238.5254	32456.0293	29468.3945	36465.2344	28842	NaN	33999.5898	31088.2969	33956.6484	NaN	32479.1289	30075.9473	31171.0488	35661.4141	31648.0156	32707.4785	33631.6758	38379.7109	36978.8906	NaN	40202.668	NaN	37023.6445	31606.3555	48054.9531	35832.0859	99031.9062	29436.7891	31035.168	38200.5156	27537.1113	43609.0586	33180.0469	35568.8984	38354.7305	44317.0078	37538.8164	44128.0352	35314.2227	NaN	37573.8555	34035.4023	NaN	NaN	28946.8047	50783.3828
2.9353	NaN	33534.6523	32205.0215	NaN	38513.3672	NaN	34408.3555	35321.1992	32915.6523	30493.9922	35089.4453	39935.1016	49452.082	36333.8242	32426.584	55968.4766	33137.3555	53698.2148	35130.0898	29947.9727	36540.6641	31890.3691	NaN	35301.4766	29586.0293	40654.8867	37022.6406	NaN	NaN	NaN	35645.5117	72804.3516	36137.5352	28548.8984	38979.75	31009.7422	32006.7227	32645.4316	NaN	NaN	30148.3945	32614.5938	33318.9023	45888.75	33524.9805	30721.041	32245.3516	32566.7207	31146.4355	29880.5059	37628.3672	27358.7129	26103.9805	NaN	31256.6426	28148.5703	34900.7812	NaN	NaN	31722.4219	29770.3652	32699.9883	NaN	31368.293	30666.4824	NaN	34894.6172	32265.3516	33363.7305	33679.7266	40086.7109	NaN	NaN	35932.2383	NaN	33390.0508	31252.2617	39651.332	34737.6484	71234.8906	NaN	NaN	34397.2383	NaN	33853.7109	34714.6562	34397.3906	33155.125	34328.0625	33816.3828	38137.8047	37592.5547	NaN	NaN	32238.7402	NaN	NaN	NaN	41688.707
3.0687	NaN	NaN	NaN	NaN	32726.7285	NaN	NaN	35405.2969	30192.2227	30219.4238	33785.0156	NaN	40610.4844	NaN	30667.6328	36843.9414	31349.3672	45128.875	32694.375	29922.6875	35500.6953	30544.0645	NaN	34215.2656	27773.7188	38095.4531	34330.8945	NaN	NaN	NaN	34085.707	96281.4219	35761.4805	26806.5508	35268.332	27548.791	30723.8887	NaN	NaN	NaN	28742.4414	NaN	31732.3652	NaN	33803.1406	NaN	30746.2988	30600.1836	30270.8438	29330.5898	32561.0488	NaN	NaN	NaN	NaN	27596.3809	33399.7734	NaN	NaN	31045.082	30172.0273	33849.2852	NaN	29653.5742	NaN	NaN	NaN	NaN	32397.4492	NaN	42492.9688	NaN	NaN	35096.7773	NaN	32641.6562	30987.1992	36885.5117	33329.2852	48443.6484	NaN	NaN	33255.4297	NaN	30406.1387	NaN	32344.9453	32178.9258	30602.1133	29906.9805	34583.8008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	32532.6699	NaN	NaN	NaN	28369.4082	NaN	33754.1797	NaN	35805.7852	NaN	30916.6172	31203.8301	29811.1758	37640.4961	NaN	29064.0098	34159.9141	NaN	NaN	34646.9609	28097.6211	37670.5078	33445.0781	NaN	NaN	NaN	33569.75	89930.6562	32849.5781	27517.8848	33213.9141	29071.6504	31181.3223	NaN	NaN	NaN	28281.0273	NaN	NaN	NaN	33734.6328	NaN	NaN	NaN	NaN	29970.5176	30988.5391	NaN	NaN	NaN	NaN	NaN	33375.2734	NaN	NaN	30586.0215	NaN	31841.1855	NaN	NaN	NaN	NaN	NaN	NaN	33088.7031	NaN	NaN	NaN	NaN	NaN	NaN	32135.4219	NaN	35375.1797	32960.0508	39861.2109	NaN	NaN	30872.748	NaN	28460.123	NaN	NaN	32882.9102	30241.8516	28745.5449	32210.3242	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27939.4453	NaN	NaN	NaN	35170.0195	NaN	NaN	30902.4141	30211.6953	33735.625	NaN	NaN	35179.1992	NaN	NaN	NaN	27266.4824	NaN	NaN	NaN	NaN	NaN	33673.3203	62921.5	NaN	NaN	NaN	28936.1133	NaN	NaN	NaN	NaN	28238.0371	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28404.832	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31137.0488	NaN	NaN	NaN	37509.6289	NaN	NaN	31371.791	NaN	27104.3613	NaN	NaN	NaN	31693.9609	29214.416	31085.2988	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28878.2188	NaN	NaN	NaN	32630.1602	NaN	NaN	31835.5117	NaN	31599.8379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33061.9844	44190.0547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29609.0254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31322.9844	NaN	26637.8164	NaN	NaN	NaN	NaN	29772.9023	32755.9434	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29766.877	NaN	32794.8047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40097.8672	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28991.0352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41493.8164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
