x	Y_20181208_15693_1_13g	Y_20181208_15693_1_4g	Y_20181208_15693_10_14g	Y_20181208_15693_12_8g	Y_20181208_15693_13_13g	Y_20181208_15693_13_6g	Y_20181208_15693_13_8g	Y_20181208_15693_14_1g	Y_20181208_15693_14_5g	Y_20181208_15693_15_4g	Y_20181208_15693_15_5g	Y_20181208_15693_16_3g	Y_20181208_15693_17_13g	Y_20181208_15693_17_1g	Y_20181208_15693_18_11g	Y_20181208_15693_18_2g	Y_20181208_15693_18_4g	Y_20181208_15693_2_10g	Y_20181208_15693_20_6g	Y_20181208_15693_3_3g	Y_20181208_15693_3_5g	Y_20181208_15693_3_6g	Y_20181208_15693_4_2g	Y_20181208_15693_4_7g	Y_20181208_15693_6_13g	Y_20181208_15693_6_1g	Y_20181208_15693_6_2g	Y_20181208_15693_6_5g	Y_20181208_15693_6_7g	Y_20181208_15693_7_10g	Y_20181208_15693_7_4g	Y_20181208_15693_8_4g	Y_20181208_15693_9_13g	Y_20181208_15693_9_1g	Y_20181208_15693_9_2g	Y_20181208_15693_9_5g	Y_20181208_15693b_1_4g	Y_20181208_15693b_10_18g	Y_20181208_15693b_10_4g	Y_20181208_15693b_10_9g	Y_20181208_15693b_11_16g	Y_20181208_15693b_11_2g	Y_20181208_15693b_11_5g	Y_20181208_15693b_11_8g	Y_20181208_15693b_11_9g	Y_20181208_15693b_12_3g	Y_20181208_15693b_13_11g	Y_20181208_15693b_13_18g	Y_20181208_15693b_13_20g	Y_20181208_15693b_2_12g	Y_20181208_15693b_3_12g	Y_20181208_15693b_3_13g	Y_20181208_15693b_3_20g	Y_20181208_15693b_4_11g	Y_20181208_15693b_4_1g	Y_20181208_15693b_5_18g	Y_20181208_15693b_5_3g	Y_20181208_15693b_5_6g	Y_20181208_15693b_6_5g	Y_20181208_15693b_6_7g	Y_20181208_15693b_7_4g	Y_20181208_15693b_7_7g	Y_20181208_15693b_8_10g	Y_20181208_15693b_8_11g	Y_20181208_15693b_8_14g	Y_20181208_15693b_8_8g	Y_20181208_15693b_9_5g
1.3342	12448.8818	10866.877	12984.0879	10487.3135	11933.9785	13165.459	12038.8213	15358.3213	11710.1865	13615.8037	12065.9854	13419.1074	12953.5664	12465.4092	11804.9551	13958.3096	11888.8896	12321.877	12285.7158	14504.3574	12896.6104	17041.6074	13352.1875	13406.6172	16751.4512	11774.3896	10964.1641	16490.0371	14186.2256	14176.2441	15902.2939	15421.1904	14319.5303	13207.4443	11596.0732	14300.1982	12451.6621	13646.6328	12333.7764	11337.5342	11741.1602	15175.9463	10734.5	16500.0664	13583.1152	13026.2266	12101.5986	13358.9209	13253.1787	16260.7295	11189.79	14281.5293	12836.1475	14275.5762	15249.4531	15780.1885	13307.9258	10754.7051	12015.4844	14109.4053	12826.1279	13188.2295	17508.4648	15760.0918	14314.3633	13343.0977	13544.7334
1.4676	11699.1973	12190.1289	12491.6484	10685.8184	11638.9688	13156.5869	12739.0811	14269.9482	12089.2871	12364.5908	12107.0869	14285.9121	13069.2168	12697.1504	11462.835	13888.835	12351.2295	12589.0576	13264.5459	15647.0674	14778.418	16151.9268	14293.8584	14009.1133	17229.8613	11508.3789	10523.1484	16961.7695	15090.6104	14386.7373	14069.3916	13314.0059	13017.917	12475.916	11140.9463	13660.1553	12622.5391	13471.6953	13060.7568	11353.2549	11650.5557	13528.6963	10401.8438	16004.4316	15070.8584	14322.8555	12217.3008	14340.3672	13852.1436	15110.7207	11648.8369	13593.0029	13028.2773	13956.6797	14107.2998	14825.8164	12822.7168	11847.3438	12230.1436	14367.9258	13009.5312	13040.9473	18219.7109	15562.123	14025.3213	14339.9717	13184.3193
1.6011	10805.9365	12824.6523	12306.7061	11125.9238	12207.7441	13035.8926	12183.4668	13722.8506	12407.9277	12713.2842	11112.9551	14132.6475	14005.7656	12085.0312	10702.7275	14183.5938	11756.1592	11743.4209	13113.5078	16121.8701	14812.6621	15837.0996	14603.2021	14628.4482	16838.5449	10995.167	11055.6631	15810.3965	16278.3066	13475.3408	14177.9932	13140.7549	12219.9922	13000.1689	10570.6279	13161.3721	12543.5176	12292.0127	13550.7588	10738.335	12248.7139	13649.7842	10929.7812	16208.293	15828.6572	15423.4004	12474.1084	13862.2373	13422.0322	14980.2432	11964.8525	14136.1738	12860.0742	13378.3369	13910.1133	15654.6211	12924.6709	12894.1992	13324.7803	14703.6768	13709.3643	12731.3965	18612.4961	15201.6104	12737.0156	15965.5947	12879.0908
1.7345	10591.8447	11944.5957	13261.6758	11207.1963	11686.1689	13414.1885	11718.9307	12304.4004	11708.5674	13430.1279	11554.5283	13356.4531	14785.1611	12058.8564	11010.2061	13735.5498	11908.9873	11287.6133	14020.1553	15621.7939	14636.8838	15962.6807	14039.4463	13387.6992	15877.5615	11125.9893	10997.3818	13927.1592	16438.3398	13794.0752	14282.9238	12308.3184	12494.209	12686.8838	9992.7236	12755.3105	13734.1006	12096.458	14243.2744	11140.1875	12684.8408	12714.4668	11966.1797	15555.0156	15777.2393	15302.3906	12192.625	13766.5088	13374.7393	13574.5186	12668.2842	14223.2998	13136.2422	13213.4756	13362.6006	15648.3516	11676.5498	13279.667	12740.207	13281.9707	13910.0166	14283.4434	16843.9531	15535.7129	12945.8389	17581.7695	12716.877
1.8679	10820.9805	12584.5713	14579.1484	11419.6553	12213.6221	13425.3389	11324.2109	11741.2861	12457.1855	14365.8965	11412.8545	13514.1875	15509.6455	11538.1348	11176.1328	12959.4268	12801.7275	11911.4521	14449.8398	15833.9053	14672.3984	15949.7871	13879.5566	13794.5771	14771.7002	11618.1465	11374.2861	13235.3838	16597.9395	12606.834	14335.5879	13044.7373	13391.5889	12530.8662	10223.8906	13155.2539	14043.5059	11702.7656	13295.5566	11742.249	13403.3828	12740.2148	13300.0127	15563.4248	15151.4336	15459.9971	13294.5791	14782.9893	13507.8564	13175.1504	13260.9414	14486.624	13118.6475	13298.2578	13282.6914	14241.7012	11777.4014	14090.4619	12114.1846	12643.7939	13143.04	14585.7891	14357.7793	15139.8721	13731.7383	16035.376	13305.5957
2.0013	10836.1133	13565.9736	16031.8838	11273.9736	11646.1113	12005.7646	12103.3193	11750.1738	12850.7549	15127.6855	12110.5879	14547.0371	15395.959	10912.3105	11800.8428	12135.5029	13581.4336	12443.8867	15592.4785	15101.4189	14676.1064	15916.5205	13512.1855	13118.6758	14391.7148	12226.8408	11543.0527	12326.9189	15491.4404	12630.7471	14197.6631	13058.917	12880.6943	12596.0664	10106.9883	13900.8184	13826.2305	11746.5879	15077.0977	11871.2363	14724.3018	12214.7686	12472.3027	14511.0098	14265.4766	16461.6055	13873.3066	14849.9141	13714.6465	12478.8516	12974.4844	15331.1758	14405.9512	13221.7402	13533.7891	14496.918	11803.833	14252.9785	11573.5801	12292.0947	12793.8721	14439.4229	13106.7275	13393.7568	14120.5039	14877.6191	13332.2871
2.1347	11438.21	14189.5596	18559.7207	11561.5059	11500.4443	11990.3076	10823.2852	12197.9639	13032.9336	15842.7207	12114.4688	14665.6885	16113.2002	10742.3271	11546.6494	12352.1826	14794.8838	13554.9854	15374.9727	15985.3564	14279.0498	15982.9824	13313.041	12294.5498	14552.9473	12861.8447	11319.1992	12482.3438	14731.7129	13325.5635	14428.7734	13182.501	13243.8242	12255.6963	10774.5869	14480.2266	14278.7461	11827.0586	14196.9473	11849.875	13810.7832	12115.9619	11709.2363	14200.6104	13218.8018	16571.7285	13855.5557	14346.2158	14372.3174	12077.2422	13032.4365	15854.7344	15187.5469	12076.541	12875.6904	13021.7852	11723.7188	14539.4902	11437.2334	12209.1641	13542.6104	13803.75	12685.2168	13297.252	14973.4639	13446.2783	13523.6396
2.2682	12385.0742	12913.5557	18176.1543	11765.1309	11021.8086	11661.0479	10584.6787	13218.6094	12490.4463	15389.7158	12130.792	14014.2939	15701.7588	10901.7412	11331.6494	13071.1553	16330.1562	13909.7861	15464.3018	15810.9658	13759.6836	15013.7861	14051.3682	12287.2881	14906.6846	12474.8408	11907.7061	12855.125	14457.5586	12971.168	13899.7852	14885.4023	13017.5518	11979.5967	12244.2178	14118.0068	14188.2812	11838.8945	13825.3047	13184.7793	13421.5088	11386.0996	11226.7334	14345.8408	12819.7158	16973.8867	14902.0312	13785.8145	14917.4512	11276.166	12984.5605	13997.9043	15165.1514	12184.6631	13530.6465	13229.8867	12134.499	13229.6016	11221.4033	12812.9033	13076.5137	12778.7725	12590.7275	12594.417	16391.1992	12587.7275	14197.6123
2.4016	13083.5332	13741.2715	17148.9727	10903.2871	11511.2168	11432.9395	10346.2197	13740.1816	12370.1641	13870.666	12519.8301	13528.0361	14147.7441	11902.5352	11351.5938	12386.999	16068.7051	13511.626	14923.5146	14357.835	13709.5576	14023.8916	12755.4229	12044.6172	14962.123	11869.6973	11999.5791	12347.6924	13771.8223	13058.0986	13551.9961	14602.3779	12715.4023	12226.0986	11218.8555	13927.3262	15921.3477	12063.3438	13177.8018	12616.084	12590.4023	11709.5371	12022.4443	14122.5488	13070.1025	16562.3984	15168.4014	13249.6143	14023.6406	10572.166	12646.5908	12854.2246	15248.543	11611.9971	13302.8193	13178.9004	12345.9785	13689.2412	11449.2002	11041.7305	11943.5127	11487.5459	12320.5967	11695.9922	16691.4531	12338.5889	14170.9883
2.535	13155.7168	12487.0352	16327.5	11120.54	11166.5664	11724.5977	10585.8027	13831.7676	11660.3008	12733.0635	12450.8525	13183.6973	13730.7002	12551.1885	12445.9131	11013.127	15478.6543	13131.6025	14642.7539	14394.4033	13173.75	13899.0781	12816.4092	13320.7559	15497.5293	11548.9424	12207.4688	12103.4512	14044.9951	13772.0117	13282.6553	13999.8994	11729.4111	12091.2314	11339.1162	13570.5527	17214.3359	13021.5625	13082.6094	12801.5176	12384.8447	12528.7588	11668.4756	14677.2295	12739.7607	17526.1328	15848.958	12530.4277	13429.7314	10982.0732	12682.0947	12283.1289	15795.4463	10893.6973	13586.3828	13514.0654	13047.3135	13000.6348	11017.1826	10065.9727	11288.7344	11821.9951	11876.8701	11011.042	16135.3623	11305.8516	14300.1182
2.6684	13104.8408	11992.3721	15337.7891	11308.4395	10834.0078	12005.8154	10562.3887	13750.3799	11946.9424	12529.083	13501.2607	13075.2363	13373.5498	11811.8027	12538.1914	10571.4307	14476.5713	13726.8076	13608.2061	13538.3496	13206.0117	12844.2256	12382.7334	12609.8545	14692.7451	12372.415	12212.7607	12152.207	12689.5117	12860.1699	13175.6641	13804.3779	11753.3652	11974.8877	11727.0674	13356.6221	17326.1738	13249.7881	14393.1924	13543.2051	12932.7354	12014.3916	10974.3818	15449.1406	12641.3496	16609.7305	15590.7676	12665.0381	13834.125	10702.6797	12887.6523	11966.335	16500.1602	10476.6055	13469.4355	14298.7432	12941.7148	12359.5527	11039.8564	10349.8936	11114.0459	12064.3799	12156.5986	11486.0947	16817.0312	11716.5586	13851.3516
2.8019	12784.6357	12586.8516	14574.835	10902.0322	10576.9473	11738.7979	10889.4443	12966.4238	12601.9883	11886.6074	12902.707	12431.7979	12797.4463	12136.7676	12465.8418	10684.3945	13852.0498	14394.6992	12579.5273	12978.0645	13186.3584	12105.4482	13294.0176	11464.6172	13682.998	12375.835	11810.2891	12243.0166	12536.8945	11869.1504	13209.0254	15405.9316	11385.0889	10809.6992	11570.8643	13872.5908	15093.0303	12614.1836	13186.3369	14982.5527	12905.8984	11630.5332	11969.9102	17483.2871	12571.7646	15391.0674	15082.8623	12250.6387	14532.6836	10369.6953	11991.2725	11938.5986	16163.8818	11396.0195	13665.8682	14567.9473	12378.7773	11462.1914	11260.9268	10282.5713	11148.3242	11748.3818	12152.9668	11993.3438	14575.6846	11128.1816	13081.2197
2.9353	12511.543	12134.791	14140.832	11053.0107	11033.957	12083.9512	10853.4648	12853.0977	12698.6377	11518.1875	NaN	12281.9883	12720.0352	12319.6201	12349.3906	11443.2285	13569.6562	16147.2197	13636.4453	12272.4385	12451.5684	12088.0225	12731.3311	11498.9121	13657.959	12068.1377	11539.5283	12517.4668	11835.6094	10977.3447	12869.6738	14281.9121	10949.4482	11588.1895	11317.2598	13488.3838	13878.8877	12835.3369	12548.9023	16149.418	12023.3164	11838.8604	11662.125	16439.5078	13184.2451	13669.4004	13797.9287	11793.1758	13701.0938	10912.9229	12385.1602	11590.3945	14786.9717	11188.6807	13149.2549	13727.2715	12355.9502	11120.6328	11752.1436	10775.6865	10814.957	12055.0674	12026.8535	11588.1611	13373.5107	10864.9639	12838.3984
3.0687	12737.5674	12109.2002	14258.3672	11068.8848	11474.7754	13239.8604	NaN	11949.9795	NaN	11061.1055	NaN	11121.3174	11598.25	12338.3711	12316.5439	11384.7236	12220.5088	15959.9062	13264.6533	12004.6826	12807.9561	11174.4082	11648.0889	11549.5518	14936.499	11939.4688	11444.1055	12671.0127	11918.9102	11066.7178	NaN	13302.04	10959.2002	11871.3047	10979.9932	12576.5283	12806.499	12323.9854	11823.2812	15861.623	11438.0527	11318.6934	11440.7178	15226.251	12774.6973	12546.5977	13368.4561	11967.1748	14153.4805	10919.542	12169.791	12319.4336	13795.1611	11172.2803	13140.7305	12670.4336	12142.0664	11422.0771	11908.5566	10380.6826	10469.2236	11329.8887	12002.6064	11838.3955	13173.2988	11178.6699	12224.4375
3.2021	13288.6768	NaN	13360.0215	NaN	NaN	12912.2607	NaN	13044.3721	NaN	11464.249	NaN	11446.2715	11956.9033	11679.8262	12554.9717	11042.7373	12178.1826	14014.4912	13357.5156	12011.1406	12750.7881	11197.083	11342.1924	11888.1162	15516.0508	11983.3672	11476.7402	NaN	11737.8906	10336.3301	NaN	13674.7178	11479.8662	12064.5566	11362.6895	11952.7471	13168.123	12122.5684	11755.8848	13866.668	11546.0908	11688.5859	11232.8799	13898.2705	13940.7568	13003.0479	13349.3027	12646.8594	13455.9053	10703.4277	NaN	12170.1191	13880.9316	11665.6523	13454.3779	12246.6416	12351.2998	11183.6162	10978.2822	10758.4395	10358.0273	11226.8047	11353.4199	12511.79	13004.3125	11808.666	12365.3682
3.3355	NaN	NaN	13035.957	NaN	NaN	NaN	NaN	12294.8359	NaN	11785.6494	NaN	11549.7734	12242.7891	11595.2354	NaN	NaN	12275.5137	13799.3848	12860.1152	11679.958	NaN	10323.4316	NaN	12223.6621	14915.4795	12023.3506	11728.0498	NaN	12436.668	10022.6016	NaN	13203.4775	11389.4629	NaN	10760.4473	12085.1104	13200.1396	11887.0176	11887.9141	13443.249	11426.8945	11751.6016	11043.5625	12549.8945	13828.8584	12353.7705	12825.9395	12539.1152	NaN	10860.666	NaN	12489.7246	13744.2705	11493.5215	13579.0049	12504.8643	11661.8535	11186.1299	11611.082	11194.1582	10225.6143	NaN	11534.1895	11819.0186	12472.5137	11496.8633	NaN
3.469	NaN	NaN	12799.5596	NaN	NaN	NaN	NaN	11827.6826	NaN	NaN	NaN	11018.6426	NaN	11364.2471	NaN	NaN	NaN	12677.1787	12581.5088	NaN	NaN	9915.8584	NaN	11796.4199	14588.7217	11782.5527	11304.4443	NaN	12113.1484	NaN	NaN	NaN	11613.3105	NaN	11020.4131	12117.6826	12450.96	11617.5059	11882.5645	12184.0967	11875.1572	11395.4717	11570.748	11975.0957	13470.7363	13270.4785	13242.5752	11740.166	NaN	10476.0869	NaN	12528.9629	13055.835	NaN	13176.7607	12133.7891	11205.5049	NaN	NaN	10768.249	10492.9854	NaN	11614.3096	12772.1504	NaN	11699.0615	NaN
3.6024	NaN	NaN	12360.6592	NaN	NaN	NaN	NaN	11984.9346	NaN	NaN	NaN	NaN	NaN	11593.1328	NaN	NaN	NaN	13506.7979	12636.291	NaN	NaN	9803.9668	NaN	11950.4619	13292.3486	12077.668	11250.5264	NaN	11625.4785	NaN	NaN	NaN	11565.9902	NaN	11106.8799	11719.2168	12728.0879	NaN	11565.5264	12624.4365	11161.373	NaN	NaN	11917.627	13411.1562	12952.8857	13304.4111	12401.9258	NaN	NaN	NaN	12568.7588	12314.9492	NaN	NaN	12336.7334	NaN	NaN	NaN	NaN	10277.5352	NaN	12012.9717	12659.374	NaN	NaN	NaN
3.7358	NaN	NaN	12162.4678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13416.6172	12572.0742	NaN	NaN	NaN	NaN	NaN	13055.6426	NaN	11466.7656	NaN	12578.541	NaN	NaN	NaN	11514.0635	NaN	NaN	NaN	NaN	NaN	NaN	12439.8086	11434.5	NaN	NaN	12202.4111	13688.9766	12501.2002	12959.707	NaN	NaN	NaN	NaN	NaN	11826.7754	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12817.0176	NaN	NaN	NaN	NaN	NaN	13245.9365	NaN	NaN	NaN	13639.5205	NaN	NaN	NaN	11131.8213	NaN	NaN	NaN	NaN	NaN	NaN	12007.2295	11552.6816	NaN	NaN	11874.1221	13672.6445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13328.2412	NaN	NaN	NaN	12908.8857	NaN	NaN	NaN	10653.167	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12302.1025	12822.4395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
