x	Y_20181208_15100b_1_1g	Y_20181208_15100b_1_3g	Y_20181208_15100b_1_6g	Y_20181208_15100b_10_1g	Y_20181208_15100b_10_2g	Y_20181208_15100b_11_1g	Y_20181208_15100b_11_2g	Y_20181208_15100b_11_3g	Y_20181208_15100b_12_1g	Y_20181208_15100b_13_11g	Y_20181208_15100b_13_15g	Y_20181208_15100b_13_16g	Y_20181208_15100b_13_20g	Y_20181208_15100b_13_4g	Y_20181208_15100b_14_10g	Y_20181208_15100b_14_3g	Y_20181208_15100b_14_7g	Y_20181208_15100b_15_10g	Y_20181208_15100b_15_11g	Y_20181208_15100b_15_3g	Y_20181208_15100b_15_8g	Y_20181208_15100b_15_9g	Y_20181208_15100b_16_3g	Y_20181208_15100b_16_9g	Y_20181208_15100b_17_1g	Y_20181208_15100b_17_3g	Y_20181208_15100b_17_7g	Y_20181208_15100b_18_11g	Y_20181208_15100b_18_1g	Y_20181208_15100b_18_2g	Y_20181208_15100b_18_4g	Y_20181208_15100b_18_7g	Y_20181208_15100b_19_2g	Y_20181208_15100b_19_4g	Y_20181208_15100b_19_5g	Y_20181208_15100b_19_9g	Y_20181208_15100b_20_11g	Y_20181208_15100b_20_6g	Y_20181208_15100b_21_5g	Y_20181208_15100b_22_20g	Y_20181208_15100b_22_3g	Y_20181208_15100b_22_7g	Y_20181208_15100b_23_10g	Y_20181208_15100b_23_3g	Y_20181208_15100b_23_4g	Y_20181208_15100b_23_5g	Y_20181208_15100b_23_6g	Y_20181208_15100b_23_7g	Y_20181208_15100b_24_1g	Y_20181208_15100b_24_3g	Y_20181208_15100b_25_1g	Y_20181208_15100b_26_5g	Y_20181208_15100b_26_7g	Y_20181208_15100b_27_8g	Y_20181208_15100b_29_5g	Y_20181208_15100b_30_4g	Y_20181208_15100b_30_5g	Y_20181208_15100b_30_6g	Y_20181208_15100b_30_7g	Y_20181208_15100b_32_2g	Y_20181208_15100b_32_4g	Y_20181208_15100b_32_7g	Y_20181208_15100b_32_8g	Y_20181208_15100b_4_5g	Y_20181208_15100b_5_6g	Y_20181208_15100b_6_2g	Y_20181208_15100b_9_1g	Y_20181208_15100b_9_3g
1.3342	13251.7031	13750.4102	15879.0898	16731.6582	15013.2949	13220.8486	12568.8896	14236.6855	13786.2109	17608.9395	14974.5479	16340.9551	13024.6338	24492.6523	17080.4531	13203.2432	14891.6152	13551.5654	15082.3984	13896.2334	12300.4551	13407.8174	12722.667	12868.5625	12368.6914	14994.416	14253.5039	14247.9316	12239.0527	14567.7852	17929.0332	12919.3418	13860.7842	16406.9316	13412.6279	14225.2275	16505.0645	15050.041	12639.0771	13340.4209	12176.4609	14384.499	14536.3564	16087.4932	15471.2773	16773.7578	15641.5918	15174.9648	11822.4297	14013.2666	12333.6855	16006.7812	14648.4072	14323.3008	14381.9189	12524.8623	12863.6621	15474.5869	11172.7334	14144.7793	17290.9375	15086.3379	14648.0732	15409.584	17356.3301	15619.54	13192.6807	14768.626
1.4676	13139.7705	13458.0859	15184.1816	16839.0332	13076.1396	12492.501	13238.4609	13419.6484	13343.7256	17413.9609	14555.9102	14718.7178	13428.4824	29264.791	17207.6172	14085.1631	15204.8242	13558.3105	15066.583	14389.7285	13165.6562	14297.416	13286.9658	12828.2207	12886.5674	14543.5918	15631.1719	13489.3037	12850.4531	14588.3027	17309.9453	13388.4092	14594.4561	15791.8691	13941.0977	15099.4307	16824.8379	16823.5645	13579.2559	12638.0938	12409.5586	15028.5303	16067.9834	15594.585	15893.4541	16677.8965	14264.6543	14279.9199	11509.5576	14771.3525	11615.8584	14488.0127	14804.7295	13810.8945	15852.542	13723.2441	13304.7754	15825.1963	11648.3369	14750.1455	17321.5195	15753.9062	15101.3916	15828.46	16391.3145	16462.3301	12302.8291	14912.7168
1.6011	13720.6113	13754.9229	14069.3086	16912.7266	12952.1885	13020.0635	14092.1025	14301.6816	12593.5361	16969.5703	14016.1611	14477.6836	14073.9619	29571.625	15569.3896	13216.6904	15050.834	15034.0625	16505.5996	14923.5049	13841.3242	14891.9668	12531.0439	12422.5117	12409.793	13435.1865	16812.2734	14102.498	12351.5381	14289.7578	16375.7861	13733.9512	14861.3984	15301.1416	14210.2188	14422.3701	16499.0293	16402.7383	13642.6064	12774.7158	12215.7285	14306.2305	15444.4199	13811.3652	16174.5928	17426.3555	14101.457	13160.0469	11933.1328	15178.5742	11625.458	13363.0879	15952.1084	13159.8818	16572.9473	11406.7393	13899.1855	17231.5527	11842.4238	14446.8066	18063.9297	15918.4961	14222.208	14811.0381	15935.1602	15467.4463	11695.6768	14992.8623
1.7345	14561.8213	16205.9541	14059.5244	15395.5488	12975.2812	13067.7871	14535.3994	14941.0859	13197.1279	16321.5762	16856.5039	14562.7041	13961.0547	24840.2129	13675.1543	13002.5449	14340.3838	15916.7158	16169.1367	15973.2324	15519.0322	15422.2852	12439.3994	12870.6162	11524.3838	13997.7129	16784.5117	12879.7139	12459.5557	13224.0049	16275.2568	13896.665	14037.2285	14315.6592	12764.7148	14199.665	13815.334	16236.8623	13228.9492	12702.6553	11065.8984	13245.7275	14988.8584	12819.9805	14856.4053	16831.5215	12557.8164	13559.6875	12687.0195	14351.9883	11639.3398	12335.8223	16904.3828	13021.2559	15956.3555	12190.6973	13472.7139	16460.3125	12291.5977	13764.5557	17249.9453	17442.875	12448.2539	14439.9688	15561.7119	16278.417	11080.9727	14780.042
1.8679	14311.8975	16714.8027	14447.1055	14641.6699	14109.5576	12991.749	13743.0576	14938.3838	14823.4346	16371.3301	18007.4395	14226.8301	14816.5352	19992.4219	11874.4941	11992.2168	14146.6719	14500.6035	14829.6377	15771.7109	15982.6289	15317.2832	11840.4385	12955.2891	11045.5703	16017.6631	15786.751	12593.5156	14153.0068	12950.3242	15203.7588	13713.0645	12806.1309	15240.5947	12101.3398	13323.9492	13617.9814	14698.8389	12674.5068	12808.874	11378.7197	12106.5732	14058.7871	12353.0947	13934.1904	16257.9561	11972.3301	14661.291	12964.2891	13900.208	11995.1455	11520.708	14428.1113	11689.2383	15511.3027	12150.9346	12949.6357	14699.0605	12711.3789	13219.8984	16481.7852	18654.8867	11318.3418	13559.5752	14702.7607	14080.3379	11047.9912	13879.7852
2.0013	14864.7891	16576.8047	12933.1123	13410.9502	14368.0908	13967.5	13192.0508	15607.5234	16410.1934	16344.1865	17660.8281	13856.3213	14933.1338	17292.3203	11852.9414	11640.415	14417.0498	13639.1318	12890.082	15396.6416	15276.7598	14962.0869	11860.6904	12979.4131	11096.8682	15609.2793	13042.208	11350.957	15061.0518	13154.3008	13917.8936	13895.292	12299.583	13637.9346	11785.9648	12663.5449	12121.4336	13415.9424	12449.8184	11856.833	11066.8926	11454.2549	13284.6201	12096.8857	12878.7021	14088.4893	11475.7393	14894.8682	12599.9375	13788.1289	11863.9668	11421.5732	14335.2109	10759.4443	15449.2266	11631.9258	11099.6758	12327.8262	13444.8877	13090.7256	15053.5859	18051.2754	10952.0859	13861.5586	14444.5342	13188.5537	11235.0254	12770.3643
2.1347	15285.2197	15171.9922	11806.6729	12684.8799	14037.8594	12721.5459	13389.0859	16902.4395	15816.4375	18629.0625	16029.5186	12611.1299	14478.9805	15239.7197	11278.8242	11564.6797	14860.7217	12864.1006	12256.6953	14051.5957	13861.7109	14497.7939	11539.876	13273.3213	10443.8672	13241.0859	13200.415	10424.1328	15878.9639	12750.7607	13355.2207	14578.0449	12639.6318	13032.4629	11488.7881	12983.1104	11552.9531	12678.5449	12110.6797	11856.8018	10665.627	11621.8271	12480.7676	12342.209	11867.3096	13637.2871	11263.3965	13669.4766	11637.3691	13374.1074	11390.2617	11868.4561	13248.0518	10868.583	15475.3193	11358.3828	10456.3818	11910.2676	13651.5615	12431.3047	13534.082	16405.2949	11359.4785	13425.0957	13998.0205	12777.7041	11036	12750.3984
2.2682	15545.4248	12968.834	11222.2295	12026.8096	14702.7988	12539.7402	13336.374	16243.334	14185.8809	19944.623	14070.5625	11820.7656	14652.7715	13405.5576	11943.0283	11608.9824	14606.4668	13823.8828	12040.2861	13682.1807	13229.4521	14138.8848	11716.791	12177.54	10829.5703	12728.6855	12984.9873	9756.3682	15420.5713	12921.8496	11748.5674	14039.6699	11546.9922	12175.4277	12123.3486	12634.4072	11255.0596	12519.9854	12521.127	12057.6396	11073.9189	11386.8477	13465.7949	12267.9229	11926.9385	12314.4336	11062.8027	13005.3555	11173.7852	14025.6299	10878.249	11921.2402	12348.9189	10491.374	14170.0576	11578.2012	10173.4307	9928.1182	13011.0869	11820.0264	13104.3115	13743.0303	11345.332	12062.9453	14659.4453	11865.4053	10828.4756	12206.8857
2.4016	15643.5986	12662.8105	12282.8086	11735.7529	13776.4688	11676.7451	13498.1992	15421.7402	12580.209	17920.459	12471.2959	11388.2158	13789.2617	12731.0664	11660.666	11669.291	12976.8975	14750.3535	12875.54	12694.1719	14162.4814	13469.8203	11691.0459	11750.0322	10755.0723	13372.0156	12350.2734	10106.415	13654.1162	12750.001	11610.7764	13237.1768	10937.9443	11837.2471	11837.8809	13668.4854	10306.9902	12332.333	11573.4707	12215.5166	11025.1904	12203.917	13129.4717	12204.6582	11093.3545	11715.2158	11223.958	13245.7422	10908.7432	13234.9561	11029.1504	11563.6064	12654.6387	10670.6133	12653.958	11171.5586	10127.3047	9988.5889	12547.7402	12184.9668	12658.3184	13923.3066	11841.8613	11904.0176	13614.707	12035.5273	10366.8193	11915.1543
2.535	14610.4902	12484.1035	12445.667	12519.2393	12198.957	11023.1279	NaN	NaN	12553.0352	16510.0273	11785.7744	11199.4053	13801.6367	13033.4512	11811.6924	11832.4463	NaN	14903.1797	12917.1543	11769.7422	13992.0859	13475.2871	11903.0264	11438.8408	11263.7363	12968.2832	12504.0791	10129.8594	12893.3027	12133.0947	11106.1631	11869.6992	11441.709	12359.2539	12006.8838	13837.7637	11282.6484	NaN	11156.3154	12099.6094	10767.2461	NaN	13288.6221	12169.0889	11497.0801	11566.7354	11605.9004	13421.5195	10636.4287	13583.7686	11307.0312	11932.7656	12288.5381	10652.0469	11783.9229	11442.9629	10446.0029	9571.6953	12513.0098	11616.666	12227.6064	12368.7822	NaN	11540.8213	13185.708	12272.7021	11142.0254	12053.2461
2.6684	12846.9785	12949.8369	12277.4492	11863.4404	12012.875	10861.5713	NaN	NaN	12394.6055	13857.168	10723.1035	11469.2764	13182.2363	12607.0879	NaN	NaN	NaN	13208.8555	12823.9551	12137.8535	13956.9873	13323.3223	10968.0596	11289.6045	NaN	12647.8623	12636.373	10035.9912	12173.1006	11742.9043	11577.04	12557.6934	11404.9434	12025.5039	12050.043	14005.3867	10739.1475	NaN	11987.9502	12123.5986	10821.8232	NaN	12890.5273	NaN	11574.5713	12586.624	11184.5059	13196.7178	10146.7725	13892.457	11178.0176	NaN	12492	10936.5469	11967.9756	11059.0039	10648.7412	9439.8809	12555.2559	11604.3115	11517.9434	11875.4893	NaN	10928.6035	12216.5146	12605.3438	12262.418	12591.6299
2.8019	11943.1836	12349.4443	12033.8311	11604.6875	11634.9844	10421.2891	NaN	NaN	11742.3857	12683.3506	11685.459	11223.1367	NaN	NaN	NaN	NaN	NaN	12493.8555	NaN	12533.6201	14002.8555	12651.8311	11095.5986	11502.3877	NaN	12892.4297	12326.8682	10534.7705	NaN	NaN	11215.8945	12278.6289	11496.627	11777.1318	11698.584	13960.2715	NaN	NaN	12241.1895	11735.1621	NaN	NaN	NaN	NaN	NaN	12805.7441	12089.9648	NaN	NaN	13706.6328	11803.7812	NaN	NaN	NaN	11626.7305	11705.1299	NaN	9451.8184	NaN	NaN	11912.6719	11873.9941	NaN	11024.7168	NaN	12513.6641	13487.8438	NaN
2.9353	11311.5918	13242.002	12219.7754	12174.6484	11968.9531	NaN	NaN	NaN	11677.2861	12955.334	11797.3555	NaN	NaN	NaN	NaN	NaN	NaN	13033.8711	NaN	12207.2861	14406.7031	NaN	NaN	NaN	NaN	13395.7998	12694.7324	10892.4424	NaN	NaN	11623.3613	12462.4561	11587.6602	NaN	NaN	NaN	NaN	NaN	NaN	11791.6045	NaN	NaN	NaN	NaN	NaN	12243.5625	NaN	NaN	NaN	13714.5312	NaN	NaN	NaN	NaN	11726.6377	NaN	NaN	NaN	NaN	NaN	12187.5361	11156.0156	NaN	10816.5244	NaN	NaN	14213.2852	NaN
3.0687	11132.2979	NaN	NaN	12445.0693	11663.3193	NaN	NaN	NaN	NaN	12020.8545	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12474.6953	NaN	12163.0273	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12064.3701	11832.3047	11221.2861	NaN	NaN	NaN	NaN	NaN	NaN	11890.3867	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13094.3027	NaN	NaN	NaN	NaN	11283.1748	NaN	NaN	NaN	NaN	NaN	12113.6299	11176.7793	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	10812.0459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11413.7871	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12229.9238	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12047.6953	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11896.7041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12914.2891	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	10909.7031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11758.3965	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11556.1074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12550.874	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	10307.5928	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	10402.1641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
